design	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000188778.6	ADRB3	78.12746311176319	-1.0364811506970497	0.3777682890147542	-2.743695489635364	0.006075186349206852	0.5091631782537128
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000211448.14	DIO2	111.36997590994109	-0.6824172597424751	0.2872930720810396	-2.375334896867889	0.017533034251960435	0.6088037897642907
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000153234.15	NR4A2	6595.049169288833	0.4934692919366174	0.27836922975101636	1.77271493827818	0.07627595450498091	0.7074565234546383
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000112715.26	VEGFA	25318.129155047976	-0.29272535092209373	0.1780899845478315	-1.6436935050857584	0.10023952823424034	0.7340640305925583
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000119508.18	NR4A3	9962.570299377852	0.4093219306718215	0.3030773231354369	1.350552810870996	0.17683872574132625	0.8025607487998162
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000109424.4	UCP1	82.44243902382064	0.64217559864779294	0.5593132548063382	1.1481501522257787	0.2509065833167226	0.850879046564899
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000123358.20	NR4A1	65160.44227352318	0.2600064228769994	0.24299600563066237	1.0700028677516276	0.2846180178818674	0.8619417482287024
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000079435.10	LIPE	36124.2402386171	0.1939163691570995	0.21588059375017676	0.8982575311123384	0.36904826824150017	0.8906341780536909
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000175445.17	LPL	73894.29450071912	0.18316880677166072	0.21096571381607576	0.8682396938269838	0.3852631284289218	0.896053033867897
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000274286.2	ADRA2B	873.0435082183084	-0.11517732097100546	0.14990476822115237	-0.7683366068855528	0.44228723173983653	0.9161737534627732
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000170345.10	FOS	110009.57306244614	-0.17670382386742345	0.240646537443316	-0.7342878303788012	0.46277333330097936	0.9218953461182529
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000166819.12	PLIN1	62821.65602378284	0.1699166038753874	0.23664668000062491	0.7180181182974495	0.47274611535404415	0.9249287186859046
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000043591.6	ADRB1	509.8740989177511	-0.13901780034129568	0.19986418837501632	-0.6955613282778245	0.4867035915712696	0.9304917143220789
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000170323.9	FABP4	177293.8167891298	-0.10627993671563556	0.17701684060034759	-0.6003944955473738	0.5482433553754726	0.933809574711365
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000169252.6	ADRB2	1752.2153663440038	0.10221266521954102	0.15146051920564407	0.6748469221920648	0.4997730255605151	0.933809574711365
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000109819.9	PPARGC1A	617.3343317620439	-0.06569618725471515	0.12710135058355077	-0.5168803238760976	0.6052397037234374	0.9429227680297484
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000176194.18	CIDEA	8640.31613169149	0.13809190948567335	0.28401490393735107	0.48621360207256625	0.6268157283590841	0.9457656746738949
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000177606.8	JUN	53886.95571281548	-0.08778102300509656	0.1970495948218013	-0.44547680031760506	0.6559752218389467	0.9464398943799699
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000184160.8	ADRA2C	1166.8852571038394	0.08298214132709308	0.180296429472588	0.4602539360864579	0.645333960755851	0.9464398943799699
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000150594.7	ADRA2A	5644.263760454932	0.08161030952763426	0.1953857933776073	0.4176880422923698	0.6761752161597754	0.9525071846214154
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000074416.16	MGLL	19753.673331913098	-0.04992936797449934	0.1263909019778067	-0.39503925672804013	0.6928139165116851	0.9543939272230128
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000123689.6	G0S2	30627.399104761967	0.08593674516908717	0.2471638951880194	0.34769133697182775	0.7280720033295238	0.9637718458450277
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000120738.8	EGR1	91700.74751394447	0.047831118602533064	0.23589333088065878	0.20276587906900764	0.8393180284658099	0.9834967293814564
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000011198.10	ABHD5	4684.586210409384	0.021523723298086377	0.13753951523216196	0.15649119645183476	0.8756458579679196	0.9899574106774622
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000155846.17	PPARGC1B	1171.7235946354745	-0.017654308582156317	0.12512051913857322	-0.14109842816911472	0.887792185369134	0.9904122620298423
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000177666.17	PNPLA2	63602.59438851152	0.01493177345289229	0.17181771799497256	0.0869047361770292	0.9307472348413559	0.993309152983035
~SMCENTER + group	ENSG00000211448.14	DIO2	111.36997590994109	-0.8404030892282057	0.2597868257045077	-3.2349719311175353	0.001216546896425779	0.12147630813306354
~SMCENTER + group	ENSG00000188778.6	ADRB3	78.12746311176319	-0.8820837715528834	0.34786539650304954	-2.5357042707326327	0.011222145788552355	0.3123859891072605
~SMCENTER + group	ENSG00000170345.10	FOS	110009.57306244614	-0.43199264538744436	0.22852871712675027	-1.890321053821195	0.058715034667911635	0.48749666254639856
~SMCENTER + group	ENSG00000177666.17	PNPLA2	63602.59438851152	-0.34085024674678105	0.18048313418602238	-1.8885434823814047	0.058953026222916066	0.48749666254639856
~SMCENTER + group	ENSG00000043591.6	ADRB1	509.8740989177511	-0.35744060322475996	0.19606960292029546	-1.8230291585282787	0.06829897475650241	0.4956146967472536
~SMCENTER + group	ENSG00000155846.17	PPARGC1B	1171.7235946354745	-0.21969072037396756	0.1267592375980804	-1.7331338097074078	0.08307188826962085	0.5179471582839538
~SMCENTER + group	ENSG00000112715.26	VEGFA	25318.129155047976	-0.2728263282580647	0.1627037694751584	-1.6768285648091255	0.0935760102585579	0.5367125052163156
