depot	gene_symbol	model	contrast	n	estimate	se	t	p	conf_low	conf_high
subcutaneous	CIDEA	base	post_vs_pre	157	-0.8165837218987426	0.24256316124763372	-3.3664787253703747	9.628789222362617e-4	-1.2920075179441046	-0.34115992585338056
subcutaneous	ABHD5	base	post_vs_pre	157	-0.5110435900613971	0.15292350392128867	-3.3418250102641944	0.0010461454724428234	-0.810773657747123	-0.2113135223756713
subcutaneous	PLIN1	base	post_vs_pre	157	-0.6639400842215819	0.20672094865164803	-3.2117697241241294	0.0016083090811014162	-1.0691131435788122	-0.25876702486435177
subcutaneous	EGR1	base	post_vs_pre	157	0.7590981452617391	0.24659842324974318	3.078276556914399	0.0024681075446896478	0.2757652356922425	1.2424310548312358
subcutaneous	PNPLA2	base	post_vs_pre	157	-0.4410049379398129	0.15020658615586116	-2.935989354569354	0.003838401019081143	-0.7354098468053007	-0.146600029074325
subcutaneous	PPARGC1B	base	post_vs_pre	157	-0.300131954647182	0.10345438632479274	-2.901104199728414	0.004267215106907428	-0.5029025518437757	-0.09736135745058824
subcutaneous	LPL	base	post_vs_pre	157	-0.5710196263307189	0.197922876364744	-2.885061276486353	0.004478780722052813	-0.9589484640056172	-0.18309078865582062
subcutaneous	LIPE	base	post_vs_pre	157	-0.5734811999794985	0.21289822741729553	-2.6936870585372934	0.007855568849906255	-0.9907617257173977	-0.15620067424159934
subcutaneous	FABP4	base	post_vs_pre	157	-0.46465444979363757	0.18083403354714042	-2.569507745191725	0.0111398523844276	-0.8190891555460328	-0.11021974404124235
subcutaneous	G0S2	base	post_vs_pre	157	-0.4925338146543037	0.21976655346716006	-2.2411682163814954	0.026454446230134116	-0.9232762594499374	-0.06179136985866995
subcutaneous	JUN	base	post_vs_pre	157	0.3934435071641635	0.18268385548476293	2.1536851525283214	0.03283101505804612	0.035383150414028175	0.7515038639142988
subcutaneous	MGLL	base	post_vs_pre	157	-0.19359994087533766	0.09684061949714277	-1.999160495674542	0.04736176811665853	-0.3834075550897375	-0.003792326660937817
subcutaneous	ADRA2A	base	post_vs_pre	157	-0.23504122967848742	0.12147900074076036	-1.9348301208047642	0.05485591280437861	-0.4731400711303777	0.003057611773402885
subcutaneous	ADRA2B	base	post_vs_pre	157	0.2583990491548395	0.13422024625796608	1.9251868206098104	0.056061136570061045	-0.004672633510774016	0.521470731820453
subcutaneous	VEGFA	base	post_vs_pre	157	-0.3178755910921492	0.19100282933410126	-1.6642454575168764	0.09811009987716829	-0.6922411365869876	0.05648995440268928
subcutaneous	ADRB3	base	post_vs_pre	157	-0.22635935787609973	0.15555727452707846	-1.4551512204380803	0.1476760533392018	-0.5312516159491736	0.07853290019697406
subcutaneous	NR4A1	base	post_vs_pre	157	0.21592548082914223	0.18264785204193726	1.1821955660314263	0.23896213920247988	-0.14206430917305476	0.5739152708313392
subcutaneous	FOS	base	post_vs_pre	157	0.20475235440126568	0.19955173455497824	1.0260615116069294	0.3064820622176676	-0.18636904532649165	0.595873754129023
subcutaneous	NR4A3	base	post_vs_pre	157	-0.1545653377975785	0.20532836586218473	-0.752771479715189	0.45274391219730403	-0.5570089348874605	0.24787825929230353
subcutaneous	DIO2	base	post_vs_pre	157	0.12990702684165484	0.1782999617199553	0.7285869586763667	0.4673680697083802	-0.21956089812945756	0.47937495181276724
subcutaneous	ADRB2	base	post_vs_pre	157	-0.07986237739115312	0.14727567827909352	-0.5422645363059242	0.588425214246549	-0.36852270681817645	0.20879795203587018
subcutaneous	ADRB1	base	post_vs_pre	157	-0.09488974388107937	0.20402717911812446	-0.4650838397669636	0.6425326651242751	-0.49478301495260335	0.30500352719044455
subcutaneous	UCP1	base	post_vs_pre	157	0.021072427627308807	0.06446104723211382	0.3269017264244932	0.7441890082995621	-0.10527122494763429	0.1474160802022519
subcutaneous	ADRA2C	base	post_vs_pre	157	0.044468395997436794	0.14473384219276436	0.3072425586423069	0.7590765482141698	-0.23920993470038138	0.32814672669525496
subcutaneous	PPARGC1A	base	post_vs_pre	157	0.03742522899146602	0.1234529338779288	0.3031538240190579	0.7621844457811836	-0.20454252140927442	0.2793929793922065
subcutaneous	NR4A2	base	post_vs_pre	157	1.686801117525813e-5	0.17467768024653174	9.656649407898836e-5	0.9999230768786276	-0.34235138527202696	0.3423851212943774
subcutaneous	ABHD5	rin_isch_hardy_ge	post_vs_pre	157	-0.42528499379633794	0.27614419242407195	-1.5400830633556541	0.13054324938030926	-0.9665276109475189	0.11595762335484311
subcutaneous	NR4A2	rin_isch_hardy_ge	post_vs_pre	157	-0.4207420319165922	0.2898260099475195	-1.4517055663595495	0.1535201356752873	-0.9888010114137304	0.14731694758054603
subcutaneous	NR4A3	rin_isch_hardy_ge	post_vs_pre	157	-0.5266848556628216	0.3684087048212526	-1.4296210941008103	0.15973205819061967	-1.2487659171124768	0.19539620578683348
subcutaneous	LPL	rin_isch_hardy_ge	post_vs_pre	157	-0.4644545951398652	0.3481665139413602	-1.3340013371248296	0.1889157290827206	-1.146860962464931	0.2179517721852008
subcutaneous	G0S2	rin_isch_hardy_ge	post_vs_pre	157	-0.5576380989297351	0.42439634455110126	-1.313955942574313	0.19552015010454799	-1.3894549342498936	0.27417873639042334
