design	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000197111.16	PCBP2	22559.59176003949	0.03269449836527831	0.04046764933529801	0.8079169139374855	0.419138413774312	0.910869038388341
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000104904.12	OAZ1	22361.819113669717	0.07206417333376225	0.06129386737037675	1.1757158819544609	0.23970842994548058	0.8425961583136227
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000174059.17	CD34	22412.902365140006	-0.12906979481402137	0.1269782583599849	-1.0164716108178686	0.3094048597331348	0.8709257524752594
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000167468.19	GPX4	22583.385293114887	0.20116624783175321	0.126953201265818	1.5845701079293462	0.1130640410534538	0.7382004553468192
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000179218.15	CALR	22032.89783152158	-0.047529619154298514	0.10831292218161848	-0.43881762394519397	0.660793689145863	0.9464398943799699
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000059804.16	SLC2A3	22361.645777723876	-0.019737947608812877	0.20439345080807214	-0.09656839556638751	0.9230691558424832	0.9931359519487805
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000100979.15	PLTP	22147.386538537827	0.1313646071950511	0.18216138421318323	0.7211440984732268	0.4708208614533474	0.9236451570460797
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000130522.6	JUND	22484.621113188063	0.26553453417585277	0.14989569999216254	1.7714619844981312	0.07648390896149282	0.7074565234546383
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000127954.13	STEAP4	21934.064135191755	-0.2818762296378508	0.1263876341642817	-2.230251650026626	0.02573074106215361	0.646785662285941
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000145741.17	BTF3	21931.503527753837	-0.020931549987748616	0.049847335514888375	-0.4199131161483404	0.6745489257102274	0.9512431218700813
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000129538.14	RNASE1	22054.26581861926	0.3187123009351524	0.15575053869658778	2.046299830500264	0.04072688037895573	0.6797827222183744
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000163520.14	FBLN2	21969.148617390452	0.24570449045810522	0.11423536554807875	2.150861856827468	0.03148710496684195	0.6626844906676946
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000165124.19	SVEP1	22106.328148554236	0.35398033906777054	0.12360712975073637	2.8637534079271973	0.0041865379063772265	0.4707290302589267
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000174807.4	CD248	21514.500505509357	0.19713675873333036	0.23341620764261148	0.8445718518191789	0.39834993055369516	0.897214659466875
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000104419.17	NDRG1	22007.177273850324	-0.11918780855692333	0.1073542407441927	-1.110229160307957	0.2669002901271669	0.8523976165498437
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000174804.4	FZD4	22205.844838060777	0.1856480621755167	0.13146852657256936	1.4121103127526173	0.15791748268335135	0.7829870931421847
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000118515.12	SGK1	22060.754483980705	-0.11883312683724737	0.19081604284181697	-0.6227627670476212	0.5334404289867779	0.933809574711365
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000143933.20	CALM2	21660.752194189947	0.09063870455030909	0.04927570325650928	1.8394198065217016	0.06585346310494844	0.7067868024721091
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000063046.18	EIF4B	21665.359974139534	-0.015830314951857105	0.06781874790866776	-0.23342092621904434	0.8154345651497317	0.9818067013427737
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000115268.10	RPS15	21480.621177187357	0.010247486889165405	0.06909016863077641	0.14832047876346668	0.882089854389319	0.9899574106774622
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000116560.11	SFPQ	21663.67688735979	-0.022621757709405155	0.08089756390888558	-0.2796345973394687	0.7797578607434098	0.9735743323753201
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000105220.17	GPI	21666.77332011909	-0.046327102280537304	0.10356179145385007	-0.447337783850349	0.6546311900079321	0.9464398943799699
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000185624.16	P4HB	21414.360087573074	-0.00693563640470587	0.09111233764774752	-0.07612181383733087	0.9393221855577789	0.993309152983035
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000172037.14	LAMB2	21556.502796916684	0.05475725544101265	0.07417287103903981	0.7382383164350206	0.46036964267626873	0.9218439304941477
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000168385.18	SEPTIN2	21486.080170960708	-0.020993669516106164	0.046055705966201295	-0.45583210756801124	0.6485107137406125	0.9464398943799699
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000159176.14	CSRP1	21702.10362089616	-0.0847453225906565	0.1340115899532633	-0.63237308519518	0.5271431168835651	0.933809574711365
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000137575.12	SDCBP	21244.8434263298	0.018455377113500232	0.06369035467746988	0.28976722153548823	0.7719943259203872	0.9735743323753201
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000149257.16	SERPINH1	20760.721385966215	-0.18218736654690693	0.14125946985044208	-1.28973559606161	0.19714247599185705	0.809592500913743
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000087074.8	PPP1R15A	21309.43390654187	-0.09438726156825887	0.16776818141770078	-0.5626052614426225	0.5737037084828259	0.9361811712659126
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000108953.17	YWHAE	21127.849926036437	-0.01629657422296971	0.05499912242564776	-0.29630607733788356	0.7669963451934286	0.9735743323753201
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000138356.14	AOX1	21457.23555633785	-0.06526678327273581	0.14648357991836863	-0.4455569921837467	0.6559172829923802	0.9464398943799699
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000138207.15	RBP4	21419.91376567593	0.24806751715089642	0.2400601546701566	1.0333556499275858	0.30143749319876473	0.8687045930918588
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000109846.9	CRYAB	21239.759795860715	0.36581496760259496	0.17998558554985894	2.0324681361844847	0.04210628636578754	0.6797827222183744
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000166147.15	FBN1	20546.831621422672	-0.13385185110851064	0.15544033682054853	-0.8611140058390302	0.3891752560217438	0.8970074645421301
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000100906.11	NFKBIA	20976.3955215938	-0.23153332712089406	0.17712890710299342	-1.307145913717328	0.19116316039431075	0.809592500913743
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000198668.14	CALM1	21073.217663528587	0.018499338505881063	0.06794515419143787	0.2722686956270424	0.7854154245559384	0.9743784232912119
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000044115.21	CTNNA1	20883.587665931274	-0.03937671022135449	0.037673981866958126	-1.0451964000091465	0.2959322069536198	0.8676746226781865
~SMCENTER + SMRIN_z + SMTSISCH_z + DTHHRDY + group	ENSG00000198467.16	TPM2	21143.117895228483	0.05100135990094379	0.14719004021436066	0.34650007450686066	0.7289669282254279	0.9647015438523561
