design	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
~SMCENTER + group	ENSG00000198886.2	MT-ND4	1229389.691776856	-0.04113315370225497	0.09003386439292356	-0.45686313677198925	0.6477694215657446	0.8326148269137547
~SMCENTER + group	ENSG00000198804.2	MT-CO1	986971.1742716903	-0.10527489318382323	0.10362973161916737	-1.0158753818904185	0.30968873333075064	0.5854918409109874
~SMCENTER + group	ENSG00000198763.3	MT-ND2	762840.5096625949	-0.04935693337600476	0.08296940775749417	-0.5948811099178495	0.5519229450623477	0.7719047865037457
~SMCENTER + group	ENSG00000198727.2	MT-CYB	751573.7047624048	-0.04181959249961753	0.08164678951133425	-0.5122013094441651	0.6085101267646105	0.8083784936043686
~SMCENTER + group	ENSG00000198938.2	MT-CO3	749036.8875855419	-0.0024810906667362903	0.07871943199920584	-0.031518147472930455	0.974856319743739	0.9912353618302859
~SMCENTER + group	ENSG00000198888.2	MT-ND1	725252.7841911252	-0.02317196384539973	0.08757739850446943	-0.2645884011297409	0.7913265563399294	0.9059044323162855
~SMCENTER + group	ENSG00000198899.2	MT-ATP6	565618.119271745	8.539920650493033e-4	0.07990389087871469	0.010687740680182512	0.9914725790664835	0.9963420487342536
~SMCENTER + group	ENSG00000198712.1	MT-CO2	559022.9906712987	-0.017203601811319764	0.08512466154594793	-0.20209891585922768	0.8398393953980813	0.9302496051559868
~SMCENTER + group	ENSG00000210082.2	MT-RNR2	447078.94338757487	-0.06413034519750474	0.09894441411398344	-0.6481451810268635	0.5168910539758732	0.7518694203530357
~SMCENTER + group	ENSG00000156508.19	EEF1A1	378662.4868071101	-0.03453392460513747	0.04122540455802962	-0.837685523656339	0.402207345881665	0.6723410838641922
~SMCENTER + group	ENSG00000211445.13	GPX3	334687.260731742	-0.2176935530538632	0.17521769799509726	-1.2424176070384993	0.2140825226836661	0.49130736245099776
~SMCENTER + group	ENSG00000087086.15	FTL	264739.96621597593	-0.18531316001047804	0.09339006219235682	-1.984292071984982	0.04722328948113806	0.24829365233664427
~SMCENTER + group	ENSG00000148180.21	GSN	247974.10184580323	-0.2350466587267854	0.1003705455937382	-2.341789190607421	0.019191551508741977	0.17479361449207537
~SMCENTER + group	ENSG00000265972.6	TXNIP	235866.7934118119	-0.15606964441517487	0.11026523054284694	-1.4154021503136405	0.15695061952471423	0.41796347909861836
~SMCENTER + group	ENSG00000075624.17	ACTB	231726.19673747715	0.051093748662976765	0.07394163850882725	0.6910010339692043	0.4895648912710289	0.7367128114571397
~SMCENTER + group	ENSG00000170323.9	FABP4	223181.808107553	-0.28768294473337935	0.1590209895324333	-1.8090878794003773	0.07043735179060087	0.2872578190328831
~SMCENTER + group	ENSG00000135821.19	GLUL	216987.9260100576	-0.46661510711607856	0.19295252404371116	-2.418289729189406	0.01559365513918055	0.16092652103634328
~SMCENTER + group	ENSG00000167676.5	PLIN4	222136.50816454724	-0.2687929750130798	0.173584744097388	-1.5484827103370107	0.12150612126784151	0.37041231744711384
