gene_set	n	peri_vs_pre_est	peri_vs_pre_p	post_vs_pre_est	post_vs_pre_p	post_vs_peri_est	post_vs_peri_p
GOBP_RESPONSE_TO_ESTRADIOL	233	0.0024261360383465965	0.584692914427658	-2.727262011705855e-4	0.9515619351997162	-0.002698862239517182	0.544054780024074
GOBP_RESPONSE_TO_ESTROGEN	233	-0.0052304961648910134	0.44186856731616586	-0.0015974910782186622	0.81630923628710494	0.0036330050866723515	0.5938597379963333
HALLMARK_ESTROGEN_RESPONSE_EARLY	233	-0.0011529256880237484	0.86200001576654806	0.006050175212415159	0.367667912641226	0.007203100900438907	0.27905316367806493
HALLMARK_ESTROGEN_RESPONSE_LATE	233	0.002660691048277268	0.7342580486839947	0.005584527461165407	0.4814606491664408	0.002923836412888139	0.7096924020232563
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	233	-0.004990393893593075	0.541551023025999	-0.004946498845336827	0.5497756577438426	4.389504825624748e-5	0.9957226722630623
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	233	-0.004184566320206881	0.6251162069315059	-9.572652962644182e-4	0.9120069590124592	0.0032273010239424627	0.7068369143222273
