PC	covar	n	r	p
PC428	SMTSISCH	1301	-0.020727216829750723	0.4550759800426246
PC429	SMRIN	1301	-0.01590142723962722	0.5666179508611389
PC429	SMTSISCH	1301	-0.015401708616667266	0.5788748424958827
PC430	SMRIN	1301	0.0239758172573468	0.3875407851636222
PC430	SMTSISCH	1301	0.020857002059765234	0.4522569251114076
PC431	SMRIN	1301	0.015470739135084182	0.5771743066689594
PC431	SMTSISCH	1301	-0.031737055032741907	0.2526553109349762
PC432	SMRIN	1301	0.03181193104120374	0.25153713216672924
PC432	SMTSISCH	1301	0.009049875241262323	0.744336380879401
PC433	SMRIN	1301	0.007523693577500593	0.7863003321957962
PC433	SMTSISCH	1301	0.009313668903574301	0.737155473659068
PC434	SMRIN	1301	-0.02131182312054856	0.4424559794131895
PC434	SMTSISCH	1301	-0.01202538292978398	0.6647628312877955
PC435	SMRIN	1301	-0.01565228906039386	0.572713163097198
PC435	SMTSISCH	1301	0.042489654777156896	0.1255732707361416
PC436	SMRIN	1301	0.005666283617344988	0.8382093171550078
PC436	SMTSISCH	1301	-0.00561036150563438	0.8397843545812396
PC437	SMRIN	1301	0.017317822683477632	0.5325688337534171
PC437	SMTSISCH	1301	0.037457181752837874	0.17694144995509978
PC438	SMRIN	1301	-0.04021082921187764	0.14717798883943684
PC438	SMTSISCH	1301	0.030174234784809496	0.2767861557831074
PC439	SMRIN	1301	0.017727403473590336	0.5229192252878232
PC439	SMTSISCH	1301	-0.022444695424903814	0.41857847120710645
PC440	SMRIN	1301	-0.0032776293148443067	0.9059815073752898
PC440	SMTSISCH	1301	0.027402565491620245	0.3233344422824531
PC441	SMRIN	1301	-5.462031025240376e-4	0.9842968344223851
PC441	SMTSISCH	1301	-0.014876029626795515	0.5919011689319993
PC442	SMRIN	1301	0.02005056381907305	0.4699325347057801
PC442	SMTSISCH	1301	-0.024864199798581718	0.3701925829832968
PC443	SMRIN	1301	0.02811727845125184	0.3108699805383219
PC443	SMTSISCH	1301	3.678759103362737e-4	0.9894233118508121
PC444	SMRIN	1301	0.0026274174054622657	0.9245702916126377
PC444	SMTSISCH	1301	0.00199035535272248	0.9428231934149236
PC445	SMRIN	1301	0.003715734306219842	0.8934849251755366
PC445	SMTSISCH	1301	-0.02438544440613571	0.3794809722687884
PC446	SMRIN	1301	0.02421954783830509	0.3827326643165111
PC446	SMTSISCH	1301	-0.00385253501655314	0.8895880548504463
PC447	SMRIN	1301	-0.04892137113312931	0.07774486452200105
PC447	SMTSISCH	1301	0.010241738002603024	0.7120772596678566
PC448	SMRIN	1301	0.0016867482591449321	0.9515332062191845
PC448	SMTSISCH	1301	-0.030208952806417406	0.27623360142266656
PC449	SMRIN	1301	6.439265835851342e-5	0.9981486138095549
PC449	SMTSISCH	1301	-0.01382359997959668	0.6183760843105359
PC450	SMRIN	1301	-0.012892156430084846	0.6422291174405617
PC450	SMTSISCH	1301	0.0015151627755514228	0.9564583515285013
PC451	SMRIN	1301	0.017996188891370175	0.5166358073179049
PC451	SMTSISCH	1301	-0.018932553577410256	0.49505548863774296
PC452	SMRIN	1301	-0.03100850188151492	0.26371606506103984
PC452	SMTSISCH	1301	0.010042230332077668	0.7174432379340934
PC453	SMRIN	1301	-0.027873670909971664	0.31508239300153934
PC453	SMTSISCH	1301	0.0013143068003277575	0.9622257661002609
PC454	SMRIN	1301	-0.027140840355718676	0.3279791667462767
PC454	SMTSISCH	1301	-6.352076198359486e-4	0.9817383979092471
PC455	SMRIN	1301	-0.0034874838857902875	0.8999924839183875
PC455	SMTSISCH	1301	-0.03258417521323451	0.2402055962358585
PC456	SMRIN	1301	-0.01520664031691644	0.5836929259974738
PC456	SMTSISCH	1301	0.0026651872187848143	0.9234892720536116
PC457	SMRIN	1301	-0.024227499542012344	0.3825764170998299
PC457	SMTSISCH	1301	0.014118953730194108	0.6108940190801039
PC458	SMRIN	1301	-0.005222658290619977	0.8507212491397014
PC458	SMTSISCH	1301	0.016951686897370557	0.5412704453960346
PC459	SMRIN	1301	0.005508107865600284	0.8426659655774122
PC459	SMTSISCH	1301	9.47252205041977e-4	0.9727703255721807
PC460	SMRIN	1301	-0.033046760758312047	0.2335924778940531
PC460	SMTSISCH	1301	-0.007390530562977902	0.7899933573761707
PC461	SMRIN	1301	0.03633751601993297	0.19024850797883394
PC461	SMTSISCH	1301	0.00923649937110214	0.739253819474244
PC462	SMRIN	1301	-0.007507988531306333	0.7867356341098791
PC462	SMTSISCH	1301	0.008743617161326784	0.752701138449739
PC463	SMRIN	1301	0.009755429785305952	0.7251814563152088
PC463	SMTSISCH	1301	0.004029047416627353	0.8845639152078081
PC464	SMRIN	1301	0.02993699318338788	0.2805821060438385
PC464	SMTSISCH	1301	6.852512991009672e-4	0.980299972122459
PC465	SMRIN	1301	0.01235883562747724	0.6560567045563221
PC465	SMTSISCH	1301	0.013438279601347887	0.6281968671437523
PC466	SMRIN	1301	0.008619625471892656	0.7560960240740137
PC466	SMTSISCH	1301	0.0041574367973887015	0.8809124180497444
PC467	SMRIN	1301	-0.03325910961861373	0.23060031051668411
PC467	SMTSISCH	1301	-0.004146339918951048	0.8812279235093057
PC468	SMRIN	1301	-0.04427887310048347	0.11040862607813742
PC468	SMTSISCH	1301	-0.029867555741107218	0.2816997793444768
PC469	SMRIN	1301	-0.010539798685848215	0.7040871233534249
PC469	SMTSISCH	1301	-0.026426374880082766	0.340877430274686
PC470	SMRIN	1301	0.016642576893188717	0.5486715842718493
PC470	SMTSISCH	1301	0.010271713471622814	0.7112722579246684
PC471	SMRIN	1301	0.007975982091445656	0.7737932390408038
PC471	SMTSISCH	1301	0.015647722202155212	0.5728251816920529
PC472	SMRIN	1301	-0.011466294941035668	0.6794614365417045
PC472	SMTSISCH	1301	0.01190214321329154	0.6679920464443101
PC473	SMRIN	1301	-0.01031557095197638	0.7100950293299202
PC473	SMTSISCH	1301	0.00935483213432184	0.7360369875087805
PC474	SMRIN	1301	0.02061501079859796	0.4575211444694943
PC474	SMTSISCH	1301	-0.015106405979573473	0.5861758966770823
PC475	SMRIN	1301	0.00720968632355764	0.7950162694901673
PC475	SMTSISCH	1301	-0.021097179466021413	0.4470661410485405
PC476	SMRIN	1301	0.016470127988601545	0.5528221695237414
PC476	SMTSISCH	1301	0.01834956966998256	0.5084346651581177
PC477	SMRIN	1301	-0.03660649935355873	0.18698639720317964
PC477	SMTSISCH	1301	0.044939804363446016	0.10518690579876834
PC478	SMRIN	1301	0.012578342232437532	0.6503508725349252
PC478	SMTSISCH	1301	-0.010179921908882398	0.7137383640544147
PC479	SMRIN	1301	0.011171161940691452	0.6872703911110454
PC479	SMTSISCH	1301	0.010364392974363154	0.7087853542602143
PC480	SMRIN	1301	-0.03264891338919993	0.23927225062600863
PC480	SMTSISCH	1301	-0.0029803334271688506	0.914475081706275
PC481	SMRIN	1301	-0.009506068934498091	0.7319323978528114
PC481	SMTSISCH	1301	0.006279102979505568	0.820993089944408
PC482	SMRIN	1301	0.040628235831237675	0.143021538440916
PC482	SMTSISCH	1301	-0.005358374346706756	0.8468893966831286
PC483	SMRIN	1301	0.016717666950289627	0.5468690945072934
PC483	SMTSISCH	1301	-0.013331569986952447	0.6309283742143377
PC484	SMRIN	1301	0.027708588714726368	0.3179581586229224
PC484	SMTSISCH	1301	0.010031081435690701	0.7177435139545055
PC485	SMRIN	1301	0.0017762748816180474	0.9489641791969483
PC485	SMTSISCH	1301	-5.772183211735976e-4	0.9834052817288509
PC486	SMRIN	1301	-0.017873246214036284	0.5195049906008334
PC486	SMTSISCH	1301	-0.00667571421586369	0.8098960893040339
PC487	SMRIN	1301	0.01940505268784366	0.4843513026630103
PC487	SMTSISCH	1301	-0.0020226213752810125	0.9418979146829188
PC488	SMRIN	1301	0.044067615365493536	0.11212014315310279
PC488	SMTSISCH	1301	-0.0035400469658736357	0.8984932669325878
PC489	SMRIN	1301	-0.008624841097855678	0.7559531252087819
PC489	SMTSISCH	1301	0.03393965971334373	0.22119446205644053
PC490	SMRIN	1301	-0.01576140857439001	0.5700397092080982
PC490	SMTSISCH	1301	0.015502000920414042	0.5764049607400415
PC491	SMRIN	1301	0.00634319698402482	0.8191972804913481
PC491	SMTSISCH	1301	0.03900693583369912	0.15968295936488722
PC492	SMRIN	1301	0.024550631767081246	0.37626009899543933
PC492	SMTSISCH	1301	0.008470584486134011	0.7601829853974749
PC493	SMRIN	1301	-0.023977301076254925	0.38751140274710383
PC493	SMTSISCH	1301	-0.013449034801203068	0.6279218412373728
PC494	SMRIN	1301	-0.030593261315443796	0.2701673273695027
PC494	SMTSISCH	1301	-0.0018814528816347373	0.9459467041354261
PC495	SMRIN	1301	-0.012233828196591306	0.6593151426053432
PC495	SMTSISCH	1301	-0.002296946911768024	0.9340344891868895
PC496	SMRIN	1301	0.005173144245304913	0.8521201273559629
PC496	SMTSISCH	1301	-0.02268053006647537	0.41370479333244015
PC497	SMRIN	1301	0.024289282827201067	0.38136373574404625
PC497	SMTSISCH	1301	0.014862560007154893	0.5922367056466823
PC498	SMRIN	1301	0.0034688568107870024	0.9005238557177593
PC498	SMTSISCH	1301	-0.01114997744268978	0.6878322101304992
PC499	SMRIN	1301	0.0018972444829847277	0.9454937211747041
PC499	SMTSISCH	1301	-0.00940844574384716	0.7345810378240292
PC500	SMRIN	1301	-0.01681659636727246	0.5444988350251685
PC500	SMTSISCH	1301	-0.017990137133431817	0.516776848453391
PC501	SMRIN	1301	-4.831955755927889e-4	0.9861080860317877
PC501	SMTSISCH	1301	0.026571143457389524	0.3382380455284455
PC502	SMRIN	1301	-0.016262001263827475	0.5578518617710948
PC502	SMTSISCH	1301	-0.014005876089264197	0.6137538300826006
PC503	SMRIN	1301	-0.028416621096125805	0.3057448648603019
PC503	SMTSISCH	1301	-0.007197129215444651	0.7953653585715201
PC504	SMRIN	1301	-0.018604364813206098	0.5025640512312884
PC504	SMTSISCH	1301	0.034273338487655944	0.21668440906112593
PC505	SMRIN	1301	-0.01979950058493877	0.4755122011754225
PC505	SMTSISCH	1301	0.012147855997845155	0.6615598485367482
PC506	SMRIN	1301	0.010060487549870744	0.7169516059013342
PC506	SMTSISCH	1301	-0.01738205042476174	0.5310497156691174
PC507	SMRIN	1301	0.008938527987254887	0.7473741581722286
PC507	SMTSISCH	1301	0.013362828023015265	0.6301277204755762
PC508	SMRIN	1301	0.022105031649281473	0.4256568445273934
PC508	SMTSISCH	1301	0.010929859887181708	0.6936799286733281
PC509	SMRIN	1301	0.029378729905563516	0.2896533067734518
PC509	SMTSISCH	1301	-0.008124536026690096	0.7696978798290998
PC510	SMRIN	1301	0.022832044789404544	0.410591420962078
PC510	SMTSISCH	1301	0.005383215874125118	0.8461884012476293
PC511	SMRIN	1301	-0.0012093766396570806	0.9652395540667493
PC511	SMTSISCH	1301	0.002870770737055426	0.9176077393637937
PC512	SMRIN	1301	0.0033713911092376927	0.9033049660356602
PC512	SMTSISCH	1301	-0.021127914854433008	0.44640433053458883
PC513	SMRIN	1301	-0.03621652939448352	0.19172935451605608
PC513	SMTSISCH	1301	0.008618163953210243	0.7561360685786718
PC514	SMRIN	1301	-0.0014852310181456383	0.9573176803799744
PC514	SMTSISCH	1301	0.003635958058027266	0.8957586034623517
PC515	SMRIN	1301	-0.014144083227464887	0.6102592792120503
PC515	SMTSISCH	1301	-0.012065388654552898	0.6637159035963005
PC516	SMRIN	1301	0.024148988850114447	0.38412082557973704
PC516	SMTSISCH	1301	0.005480417749716084	0.8434466649635466
PC517	SMRIN	1301	0.026535958249592602	0.33887832459532985
PC517	SMTSISCH	1301	0.0022307090668216103	0.9359326096064724
PC518	SMRIN	1301	-0.04057784174706957	0.1435185242207352
PC518	SMTSISCH	1301	0.016525666353019372	0.5514837670834893
PC519	SMRIN	1301	-0.021382336510917085	0.4409474262091633
PC519	SMTSISCH	1301	6.46975919089753e-4	0.9814001314004893
PC520	SMRIN	1301	-8.263841473796851e-4	0.9762436932638892
PC520	SMTSISCH	1301	0.020876320564220154	0.45183815385981296
PC521	SMRIN	1301	-0.010687109572617473	0.7001500978625381
PC521	SMTSISCH	1301	-0.006682097436370391	0.8097177950751342
PC522	SMRIN	1301	-0.009450829221491694	0.7334307312240899
PC522	SMTSISCH	1301	4.721332898309555e-4	0.9864260966819909
PC523	SMRIN	1301	0.009390083916048094	0.7350795709752611
PC523	SMTSISCH	1301	0.007746657085777533	0.7801276370288152
PC524	SMRIN	1301	-0.014917348821194405	0.5908724260824667
PC524	SMTSISCH	1301	0.013788236993823645	0.6192745951281844
PC525	SMRIN	1301	-0.016240838458601026	0.5583645353144967
PC525	SMTSISCH	1301	-0.037859869209339495	0.1723289428359727
PC526	SMRIN	1301	0.015522796576218129	0.5758934518162404
PC526	SMTSISCH	1301	-0.014868636225523845	0.5920853324241835
PC527	SMRIN	1301	0.013139069090188337	0.6358686694813873
PC527	SMTSISCH	1301	-0.006793705218323765	0.806602001303877
PC528	SMRIN	1301	0.0032168611733496143	0.9077167776461526
PC528	SMTSISCH	1301	0.005424544367879754	0.8450224348210879
PC529	SMRIN	1301	0.054155907642715315	0.050828424896662505
PC529	SMTSISCH	1301	2.345691215803795e-4	0.9932558576173426
PC530	SMRIN	1301	0.01802817702507158	0.5158906290150691
PC530	SMTSISCH	1301	0.002980028004364167	0.9144838126487222
PC531	SMRIN	1301	0.04828917453573241	0.08166570111926812
PC531	SMTSISCH	1301	-0.004672864774903677	0.8662794391305588
PC532	SMRIN	1301	0.037990323298172	0.17085411581865995
PC532	SMTSISCH	1301	0.005782929131216225	0.8349261047389931
PC533	SMRIN	1301	0.019018409614298626	0.493101132338583
PC533	SMTSISCH	1301	-4.8259517270838866e-4	0.986125345926792
PC534	SMRIN	1301	-0.009664922714494028	0.7276293187525029
PC534	SMTSISCH	1301	0.009586635518578399	0.7297489237244943
PC535	SMRIN	1301	0.017445558883911215	0.5295497719993252
PC535	SMTSISCH	1301	0.03779826620504922	0.17302868293638218
PC536	SMRIN	1301	0.003537027561514746	0.898579377376203
PC536	SMTSISCH	1301	-0.00335035638646009	0.9039053326899613
PC537	SMRIN	1301	-0.018242174513550993	0.5109198228384939
PC537	SMTSISCH	1301	-0.023639379513196307	0.39423786964255736
PC538	SMRIN	1301	-0.015246486833911338	0.5827072229665091
PC538	SMTSISCH	1301	-0.0014747501798971982	0.9576185928416272
PC539	SMRIN	1301	0.027538109597798826	0.32094591363885056
PC539	SMTSISCH	1301	0.009393837935657689	0.7349776383205903
PC540	SMRIN	1301	-0.011065299478080567	0.6900796109953549
PC540	SMTSISCH	1301	0.006628956649249259	0.8112024077470549
PC541	SMRIN	1301	-0.015497665426782254	0.5765116274576934
PC541	SMTSISCH	1301	-0.016719862305989916	0.5468164404597612
PC542	SMRIN	1301	0.009282745935861886	0.7379960777463632
PC542	SMTSISCH	1301	0.008249675512847837	0.766252980839564
PC543	SMRIN	1301	0.008987273535566812	0.7460437959446433
PC543	SMTSISCH	1301	0.0070948033322114305	0.7982115497052494
PC544	SMRIN	1301	-0.016904474449350622	0.5423976409032816
PC544	SMTSISCH	1301	-0.0030743186084187207	0.9117888771925107
PC545	SMRIN	1301	0.010041313769686375	0.7174679222942045
PC545	SMTSISCH	1301	0.043917575080960725	0.11334834606444731
PC546	SMRIN	1301	-0.009665949649633854	0.7276015285411789
PC546	SMTSISCH	1301	-0.01142778772703285	0.6804783783009145
PC547	SMRIN	1301	-0.02164155805969351	0.4354270515578339
PC547	SMTSISCH	1301	0.0031162778242562524	0.9105899577369905
PC548	SMRIN	1301	-0.012031811614811785	0.6645945520376375
PC548	SMTSISCH	1301	0.006740594495778249	0.8080843330052508
PC549	SMRIN	1301	0.02592467543605033	0.3501259017605939
PC549	SMTSISCH	1301	-0.001991544078816393	0.9427891034573188
PC550	SMRIN	1301	0.001130211843105493	0.9675136438450282
PC550	SMTSISCH	1301	-0.0016779298086443233	0.951786285281951
PC551	SMRIN	1301	0.015133094539058018	0.5855142989728881
PC551	SMTSISCH	1301	0.0024822465465698324	0.9287265419075605
PC552	SMRIN	1301	0.00969498984880103	0.726815810928624
PC552	SMTSISCH	1301	-0.013132503894347801	0.636037444390491
PC553	SMRIN	1301	0.012215663625321478	0.6597891591877344
PC553	SMTSISCH	1301	0.009751091057050774	0.7252987381957412
PC554	SMRIN	1301	0.007823778871721615	0.7779957342513394
PC554	SMTSISCH	1301	-0.013686138880482455	0.6218719135657931
PC555	SMRIN	1301	-0.031427045868544584	0.2573217011632909
PC555	SMTSISCH	1301	-0.01861063107167893	0.5024201257345846
PC556	SMRIN	1301	0.01993413934705657	0.47251546588246496
PC556	SMTSISCH	1301	-0.024467186512338247	0.3778850282848233
PC557	SMRIN	1301	-0.028412194126584547	0.30582024998707813
PC557	SMTSISCH	1301	0.019295902357847703	0.4868128526972383
PC558	SMRIN	1301	0.015861807807516393	0.567585166824488
PC558	SMTSISCH	1301	0.03669133135188765	0.1859662006530447
PC559	SMRIN	1301	0.010962653279011058	0.6928075619358811
PC559	SMTSISCH	1301	-0.0017489688970698893	0.9497476879754914
PC560	SMRIN	1301	0.037789282993009564	0.17313089901364354
PC560	SMTSISCH	1301	0.006990070847737003	0.8011274567809584
PC561	SMRIN	1301	0.02133172489034397	0.4420299054240723
PC561	SMTSISCH	1301	0.022966711820673648	0.4078359447232156
PC562	SMRIN	1301	-0.003457737126621771	0.9008410865377126
PC562	SMTSISCH	1301	9.166221689506562e-4	0.973650490247923
PC563	SMRIN	1301	0.027897608628001117	0.3146668147063896
PC563	SMTSISCH	1301	-0.009296602557875023	0.7376193631981921
PC564	SMRIN	1301	0.038298782662457384	0.16740447023881808
PC564	SMTSISCH	1301	-0.006565265557541161	0.8129826614239188
PC565	SMRIN	1301	-0.0023447123953973473	0.9326659469882769
PC565	SMTSISCH	1301	0.03107768685158825	0.26265159623946843
PC566	SMRIN	1301	-0.003586821586874039	0.8971594538395214
PC566	SMTSISCH	1301	-0.0038772757061178624	0.8888835794804767
PC567	SMRIN	1301	-0.022471767044635233	0.4180173094115941
PC567	SMTSISCH	1301	0.00543677439316239	0.8446774641764618
PC568	SMRIN	1301	-0.020640113381173223	0.4569734767051128
PC568	SMTSISCH	1301	-0.01768241386964678	0.5239747670563414
PC569	SMRIN	1301	-0.015671062983925448	0.5722527743636496
PC569	SMTSISCH	1301	-0.008925806129396608	0.747721486687962
PC570	SMRIN	1301	-0.04298264272186674	0.12124161716338448
PC570	SMTSISCH	1301	-0.0010250593805090679	0.9705346608869588
PC571	SMRIN	1301	-0.020218907514384283	0.46621157073707775
PC571	SMTSISCH	1301	-0.010695781875164312	0.6999185716272898
PC572	SMRIN	1301	-0.03335884997148501	0.2292043202892732
PC572	SMTSISCH	1301	-0.010749927598108838	0.6984736628283781
PC573	SMRIN	1301	0.015895553243149462	0.5667613009139449
PC573	SMTSISCH	1301	0.02454534801533101	0.37636286157162313
PC574	SMRIN	1301	0.011693294037244006	0.6734784767371866
PC574	SMTSISCH	1301	0.022299662644612986	0.42159235778445736
PC575	SMRIN	1301	0.004647305628726084	0.8670040270856587
PC575	SMTSISCH	1301	-7.328543038195679e-4	0.9789317589362521
PC576	SMRIN	1301	0.0090834895262248	0.7434200932590576
PC576	SMTSISCH	1301	0.004786723267368974	0.8630529844910516
PC577	SMRIN	1301	-0.004863592472505018	0.8608759964146031
PC577	SMTSISCH	1301	0.05340263612505574	0.054139028834162085
PC578	SMRIN	1301	0.017458816332475858	0.5292369290602279
PC578	SMTSISCH	1301	0.017650059499144513	0.5247345360912367
PC579	SMRIN	1301	-0.017599872628503144	0.525914174933763
PC579	SMTSISCH	1301	-0.009791605310653257	0.724203832267269
PC580	SMRIN	1301	0.018995834168477964	0.4936146208546154
PC580	SMTSISCH	1301	-0.0036500714158397	0.8953563001793603
PC581	SMRIN	1301	0.022277946101728934	0.42204473510884766
PC581	SMTSISCH	1301	0.04886200373052918	0.0781064175278348
PC582	SMRIN	1301	0.01399802079503131	0.6139527147466973
PC582	SMTSISCH	1301	-0.00842913218614472	0.7613208741606345
PC583	SMRIN	1301	-0.012865332447523456	0.6429216928055813
PC583	SMTSISCH	1301	-0.006177156145702389	0.8238514020724559
PC584	SMRIN	1301	-0.039351887073138435	0.15602056908495066
PC584	SMTSISCH	1301	-0.028926170127136996	0.297150171550515
PC585	SMRIN	1301	-0.011419447608572816	0.6806987100732966
PC585	SMTSISCH	1301	-0.010259032955032351	0.711612758467729
PC586	SMRIN	1301	-0.013372948598545185	0.6298685815943975
PC586	SMTSISCH	1301	-0.016019935842060636	0.5637295620170963
PC587	SMRIN	1301	-0.05126978532673633	0.0645000502893159
PC587	SMTSISCH	1301	0.02977598320181049	0.28317834899571637
PC588	SMRIN	1301	0.02295522477818877	0.4080705554287507
PC588	SMTSISCH	1301	-0.008675989899328409	0.7545521816429143
PC589	SMRIN	1301	0.035856724075252866	0.1961832961415255
PC589	SMTSISCH	1301	-0.01079575513081351	0.6972515814813943
PC590	SMRIN	1301	-0.022675086432752754	0.4138169099653414
PC590	SMTSISCH	1301	-1.6678573216134985e-4	0.9952046828140488
PC591	SMRIN	1301	-0.016897826842762337	0.5425564461054129
PC591	SMTSISCH	1301	-0.0036084903150116385	0.8965416520831107
PC592	SMRIN	1301	0.019469011575344457	0.4829120444292194
PC592	SMTSISCH	1301	0.0018785158177039827	0.9460309559068291
PC593	SMRIN	1301	-0.0026207147276156224	0.9247621452769055
PC593	SMTSISCH	1301	-0.04254804284546604	0.12505403934546044
PC594	SMRIN	1301	0.007353774376183738	0.7910135550098905
PC594	SMTSISCH	1301	0.006922366845804281	0.8030139128374856
PC595	SMRIN	1301	-0.02706466917067767	0.3293390276095045
PC595	SMTSISCH	1301	0.0013147691351081644	0.9622124881528847
PC596	SMRIN	1301	-0.007667327955164763	0.7823222823329834
PC596	SMTSISCH	1301	5.854312141415772e-4	0.9831692001836552
PC597	SMRIN	1301	-0.014679749349454846	0.5967992291496228
PC597	SMTSISCH	1301	-4.8754445591908533e-4	0.9859830681428716
PC598	SMRIN	1301	0.013366690667738714	0.6300288115014612
PC598	SMTSISCH	1301	0.0408064113193263	0.14127494692178152
PC599	SMRIN	1301	0.01932746194777474	0.4861004300914862
PC599	SMTSISCH	1301	0.009109349409706799	0.7427154287740235
PC600	SMRIN	1301	0.043394003544958426	0.11771729646804123
PC600	SMTSISCH	1301	-0.02791681066728013	0.31433371192298104
PC601	SMRIN	1301	0.014772882880387772	0.5944728383410705
PC601	SMTSISCH	1301	-0.010775980095050574	0.6977788257277742
PC602	SMRIN	1301	0.006475805016690535	0.8154848356606836
PC602	SMTSISCH	1301	0.010245911167318713	0.7119651686341003
PC603	SMRIN	1301	-0.02561976373310853	0.35582367767442113
PC603	SMTSISCH	1301	-0.008592758956376083	0.756832250684973
PC604	SMRIN	1301	-0.008132679457317687	0.7694735646381695
PC604	SMTSISCH	1301	0.036175986653180094	0.19222747714362928
PC605	SMRIN	1301	0.025991216979819414	0.34889019130995014
PC605	SMTSISCH	1301	-0.00294241254084978	0.9155591823027187
PC606	SMRIN	1301	-0.004451282740678817	0.8725648370963367
PC606	SMTSISCH	1301	-0.030526900491969943	0.271208256470779
PC607	SMRIN	1301	-0.011734007570430215	0.6724075655587286
PC607	SMTSISCH	1301	0.011032104578074848	0.6909613690441638
PC608	SMRIN	1301	-0.01468575306535282	0.5966491370615518
PC608	SMTSISCH	1301	0.016249158443943052	0.5581629545794784
PC609	SMRIN	1301	0.02389332759447915	0.38917636963581703
PC609	SMTSISCH	1301	0.03405416690150147	0.21963925218599464
PC610	SMRIN	1301	-0.03082411636934676	0.26656749499010723
PC610	SMTSISCH	1301	-0.009486550575505659	0.7324617015636381
PC611	SMRIN	1301	0.036995502196186206	0.18234200231733927
PC611	SMTSISCH	1301	-0.015386854816860423	0.5792410662969727
PC612	SMRIN	1301	0.005742918332279806	0.8360519649214344
PC612	SMTSISCH	1301	-0.004798793382715662	0.8627110814392717
PC613	SMRIN	1301	-0.008091912537917153	0.7705967042931865
PC613	SMTSISCH	1301	-0.013951085345437654	0.6151416430960062
PC614	SMRIN	1301	-1.2118826732512783e-4	0.9965156622030149
PC614	SMTSISCH	1301	-0.024541024475703336	0.37644696205226513
PC615	SMRIN	1301	0.03144097993592977	0.2571106859699979
PC615	SMTSISCH	1301	-0.016837941575459765	0.5439880927274737
PC616	SMRIN	1301	0.03952107349236122	0.1542477286100803
PC616	SMTSISCH	1301	-0.008492195101491067	0.7595899672724634
PC617	SMRIN	1301	0.014016016833568803	0.6134971231090802
PC617	SMTSISCH	1301	-0.02333229674563173	0.4004112742282161
PC618	SMRIN	1301	-0.05148467265084342	0.06338711688362551
PC618	SMTSISCH	1301	-0.014010662880694497	0.6136326493790467
PC619	SMRIN	1301	0.043612210861767635	0.11588068362573266
PC619	SMTSISCH	1301	0.025542791027722625	0.3572712216370072
PC620	SMRIN	1301	-8.324461379131267e-4	0.9760694794617966
PC620	SMTSISCH	1301	-0.018652154653484087	0.5014669488035344
PC621	SMRIN	1301	0.002808595056694677	0.9193860614150043
PC621	SMTSISCH	1301	0.02235891630228293	0.420359490643195
PC622	SMRIN	1301	0.02942650975379918	0.2888693018204303
PC622	SMTSISCH	1301	0.0021270408588380365	0.9389040656310425
PC623	SMRIN	1301	0.004532149395195506	0.8702700199120157
PC623	SMTSISCH	1301	-0.008875214983259211	0.7491032172813096
PC624	SMRIN	1301	-0.017946606750501897	0.5177919462372527
PC624	SMTSISCH	1301	0.007739709683950077	0.7803197677041703
PC625	SMRIN	1301	0.008283751349862253	0.7653157209387201
PC625	SMTSISCH	1301	-0.005284065126312972	0.8489870261688013
PC626	SMRIN	1301	-0.0033674545392037908	0.9034173182294303
PC626	SMTSISCH	1301	0.011519820213406176	0.678048848586543
PC627	SMRIN	1301	0.01357151195721531	0.6247935718081444
PC627	SMTSISCH	1301	-0.01011473721012789	0.7154914578370356
PC628	SMRIN	1301	-0.006573525305926804	0.8127517353964916
PC628	SMTSISCH	1301	0.009842030017352073	0.7228418813492385
PC629	SMRIN	1301	0.018146432355473443	0.5131406597929296
PC629	SMTSISCH	1301	-0.001242570747568918	0.9642861023131506
PC630	SMRIN	1301	0.004636976631668504	0.8672968802675924
PC630	SMTSISCH	1301	-0.018054837589420912	0.5152699847021439
PC631	SMRIN	1301	0.01578081724630386	0.5695648155100519
PC631	SMTSISCH	1301	0.028592641057610717	0.30275746345999377
PC632	SMRIN	1301	-0.05436712146098971	0.04993114643129602
PC632	SMTSISCH	1301	-0.01963684717747276	0.4791463206473987
PC633	SMRIN	1301	-0.017063100553549617	0.5386150894433904
PC633	SMTSISCH	1301	0.020919701334604024	0.45089857835006
PC634	SMRIN	1301	-0.0060357396015529325	0.8278201968455616
PC634	SMTSISCH	1301	-0.03345666598379177	0.22784110857347728
PC635	SMRIN	1301	-0.016674575251117145	0.5479031256365767
PC635	SMTSISCH	1301	-0.010178307452843774	0.7137817654621815
PC636	SMRIN	1301	0.007585578522518231	0.7845856974604635
PC636	SMTSISCH	1301	-0.02026615952203356	0.46517008625301903
PC637	SMRIN	1301	-0.021463941250707698	0.43920526719632946
PC637	SMTSISCH	1301	0.003434810430733727	0.9014952066617192
PC638	SMRIN	1301	2.71677450944855e-4	0.9921889805504853
PC638	SMTSISCH	1301	0.027750894360141314	0.31721955363046284
PC639	SMRIN	1301	0.03442632238270316	0.21463890286635767
PC639	SMTSISCH	1301	0.014721503169588906	0.5957557449043793
PC640	SMRIN	1301	-0.0035977899531280566	0.8968467245890424
PC640	SMTSISCH	1301	0.006809172134852831	0.8061704465090319
PC641	SMRIN	1301	-0.007730763719698058	0.7805671884392751
PC641	SMTSISCH	1301	0.010691413248776026	0.7000351982591646
PC642	SMRIN	1301	0.013075080645029644	0.6375144576120599
PC642	SMTSISCH	1301	-0.008015461335547801	0.772704249797785
