gene_symbol	naive_log2FoldChange	naive_padj	corrected_padj	lfc_change
MTCO1P12	2.800797011200995e-6	5.582413737927632e-4	0.9999930675120069	1.2456411181385164e-6
PMEL	1.3918946079963772	0.012588048620991046	0.14326511822926052	-0.3242240842949782
GRIA1	1.03304675851584	0.01643535875672494	0.0887032706387203	0.024179110239669566
PTPN3	-0.46744504365065925	0.01643535875672494	0.10943805872278324	0.049571446638079664
ENSG00000287419	0.6768777028858058	0.01643535875672494	0.1059668348936847	-0.03218404779387518
