PC	n_age	r_age	p_age	n_sex	r_sex	p_sex	lm_n	lm_beta_age_mid	lm_p_age_mid	lm_beta_sex_num	lm_p_sex_num
PC118	587	0.028803511517862708	0.48610895534447063	587	-0.03516592534232607	0.3950749949394239	587	0.005238522827478047	0.44624603007616714	-0.17629965590404797	0.3657950485588243
PC119	587	0.05256405815259259	0.20348292739282667	587	0.01290349092094279	0.7550606989881605	587	0.008898000274148339	0.2109514535804395	0.04396058212095284	0.827267795657584
PC120	587	-0.11345720294041615	0.005925389552278524	587	0.07447742320317442	0.0713719280969157	587	-0.020416444710574928	0.0037218279820032097	0.4031799503424576	0.0428704743066998
PC121	587	-0.028461611603216967	0.4913017494410824	587	0.028203105116502366	0.4952475989882502	587	-0.005430211719638101	0.45888976522764124	0.15269624989025715	0.46241316256333975
PC122	587	-0.016348854640885768	0.6926336678090899	587	-0.03577521032519866	0.38693222234666336	587	-0.0022244226494950187	0.7400261745784862	-0.1591606856547584	0.40231294396132256
PC123	587	0.03876572039069131	0.3484656770329324	587	-0.0612378826070405	0.1383655789174961	587	0.0070331151311556865	0.2929086428142274	-0.29504898088510073	0.11972181309763899
PC124	587	-0.1286284581663685	0.0017916403871908104	587	-0.06412694955123241	0.12067204342725864	587	-0.01993907105359111	0.0025428921469225277	-0.2489455443172093	0.1822739317397762
PC125	587	-0.003088997901967424	0.9404684073091888	587	-0.03369661618510681	0.41513205833000943	587	-9.764766599459242e-5	0.9887093498240246	-0.15862855371420762	0.41742576159566325
PC126	587	0.05370008346443958	0.19387037372294347	587	-0.03159417643596205	0.44485208813034716	587	0.00929166546642005	0.1740153979541014	-0.16720009813121925	0.3878497195592939
PC127	587	-0.022742903981087654	0.5823786588878663	587	0.048575554197871657	0.23996363763021755	587	-0.004050269287723495	0.5226682760429909	0.2189462458179121	0.2229654185746955
PC128	587	-0.049102746881475756	0.23489401662250417	587	0.04119226140416724	0.31910192294798123	587	-0.00826729180146875	0.20568297667574992	0.20141917704764126	0.27656019578701496
PC129	587	-0.00966834031493742	0.8151778995201889	587	-0.04465343484871894	0.28009771645742876	587	-0.0010439969803063178	0.877659271609083	-0.20476255955346948	0.2869725880532666
PC130	587	-0.011460769679979827	0.7817112287998057	587	-0.02267117670180139	0.583569147724925	587	-0.0015707990281665688	0.8127716350739437	-0.09936951788245049	0.5970702192536353
PC131	587	-0.040140641799111955	0.3316234269657854	587	0.05853481661640272	0.15666484191729096	587	-0.007357090327711017	0.2800894402393823	0.2883076339041129	0.13549276752184372
PC132	587	0.016711936694589983	0.6861661416551023	587	0.010423970396701437	0.8010245736668495	587	0.002642831351307621	0.6994346818365175	0.04315240781234605	0.8239725979652219
PC133	587	-0.026197586329502698	0.5264247540105707	587	-0.03410912108558006	0.40944135105878043	587	-0.0038370706293325107	0.5662593943770371	-0.147813509203526	0.4356784810887687
PC134	587	0.008079269690672321	0.8451337041219688	587	-0.03418005960298053	0.4084674046233736	587	0.0016924727310487816	0.7968610268618105	-0.157089714062815	0.3993575426446795
PC135	587	0.06410584414840005	0.12079456847315968	587	0.06846076374159203	0.09750288424394662	587	0.009658720043293208	0.15152591340868266	0.29544631945922417	0.1217101458214451
PC136	587	0.008375123907000678	0.8395381892607486	587	-0.018738513952561837	0.6504981025249441	587	0.0014979411501566604	0.8129202699040979	-0.08414663235924558	0.6390399576030297
PC137	587	0.04252902248236713	0.3036367550486102	587	0.07393441803796469	0.0734665663509563	587	0.00583466871299934	0.36822467253859537	0.3160273039570995	0.08579041882052794
PC138	587	0.006204636624561869	0.8807587262775692	587	-0.010087040731528243	0.8073276846126829	587	0.0010683106629516591	0.8662143762215024	-0.045923809185076755	0.7983202874608416
PC139	587	-0.08746491747682576	0.0341198961072019	587	0.024999506595740545	0.5455155687623942	587	-0.013946046921078644	0.030105270553005704	0.13939546145686593	0.44356151307225955
PC140	587	-0.0017441367202697742	0.9663655314704694	587	-0.05225589975962393	0.2061491204470014	587	3.2974057664584666e-4	0.958587879419557	-0.22755701923352614	0.20640662231473386
PC141	587	0.00845381511318231	0.8380512448007397	587	-0.037670867028570074	0.3622580541411963	587	0.0016927451346603819	0.7849953966623804	-0.16326258258258608	0.3533596377027366
PC142	587	-0.07019374954823185	0.08929446427480144	587	-0.03286572515679881	0.4267351279751349	587	-0.010486636504019238	0.10019852380648028	-0.12128374976459486	0.5019148905504959
PC143	587	-0.0585721393016709	0.15640028383793897	587	0.007657260259535002	0.8531286392182764	587	-0.009000067125267693	0.1516083271622109	0.051806549155637385	0.7706934261871379
PC144	587	-0.007727282152299007	0.8518010151813171	587	0.0379735125029007	0.3584118024639643	587	-0.0015769757253808986	0.7981433566807162	0.16329961280506067	0.350243844655414
PC145	587	0.05081807348419261	0.21892393215920664	587	-0.070284371124645445	0.08888098888228467	587	0.008724331234701278	0.1732071379194153	-0.3267624360362662	0.07204898976529633
PC146	587	0.025007959607180275	0.5453796834721762	587	-0.042861384880929075	0.2998700391829225	587	0.004249765040380929	0.4941568349051503	-0.1910446016590348	0.2783022782336947
PC147	587	-0.1295120326521545	0.0016643217312601393	587	0.030803031709415344	0.45634161266840934	587	-0.019799377436948793	0.0013355672067095151	0.1721368482025288	0.32310744582654305
PC148	587	0.05416811022525523	0.19000837464650142	587	-0.03283522781684001	0.4271645685979677	587	0.008784559285878318	0.16972736412685432	-0.16212157634024765	0.3710404767398273
PC149	587	0.10707459969740749	0.009427494022920554	587	0.014432344688085916	0.7271336951197584	587	0.016127500531217538	0.010017544419223786	0.02790761825123816	0.8747093718051465
PC150	587	0.12114847383920731	0.003284522186233681	587	-0.046990729994598274	0.2556651765993046	587	0.01824991643439128	0.002409775312689858	-0.23237515084979465	0.17144645807385858
PC151	587	0.03920532336868336	0.3430227117680553	587	0.006512279952972604	0.8748938276182825	587	0.005497678265903026	0.34808594780521174	0.014476794339747719	0.9305031464092617
PC152	587	0.05168730204795837	0.21113489657711373	587	-0.061674707938932496	0.13556919481584384	587	0.00852904462238955	0.1716982485396912	-0.28144059858834297	0.11164121513687252
PC153	587	0.034854090270156235	0.3992821842909944	587	0.01892048010397669	0.6473326932731319	587	0.004961241947616492	0.41761601556123373	0.06864685163038338	0.6922464181936698
PC154	587	0.06037003715439147	0.14405244176753076	587	0.018435977306103968	0.6557748299374373	587	0.00880587522663202	0.15253704977722934	0.05900083347987506	0.7349938944368297
PC155	587	0.06818411045646751	0.09886727148848735	587	0.016410458980758852	0.6915347276363835	587	0.009492329349855153	0.1043525034068991	0.0455642361387968	0.7830315214137744
PC156	587	-0.04300291027392765	0.2982755849202974	587	0.026257589659037624	0.52547765906736	587	-0.00674740753227517	0.2757726719020396	0.12529608512626192	0.47504890556624946
PC157	587	-0.03016028762430069	0.46579720371650657	587	-0.037237084788825904	0.3678156765002496	587	-0.0038645969975401044	0.5066292745992468	-0.13993013335504684	0.39625958580723597
PC158	587	-0.0082175990738548	0.8425164811857765	587	-0.006874649845028132	0.8679944299521772	587	-0.0010931615788402713	0.851911214928362	-0.025181689366790026	0.8793987255157951
PC159	587	0.06570260720741856	0.11179567290314921	587	0.019382406644247195	0.6393258354619114	587	0.009025857921540346	0.119112597034241	0.0577119964885366	0.7248701387934777
PC160	587	0.017967711130513233	0.6639759644019071	587	-0.026653003123286778	0.5192582530040042	587	0.0027906582392036713	0.6287798992899637	-0.11096634285396882	0.49763901810341127
PC161	587	-0.031054692874994547	0.4526688869100123	587	-0.0021893167022346946	0.957787724659975	587	-0.004420222559323317	0.4541767629815653	4.8417672808878106e-4	0.9976913821075746
PC162	587	-0.02754004433183692	0.5054452801325982	587	-0.050955245684697566	0.21768125882597744	587	-0.003328869130655178	0.5645026882350241	-0.19426886353687192	0.23568261065190116
