PC	n_age	r_age	p_age	n_sex	r_sex	p_sex	lm_n	lm_beta_age_mid	lm_p_age_mid	lm_beta_sex_num	lm_p_sex_num
PC1	587	0.09956439164122184	0.015817000206749643	587	0.11812221885911203	0.004159390253044783	587	0.13977035908664853	0.026473780550487654	4.8313048100779685	0.006855287140253389
PC2	587	0.3147620666367669	5.755889898508911e-15	587	0.16121000950577094	8.739031011892315e-5	587	0.7126129453943445	2.6005123092264425e-14	9.192542072978936	4.066213895978721e-4
PC3	587	-0.11516354482609716	0.00521338878759511	587	-0.07682389535474843	0.0628745093431489	587	-0.18248097758274517	0.007648495069999642	-3.2255180238503227	0.09560227861759298
PC4	587	0.2542154365696386	4.131650190039091e-10	587	-0.044153775932508875	0.2855196170435001	587	0.31788475464505767	2.1302544285864057e-10	-2.2061112198852797	0.11390295462012263
PC5	587	0.3534240486100547	1.0362702673769896e-18	587	-0.0010502368356259495	0.979743094511413	587	0.4694438998846865	8.606635005680027e-19	-1.0284353743402823	0.47913070145385495
PC6	587	0.05186984070147349	0.2095249075269836	587	0.020876519601312496	0.6137169321410738	587	0.05762038939901686	0.22251020104563143	0.552393417092928	0.6797048611230467
PC7	587	-0.037486196121756216	0.36461761532142467	587	-0.6378037873668476	2.371955633200359e-68	587	0.010779610473115955	0.7547970268053243	-19.53678157454839	4.429853850302989e-68
PC8	587	0.017622798355700405	0.6700425558055934	587	0.5638972589278662	1.4159129295876994e-50	587	-0.024240378654493657	0.47592430549735976	15.906065934063877	1.4561036351717638e-50
PC9	587	-0.03813158041105692	0.35641317679717055	587	-0.08638070966342491	0.036412578541418696	587	-0.031241117708901846	0.4406022853702213	-2.3328378173602764	0.04248281794016278
PC10	587	-0.10418826497997596	0.011544223407751202	587	-0.21914136401437406	8.167693009597597e-8	587	-0.06623391252624727	0.028770821915015697	-4.514714989430189	1.902917582690751e-7
PC11	587	0.160634861235644	9.268222411380854e-5	587	-0.06359969031675741	0.12376217268051545	587	0.1106900242442926	5.304055692953458e-5	-1.4331219919825242	0.06336136490643293
PC12	587	-0.06670207433975157	0.10643701944269292	587	-0.0013804242690078656	0.9733765350052073	587	-0.043010980002823586	0.10630445706567813	0.06549786070678018	0.9307722194386335
PC13	587	-0.008624676254782639	0.8348246547400038	587	-0.0853708815237999	0.038664475894703454	587	-0.0015413070535603667	0.9558358959065998	-1.6248460667808151	0.03976471642353084
PC14	587	0.21624223962669553	1.21855270172169e-7	587	0.08093297757658874	0.05000897454519431	587	0.13870233372148602	2.3715004732314486e-7	1.2127739767015857	0.107207392327109
PC15	587	-0.1473293410911795	3.416783082990017e-4	587	-0.026129823368529582	0.527495372001135	587	-0.06832662689284769	3.9736378378041077e-4	-0.2021496554264112	0.7101133101084102
PC16	587	0.09913075944855612	0.01628125142298654	587	0.07948708921033164	0.05425925354520577	587	0.048206804542639904	0.02319215430723934	1.056959366310226	0.07877210558898458
PC17	587	-0.009491514749343618	0.8184988177524223	587	0.058741940025178116	0.15520093372417124	587	-0.005988709499223361	0.7366518207564436	0.7280717160488765	0.14949077838016386
PC18	587	0.0026531332395184587	0.9488560229324244	587	-0.139557155003082	6.973949609254865e-4	587	0.00639177824824142	0.7499435414315454	-1.9432375127249366	6.688112310018159e-4
PC19	587	0.10980338780584697	0.007751408915624349	587	-0.03539662495415626	0.39197973445386014	587	0.06039658097355402	0.006258402027091198	-0.663166597600178	0.2882034768030605
PC20	587	-0.11832975070635308	0.004093253176963295	587	0.011553613129874043	0.7799880946235953	587	-0.061082827323439254	0.0037594756664767726	0.29558880802471454	0.6195491763859913
PC21	587	-0.12629391017194208	0.0021721887791411373	587	0.08816987473760506	0.032696164360377755	587	-0.06836918435417712	0.0011739420337994128	1.4229706720709108	0.016938105317459477
PC22	587	0.12996909369990078	0.0016017710101568034	587	0.057381911082484326	0.1650047868161989	587	0.0542705572878159	0.0021974036348937406	0.5839027209607541	0.24342498771260207
PC23	587	0.01960871897742771	0.6354181957957239	587	-0.013194899996300505	0.7497116604325755	587	0.008655822001005127	0.6178951233729497	-0.17458287559014313	0.7225775838868387
PC24	587	0.017383423770346036	0.6742655446078898	587	-0.029465419848441813	0.4761405725110541	587	0.008448247042530319	0.6352232719444852	-0.37624255132325757	0.456073157986446
PC25	587	0.10608946126981658	0.01010756142451415	587	0.007939635503492038	0.8477773443116938	587	0.04743274848858006	0.010384374914349282	6.701287530622641e-4	0.9989778252070238
PC26	587	0.009123804424920001	0.8254150407642249	587	-0.05118672711047851	0.2155957030239834	587	0.005442324037461573	0.7538207528940029	-0.6187470756784906	0.20867457508033066
PC27	587	-0.05031296567815364	0.22354360673026116	587	-0.0026131035199013514	0.9496266374590506	587	-0.020181535625710772	0.2244476587060403	0.0128656431029406	0.9781871810170877
PC28	587	0.13587107319457117	9.661769035082945e-4	587	0.07739710365010112	0.06093067994527848	587	0.05152828316327653	0.001498643905048128	0.7553117063789843	0.09950302183402804
PC29	587	-0.1279764825608177	0.0018912458772841576	587	-0.03535958253004281	0.3924757355677968	587	-0.0491513233301913	0.002286192232442059	-0.28722844884658977	0.5278147114199534
PC30	587	0.06959045798749437	0.09208660767747695	587	0.018870421634509475	0.6482028590176657	587	0.024452330880830368	0.09814306803065533	0.13920698163985293	0.7394381523281326
PC31	587	0.15324246371806263	1.93855542038131e-4	587	0.06446361272356926	0.11873067279538417	587	0.06056208860945076	2.904620221266153e-4	0.6136264238663076	0.19297151384858494
PC32	587	-0.05720123574329137	0.16634143232060775	587	-0.04255958485559539	0.3032890833700608	587	-0.020446857072821553	0.189829464231171	-0.4108072664019343	0.35249046831839426
PC33	587	-0.022453407632698968	0.5871904670343928	587	-0.17224224854873157	2.7214959456204977e-5	587	-0.003693985583330719	0.8124540949267176	-1.850880960564679	3.1336353071208446e-5
PC34	587	-0.044459493936483095	0.2821938651859129	587	0.019635338348437864	0.6349592324817015	587	-0.01612969230909331	0.26566671961675964	0.22838202975525684	0.5779996057263899
PC35	587	0.02931720602154391	0.4783629260631387	587	-0.04412842591275797	0.28579656880964266	587	0.010780102984319525	0.42918184189538333	-0.4340255140972208	0.2615240088243148
PC36	587	-0.0605463426765181	0.14288290179117044	587	-0.18390674823956654	7.307988551434374e-6	587	-0.015446493894869876	0.24776933538416743	-1.6755545012441442	1.1351443523944554e-5
PC37	587	0.019640853232637537	0.6348641639691546	587	-0.11150966570763532	0.006843913236960644	587	0.009069789069246582	0.4959067889670473	-1.039683612015134	0.006036011399208324
PC38	587	-0.05459385166830959	0.18654466620599253	587	0.14709770170938738	3.492014931138155e-4	587	-0.022557883418361346	0.10815516916076853	1.474732281790927	2.2576394329372292e-4
PC39	587	-0.10267243031612777	0.012816276141350863	587	0.07590983856335912	0.06607978779240342	587	-0.033581453885744905	0.00831117650519511	0.7340787294812788	0.0415485960791158
PC40	587	-0.02592006511053432	0.5308164446974684	587	0.058968734901938186	0.15360989885978396	587	-0.009757740193069814	0.46203677298390533	0.5557274367023737	0.13969202265331376
PC41	587	-0.04570900677147333	0.26887415267586534	587	-0.07736990744126235	0.06102177059627894	587	-0.013325387405685682	0.33146180930777314	-0.6991620551075479	0.07246964736412351
PC42	587	-0.01762798651978914	0.6699511419306733	587	0.0664777539280161	0.10762168546364674	587	-0.007020772287608109	0.5836955225476479	0.5976274031703871	0.10013932787065102
PC43	587	-0.0867728825625461	0.03556860380804464	587	0.016751002080536658	0.6854716296432574	587	-0.02823743857272802	0.03263728009215812	0.21096175883794255	0.5726033818260549
PC44	587	0.06781869461053183	0.10069266511801031	587	0.0026303118292533407	0.9492953534655678	587	0.021207863859195267	0.10102296972125885	-0.021435064427016794	0.9533109360105361
PC45	587	-0.0024372752950223855	0.9530120641014981	587	0.10589225001008157	0.010248821966993123	587	-0.0032560642017649853	0.80170013637793	0.949469612726089	0.009974414601204238
PC46	587	-0.03366942728074575	0.4155087730841963	587	-0.033119019110360484	0.42317814581574054	587	-0.009413937876814058	0.4493334363991285	-0.26175135229586155	0.45796700726540485
PC47	587	-0.0497980409392243	0.2283242270889057	587	-0.19613743410722848	1.6803905757229433e-6	587	-0.010165737936776583	0.3841791547971144	-1.574355579621871	2.4581155767063196e-6
PC48	587	-0.03697830198544065	0.371156289051647	587	-0.15602037229695928	1.4747510669744124e-4	587	-0.007300169654855116	0.5336259699466099	-1.2495140143036887	1.858904301495602e-4
PC49	587	0.022096443623272604	0.5931488228811235	587	0.09983226629708516	0.015536049359411937	587	0.004380370807261151	0.7208946744400433	0.8306847142966648	0.01708818863919892
PC50	587	0.14934022978532277	2.8243932121325396e-4	587	-0.13413919619751036	0.0011230234521037601	587	0.041066875207496155	8.860208468750426e-5	-1.0611053257013758	3.467778690703382e-4
PC51	587	0.04896490657832173	0.236212162171265	587	0.07090990992990696	0.08606867432330456	587	0.012079860171374765	0.2884378480657281	0.5270999834781992	0.10240987471998862
PC52	587	-0.0876602934932813	0.03372011679775587	587	0.016925520899459895	0.6823722435714246	587	-0.024963400988959324	0.030891603461106462	0.1865264759300826	0.5685991225776705
PC53	587	-0.04407931400540036	0.2863336369360351	587	0.28486757513295213	2.016696087320178e-12	587	-0.016544058010132943	0.0987457113547175	2.0703749321060867	9.360280302878014e-13
PC54	587	0.10559131069796655	0.010467761003687806	587	-0.06101672413479459	0.13979814791475967	587	0.02931411052410626	0.007344451980479691	-0.5195366607763141	0.0930449051290302
PC55	587	0.16708335441419284	4.7395690669921275e-5	587	-0.10394222149265846	0.011742778078837002	587	0.04750439742923516	1.7778946673948994e-5	-0.8962086370363659	0.00411862846109037
PC56	587	-0.016273674679695368	0.6939756536794344	587	0.06988811073161215	0.09070039602321366	587	-0.005768032702551408	0.6020994418058895	0.5413658169119361	0.08459708455455352
PC57	587	0.01778947983538575	0.6671081225108786	587	0.02698205516106075	0.5141116856191603	587	0.004141183123750901	0.7021019956832406	0.19080699893972236	0.5341086273716291
PC58	587	0.023395506806803607	0.5715994482165008	587	0.18313147693385878	7.99627781203534e-6	587	0.0024567497568031833	0.8095533948247253	1.2912977783800117	9.33319732693437e-6
PC59	587	-0.045933292329594345	0.2665296297118012	587	0.04846893805492337	0.24099816817357098	587	-0.012951971855875764	0.22933605724810208	0.3844737464886053	0.2080477723653331
PC60	587	0.019989464899887767	0.6288668537373121	587	0.03736582805853918	0.36616071625154667	587	0.004392248264103286	0.6765069507982423	0.2595025516588225	0.38453951522241614
PC61	587	-0.041533648595070846	0.3151043137380166	587	0.12124892854888676	0.0032585855582106227	587	-0.012157940096021511	0.21708671584716974	0.8475857003939429	0.002476335192025626
PC62	587	-0.039062108906073964	0.34478994633875515	587	-0.18218140510191394	8.924202457335591e-6	587	-0.006088744124469625	0.5295147091320422	-1.2123558350176222	1.1774768069832525e-5
PC63	587	-0.015310248902138836	0.7112565737438193	587	0.09881673880374958	0.016624859948997622	587	-0.005211198042312804	0.5812379243569599	0.6515873055386953	0.01519958963440811
PC64	587	0.058194133881840936	0.15909540318949167	587	-0.08526442936370669	0.0389085971830432	587	0.016135385024304703	0.11628953911908814	-0.6348727501320202	0.02938795277518302
PC65	587	-0.05215069457753901	0.20706512774444447	587	-0.0964176031656789	0.019466234422227353	587	-0.010809200053928342	0.27339888419484776	-0.6302400084922665	0.02447988775551503
PC66	587	-0.08747386793274126	0.0341014937182946	587	0.04410404547894097	0.28606309852143347	587	-0.021511293054748873	0.027453379821544468	0.3399730638243332	0.2181873603900485
PC67	587	-0.08159660391125725	0.04815349861416022	587	0.05547787816644631	0.17950151437655756	587	-0.019183149690554485	0.03720807718028293	0.39034119403611395	0.1343431752576746
PC68	587	-0.0768181531925955	0.06289423753084182	587	-0.020689228256497695	0.6169022832916883	587	-0.01832875945497975	0.06777642832612028	-0.10335744227965989	0.7159235603223568
PC69	587	0.2143924049033775	1.568385278841899e-7	587	0.050718567693503906	0.21982855188231346	587	0.048250296943343526	2.3791686481191844e-7	0.225814048507746	0.38824897861245333
PC70	587	0.009757809223417966	0.8134988625277324	587	-0.08607248778074054	0.03708777763296239	587	0.003666345114933617	0.6944342581044703	-0.5582323973473946	0.035153435333272996
PC71	587	0.0041900203557676844	0.9193121437941523	587	0.05411999766912759	0.19040275674764728	587	3.669901435496143e-5	0.9967762075685439	0.3360189582485136	0.19211317577660025
PC72	587	0.155333788305554	1.5785481228665991e-4	587	-0.009639709121491058	0.8157153920612911	587	0.036524136558736056	1.426026154034109e-4	-0.14054824053686368	0.6033478315628342
PC73	587	0.02554499430280386	0.5367811532474012	587	-0.021174405588498254	0.6086656139352197	587	0.006124871151433841	0.511071208694996	-0.1476929957038879	0.5760512832013782
PC74	587	0.060118944590372946	0.14573070763651633	587	-0.04928918898657133	0.23311937762882304	587	0.01414974711466878	0.12150727049186684	-0.3379993612081205	0.19172399388320405
PC75	587	-0.0038200700599263825	0.9264151741152122	587	-0.085403064055359	0.03859092939047208	587	5.392764302405541e-4	0.9509721029754254	-0.5144007327429123	0.0388656580019821
PC76	587	-0.1488129111467792	2.9696853780508664e-4	587	0.04907751894582291	0.23513487826927046	587	-0.03232353964088044	1.996668230553335e-4	0.3613711341745908	0.14033282433491145
PC77	587	0.04777593710336049	0.24779895212168204	587	3.3558091421274596e-4	0.9935267124486609	587	0.009926496768232285	0.2471393078636851	-0.018949079626660044	0.937831557267625
PC78	587	0.057998299674713025	0.16050538245092003	587	-0.014673381441775631	0.7227624931355168	587	0.012879184366332496	0.15193862861124238	-0.1172791229159623	0.6450203846606328
PC79	587	0.12459649379186698	0.0024938096461244804	587	0.0732744603636386	0.07607957681767757	587	0.024742255136937636	0.0036799686726303378	0.3767322665870146	0.1177344591580868
PC80	587	-0.0830320009607708	0.0443369136522125	587	0.01596598259396263	0.6994779953501057	587	-0.017583152944725334	0.04096035247625957	0.1309989596292148	0.5904460707540484
PC81	587	0.034843131892400674	0.39943051899811444	587	0.0036622781082240826	0.9294465868848593	587	0.007544235459807335	0.40222173071471723	0.006629707494519075	0.9792726991774513
PC82	587	-0.08754260032555641	0.03396045977612515	587	-0.08021566082690725	0.05208142627335763	587	-0.017088860706237496	0.04705420529326494	-0.4375939899700432	0.07269277116283607
PC83	587	0.04005654910576674	0.3326382074494886	587	-0.008007454225356597	0.8464931433332747	587	0.008490124898959332	0.3245543408238283	-0.06502420955622906	0.7899938692783317
PC84	587	0.05348379173326126	0.1956744348501514	587	0.02573219869483452	0.5337998649653226	587	0.01039667594403662	0.21113934468259904	0.12430722032438776	0.597631206621764
PC85	587	4.20718415113017e-4	0.9918844781544366	587	-0.03726669226827162	0.36743466947501435	587	6.421105597725959e-4	0.9383412521316916	-0.2126963658118896	0.36611373139601555
PC86	587	-0.028272129743760106	0.4941923558571849	587	-0.03422399593124732	0.4078648739240096	587	-0.005227249999054909	0.532845533876658	-0.18496984807742547	0.4362146760581139
PC87	587	0.04712951703987197	0.2542623560718288	587	-0.020829973378597242	0.6145078897645269	587	0.009997786961947513	0.23796905212449404	-0.1416462178066706	0.5550735873311203
PC88	587	0.020892138884380747	0.6134516148368938	587	0.05735234882562746	0.16522293635051727	587	0.0033711162949699104	0.6865968625780479	0.3206102195325551	0.17606636783765664
PC89	587	0.1300134058391481	0.0015958229318829694	587	-0.013884141208625167	0.7371082095784072	587	0.026578883914352664	0.0014304555012324748	-0.13537135448890203	0.5650168665524083
PC90	587	0.16040869203184693	9.484474000133842e-5	587	0.062377257072127434	0.1311633409570271	587	0.029733459849422578	1.4235260564768516e-4	0.272936395297562	0.21537013165868343
PC91	587	0.09929248110600603	0.016106732320462218	587	0.01315701009634854	0.7504064863199943	587	0.019318056595991007	0.016964669359992867	0.032162141415425706	0.8881945186588147
PC92	587	-0.0612499672630467	0.13828762603436082	587	0.01343803562793227	0.7452578753789647	587	-0.012405388838266546	0.13118319261310465	0.10161847728122599	0.6623571117134434
PC93	587	0.035515030116221674	0.39039682526297415	587	0.017875561640913782	0.6655946321580983	587	0.006586766825087029	0.4074109702168217	0.08319518912278258	0.7119080073881178
PC94	587	-0.045079815525514266	0.27552649587849604	587	-0.03695478333031029	0.3714608181431204	587	-0.008258225270163873	0.3046208537355026	-0.18578987649246154	0.415056262214196
PC95	587	-0.05748718639571042	0.16422968228788418	587	0.07318594861536529	0.07643570835654317	587	-0.012087295664917687	0.12603533074447404	0.42168337724350813	0.05980177280488199
PC96	587	-0.01435033434910178	0.728622983061586	587	-0.040470707249540376	0.3276597103444485	587	-0.002089675966676166	0.7833474181464326	-0.20576373797424385	0.33960688875938705
PC97	587	-0.04807674961621125	0.244830640367692	587	-0.0036640107209926567	0.9294132952485115	587	-0.008982917969751404	0.24660770980123722	-4.7837626639546957e-4	0.9982619586566029
PC98	587	0.10576368744839598	0.010341851276780814	587	-0.07284851031628092	0.07780586614108789	587	0.021099374704392777	0.006753818248613712	-0.4341154114977412	0.048913083417406994
PC99	587	0.004497014135225873	0.9134227231500552	587	-0.020590909750703535	0.6185773197729099	587	0.0011212538329238898	0.8838877213073683	-0.1103164681406718	0.6122051511331499
PC100	587	-0.023297452518668913	0.5732129798079564	587	-0.03796324750934803	0.3585418366871259	587	-0.003598373881113064	0.6196298929786718	-0.1804630822070035	0.37986249726586296
PC101	587	0.013265942717332615	0.7484094236008393	587	-0.001838884129383217	0.9645395627541025	587	0.002378074419199761	0.7454348530526935	-0.014206829518408154	0.9454366625046724
PC102	587	-0.08498293061963025	0.039560444775165994	587	-0.13778247639242774	8.167176597459364e-4	587	-0.014371710910760376	0.06718091545022936	-0.7164591842057504	0.001326785994655907
PC103	587	-0.03946110350449381	0.339880833931817	587	-0.04554443530507954	0.2706034245548732	587	-0.006388849274254453	0.3815543941544114	-0.21387461772279817	0.301403401230715
PC104	587	-0.020730119704861504	0.6162062066872244	587	-0.03134372326513833	0.4484714194502678	587	-0.0034232713518003114	0.6556301981380064	-0.15714656900963392	0.47016055721738914
PC105	587	0.04175039524286605	0.3125833420268796	587	0.03275059768363483	0.42835758124479806	587	0.007168005453734563	0.3404809085510976	0.1531919541188767	0.47219500994391495
PC106	587	0.02954659441286038	0.4749258179125496	587	0.0016772684247804298	0.9676543213525581	587	0.005233549078761274	0.4759469765502007	-0.0026181223386559376	0.9899589094845981
PC107	587	-0.04095379389771323	0.32191390918031276	587	0.04665981968312323	0.25903154177156806	587	-0.008100489186264897	0.28114562432503043	0.25687864501166086	0.2279169972265113
PC108	587	-0.01603121727786837	0.6983101007367398	587	-0.019615374174632435	0.6353034357488361	587	-0.0026281133231636725	0.7240254409101494	-0.09416642306591849	0.6553333845551177
PC109	587	0.03894975160997961	0.34618045797846153	587	0.0031644041556548323	0.9390179596741196	587	0.006780232365160986	0.34817698817974296	0.0013339638145156575	0.9948019789083014
PC110	587	-0.19574941489259523	1.7631692942698974e-6	587	0.05223343346700242	0.20634448448878728	587	-0.035886071588376985	9.981200797901802e-7	0.3402563531727351	0.09861855757646434
PC111	587	-0.028918082872082453	0.48437548606715186	587	-0.014557400073243345	0.7248646993133048	587	-0.004738122599275952	0.5000161856457138	-0.05985675979132834	0.7636567325051041
PC112	587	-0.0027367394734128343	0.9472466690573271	587	-0.007339594117402932	0.859156788678487	587	-3.9817820947458813e-4	0.9576715338728325	-0.036754137083035494	0.8627615429711668
PC113	587	0.012707819678017011	0.7586589990464119	587	-0.033725730506562114	0.4147288893261104	587	0.00270766388647628	0.7122891931925183	-0.17486599355812021	0.4008315172533198
PC114	587	0.11507192748287177	0.005249564911033249	587	-0.019989217467130522	0.6288711018370868	587	0.019758537833861806	0.004602044473493553	-0.1371368229280684	0.48631329599971285
PC115	587	0.032981926547124715	0.4251011695192749	587	-0.016481060011504914	0.6902760949600208	587	0.005885233600740477	0.4071328748845	-0.09231933095957572	0.646304476399418
PC116	587	0.021057742127109355	0.6106417028240869	587	-0.04717419618533744	0.25381189065009824	587	0.004209570053684948	0.5513206780086015	-0.23671870848447074	0.2373726219768664
PC117	587	0.021849557223369488	0.5972858824448593	587	-0.05626874808927478	0.17336938585948605	587	0.004768395450288374	0.5275864666194596	-0.30054165227271856	0.16036296401382003
