PC	n_age	r_age	p_age	n_sex	r_sex	p_sex	lm_n	lm_beta_age_mid	lm_p_age_mid	lm_beta_sex_num	lm_p_sex_num
PC24	714	0.15783194236069056	2.269452993997924e-5	714	0.05338934590464588	0.15412198879929245	714	0.06796760583023012	2.393154836269789e-5	0.6093889022644177	0.16233520199281243
PC25	714	-0.0471660581708099	0.20810033594318234	714	0.022537287869686846	0.5476834119890951	714	-0.01895843588175176	0.20599279184520095	0.2511392710519528	0.5386875548302406
PC26	714	0.001383359150661004	0.9705649907698506	714	0.03494066010742273	0.3511864296742446	714	3.9231139221140604e-4	0.9784064814154061	0.3680915065087783	0.35169918539628187
PC27	714	-0.05762713672837061	0.12394532059137257	714	0.013241223180670355	0.7239299991075323	714	-0.02266110045765953	0.12324500670598242	0.14810351578196193	0.7115280376419915
PC28	714	0.11005658316395599	0.0032337840142863824	714	-0.02996527643259502	0.4240166966772767	714	0.04101965663116819	0.003151843862954263	-0.3153534648709873	0.4037178516073312
PC29	714	-0.04216812912989712	0.26046550114582606	714	0.04020534461719402	0.28332962742192364	714	-0.015479143984175053	0.25562005665846504	0.40273435579485184	0.277915675053344
PC30	714	-0.02031350193166532	0.587889142530505	714	-0.0044582399808361815	0.9053391257230375	714	-0.007831946591659207	0.5889915681329179	-0.04470969033730541	0.9099088624029245
PC31	714	0.1413974732072833	1.5022838925128683e-4	714	-0.08014276976773413	0.03226032631142993	714	0.04710474510308469	1.3154475715445154e-4	-0.73696549137132	0.02766953500860998
PC32	714	0.052246248988133855	0.16314647150811523	714	0.01739891607122175	0.6425523630348476	714	0.018058369877888718	0.16484124420296373	0.15930665801094052	0.6528894262323994
PC33	714	-0.057447611524788486	0.12512266735273922	714	0.11837436181445445	0.0015314327967553625	714	-0.019171388820377465	0.11477038052805319	1.0593944135747786	0.0014314127217555411
PC34	714	0.07325182627590042	0.05040094211385056	714	-0.01635066742357463	0.6627161372859485	714	0.0248318173483656	0.049977284702624025	-0.15786975736935668	0.6471558186562705
PC35	714	0.1615284306024081	1.443650527726672e-5	714	0.05147992465949799	0.16941539221625554	714	0.05687380784532795	1.5228560577545543e-5	0.4793858837761092	0.17850439995871129
PC36	714	-0.16064095204424414	1.6107548010391626e-5	714	0.13721746167767573	2.354922956854207e-4	714	-0.054301741915298504	1.1249799465235764e-5	1.2686493213059378	1.6295708076233644e-4
PC37	714	0.058008010632856495	0.12147608648210748	714	0.06782583997240509	0.0700990752371143	714	0.019226303593581396	0.1255179488762604	0.6148894589289656	0.07237345167351478
PC38	714	0.030002305813420435	0.4234440266146261	714	-0.09894565861683806	0.00815057844139921	714	0.009541620683621575	0.40548227953134575	-0.8316463888953131	0.00796014375169827
PC39	714	0.006253516900202733	0.8675213640875523	714	-0.055200243105075715	0.14060744505090783	714	0.0022247473846078716	0.8551894531495168	-0.4903303403979893	0.1403819001682197
PC40	714	-0.15590089952843722	2.8629325656030645e-5	714	-0.03822079215209729	0.30778889897629813	714	-0.04707356933249558	2.9990639440194597e-5	-0.3018500396155559	0.32344296139013107
PC41	714	-0.025117331290627393	0.5028039738530133	714	0.05009624640683834	0.18118838865391312	714	-0.007277865786883183	0.4935933849230344	0.38960436104138246	0.17903233415218367
PC42	714	7.513692588489596e-6	0.9998400880250335	714	-0.029462797001541488	0.43183225687173066	714	9.405614328857619e-5	0.9932267506988958	-0.23732029498511958	0.4321291795158887
PC43	714	0.04605503603396629	0.21902589513619003	714	0.0015357279710780116	0.9673246182418713	714	0.012922637381190686	0.21948611287544098	0.008033563486069158	0.9776492464221915
PC44	714	0.1239801407855959	9.006324249482802e-4	714	0.006660948096032076	0.858977561534807	714	0.033667330985529244	9.135197961234987e-4	0.039650128661500986	0.8856541852435328
PC45	714	0.03183359235634312	0.3956903188420954	714	-0.09019969978443944	0.015913243000542785	714	0.008616865524712717	0.38007505731875135	-0.6486813003353094	0.015538550875474181
PC46	714	0.057543820335732014	0.12449064173807256	714	0.031206293516987508	0.4050713582122175	714	0.015534403803535546	0.1267241747712784	0.22648442019437223	0.41380230358374614
PC47	714	-0.0011568652345800992	0.9753826351345498	714	0.13200362180272446	4.0539543292934663e-4	714	-6.930609250509495e-4	0.9453410108359821	0.9783625419249096	4.084074252957377e-4
PC48	714	-0.07855892167471172	0.035841424800531686	714	0.11331384750725983	0.0024269733371155224	714	-0.021418748561724852	0.032094866562152	0.8356562288954859	0.002197363731878866
PC49	714	-0.01331694798500177	0.7224161693626246	714	-0.07043061771219812	0.059971940176674496	714	-0.0031395647038707556	0.7368497442180277	-0.47844455894978205	0.060629142242799056
PC50	714	-0.18834881510534657	3.9897014547520944e-7	714	0.08553868137735046	0.022263259199051328	714	-0.05296218633126252	3.2221726108905514e-7	0.667732311478823	0.017293804035442416
PC51	714	-0.00637156560388598	0.8650442562189717	714	-0.03002903771821578	0.4230308908767648	714	-0.0015787567538277597	0.8717194571265414	-0.21297311246483439	0.42436075373591875
PC52	714	-0.05802786164544098	0.12134845116651012	714	-0.025111073058676412	0.5029104389100505	714	-0.014528390646489283	0.12318459421939733	-0.16797902114680643	0.5129435643329188
PC53	714	0.04466981814348126	0.23321573607085969	714	-0.18163427184035455	1.0311428262954992e-6	714	0.012631594928647351	0.20639457161256072	-1.3460666883342105	9.569062185083233e-7
PC54	714	-0.104851915096058	0.005038689124020451	714	0.047832665688115485	0.20173734573873464	714	-0.026807070211205018	0.004809193097820904	0.3394540140207924	0.18932727211955377
PC55	714	0.003751427511539823	0.9202921010694722	714	0.0891031333647746	0.017243607972610847	714	6.844193099179273e-4	0.9400208221877127	0.5910580823576314	0.01736503441217638
PC56	714	-0.02144468848568638	0.5672673956815582	714	-0.0678453127317532	0.07001847096732339	714	-0.004903162856454975	0.5796460240180931	-0.43602133415791966	0.07107729769422634
PC57	714	-0.15155767137825968	4.7795336384547515e-5	714	-0.03720680680091513	0.3208090518587321	714	-0.0362945519132722	4.9980327834268425e-5	-0.2330650552134646	0.33675533092878196
PC58	714	0.0879698977274999	0.018719764432396247	714	-0.12574019642855636	7.589085469437895e-4	714	0.02220798796539907	0.016204735970032493	-0.8587822134631177	6.652251622698201e-4
PC59	714	0.08227223100018839	0.027931017671491348	714	-0.02707397222881266	0.4701085315278756	714	0.019232611318276697	0.02743341545603822	-0.17744977991979394	0.45475052541400285
PC60	714	-0.04703264776970287	0.20939103361900993	714	-0.01988280263121553	0.5958307943974326	714	-0.011054086489174615	0.21163730890655927	-0.12476913497919695	0.604873378432149
PC61	714	-0.004027929790109644	0.9144389101076082	714	-0.07855493698812721	0.03585084441824656	714	-7.610353446191801e-4	0.9318275758309611	-0.5091393598338216	0.03607013129590075
PC62	714	-0.03367095498532892	0.3689763462711252	714	0.12094210966114856	0.0012041404111082295	714	-0.008352977777444086	0.3478613066351952	0.7903601919511528	0.0011653342587566583
PC63	714	-0.001825732428937561	0.9611587301027307	714	-0.07691153704496545	0.03991965352548465	714	-2.4093967578820477e-4	0.9783637921915425	-0.4978876561726677	0.040098060985277406
PC64	714	0.062013659391245333	0.09777372216917134	714	0.08252381485958751	0.027454163074441238	714	0.013278039943088278	0.10163179103381284	0.48467345453703153	0.028504354414816493
PC65	714	0.06603672541063413	0.07783538322853834	714	0.08763667276411262	0.019174302623044044	714	0.014566207865413348	0.08111615935470438	0.5302048598412379	0.019963614851522402
PC66	714	-0.10208062086953236	0.006332874106983914	714	-0.03887586378864636	0.29956558303385167	714	-0.022690723199087364	0.006541810318040969	-0.22997123659522284	0.31093915905212316
PC67	714	-0.029135084545864616	0.43697405952989365	714	-0.05170036073919262	0.1675939239179458	714	-0.0066149240490524985	0.44529431731606484	-0.32416001125482913	0.17023262616011792
PC68	714	-0.03356954654409644	0.3704209087271333	714	0.02083923815966879	0.578261861144135	714	-0.007092227478321753	0.3674998900454459	0.12126691783225439	0.5718511562504198
PC69	714	0.1291025031573897	5.438840633724196e-4	714	-0.05266927075172172	0.15976155777816645	714	0.02839853632377111	5.093598178976745e-4	-0.32261218548836695	0.14607715023738127
PC70	714	0.03234608068690956	0.388124317232169	714	0.07375879934711252	0.048824225826937434	714	0.006871887910501294	0.3986649358867924	0.4356815580467172	0.049908889975384584
PC71	714	0.02522093751706605	0.501043153338615	714	-0.05502624487661933	0.14186509473545691	714	0.005627559807596585	0.4908615231416761	-0.3287616434005275	0.1400758280032702
PC72	714	0.12395274159274255	9.030206024286442e-4	714	0.011364581287716738	0.7617769355325947	714	0.024965661457845952	9.198667333353292e-4	0.05527321084165538	0.787024653931485
PC73	714	-0.07485154277315989	0.04556589742259132	714	0.028900165091134147	0.4406814910613115	714	-0.015305197039634035	0.04473894922395972	0.16482379316762721	0.4272920563923297
PC74	714	-0.11408536090614398	0.002265041154123851	714	0.06059425562082274	0.1057109799318245	714	-0.023639331518074323	0.0021120837355922263	0.3471294094834138	0.09696317322791632
PC75	714	-0.03815094147010549	0.30867446906868495	714	0.06944783217409467	0.06364072924583815	714	-0.008125335889426712	0.2986137359970105	0.3979087357455781	0.06209496307450563
PC76	714	-0.16255616656078145	1.2707512735746234e-5	714	-0.04227992767516867	0.2592026693871905	714	-0.034012808378841235	1.3363000984115493e-5	-0.23201960330901097	0.27291640667244627
PC77	714	-0.15048744583961793	5.411409291949261e-5	714	7.509366242768406e-4	0.9840190764422427	714	-0.0317399387662218	5.4669000971656635e-5	0.013444742979022541	0.94972373525302
PC78	714	0.02272469998956019	0.5443580234066316	714	0.021522023074301438	0.5658702940877991	714	0.004464998552173715	0.5485541410615457	0.11514428421852083	0.5703565454891177
PC79	714	-0.011492729565707765	0.7591731725023962	714	-0.05239268388696979	0.16196868199211464	714	-0.002232597279848741	0.7702599940493852	-0.2908013136018942	0.1631879555240455
PC80	714	-0.012493740459428236	0.7389300686729321	714	-0.007502424909428967	0.8413850090487198	714	-0.002505571847099324	0.7406791299608578	-0.04055258868920642	0.8442231244582189
PC81	714	0.009019986491096288	0.80986231391924135	714	-0.004783170153512403	0.8984759602505685	714	0.0017448559971267885	0.8089383888631627	-0.025582415458016535	0.8965300008511697
PC82	714	-0.01000688951650811	0.7895230112425045	714	0.06104787770194504	0.1031207053501393	714	-0.0021009228459903896	0.7760607275398617	0.32884013823677544	0.1027304994037008
PC83	714	0.014502618466649322	0.6988579159084571	714	0.002027008996475771	0.9568806576268662	714	0.0028354655832401395	0.6994649195272294	0.010003050808821624	0.9601539288677545
PC84	714	0.1517115755998549	4.6946256785472044e-5	714	-0.019755861358120165	0.5981807393951777	714	0.030029339617882365	4.6181254334155005e-5	-0.11507917877008092	0.5646001278548837
PC85	714	-0.10344534614952924	0.005662287386245287	714	0.039899025409324496	0.28701668604167835	714	-0.020226416583105176	0.00546158534038181	0.21760327859001083	0.2717566520115316
PC86	714	-0.09123141299589965	0.0147446748248597	714	0.03050768613259189	0.41567343359996467	714	-0.017354157433114355	0.014413519018011816	0.1626177358427424	0.3994452386704167
PC87	714	0.03798001557669615	0.31084855899602926	714	0.011639749397237779	0.7561893243976912	714	0.007029194590417249	0.3126971328237094	0.05688894729676446	0.7643123337805894
PC88	714	0.08084736066616273	0.030768321213310114	714	-0.04385483991042685	0.24186201030931476	714	0.015226307284445826	0.029769077791289796	-0.22823017686265196	0.23158885531260992
PC89	714	0.08420109605834804	0.024450630957975287	714	0.00602310555117365	0.8723599843408502	714	0.0156166143485361	0.024649269106483566	0.025981536153121376	0.8907408006217339
PC90	714	0.11202015441879035	0.0027223925890337473	714	-0.03958173776949984	0.2908697025615287	714	0.02174579140986732	0.002619959668191738	-0.21491870043741718	0.27397157814487133
PC91	714	-0.08970144021072156	0.016506144005162905	714	-0.014669501849912935	0.6955645821199778	714	-0.016756331092229345	0.016753002244519036	-0.07000442329386014	0.7133849046627054
PC92	714	0.06861985768241682	0.06687341927159023	714	-0.014754976160870913	0.6938800146560855	714	0.012416719616031822	0.0664017473813764	-0.07618193018235976	0.67915608202132
PC93	714	-0.017514550685348892	0.6403437208775884	714	-0.012791196065916034	0.7329486428311198	714	-0.0031756370551366537	0.6431092603935282	-0.06279467931980134	0.7367873995477374
PC94	714	0.01567640693979294	0.6758173025809833	714	0.03998509664291152	0.28597742647812924	714	0.0027115127976743126	0.6840180784926039	0.19295192314619422	0.28822935460618804
PC95	714	0.022995800999185065	0.5395654716513669	714	-0.06503354016511102	0.08246827619692125	714	0.004215113245436195	0.5269242217431329	-0.3167290447605051	0.081444478286044
PC96	714	0.06581532444052539	0.07883923210525419	714	0.03225125783127787	0.3895175417653891	714	0.011987436617222952	0.08044042808020141	0.15750169735464317	0.3990925798002014
PC97	714	0.0025982551153226783	0.9447461520884696	714	0.004416723240287337	0.9062165605679849	714	4.538991621044878e-4	0.9457699923383734	0.021284955919521946	0.9068556593430706
PC98	714	0.0248701623422082	0.5070178333870743	714	0.055283900466340054	0.14000582803930617	714	0.004257423019130294	0.5166631334016802	0.2629337266484316	0.14203381603966939
PC99	714	0.045426246854970244	0.22538846027436385	714	0.03133178004546018	0.40318420874549443	714	0.007919196957202137	0.22885787590851664	0.14769883830831998	0.4102386097121228
PC100	714	-0.16049695920867932	1.6395450041216287e-5	714	0.0291531911091464	0.43668905283873494	714	-0.029378514510532843	1.585320945299413e-5	0.15362953425796472	0.4046961174292323
PC101	714	0.03890246461403487	0.29923477375553725	714	0.005411910271541066	0.885217671006802	714	0.007013526272710924	0.30025094884891396	0.024617226472458915	0.8938566172778584
PC102	714	-0.08593359320449978	0.02165082138085139	714	0.12066529053521205	0.0012360339617817754	714	-0.014403899319945604	0.018961558472953926	0.5473990041639991	0.0010948555741485254
PC103	714	0.02620589145922425	0.4844676749564484	714	0.03699104713357466	0.32362520684382146	714	0.004588500702667437	0.49098279525602506	0.17789599260873404	0.3274039160523188
PC104	714	-0.005669896036778863	0.8797865560467679	714	0.03085885033608293	0.410323858473593	714	-0.0010081814736867607	0.8729630169888227	0.14173557420536384	0.40971249976037505
PC105	714	-0.06824643089068537	0.06837492589019059	714	-0.031546994708820636	0.3999599316502681	714	-0.011415405481512346	0.06977774658745921	-0.1412557912094172	0.41001665807106913
PC106	714	-0.07314368215003593	0.050742729889768176	714	-0.00666680889924126	0.8588547785794615	714	-0.012526683763344712	0.051111100241483846	-0.02754962521858803	0.8747956286236418
PC107	714	0.008387384201744503	0.8229684193877626	714	-0.04067603347160411	0.27772675314310197	714	0.0014604143318687726	0.8140398941977942	-0.18407842092243207	0.2769761276432449
PC108	714	0.008316320783690183	0.8244438507766496	714	0.014763325034942001	0.6937155518905622	714	0.0013516966612954946	0.8277708670275769	0.06626647626926713	0.6956217569164214
PC109	714	0.011257921319390235	0.7639461468053036	714	-0.009388260120406628	0.8022566879308947	714	0.0019149851907655849	0.7620711711150937	-0.0437006370515208	0.7999223827461936
PC110	714	-0.10702907628873384	0.004194952229895208	714	-0.05093202953874702	0.17400677749650192	714	-0.017312262616869273	0.004364514348503773	-0.22071548754140338	0.18151956915831466
PC111	714	-0.018059421113241023	0.6299795904782377	714	0.008048647505042925	0.8300068488306297	714	-0.003092371104768367	0.6285822812445583	0.03828014620173921	0.826129490530862
PC112	714	-0.08317674762734305	0.0262491588510179	714	0.0122268979201481	0.7443093668379733	714	-0.013208661106502009	0.026102033607702538	0.056642080156759096	0.7259272207743266
PC113	714	0.11584718371682912	0.0019316274897064358	714	0.035890170123068554	0.33824355365136916	714	0.018542899569984186	0.001999197306691849	0.15176915735197755	0.3520169562288944
PC114	714	0.11972633023200896	0.0013501040706062038	714	0.01838846472073414	0.6237556099302061	714	0.019959183438142458	0.0013821408691381553	0.07795414369247176	0.6456242468391042
PC115	714	0.14214561420221544	1.3843157573674685e-4	714	0.018217084729148937	0.6269940180034896	714	0.023256002122669407	1.4242135907258625e-4	0.0746624159964421	0.6525384419651287
PC116	714	-0.04213414679137478	0.26085019252331654	714	0.03430150848549133	0.3600727758096436	714	-0.006857910096357082	0.25680177211068617	0.15285806486933265	0.3537619942971658
PC117	714	0.030565939500672705	0.41478317898723527	714	0.06329800960975702	0.09100811605335606	714	0.0044158483155785945	0.42442508212969776	0.2535602405466472	0.09272879138839608
PC118	714	0.009825686016870961	0.7932472078642874	714	0.025536452738619167	0.4957010198078228	714	0.0015513844243195823	0.7988557997022845	0.11255476761869933	0.49771034707922146
PC119	714	0.016142302758516604	0.6667540014950447	714	-0.01834502366972728	0.6245757920104342	714	0.002536772662997138	0.6631548991665498	-0.07838110230830604	0.6215437562691107
PC120	714	0.019094368560480118	0.6104936896018113	714	-0.06016112132058197	0.10823207438157029	714	0.0030207760306672567	0.5982517709032764	-0.25195358252680755	0.10721696869795773
PC121	714	0.002683920541675787	0.9429274664814383	714	-0.023351167580826608	0.5333153628176286	714	4.2770641635108856e-4	0.9377227174561431	-0.09302826297759823	0.5330827444503284
PC122	714	0.01816824337307394	0.6279182461637816	714	0.034663262823562066	0.3550260110178949	714	0.002836217405657089	0.6348719541129723	0.14971252372543425	0.3579261521744289
PC123	714	0.04520162654048506	0.22769296018081198	714	0.05651571199866508	0.13137448072722402	714	0.007085782528909231	0.2334448855708756	0.2426774324347984	0.13451871516973074
PC124	714	-0.034600334655716554	0.3559006939748188	714	0.046949780400698186	0.2101956530002907	714	-0.005574489471338491	0.34883306793567104	0.20487503155115377	0.20668998940082717
PC125	714	0.03668182813069275	0.32768915940032806	714	0.024818018434776497	0.5079091679934209	714	0.005512045464895312	0.33131982011486294	0.10079866631248266	0.5145385055910638
PC126	714	0.054205179963930726	0.147916329115007	714	0.03560050165631188	0.3421592539016025	714	0.008141953912436243	0.1507540239479827	0.14443452388261155	0.34957626175385537
PC127	714	-0.015205805626207155	0.685019985594151	714	-0.03982549946242085	0.28790648115459005	714	-0.0023644424671921357	0.6932327248425605	-0.17291627592107994	0.29011067701371124
PC128	714	-0.0765245529915437	0.040932694994607256	714	-0.03385995631586959	0.36629337053784106	714	-0.011783258260200187	0.04190175412634399	-0.1393937081790921	0.3767451370268966
PC129	714	0.002632180680857261	0.9440258740235965	714	0.032664655700843544	0.38346575212698997	714	3.400700925198056e-4	0.9513493738537743	0.1322628926768113	0.3841767081802885
PC130	714	0.044719784196323685	0.23269284450151834	714	0.02243464253566201	0.5495089608370604	714	0.006697387267321421	0.23536212287521854	0.09014455971591925	0.5577982305853773
PC131	714	-0.022420072324616628	0.5497683346983009	714	-0.05366825838689324	0.15197859929828314	714	-0.003179198009033996	0.5595811416265506	-0.21189836824870759	0.15395759712358714
PC132	714	0.0373136909904563	0.3194199062597874	714	-0.014544127275822188	0.6980382353968995	714	0.005363708644659787	0.31769485794011904	-0.058296192115558344	0.6902683301749428
PC133	714	-0.04106947426724003	0.2731015508532324	714	0.026227538548390737	0.48410674412167776	714	-0.006030996197874658	0.2700258444580043	0.10601488953031796	0.4768269543409913
PC134	714	0.0652075883543834	0.08164886568773386	714	0.02857561570879334	0.4458329189051319	714	0.009545039525788866	0.08314564795715311	0.1118008303912598	0.45619574774046767
PC135	714	-0.009445668189585083	0.8010727531351232	714	-0.06712967178744425	0.0730310339149283	714	-0.0012314663396321582	0.8154166375439897	-0.2575398785770057	0.07363233789687738
PC136	714	-0.044066010569838276	0.23960034745899153	714	0.019600815862000225	0.601056633213733	714	-0.006647315132166036	0.23761379550759243	0.08213025873973816	0.5923327232214731
PC137	714	0.02453628952595426	0.5127391262375274	714	-0.05933071735434334	0.11319809471547919	714	0.0036518601398284676	0.5015639715195828	-0.23576315662418285	0.11175519878510942
PC138	714	0.0436886088377715	0.24365287886595519	714	0.007179876832751134	0.8481196068376318	714	0.006451455771653833	0.24476527554951166	0.027094895428963352	0.8577182879435433
PC139	714	-0.012989834972763339	0.728963252755481	714	-0.024103214855420593	0.5202100686286841	714	-0.0018442681729483328	0.7341574079757376	-0.09461165486677456	0.5228197618901049
PC140	714	-0.014813157095904125	0.6927342199104758	714	0.046020913458598975	0.21936783552657013	714	-0.002218429444298313	0.6830771855195852	0.18254087216324694	0.2180524692216579
PC141	714	-0.010470619531767882	0.7800141846199313	714	0.027531654690783367	0.4626333923796524	714	-0.001580697246223318	0.7741343226658115	0.11068912084841659	0.4611050042005659
PC142	714	0.024297099738818422	0.5168584636073638	714	0.025100866551410975	0.5030840975378097	714	0.0034012759022993807	0.5215770466312393	0.09585560690828811	0.5076050333398827
PC143	714	-0.047341753783068145	0.20640933995570138	714	0.0010245673875127561	0.9781971056525758	714	-0.006747735234859127	0.2065992587576022	0.005920183026498623	0.9675589623296339
PC144	714	0.09098327384545711	0.0150186131441762	714	-0.031133959795904026	0.4061615505676376	714	0.0131540918906814	0.01467286942150797	-0.12603609091017925	0.39017512265675147
PC145	714	-0.007469387509849753	0.8420742854547235	714	0.058950474491298865	0.11553103564430466	714	-0.0011176397684557137	0.8289365087595104	0.22227603046324867	0.11526965990239135
PC146	714	0.07018152144831474	0.06088485673698865	714	0.034615727010772	0.3556866196001095	714	0.009913200324076598	0.062256070975759865	0.1311235455078402	0.36520130918524996
PC147	714	-0.029872385543496773	0.42545526863698535	714	-0.03127309680699298	0.40406607104415493	714	-0.0041768055548146036	0.43066022791548364	-0.11931902220916084	0.4089155119955027
PC148	714	-0.006999411803748845	0.851892467279721	714	0.028275700403023015	0.4506236250881418	714	-9.905479138218947e-4	0.8456960112133155	0.1049000144210357	0.44972390743922763
PC149	714	0.06688282769323865	0.07409438028925738	714	-0.01672422796143293	0.6555014653683613	714	0.00917767585516121	0.07347901658310686	-0.06502884390120446	0.6414311579080574
PC150	714	0.019669739067977334	0.5997774273426132	714	0.032441996947997674	0.3867181139252477	714	0.002711016106296799	0.6061849276210292	0.12325859213596999	0.3899793244129347
PC151	714	-0.04166915943575305	0.2661534139030634	714	-0.005608474644620342	0.8810790969156811	714	-0.0059656401875933535	0.2671356662376294	-0.020202138179613506	0.8903143632473002
PC152	714	-0.0024874109743778334	0.9470998095393628	714	0.054004427013975585	0.14942539592668688	714	-4.09660824319479e-4	0.9349553837478302	0.19737540224102715	0.14948966650557105
PC153	714	0.021719169206334883	0.5623161933959384	714	-0.01994087093233907	0.59475723217316	714	0.002996206235904506	0.5587122408755091	-0.07512561258422734	0.5906827871710174
PC154	714	-0.06814008094880128	0.06880757115056052	714	-0.01634318427140707	0.6628609837209956	714	-0.009154334838327555	0.06965703660565926	-0.05736758857943038	0.6763202696169968
PC155	714	-0.05280157501316111	0.1587138477875423	714	-0.010561626124432838	0.7781518856747002	714	-0.007420348772391395	0.15984282032899325	-0.038409176756242475	0.7894159484507197
PC156	714	-0.05359113516563868	0.15256899836385548	714	-0.028197528001728134	0.45187707680691513	714	-0.007053244114991142	0.15496532403139346	-0.09969386018348156	0.46064573705053524
PC157	714	0.03068572706420459	0.4129560691641151	714	0.03557604663696079	0.3424911528435892	714	0.004219047289711111	0.41870290185803327	0.13376736328472044	0.34698880251600994
PC158	714	0.07860447227707398	0.03573389482232867	714	0.00820214589050516	0.8268156649327991	714	0.010832422027380974	0.03605231060293593	0.027729165373305924	0.8437096297223118
PC159	714	0.11026987915462029	0.0031742841425032313	714	-0.013471305221953327	0.7193337445152956	714	0.01517421117064579	0.0031519175846038048	-0.05482890878810693	0.6946711152454867
PC160	714	0.010899472324479702	0.7712496170476597	714	0.02547683507171117	0.4967081036632458	714	0.0014627577333568241	0.776809176577445	0.09513295417602417	0.4989059840745219
PC161	714	0.011570612285675557	0.7575920511615002	714	0.002338862090737052	0.9502548060353994	714	0.001547548918999834	0.7582439180705475	0.008099940899658787	0.9528751486738046
PC162	714	0.02348787201467779	0.530920800687313	714	0.04400712943654202	0.24022946993458746	714	0.003127786029389643	0.5389440026701532	0.16205931841689422	0.24306459268365896
