gene_id	loading	tail
ENSG00000180139.11	0.047957187960893995	top
ENSG00000145423.5	0.04051114922683405	top
ENSG00000205795.5	0.03882449224133095	top
ENSG00000106483.12	0.038484051837137614	top
ENSG00000134817.12	0.037443599820370724	top
ENSG00000106819.13	0.03534626854253399	top
ENSG00000164530.15	0.03455749213718917	top
ENSG00000167371.21	0.034488210675157574	top
ENSG00000130032.17	0.0339412758001666	top
ENSG00000100448.4	0.03343227575442943	top
ENSG00000157368.12	0.033213232648152596	top
ENSG00000101825.8	0.03265941014324879	top
ENSG00000077274.9	0.032440422500969256	top
ENSG00000082684.16	0.03189382809850512	top
ENSG00000018236.15	0.03179506421129754	top
ENSG00000143320.9	0.031363106473106105	top
ENSG00000159713.11	0.03088330456633102	top
ENSG00000129244.9	0.03079781266360711	top
ENSG00000179772.8	0.030779708988497332	top
ENSG00000149534.9	0.030754985497959745	top
ENSG00000164694.17	0.03070262806108538	top
ENSG00000117425.14	0.030582833254228132	top
ENSG00000176907.5	0.03030712729204778	top
ENSG00000129048.7	0.03021561604859161	top
ENSG00000012817.16	0.029957188886446797	top
ENSG00000280073.1	0.02976676403052412	top
ENSG00000128606.13	0.029729624840942423	top
ENSG00000172061.9	0.02948873795115867	top
ENSG00000153993.14	0.02946423615314064	top
ENSG00000082196.21	0.029421890534875945	top
ENSG00000255690.3	0.029319385268212202	top
ENSG00000198626.18	0.02928202258484622	top
ENSG00000196666.6	0.029271044075679736	top
ENSG00000034971.17	0.029238314541625437	top
ENSG00000162631.20	0.0292004627472682	top
ENSG00000183801.8	0.0291034460463432	top
ENSG00000092009.10	0.02895334431554512	top
ENSG00000137809.17	0.028906413660446495	top
ENSG00000140287.11	0.028889973730341096	top
ENSG00000150471.17	0.028805898516785305	top
ENSG00000160097.20	0.028770350439636896	top
ENSG00000198542.15	0.028681521579504068	top
ENSG00000179639.11	0.028567254627460112	top
ENSG00000237070.1	0.028514833864020706	top
ENSG00000110900.16	0.028493343222789364	top
ENSG00000283787.2	0.02847389553021182	top
ENSG00000273179.1	0.028435856544708725	top
ENSG00000102678.7	0.02843492244373487	top
ENSG00000075035.10	0.028420551382217316	top
ENSG00000146197.9	0.028249087600930794	top
ENSG00000172724.12	0.028236393780805693	top
ENSG00000124749.17	0.028221345613638114	top
ENSG00000121005.9	0.02816613304265524	top
ENSG00000145824.13	0.02814225494590499	top
ENSG00000224259.8	0.02812409228553582	top
ENSG00000188394.8	0.02799448928656688	top
ENSG00000182575.8	0.02794066640766955	top
ENSG00000233098.10	0.027909873866922078	top
ENSG00000145861.9	0.027846886295779708	top
ENSG00000287319.1	0.027835137841159922	top
ENSG00000164488.12	0.027808461433972986	top
ENSG00000198774.5	0.027765206110668184	top
ENSG00000010932.17	0.02773481969809095	top
ENSG00000162998.5	0.02771047226531958	top
ENSG00000177098.9	0.027640441905196458	top
ENSG00000137501.18	0.027570662577790173	top
ENSG00000106809.11	0.027562320185792796	top
ENSG00000235162.9	0.0275014249665672	top
ENSG00000266524.3	0.02748816431098558	top
ENSG00000050165.19	0.027445630226123174	top
ENSG00000106511.6	0.02736212128351886	top
ENSG00000168077.14	0.0273375845651947	top
ENSG00000235505.8	0.027144101525782997	top
ENSG00000099725.14	0.027058160909023778	top
ENSG00000171724.3	0.027001963757158118	top
ENSG00000119147.10	0.026892527850106467	top
ENSG00000237807.4	0.026828131330636995	top
ENSG00000130513.7	0.026793520954082155	top
ENSG00000144730.19	0.026749292125324453	top
ENSG00000129824.16	0.026730739644968693	top
ENSG00000025423.11	0.026697817181805333	top
ENSG00000154096.14	0.02664593595064829	top
ENSG00000272668.2	0.026619944424728394	top
ENSG00000197380.11	0.02656158162214095	top
ENSG00000149633.12	0.026506157606759815	top
ENSG00000108821.14	0.026478889082321704	top
ENSG00000107821.15	0.026467829596317247	top
ENSG00000163395.17	0.02645290339895842	top
ENSG00000164764.11	0.026423845491954923	top
ENSG00000130176.8	0.026281803489593154	top
ENSG00000138669.10	0.02625280508774763	top
ENSG00000146013.11	0.0262026083290056	top
ENSG00000137077.8	0.026164453895486824	top
ENSG00000185652.12	0.026048711706823716	top
ENSG00000226674.11	0.026038116922819935	top
ENSG00000169245.6	0.025984980700332297	top
ENSG00000187955.13	0.025976386876855315	top
ENSG00000067048.17	0.02589223764178881	top
ENSG00000111728.11	0.025844459981840907	top
ENSG00000104435.14	0.02578220237858676	top
ENSG00000122420.10	0.02576317471345843	top
ENSG00000126368.6	0.025743506160930636	top
ENSG00000185745.10	0.025697155750392126	top
ENSG00000227544.10	0.02568629578614135	top
ENSG00000185070.12	0.025627820202887203	top
ENSG00000117600.14	0.02559368830512206	top
ENSG00000166482.12	0.02551056395549936	top
ENSG00000131080.15	0.02541546394640442	top
ENSG00000179240.13	0.025407402137261587	top
ENSG00000103742.12	0.025406521864400535	top
ENSG00000168779.21	0.025404097953329128	top
ENSG00000156475.19	0.025380886330796708	top
ENSG00000116132.12	0.02535579908612676	top
ENSG00000146250.7	0.025351426720925444	top
ENSG00000183230.18	0.025350964274450168	top
ENSG00000131002.13	0.025335632987953813	top
ENSG00000254366.7	0.025325277852670695	top
ENSG00000163017.14	0.02532347410654738	top
ENSG00000137573.14	0.02530138781819191	top
ENSG00000100626.17	0.025287995704825417	top
ENSG00000185008.17	0.025214644310974713	top
ENSG00000265485.8	0.025198318275947984	top
ENSG00000272573.6	0.025107507316471253	top
ENSG00000100628.12	0.025101567783052774	top
ENSG00000135406.14	0.02507936785309104	top
ENSG00000114374.13	0.025055026158696616	top
ENSG00000206579.9	0.024862395292319317	top
ENSG00000111087.10	0.02485513264012529	top
ENSG00000165449.12	0.02483726307069293	top
ENSG00000157103.12	0.02482367840623527	top
ENSG00000119922.11	0.02477852089321726	top
ENSG00000183715.14	0.02476184192735468	top
ENSG00000251301.8	0.024752649823904495	top
ENSG00000105516.11	0.024699827764502663	top
ENSG00000206384.11	0.024674918074126945	top
ENSG00000154263.18	0.024665637604904332	top
ENSG00000289203.1	0.024622781794256775	top
ENSG00000144057.16	0.02461375589986375	top
ENSG00000171864.5	0.024472299124067162	top
ENSG00000164484.12	0.02445959649226031	top
ENSG00000183878.16	0.0244416947542536	top
ENSG00000064205.11	0.024340565506393935	top
ENSG00000137959.17	0.024334009081645888	top
ENSG00000171812.13	0.024326884666824894	top
ENSG00000126950.8	0.0242533507574543	top
ENSG00000068615.20	0.02424741821862561	top
ENSG00000151617.17	0.02423093058731872	top
ENSG00000148357.18	0.02421965059106693	top
ENSG00000165966.16	0.024114470748805628	top
ENSG00000111674.9	0.02407888595627184	top
ENSG00000204403.10	0.024068356686013013	top
ENSG00000077264.16	0.02400875966132338	top
ENSG00000054803.4	0.024001951298762744	top
ENSG00000133392.18	0.023951723495276946	top
ENSG00000182389.20	0.023885972569305566	top
ENSG00000182580.3	0.0238355419857198	top
ENSG00000154027.19	0.02371712555454116	top
ENSG00000163347.6	0.023658094997360674	top
ENSG00000134201.12	0.023646710274630615	top
ENSG00000164932.13	0.023630094573703762	top
ENSG00000072195.15	0.023619431897583167	top
ENSG00000248441.8	0.02354480338341036	top
ENSG00000144596.13	0.023526178878227326	top
ENSG00000142149.9	0.023522506108666387	top
ENSG00000224713.4	0.02350869072971148	top
ENSG00000178531.6	0.02350037886467181	top
ENSG00000213145.10	0.023479165911146228	top
ENSG00000280304.1	0.023461115519040423	top
ENSG00000103710.11	0.023413843264509872	top
ENSG00000183454.18	0.023404891033912405	top
ENSG00000129009.13	0.023320028112021423	top
ENSG00000128849.11	0.023147320606020802	top
ENSG00000082175.16	0.02313900850924581	top
ENSG00000136011.15	0.02313182255427756	top
ENSG00000250208.7	0.023114223500895065	top
ENSG00000287666.1	0.023112616082234413	top
ENSG00000253875.2	0.02306983186504957	top
ENSG00000134253.10	0.023038172884067214	top
ENSG00000178662.16	0.02303269645449759	top
ENSG00000005379.17	0.022994390654306078	top
ENSG00000054179.12	0.02299135404034147	top
ENSG00000138755.6	0.022972213112344753	top
ENSG00000166448.15	0.02287927863468489	top
ENSG00000112183.15	0.022850170689691154	top
ENSG00000168229.4	0.022827334254222297	top
ENSG00000107796.13	0.022807405762460202	top
ENSG00000182107.7	0.022793114783885834	top
ENSG00000105855.10	0.022766154378662123	top
ENSG00000130592.17	0.02271195505081655	top
ENSG00000150636.17	0.02270192900940531	top
ENSG00000138735.16	0.02268232371871974	top
ENSG00000180875.5	0.022645841394617144	top
ENSG00000170370.12	0.022576930784682196	top
ENSG00000184564.11	0.022550785413448377	top
ENSG00000074047.22	0.02248099570950045	top
ENSG00000053328.9	0.022472915259106715	top
ENSG00000138696.11	0.02239378498734115	top
ENSG00000111404.7	0.022386775539437666	top
ENSG00000204219.11	0.02233474985342563	top
ENSG00000182667.15	0.022320445983521172	top
ENSG00000134339.9	-0.0643071485300636	bottom
ENSG00000173432.13	-0.06081203362757471	bottom
ENSG00000163661.4	-0.05756626368191404	bottom
ENSG00000205362.11	-0.05620761061058639	bottom
ENSG00000267653.1	-0.05544831070892268	bottom
ENSG00000174145.8	-0.05353199098351831	bottom
ENSG00000174697.5	-0.050586854555595244	bottom
ENSG00000142748.13	-0.050235584825209276	bottom
ENSG00000115590.14	-0.04983480170889852	bottom
ENSG00000270885.2	-0.04967678621661378	bottom
ENSG00000169710.9	-0.04859625530567754	bottom
ENSG00000205364.4	-0.04763004376900076	bottom
ENSG00000160862.13	-0.0475679334677834	bottom
ENSG00000144908.14	-0.04752431034989234	bottom
ENSG00000187193.9	-0.04668296742354045	bottom
ENSG00000108342.13	-0.04653658516589218	bottom
ENSG00000181092.10	-0.045924010691289686	bottom
ENSG00000151726.15	-0.044465160456464245	bottom
ENSG00000215483.12	-0.04444498361029077	bottom
ENSG00000255986.6	-0.04444385131500107	bottom
ENSG00000163220.11	-0.04426279195790458	bottom
ENSG00000179921.15	-0.044156511444679324	bottom
ENSG00000125144.14	-0.04399686003018636	bottom
ENSG00000143546.10	-0.042867514611751915	bottom
ENSG00000177575.13	-0.04180597012822208	bottom
ENSG00000018280.17	-0.041680161480712276	bottom
ENSG00000171051.9	-0.04160618794557948	bottom
ENSG00000186205.13	-0.041430974191030395	bottom
ENSG00000196136.18	-0.04097958955965916	bottom
ENSG00000257219.6	-0.040769739481229895	bottom
ENSG00000138207.15	-0.0407273708138692	bottom
ENSG00000062282.15	-0.040708025176496666	bottom
ENSG00000176194.18	-0.040387631044257424	bottom
ENSG00000187288.12	-0.04035174037182635	bottom
ENSG00000125148.7	-0.04009011191798691	bottom
ENSG00000135821.19	-0.039836847127929044	bottom
ENSG00000134463.15	-0.03971937659893811	bottom
ENSG00000179593.16	-0.03953645226166199	bottom
ENSG00000183019.8	-0.03947399132269576	bottom
ENSG00000129988.6	-0.03917305731931702	bottom
ENSG00000135917.16	-0.03832722939300434	bottom
ENSG00000084674.15	-0.03831425956971008	bottom
ENSG00000261578.1	-0.03820796632965743	bottom
ENSG00000142973.15	-0.03816693408951911	bottom
ENSG00000280587.2	-0.038139386266862585	bottom
ENSG00000130876.11	-0.03803581762152462	bottom
ENSG00000169715.15	-0.037787978053022885	bottom
ENSG00000175592.9	-0.03769332661336142	bottom
ENSG00000125538.12	-0.037542460289498356	bottom
ENSG00000079215.15	-0.037523971936145754	bottom
ENSG00000056998.20	-0.0373478728596131	bottom
ENSG00000126545.14	-0.03714536411396086	bottom
ENSG00000171049.9	-0.037086824069804715	bottom
ENSG00000099194.6	-0.03706768940125729	bottom
ENSG00000163221.9	-0.0369586989792083	bottom
ENSG00000185818.8	-0.03658856475655997	bottom
ENSG00000096060.15	-0.03658430469871872	bottom
ENSG00000123342.16	-0.03639278387219263	bottom
ENSG00000173599.15	-0.036298976446698064	bottom
ENSG00000130234.13	-0.03620198062530457	bottom
ENSG00000079435.10	-0.036141806408469285	bottom
ENSG00000076555.16	-0.03605403091222649	bottom
ENSG00000170262.13	-0.03595097988522049	bottom
ENSG00000228314.1	-0.0356455126279068	bottom
ENSG00000166123.14	-0.03536028586006116	bottom
ENSG00000211445.13	-0.035263777468066505	bottom
ENSG00000155659.15	-0.035226864806730755	bottom
ENSG00000166523.8	-0.03521269004441825	bottom
ENSG00000288952.1	-0.03499014897285596	bottom
ENSG00000115602.17	-0.03493886015662511	bottom
ENSG00000123612.16	-0.03489950167561938	bottom
ENSG00000167701.14	-0.03488777249174115	bottom
ENSG00000175445.17	-0.03485320159188332	bottom
ENSG00000170525.21	-0.03485009423154674	bottom
ENSG00000157152.17	-0.03482256187014007	bottom
ENSG00000173597.9	-0.034798491678148476	bottom
ENSG00000169692.13	-0.03450552046849916	bottom
ENSG00000251257.2	-0.0343955529037223	bottom
ENSG00000124253.11	-0.0342865082953658	bottom
ENSG00000246022.4	-0.03405504510079594	bottom
ENSG00000120875.9	-0.0338741855723952	bottom
ENSG00000167588.13	-0.033786016210066334	bottom
ENSG00000100033.17	-0.033676355493162204	bottom
ENSG00000248187.1	-0.03366121436564388	bottom
ENSG00000186594.15	-0.03359912588961167	bottom
ENSG00000135678.12	-0.03354796659475079	bottom
ENSG00000165478.7	-0.033495213836595435	bottom
ENSG00000188613.7	-0.033420643256461595	bottom
ENSG00000171236.10	-0.03334184371224027	bottom
ENSG00000158859.10	-0.033256947253707037	bottom
ENSG00000257335.8	-0.03298296861795985	bottom
ENSG00000124882.4	-0.032766196403333545	bottom
ENSG00000184811.4	-0.032664796864216715	bottom
ENSG00000152270.9	-0.03252701000181246	bottom
ENSG00000112394.18	-0.03247017145813391	bottom
ENSG00000115009.13	-0.03236482802730818	bottom
ENSG00000169385.3	-0.032290268723226566	bottom
ENSG00000108179.14	-0.03220737121084737	bottom
ENSG00000173641.18	-0.03219534766634232	bottom
ENSG00000006625.18	-0.032126693504053165	bottom
ENSG00000259916.1	-0.03198018054343042	bottom
ENSG00000250802.7	-0.03193287857372856	bottom
ENSG00000101542.10	-0.03188784143055109	bottom
ENSG00000104635.15	-0.031632211641205846	bottom
ENSG00000106236.4	-0.03160521323202709	bottom
ENSG00000148965.10	-0.03159321800182464	bottom
ENSG00000115112.8	-0.031578216086104845	bottom
ENSG00000173334.4	-0.031569308383200226	bottom
ENSG00000182902.14	-0.03156267385257037	bottom
ENSG00000186431.19	-0.031405886192424265	bottom
ENSG00000008516.18	-0.03133959853126716	bottom
ENSG00000166819.12	-0.031225808934928004	bottom
ENSG00000161267.12	-0.0311810291400495	bottom
ENSG00000116133.13	-0.031082170184320013	bottom
ENSG00000008323.16	-0.031058682073318727	bottom
ENSG00000005249.13	-0.030755862979066417	bottom
ENSG00000177822.9	-0.030744822793048073	bottom
ENSG00000174669.12	-0.03072936086653262	bottom
ENSG00000135447.17	-0.030537618295752293	bottom
ENSG00000154856.13	-0.030507221377312908	bottom
ENSG00000105357.20	-0.03049722555125032	bottom
ENSG00000187116.14	-0.03047073594135026	bottom
ENSG00000157150.5	-0.030369946385586537	bottom
ENSG00000051620.11	-0.030198201363928007	bottom
ENSG00000257017.10	-0.030167436039494136	bottom
ENSG00000125740.14	-0.029927162251265457	bottom
ENSG00000245848.3	-0.029906109036351634	bottom
ENSG00000103064.15	-0.029870015970289366	bottom
ENSG00000042445.14	-0.029831422876909812	bottom
ENSG00000186466.5	-0.029790331083803835	bottom
ENSG00000172927.9	-0.029756392857910006	bottom
ENSG00000154127.10	-0.02970440956840496	bottom
ENSG00000144031.12	-0.02961783307332425	bottom
ENSG00000181997.8	-0.029605618627333668	bottom
ENSG00000140968.11	-0.02956980382637749	bottom
ENSG00000079689.14	-0.029426540320048492	bottom
ENSG00000180871.8	-0.02934718792155522	bottom
ENSG00000115226.10	-0.029178682916831785	bottom
ENSG00000197405.8	-0.029125470974531067	bottom
ENSG00000182782.8	-0.029075869324175534	bottom
ENSG00000100336.18	-0.029018831228867243	bottom
ENSG00000008394.13	-0.02899986430408029	bottom
ENSG00000100292.18	-0.028961979682006988	bottom
ENSG00000173208.4	-0.028903539625724173	bottom
ENSG00000133317.16	-0.028823618537370695	bottom
ENSG00000075643.6	-0.028795985981307972	bottom
ENSG00000181234.10	-0.028740016717912903	bottom
ENSG00000160339.16	-0.028677672560665796	bottom
ENSG00000198099.10	-0.028677044684098863	bottom
ENSG00000095203.15	-0.028631631666198955	bottom
ENSG00000135069.14	-0.028594440065055397	bottom
ENSG00000163464.8	-0.028565607885389678	bottom
ENSG00000177666.17	-0.0285602387301738	bottom
ENSG00000198695.2	-0.028547094738202522	bottom
ENSG00000017427.17	-0.02854095644960917	bottom
ENSG00000159399.10	-0.02848362771489181	bottom
ENSG00000167711.14	-0.028458437693062454	bottom
ENSG00000141576.16	-0.02838781495814927	bottom
ENSG00000277363.5	-0.028344214228544332	bottom
ENSG00000137801.11	-0.028343518038476765	bottom
ENSG00000113231.14	-0.028335607436364926	bottom
ENSG00000198576.4	-0.028265315485641502	bottom
ENSG00000262655.4	-0.028225928729503493	bottom
ENSG00000197769.6	-0.02816349416609252	bottom
ENSG00000122378.14	-0.02803662856084765	bottom
ENSG00000137193.14	-0.027938527261342175	bottom
ENSG00000180509.13	-0.027935620486860185	bottom
ENSG00000229807.13	-0.027931965525609847	bottom
ENSG00000108551.5	-0.027812465429721902	bottom
ENSG00000214456.8	-0.027787976622354403	bottom
ENSG00000004468.13	-0.027691748836850508	bottom
ENSG00000278621.1	-0.027673337596614486	bottom
ENSG00000176974.21	-0.027669660853948837	bottom
ENSG00000142657.21	-0.02765480662646952	bottom
ENSG00000105835.13	-0.027651560487796236	bottom
ENSG00000141449.16	-0.027564402178545434	bottom
ENSG00000169738.8	-0.027444567781613177	bottom
ENSG00000184156.17	-0.027365398633769824	bottom
ENSG00000134962.7	-0.027335352430619155	bottom
ENSG00000254415.4	-0.02730924583230102	bottom
ENSG00000173698.18	-0.027268583357456078	bottom
ENSG00000119927.14	-0.027257947746465228	bottom
ENSG00000107551.21	-0.02724859614284085	bottom
ENSG00000186188.11	-0.02719077457645803	bottom
ENSG00000187840.5	-0.027121366019864524	bottom
ENSG00000289560.1	-0.027010996938812832	bottom
ENSG00000181830.9	-0.026992781310529974	bottom
ENSG00000159423.17	-0.02696224004516396	bottom
ENSG00000112715.26	-0.026956665533547197	bottom
ENSG00000224940.9	-0.02693706316406963	bottom
ENSG00000136634.7	-0.02685180631046221	bottom
ENSG00000114737.16	-0.026851433501353512	bottom
ENSG00000121039.10	-0.026851412286491027	bottom
ENSG00000182118.8	-0.026837632313513028	bottom
ENSG00000134324.12	-0.02673183013165006	bottom
ENSG00000287148.1	-0.026682483478915706	bottom
ENSG00000158571.11	-0.02668214073038809	bottom
ENSG00000164638.11	-0.026653142957481737	bottom
ENSG00000288938.1	-0.026607045599406135	bottom
ENSG00000011198.10	-0.026550418492002494	bottom
