PC,n_age,r_age,p_age,n_sex,r_sex,p_sex,lm_n,lm_beta_age_mid,lm_p_age_mid,lm_beta_sex_num,lm_p_sex_num,scope
PC337,1301,0.0070326480993847555,0.7999417068339705,1301,-0.00093587795459771435,0.9730971647817429,1301,7.064456042832143e-4,0.7902652787367952,-0.0039489056860715745,0.9572652930169081,both_depots
PC338,1301,0.017846315956752352,0.5201345721813122,1301,-4.6694763450282707e-4,0.9865751709236124,1301,0.0017127209714091793,0.5186026938606672,-0.0032040511501419604,0.965281122437132,both_depots
PC339,1301,-0.011783823831797739,0.6710981228686426,1301,0.0014187305969100231,0.9592270569090946,1301,-0.0011436975961730074,0.6658016366001451,0.005320847580984346,0.9422616841346263,both_depots
PC340,1301,-0.007398651255703781,0.7897680094097163,1301,-0.001402434314228877,0.9596949958697967,1301,-7.054094985188793e-4,0.7894531530708375,-0.0027837453113998736,0.9697034504925615,both_depots
PC341,1301,0.009215252434484842,0.7398318943013436,1301,-7.929906004113283e-4,0.9772034008727064,1301,8.716982911263352e-4,0.7408495949184242,-0.0028806588218411363,0.9685766578386273,both_depots
PC342,1301,0.016559718399819515,0.550663944406616,1301,-0.0016848599737766966,0.9515873973581148,1301,0.001590260882357249,0.54599014549779,-0.006444664723421723,0.929719314287748,both_depots
PC343,1301,0.028461375615563507,0.304983448917753,1301,9.638496771247751e-4,0.9722934052423094,1301,0.0026902872605589984,0.3064608181827775,-2.8204085211502866e-4,0.9969161262082823,both_depots
PC344,1301,0.0124404193872971,0.6539336607471005,1301,-0.0022603482403615606,0.9350832199285317,1301,0.0011792318186909533,0.653829412999637,-0.007026356561042059,0.9232731686226701,both_depots
PC345,1301,0.024308992981178324,0.38097736149914596,1301,4.757683497527567e-4,0.9863215983486258,1301,0.0023062503858353625,0.37974525142738624,-0.0014399063579276692,0.9842275944629407,both_depots
PC346,1301,-0.01964662715656098,0.47892738225633746,1301,0.00243792565452228,0.9299958440256728,1301,-0.00186755064342887,0.4762793352827003,0.008461468184629806,0.907390163853746,both_depots
PC347,1301,0.027349266415502994,0.32427682892698695,1301,0.0024443760547642086,0.9298111004445616,1301,0.002565810405441652,0.32721022447734216,0.0037583484602365467,0.95873973164775,both_depots
PC348,1301,0.022122149501417533,0.4252984580417255,1301,0.0031191846540458623,0.9105069070875449,1301,0.002054667367545703,0.43163181903486225,0.0063022318263396835,0.9307116381451284,both_depots
PC349,1301,-0.01104504854983506,0.6906174876823687,1301,0.001752828962192663,0.9496369255963164,1301,-0.0010405499650115082,0.690022517065253,0.005593619268498988,0.9384042132262281,both_depots
PC350,1301,0.0027839944545998896,0.9200897889611068,1301,-8.785615652906722e-4,0.9747442193888101,1301,2.605570691415491e-4,0.9203228226435219,-0.0024737040019355886,0.972695333467881,both_depots
PC351,1301,-0.013926843012246715,0.6157561248381851,1301,-4.705781916137347e-4,0.9864708017031001,1301,-0.0013032373515756129,0.6158379883981896,2.2931637347628662e-4,0.9974608733311635,both_depots
PC352,1301,-0.02595860633088394,0.3494954415748044,1301,0.0022903520529219206,0.9342234557197397,1301,-0.0024311879007811905,0.3486020651464353,0.008481339499653769,0.906167646886955,both_depots
PC353,1301,-0.0026861306962014425,0.9228899040888549,1301,7.498516991937272e-4,0.97844323186603,1301,-2.617361798965745e-4,0.919547892229729,0.002416071768078221,0.9731923448749189,both_depots
PC354,1301,0.00585717376186145,0.8328378386797968,1301,-0.0010364192901057723,0.9702082709911382,1301,5.455178841362822e-4,0.8328969703849439,-0.0031742110926182314,0.9647057475014695,both_depots
PC355,1301,-0.008651620521693635,0.755219548080639,1301,-0.001908533023802789,0.9451699195353829,1301,-7.964180292428329e-4,0.7575214502802601,-0.004069621165007259,0.9546545184017974,both_depots
PC356,1301,-0.013245580479055533,0.6331331693969888,1301,-1.0049795904227772e-4,0.9971105355977687,1301,-0.0012269509093994636,0.6341043457841724,0.0010004410799664676,0.9888391790913416,both_depots
PC357,1301,-0.0037418355274153737,0.892741211165959,1301,0.0026672177437453114,0.9234311598553907,1301,-3.6745527629147205e-4,0.8865529297070665,0.0075031775709836586,0.9163767488872017,both_depots
PC358,1301,0.016814427558222874,0.5445507430119455,1301,9.141276637889593e-4,0.9737221721419382,1301,0.0015602613589115455,0.5442354786497309,5.460005837374701e-4,0.9938968405397532,both_depots
PC359,1301,-0.038862524912998415,0.16123533163211176,1301,-5.261400899515212e-4,0.984873569311578,1301,-0.003595022164125404,0.161458483699539,0.002556949025066305,0.9713559415103776,both_depots
PC360,1301,-0.027511612373235652,0.3214119341878038,1301,0.0016722725216632354,0.9519486452627055,1301,-0.002546601936834714,0.32050034299525126,0.007017337613354962,0.9213887862207777,both_depots
PC361,1301,0.00941468689301408,0.7344116128123948,1301,0.004044817697326619,0.8841152621853878,1301,8.25707174982562e-4,0.7467865367643816,0.010073083014886,0.8871022534229606,both_depots
PC362,1301,-0.05010222204196309,0.07083192467131541,1301,-0.0021820673581165375,0.9373267250985657,1301,-0.004616132717538103,0.07075612908097066,-3.3897413607725794e-4,0.9961815580576423,both_depots
PC363,1301,0.02535390696038306,0.360839033232744,1301,-6.309191566956985e-6,0.9998186010516286,1301,0.002334219409579005,0.3602190059215906,-0.0026225308025693865,0.9704400077615635,both_depots
PC364,1301,-0.02474540883127774,0.3724839998562419,1301,0.0012056446799869104,0.9653467522293742,1301,-0.0022992505735821775,0.3668320792972848,0.006095229264204766,0.9312770186129782,both_depots
PC365,1301,0.02265677809061005,0.4141941188468038,1301,-0.0019392236620201235,0.944289632077566,1301,0.002088792326553946,0.4120817766998077,-0.007257447010603501,0.9181765475604052,both_depots
PC366,1301,-0.00444362614934868,0.8727821700932413,1301,0.0023900352849307457,0.9313675719635722,1301,-4.079762009843873e-4,0.8725239204748643,0.006327574049067165,0.92852909890732,both_depots
PC367,1301,-0.004648319636531845,0.8669752783827646,1301,4.7690190817989756e-4,0.9862890115976559,1301,-4.289812614478378e-4,0.86589744762187415,0.0017170819429465293,0.9805630657802205,both_depots
PC368,1301,-0.014149214423124515,0.6101297075479557,1301,-4.25893779515538e-4,0.9877553796746164,1301,-0.0012977983727797023,0.6091284732637778,4.5209453524380533e-4,0.9948774007457929,both_depots
PC369,1301,-0.004952470196211175,0.8583602355586357,1301,0.0024724077592160184,0.9290082985442771,1301,-4.6244854600812745e-4,0.8550902860129542,0.006792386263646763,0.9229789419471085,both_depots
PC370,1301,-0.03715866877780263,0.18041956127877815,1301,0.0029536765847447692,0.9152371439091554,1301,-0.0033864793550513893,0.1801742642703473,0.010928481423521636,0.8760813640736901,both_depots
PC371,1301,-0.0012614480473505147,0.963743902404383,1301,-6.226380365183423e-4,0.9820997000467393,1301,-1.332717947255142e-4,0.9578963847722178,-9.367212249730293e-4,0.9893291537161473,both_depots
PC372,1301,-0.025186206548227667,0.36402535155940274,1301,0.0030876394887977424,0.911408231852058,1301,-0.002287274100019066,0.36416255447052226,0.009980679156162672,0.8864928609581871,both_depots
PC373,1301,-8.80556748122872e-4,0.9746868835896656,1301,0.0026856773984072625,0.9229028762662641,1301,-7.847220339469944e-5,0.9751266994036087,0.006575902720619253,0.9249726676986101,both_depots
PC374,1301,-0.007508276662607887,0.7867276472801817,1301,-0.0020797535140849935,0.9402597540126079,1301,-6.599202006474802e-4,0.7929626038996568,-0.004808539379506708,0.9450441503047246,both_depots
PC375,1301,-0.023160480456211458,0.4038905377960197,1301,1.7626809937895872e-4,0.9949320553924859,1301,-0.002090322290145406,0.4043193117454139,0.0026527968896155256,0.9695678522173612,both_depots
PC376,1301,-0.007241538551753731,0.7941309578144151,1301,0.0017009506724577246,0.9511256240885273,1301,-6.576097851117187e-4,0.7929315395756291,0.004918402741348752,0.9435848013828609,both_depots
PC377,1301,0.021657509783238015,0.4350886499533213,1301,0.0011965940625843679,0.9656067280394557,1301,0.001952067213824872,0.4350501330981744,7.634603239367087e-4,0.9912197015813231,both_depots
PC378,1301,-0.01960044958241041,0.47996161055914743,1301,-0.002708664918446626,0.9222450604666507,1301,-0.001767788821968229,0.47955974847382454,-0.0045785863450016106,0.9473726183155651,both_depots
PC379,1301,0.0026571481335615666,0.9237193490276754,1301,-7.397962940104647e-4,0.9787322362189064,1301,2.3410438753824846e-4,0.9253374251684774,-0.0019182179052244061,0.9779204477541067,both_depots
PC380,1301,0.005885578119951933,0.8320392247926798,1301,0.0012620482193259595,0.9637266643441637,1301,5.360649499123964e-4,0.8297930812437384,0.0022861401426563306,0.9736403071088571,both_depots
PC381,1301,-0.014553050505355734,0.5999706777949547,1301,1.6711625589084573e-4,0.995195179920835,1301,-0.0013085628387705236,0.598861387273786,0.0019163383969539845,0.977847589986348,both_depots
PC382,1301,0.0022566310599338663,0.9351897416337485,1301,0.0016643460004787652,0.9521761339478694,1301,1.9377702449916058e-4,0.937902182572361,0.003983994144682465,0.9539627561112427,both_depots
PC383,1301,-0.022944895494022864,0.40828158870670306,1301,0.0039698843018003286,0.8862473912205515,1301,-0.0020469794346962182,0.4092750594364788,0.011625481273213232,0.8658495147922438,both_depots
PC384,1301,0.003387622487230529,0.9028417327128073,1301,-4.920757353642633e-4,0.9858528071659973,1301,2.981317354136306e-4,0.9042484825110599,-0.0013973312527921233,0.9837866428038966,both_depots
PC385,1301,-0.016624394740065704,0.5491084756209568,1301,8.02860117704621e-5,0.9976916570400454,1301,-0.001483673908211583,0.5492971498581256,0.0017875878534531976,0.9792527707849037,both_depots
PC386,1301,-0.05141958056793359,0.06372255260237876,1301,-1.524674381494351e-4,0.9956163489560432,1301,-0.004570794227315261,0.06387505344091968,0.004541299030118228,0.947057746975826,both_depots
PC387,1301,0.005443754398002503,0.8444805934685079,1301,0.0027816324826645104,0.9201573590896053,1301,4.700962862372247e-4,0.8487356598650775,0.00642058272215459,0.9251944300676636,both_depots
PC388,1301,-0.002765727151809155,0.9206123859219187,1301,0.0017606796246366103,0.949411658291567,1301,-2.61693615856168e-4,0.9153696197297625,0.004851134283643242,0.9433959660185383,both_depots
PC389,1301,-0.012350823812393009,0.6562653450741485,1301,-0.0018039206158073024,0.9481709719706484,1301,-0.0011003979444777566,0.6548868033859643,-0.002980247639583031,0.9651958104517815,both_depots
PC390,1301,0.0031802026514139376,0.9087637967631648,1301,0.0032179490485373173,0.9076857088332586,1301,2.7765626259949606e-4,0.9100520917115132,0.007424897346720346,0.9132922297526537,both_depots
PC391,1301,-0.0069064428930268075,0.8034577735277506,1301,-2.696241354481255e-4,0.9922480137210039,1301,-5.887201753938625e-4,0.8103591372809631,-5.134712277977818e-4,0.9939811965362075,both_depots
PC392,1301,0.012793547717114682,0.6447766454126909,1301,-0.001242178217719535,0.9642973768583538,1301,0.0011146954168642384,0.6492431785857831,-0.003790148578924438,0.9555487120956017,both_depots
PC393,1301,0.013029987085000928,0.6386753416339147,1301,4.8531587387007927e-4,0.9860471334691632,1301,0.0011490587192574647,0.6388914217901154,-8.417314671372623e-5,0.9990114200780291,both_depots
PC394,1301,-0.019756721122254302,0.47646654455353976,1301,0.0033935407143333802,0.902672838442584,1301,-0.0017541068540295975,0.4731362088347767,0.010224015434074713,0.8801947356970313,both_depots
PC395,1301,0.012002043976121684,0.6653739007619928,1301,0.0035111578724792785,0.8993172042582497,1301,0.0010355653674060034,0.6713184005930894,0.0076133980232878104,0.910469241731379,both_depots
PC396,1301,0.013106122858396225,0.6367158256816607,1301,4.744337370253144e-5,0.9986359307857273,1301,0.0011574833676643726,0.6349747117703094,-0.0012858574611133676,0.9848336197825566,both_depots
PC397,1301,0.010539568333755587,0.7040932859753198,1301,5.8098908552616e-4,0.9832968900368029,1301,9.143328963857963e-4,0.70705820541761355,5.991490178588635e-4,0.992917879342863,both_depots
PC398,1301,-2.1937230478800732e-4,0.9936927748437614,1301,0.0017913600473482825,0.948531351589569,1301,-2.5226521861619624e-6,0.9991725525088822,0.0038154250521618533,0.9549169899289701,both_depots
PC399,1301,0.02108576032372615,0.447312165964736,1301,-0.001058122530072746,0.9695847131861361,1301,0.0018600929220742794,0.44399226738849784,-0.004820274609254351,0.9429964465950111,both_depots
PC400,1301,-0.009498184167572716,0.7321462036009787,1301,0.003015064691106725,0.9134823069386119,1301,-8.41465248291216e-4,0.7286471329132269,0.008237289778770846,0.9025754455895646,both_depots
