PC	covar	n	p
PC385	SMGEBTCH	1301	0.1537263614676511
PC386	SMCENTER	1301	0.32448023315799973
PC386	SMNABTCH	1301	0.2113645769416123
PC386	SMGEBTCH	1301	0.8627430709470746
PC387	SMCENTER	1301	0.9014977947493947
PC387	SMNABTCH	1301	0.005963712376429711
PC387	SMGEBTCH	1301	6.908576114487544e-4
PC388	SMCENTER	1301	0.5649508805392184
PC388	SMNABTCH	1301	0.5676338159138217
PC388	SMGEBTCH	1301	0.03825040479782609
PC389	SMCENTER	1301	0.5859432057571832
PC389	SMNABTCH	1301	0.757154953934221
PC389	SMGEBTCH	1301	0.7748249991754984
PC390	SMCENTER	1301	0.656892340376424
PC390	SMNABTCH	1301	0.6093634720840546
PC390	SMGEBTCH	1301	0.26808844694189504
PC391	SMCENTER	1301	0.4701746712368096
PC391	SMNABTCH	1301	0.866430142536796
PC391	SMGEBTCH	1301	0.5348478428027496
PC392	SMCENTER	1301	0.18251514405139044
PC392	SMNABTCH	1301	0.11320244886519648
PC392	SMGEBTCH	1301	0.22834346607674302
PC393	SMCENTER	1301	0.2484454114513673
PC393	SMNABTCH	1301	0.7111747065804327
PC393	SMGEBTCH	1301	0.2910155968155369
PC394	SMCENTER	1301	0.35750095453051145
PC394	SMNABTCH	1301	0.9462818122331079
PC394	SMGEBTCH	1301	0.25911188752688213
PC395	SMCENTER	1301	0.19589592721648683
PC395	SMNABTCH	1301	0.004799239815557629
PC395	SMGEBTCH	1301	1.4796430163649366e-4
PC396	SMCENTER	1301	0.8017692022554457
PC396	SMNABTCH	1301	0.8696166562716768
PC396	SMGEBTCH	1301	0.5296566302285843
PC397	SMCENTER	1301	0.24633323205265448
PC397	SMNABTCH	1301	0.047727265661547974
PC397	SMGEBTCH	1301	0.5674254439228303
PC398	SMCENTER	1301	0.7952818731984217
PC398	SMNABTCH	1301	0.6696044431459078
PC398	SMGEBTCH	1301	0.3180093253349874
PC399	SMCENTER	1301	0.11358082104783744
PC399	SMNABTCH	1301	0.9277580015737585
PC399	SMGEBTCH	1301	0.18378532569865955
PC400	SMCENTER	1301	0.8494644365031561
PC400	SMNABTCH	1301	0.7877812363314141
PC400	SMGEBTCH	1301	0.986417710245812
PC401	SMCENTER	1301	0.5256517913388665
PC401	SMNABTCH	1301	0.6041504426015303
PC401	SMGEBTCH	1301	0.03798785514554537
PC402	SMCENTER	1301	0.113918503926512
PC402	SMNABTCH	1301	0.6822859014600046
PC402	SMGEBTCH	1301	0.10927463142043306
PC403	SMCENTER	1301	0.9218844091616473
PC403	SMNABTCH	1301	0.5903037902937773
PC403	SMGEBTCH	1301	0.09728394058181283
PC404	SMCENTER	1301	0.8872430059292913
PC404	SMNABTCH	1301	0.020283556877537818
PC404	SMGEBTCH	1301	0.5469295555092575
PC405	SMCENTER	1301	0.17842041737842604
PC405	SMNABTCH	1301	0.2911457605566847
PC405	SMGEBTCH	1301	0.42553814055745376
PC406	SMCENTER	1301	0.9835472512194945
PC406	SMNABTCH	1301	0.45460323356465615
PC406	SMGEBTCH	1301	0.40987619161374805
PC407	SMCENTER	1301	0.287667447204876
PC407	SMNABTCH	1301	0.17917354197360122
PC407	SMGEBTCH	1301	0.5953796707150029
PC408	SMCENTER	1301	0.2463289357197159
PC408	SMNABTCH	1301	0.03714285499371029
PC408	SMGEBTCH	1301	0.5806266090111084
PC409	SMCENTER	1301	0.9385699950388928
PC409	SMNABTCH	1301	0.342273295452521
PC409	SMGEBTCH	1301	0.43448677685988785
PC410	SMCENTER	1301	0.510776529591832
PC410	SMNABTCH	1301	0.36401305679964596
PC410	SMGEBTCH	1301	0.20328244591664443
PC411	SMCENTER	1301	0.694379870888771
PC411	SMNABTCH	1301	0.8083376448792702
PC411	SMGEBTCH	1301	0.9837519977030849
PC412	SMCENTER	1301	0.6235041917378743
PC412	SMNABTCH	1301	0.3067075934440604
PC412	SMGEBTCH	1301	0.5844344285970606
PC413	SMCENTER	1301	0.1248794168013942
PC413	SMNABTCH	1301	0.37061704751142255
PC413	SMGEBTCH	1301	0.34841126047331406
PC414	SMCENTER	1301	0.8623464840696553
PC414	SMNABTCH	1301	0.07802974210097997
PC414	SMGEBTCH	1301	0.19542495821224762
PC415	SMCENTER	1301	0.048030067893623615
PC415	SMNABTCH	1301	0.37297115472853665
PC415	SMGEBTCH	1301	0.7952103377009413
PC416	SMCENTER	1301	0.12834006628294134
PC416	SMNABTCH	1301	0.40891841908182347
PC416	SMGEBTCH	1301	0.03140750101782116
PC417	SMCENTER	1301	8.179284512759552e-4
PC417	SMNABTCH	1301	0.0734672308751471
PC417	SMGEBTCH	1301	0.11661209943601591
PC418	SMCENTER	1301	0.31805592303835195
PC418	SMNABTCH	1301	0.4488223189488066
PC418	SMGEBTCH	1301	0.2814672402235546
PC419	SMCENTER	1301	0.26387023022882744
PC419	SMNABTCH	1301	0.48218159782302034
PC419	SMGEBTCH	1301	0.09026520359774542
PC420	SMCENTER	1301	0.1204508272256938
PC420	SMNABTCH	1301	0.38393041118244414
PC420	SMGEBTCH	1301	0.8029682074028168
PC421	SMCENTER	1301	0.5868546637511549
PC421	SMNABTCH	1301	0.7429239435340864
PC421	SMGEBTCH	1301	0.4863666122180628
PC422	SMCENTER	1301	0.2206149457765558
PC422	SMNABTCH	1301	0.18018615025569626
PC422	SMGEBTCH	1301	0.05990441582228587
PC423	SMCENTER	1301	0.9376026362956571
PC423	SMNABTCH	1301	0.7840317099256553
PC423	SMGEBTCH	1301	0.547512638729077
PC424	SMCENTER	1301	0.353612154005831
PC424	SMNABTCH	1301	0.469659295755967
PC424	SMGEBTCH	1301	0.09851827268361793
PC425	SMCENTER	1301	0.012804159730455964
PC425	SMNABTCH	1301	0.9642651771163449
PC425	SMGEBTCH	1301	0.7258699527621788
PC426	SMCENTER	1301	0.2885803022727873
PC426	SMNABTCH	1301	0.33905244106586685
PC426	SMGEBTCH	1301	0.22696637002975006
PC427	SMCENTER	1301	0.5495756388088175
PC427	SMNABTCH	1301	0.05186758708498037
PC427	SMGEBTCH	1301	0.33273691526945504
PC428	SMCENTER	1301	0.6365098550889224
PC428	SMNABTCH	1301	0.6299756397455099
PC428	SMGEBTCH	1301	0.5882244442304738
PC429	SMCENTER	1301	0.6945903560166945
PC429	SMNABTCH	1301	0.9248600568342453
PC429	SMGEBTCH	1301	0.8179970011763678
PC430	SMCENTER	1301	0.5031707501096251
PC430	SMNABTCH	1301	0.4918883317030668
PC430	SMGEBTCH	1301	0.3006948048631386
PC431	SMCENTER	1301	0.9724964819409287
PC431	SMNABTCH	1301	0.9407354878363425
PC431	SMGEBTCH	1301	0.040236045399266375
PC432	SMCENTER	1301	0.3362689998590712
PC432	SMNABTCH	1301	0.005146118349624272
PC432	SMGEBTCH	1301	0.07952016953986805
PC433	SMCENTER	1301	0.6047739367937912
PC433	SMNABTCH	1301	0.17455682770017775
PC433	SMGEBTCH	1301	0.17476400067991504
PC434	SMCENTER	1301	0.0863369169186424
PC434	SMNABTCH	1301	0.3930430064545033
PC434	SMGEBTCH	1301	0.052364365755879244
PC435	SMCENTER	1301	0.5886994518533062
PC435	SMNABTCH	1301	0.6615821686633029
PC435	SMGEBTCH	1301	0.12996166577336357
PC436	SMCENTER	1301	0.26212104198015407
PC436	SMNABTCH	1301	0.6866404089179783
PC436	SMGEBTCH	1301	0.7382678125529737
PC437	SMCENTER	1301	0.9602810917893086
PC437	SMNABTCH	1301	0.1871175349152456
PC437	SMGEBTCH	1301	0.12257599670731856
PC438	SMCENTER	1301	0.027467501471711776
PC438	SMNABTCH	1301	0.07747481183917766
PC438	SMGEBTCH	1301	0.2564923989841851
PC439	SMCENTER	1301	0.19361817296656622
PC439	SMNABTCH	1301	0.14553275641758734
PC439	SMGEBTCH	1301	0.0526885248903747
PC440	SMCENTER	1301	0.4956017146913945
PC440	SMNABTCH	1301	0.3602101552881876
PC440	SMGEBTCH	1301	0.017754349569797857
PC441	SMCENTER	1301	0.6931552182522649
PC441	SMNABTCH	1301	0.08028567033915356
PC441	SMGEBTCH	1301	0.2631897820184991
PC442	SMCENTER	1301	0.3117406162234219
PC442	SMNABTCH	1301	0.10261823923923888
PC442	SMGEBTCH	1301	0.11432740024404474
PC443	SMCENTER	1301	0.5431595210407856
PC443	SMNABTCH	1301	0.9454936253923201
PC443	SMGEBTCH	1301	0.23256128149960445
PC444	SMCENTER	1301	0.5631667425982188
PC444	SMNABTCH	1301	0.015875807038811567
PC444	SMGEBTCH	1301	1.0536744491238354e-4
PC445	SMCENTER	1301	0.9214672086634799
PC445	SMNABTCH	1301	0.34394323599871807
PC445	SMGEBTCH	1301	0.5313073589876258
PC446	SMCENTER	1301	0.8580325970938335
PC446	SMNABTCH	1301	0.4909557960800152
PC446	SMGEBTCH	1301	0.6533305648648904
PC447	SMCENTER	1301	0.7064402353350303
PC447	SMNABTCH	1301	0.7918519235870161
PC447	SMGEBTCH	1301	0.28654215357954155
PC448	SMCENTER	1301	0.1911122938353137
PC448	SMNABTCH	1301	0.2909221255981895
PC448	SMGEBTCH	1301	0.5713729548371256
PC449	SMCENTER	1301	0.5121987306866376
PC449	SMNABTCH	1301	0.14343763962625525
PC449	SMGEBTCH	1301	0.06753019483898165
PC450	SMCENTER	1301	0.8551300848582186
PC450	SMNABTCH	1301	0.22335579255458285
PC450	SMGEBTCH	1301	0.7012171428083467
PC451	SMCENTER	1301	0.820010549846153
PC451	SMNABTCH	1301	0.42382103256960835
PC451	SMGEBTCH	1301	0.4132342937464943
PC452	SMCENTER	1301	0.6370589745541774
PC452	SMNABTCH	1301	0.24210755664485628
PC452	SMGEBTCH	1301	0.12592279463735126
PC453	SMCENTER	1301	0.6344652816179024
PC453	SMNABTCH	1301	0.09544086276962971
PC453	SMGEBTCH	1301	0.6386628072547843
PC454	SMCENTER	1301	0.04967341613855916
PC454	SMNABTCH	1301	0.11341373117580784
PC454	SMGEBTCH	1301	0.0032128990630990568
PC455	SMCENTER	1301	0.41553385782399355
PC455	SMNABTCH	1301	0.5643828050562123
PC455	SMGEBTCH	1301	0.01342881755465649
PC456	SMCENTER	1301	0.8650118680491699
PC456	SMNABTCH	1301	0.6109675795911778
PC456	SMGEBTCH	1301	0.23415022025701876
PC457	SMCENTER	1301	0.18354875262248332
PC457	SMNABTCH	1301	0.7774099863102959
PC457	SMGEBTCH	1301	0.1692783936653498
PC458	SMCENTER	1301	0.9858347117444639
PC458	SMNABTCH	1301	0.6608637472873939
PC458	SMGEBTCH	1301	0.9807320724643935
PC459	SMCENTER	1301	0.8608730471285848
PC459	SMNABTCH	1301	0.14233478783434245
PC459	SMGEBTCH	1301	0.536574022298934
PC460	SMCENTER	1301	0.015205543789278308
PC460	SMNABTCH	1301	0.8060243398581732
PC460	SMGEBTCH	1301	0.615018558021631
PC461	SMCENTER	1301	0.5510806438111862
PC461	SMNABTCH	1301	0.8159223336652861
PC461	SMGEBTCH	1301	0.3640794538506801
PC462	SMCENTER	1301	0.9324774472187108
PC462	SMNABTCH	1301	0.6029488274522172
PC462	SMGEBTCH	1301	0.22621723772883698
PC463	SMCENTER	1301	0.42578623558582174
PC463	SMNABTCH	1301	0.33085979270699445
PC463	SMGEBTCH	1301	0.13253374249841646
PC464	SMCENTER	1301	0.4461159403680385
PC464	SMNABTCH	1301	0.11851891955329731
PC464	SMGEBTCH	1301	0.30384937370898524
PC465	SMCENTER	1301	0.43561106492724216
PC465	SMNABTCH	1301	0.1276072066128606
PC465	SMGEBTCH	1301	0.0855338318641642
PC466	SMCENTER	1301	0.1259243340338073
PC466	SMNABTCH	1301	0.3379503186906379
PC466	SMGEBTCH	1301	0.0205241627236579
PC467	SMCENTER	1301	0.10089754481071364
PC467	SMNABTCH	1301	0.015719286305092058
PC467	SMGEBTCH	1301	0.25281459360969255
PC468	SMCENTER	1301	0.548850615685807
PC468	SMNABTCH	1301	0.4624515741444523
PC468	SMGEBTCH	1301	0.0031765832711449244
PC469	SMCENTER	1301	0.3800959907617302
PC469	SMNABTCH	1301	0.027360534473295152
PC469	SMGEBTCH	1301	0.7063578971291928
PC470	SMCENTER	1301	0.8670173091675806
PC470	SMNABTCH	1301	0.6380423660714636
PC470	SMGEBTCH	1301	0.8943874948069275
PC471	SMCENTER	1301	0.5946724817863562
PC471	SMNABTCH	1301	0.5339406142674986
PC471	SMGEBTCH	1301	0.8267800842905181
PC472	SMCENTER	1301	0.046196313816885035
PC472	SMNABTCH	1301	0.7707640938752122
PC472	SMGEBTCH	1301	0.4376683409813666
PC473	SMCENTER	1301	0.7072876408837996
PC473	SMNABTCH	1301	0.656889186790144
PC473	SMGEBTCH	1301	0.2584806184205552
PC474	SMCENTER	1301	0.10880953676530677
PC474	SMNABTCH	1301	0.09600532490683607
PC474	SMGEBTCH	1301	0.11705108031272539
PC475	SMCENTER	1301	0.11087655590318053
PC475	SMNABTCH	1301	0.38648750604633664
PC475	SMGEBTCH	1301	0.04412859241141549
PC476	SMCENTER	1301	0.36122578325168925
PC476	SMNABTCH	1301	0.1812403369615113
PC476	SMGEBTCH	1301	0.31042419984940595
PC477	SMCENTER	1301	0.8475468054824604
PC477	SMNABTCH	1301	0.16038128783174138
PC477	SMGEBTCH	1301	0.2611613587078385
PC478	SMCENTER	1301	0.8749523579668532
PC478	SMNABTCH	1301	0.15646627936565793
PC478	SMGEBTCH	1301	0.3050937148208001
PC479	SMCENTER	1301	0.5637283963049704
PC479	SMNABTCH	1301	0.05462669939285679
PC479	SMGEBTCH	1301	0.7379851806467942
PC480	SMCENTER	1301	0.6862899076298788
PC480	SMNABTCH	1301	0.862870930020668
PC480	SMGEBTCH	1301	0.3026923291679261
PC481	SMCENTER	1301	0.1837248057202213
PC481	SMNABTCH	1301	0.08032763926352958
PC481	SMGEBTCH	1301	0.412432971440802
PC482	SMCENTER	1301	0.45055386542916087
PC482	SMNABTCH	1301	0.8604967968921997
PC482	SMGEBTCH	1301	0.48625272805306197
PC483	SMCENTER	1301	0.20966484101243585
PC483	SMNABTCH	1301	0.2226276358911395
PC483	SMGEBTCH	1301	0.6291826210038933
PC484	SMCENTER	1301	0.7010056735424869
PC484	SMNABTCH	1301	0.4886336282462956
PC484	SMGEBTCH	1301	0.3417419234305727
PC485	SMCENTER	1301	0.9936724677570423
PC485	SMNABTCH	1301	0.011768504543836393
PC485	SMGEBTCH	1301	0.30323177178441796
PC486	SMCENTER	1301	0.5940584609661648
PC486	SMNABTCH	1301	0.1354989302893272
PC486	SMGEBTCH	1301	0.5412236950093157
PC487	SMCENTER	1301	0.21611224546831193
PC487	SMNABTCH	1301	0.6747353236515302
PC487	SMGEBTCH	1301	0.6441641661448163
PC488	SMCENTER	1301	0.2388501372688684
PC488	SMNABTCH	1301	0.823794514681017
PC488	SMGEBTCH	1301	0.06046725052429943
PC489	SMCENTER	1301	0.13184432285727155
PC489	SMNABTCH	1301	0.41406356771533565
PC489	SMGEBTCH	1301	0.0383429613572943
PC490	SMCENTER	1301	0.09626575811054622
PC490	SMNABTCH	1301	0.8392688525546611
PC490	SMGEBTCH	1301	0.8103166044141337
PC491	SMCENTER	1301	0.3036036367106385
PC491	SMNABTCH	1301	0.9381714196146994
PC491	SMGEBTCH	1301	0.09251800405670026
PC492	SMCENTER	1301	0.01516319402580958
PC492	SMNABTCH	1301	0.6061964919749591
PC492	SMGEBTCH	1301	0.2846014384426373
PC493	SMCENTER	1301	0.8373274025666038
PC493	SMNABTCH	1301	0.9709341270098879
PC493	SMGEBTCH	1301	0.35241523143732006
PC494	SMCENTER	1301	0.6771044398916406
PC494	SMNABTCH	1301	0.7288848378757172
PC494	SMGEBTCH	1301	0.5383926274368919
PC495	SMCENTER	1301	0.3877660349310459
PC495	SMNABTCH	1301	0.07439377895423034
PC495	SMGEBTCH	1301	0.6438904178084751
PC496	SMCENTER	1301	0.3908832209275571
PC496	SMNABTCH	1301	0.7663557075281558
PC496	SMGEBTCH	1301	0.860200660514856
PC497	SMCENTER	1301	0.6735997566145209
PC497	SMNABTCH	1301	0.7534977839029887
PC497	SMGEBTCH	1301	0.8844809541650225
PC498	SMCENTER	1301	0.39964425302469947
PC498	SMNABTCH	1301	0.9839612673140803
PC498	SMGEBTCH	1301	0.16226596748428285
PC499	SMCENTER	1301	0.3761393608789349
PC499	SMNABTCH	1301	0.8847243644988768
PC499	SMGEBTCH	1301	0.6601102936279939
PC500	SMCENTER	1301	0.9660345480377404
PC500	SMNABTCH	1301	0.08162221010974276
PC500	SMGEBTCH	1301	0.21488723811594845
PC501	SMCENTER	1301	0.7185099129605399
PC501	SMNABTCH	1301	0.202114960844329
PC501	SMGEBTCH	1301	0.5675966730062902
PC502	SMCENTER	1301	0.03755592240534581
PC502	SMNABTCH	1301	0.33391219372815123
PC502	SMGEBTCH	1301	0.6886516659551369
PC503	SMCENTER	1301	0.7419104232238705
PC503	SMNABTCH	1301	0.3436641769125324
PC503	SMGEBTCH	1301	0.15001572945611316
PC504	SMCENTER	1301	0.8739010695401852
PC504	SMNABTCH	1301	0.09733303458588588
PC504	SMGEBTCH	1301	0.20607309213636474
PC505	SMCENTER	1301	0.6615565542026014
PC505	SMNABTCH	1301	0.9061458498108975
PC505	SMGEBTCH	1301	0.8859501724730232
PC506	SMCENTER	1301	0.43858052933648106
PC506	SMNABTCH	1301	0.1968603966643643
PC506	SMGEBTCH	1301	0.8093844430276084
PC507	SMCENTER	1301	0.13122013898439577
PC507	SMNABTCH	1301	0.1737508090549998
PC507	SMGEBTCH	1301	0.9520186612724318
PC508	SMCENTER	1301	0.928294601798229
PC508	SMNABTCH	1301	0.6809626588145046
PC508	SMGEBTCH	1301	0.40854022468765816
PC509	SMCENTER	1301	0.2479153472761869
PC509	SMNABTCH	1301	0.001737368785395026
PC509	SMGEBTCH	1301	0.04022920163804655
PC510	SMCENTER	1301	0.7160173663090672
PC510	SMNABTCH	1301	0.42358352604306815
PC510	SMGEBTCH	1301	0.254536740397333
PC511	SMCENTER	1301	0.872545557929171
PC511	SMNABTCH	1301	0.3003387640162133
PC511	SMGEBTCH	1301	0.2935750827519905
PC512	SMCENTER	1301	0.7188105621094263
PC512	SMNABTCH	1301	0.7677268491084237
PC512	SMGEBTCH	1301	0.5691614958429074
PC513	SMCENTER	1301	0.3075651253795111
PC513	SMNABTCH	1301	0.3130310358087278
PC513	SMGEBTCH	1301	0.16785130172698196
PC514	SMCENTER	1301	0.9282335443466855
PC514	SMNABTCH	1301	0.34368054132720716
PC514	SMGEBTCH	1301	0.15119910408710385
PC515	SMCENTER	1301	0.7970362668732647
PC515	SMNABTCH	1301	0.6186622017693817
PC515	SMGEBTCH	1301	0.43326657974399335
PC516	SMCENTER	1301	0.5669023857771234
PC516	SMNABTCH	1301	0.35646561407186694
PC516	SMGEBTCH	1301	0.8914430857931781
PC517	SMCENTER	1301	0.8725008719053613
PC517	SMNABTCH	1301	0.9924484141959911
PC517	SMGEBTCH	1301	0.5703086357012057
PC518	SMCENTER	1301	0.22111596862791405
PC518	SMNABTCH	1301	0.41185758298132297
PC518	SMGEBTCH	1301	0.19764284252301745
PC519	SMCENTER	1301	0.8365850256075678
PC519	SMNABTCH	1301	0.2815637876576308
PC519	SMGEBTCH	1301	0.8211464344105268
PC520	SMCENTER	1301	0.3239889776461693
PC520	SMNABTCH	1301	0.26096570438074873
PC520	SMGEBTCH	1301	0.6107373824666559
PC521	SMCENTER	1301	0.4754657174134842
PC521	SMNABTCH	1301	0.6507109811782184
PC521	SMGEBTCH	1301	0.0731512621392171
PC522	SMCENTER	1301	0.505213654693733
PC522	SMNABTCH	1301	0.4059931464394465
PC522	SMGEBTCH	1301	0.3663371446755202
PC523	SMCENTER	1301	0.8728613913190745
PC523	SMNABTCH	1301	0.4273626976421856
PC523	SMGEBTCH	1301	0.3836087927732497
PC524	SMCENTER	1301	0.33917401088644294
PC524	SMNABTCH	1301	0.05544455918836036
PC524	SMGEBTCH	1301	0.5625243515161444
PC525	SMCENTER	1301	0.6895628806784112
PC525	SMNABTCH	1301	0.28542994052492177
PC525	SMGEBTCH	1301	0.05682821205192393
PC526	SMCENTER	1301	0.20265373729622727
PC526	SMNABTCH	1301	0.33437145092818443
PC526	SMGEBTCH	1301	0.7015551436026048
PC527	SMCENTER	1301	0.8834171907591838
PC527	SMNABTCH	1301	0.2575814202348126
PC527	SMGEBTCH	1301	0.3608912967020958
PC528	SMCENTER	1301	0.4925932908646198
PC528	SMNABTCH	1301	0.2244433432596567
PC528	SMGEBTCH	1301	0.1328156162240131
PC529	SMCENTER	1301	0.2883291376687516
PC529	SMNABTCH	1301	0.7886866877563783
PC529	SMGEBTCH	1301	0.6409899522498741
PC530	SMCENTER	1301	0.2657139462881048
PC530	SMNABTCH	1301	0.03249416676371723
PC530	SMGEBTCH	1301	0.05337904536244481
PC531	SMCENTER	1301	0.7706569849719984
PC531	SMNABTCH	1301	0.012480646575721715
PC531	SMGEBTCH	1301	0.7003538350331573
PC532	SMCENTER	1301	0.6739977409480444
PC532	SMNABTCH	1301	0.4911514599555814
PC532	SMGEBTCH	1301	0.026645867355713237
PC533	SMCENTER	1301	0.9724284080695
PC533	SMNABTCH	1301	0.06642021994130745
PC533	SMGEBTCH	1301	0.439028394802947
PC534	SMCENTER	1301	0.9424654176626401
PC534	SMNABTCH	1301	0.8896656921193765
PC534	SMGEBTCH	1301	0.8013804006883719
PC535	SMCENTER	1301	0.8912373533713174
PC535	SMNABTCH	1301	0.5029050475657556
PC535	SMGEBTCH	1301	0.8755468304716258
PC536	SMCENTER	1301	0.577683360106676
PC536	SMNABTCH	1301	0.2779756983177018
PC536	SMGEBTCH	1301	0.19069829027122073
PC537	SMCENTER	1301	0.7838831574129115
PC537	SMNABTCH	1301	0.975408743067429
PC537	SMGEBTCH	1301	0.6344903063980677
PC538	SMCENTER	1301	0.13441879528865178
PC538	SMNABTCH	1301	0.10574575635333387
PC538	SMGEBTCH	1301	0.7293488158914094
PC539	SMCENTER	1301	0.3724966564490569
PC539	SMNABTCH	1301	0.1864795984284309
PC539	SMGEBTCH	1301	0.8627248665093485
PC540	SMCENTER	1301	0.9022337051088678
PC540	SMNABTCH	1301	0.45065970463594185
PC540	SMGEBTCH	1301	0.7737570686447888
PC541	SMCENTER	1301	0.84624378810456
PC541	SMNABTCH	1301	0.7296575522
PC541	SMGEBTCH	1301	0.7695227122621727
PC542	SMCENTER	1301	0.6022570878320893
PC542	SMNABTCH	1301	0.38957169157630206
PC542	SMGEBTCH	1301	0.5648542792634709
PC543	SMCENTER	1301	0.05445401140372421
PC543	SMNABTCH	1301	0.48022472407424294
PC543	SMGEBTCH	1301	0.8063330988883459
PC544	SMCENTER	1301	0.10563825964782862
PC544	SMNABTCH	1301	0.3380412339822168
PC544	SMGEBTCH	1301	0.7680278886517625
PC545	SMCENTER	1301	0.5604544977272976
PC545	SMNABTCH	1301	0.21034078172780749
PC545	SMGEBTCH	1301	0.13671205232575537
PC546	SMCENTER	1301	0.3948530502157954
PC546	SMNABTCH	1301	0.3985352827031931
PC546	SMGEBTCH	1301	0.6657053314319963
PC547	SMCENTER	1301	0.09754871557810477
PC547	SMNABTCH	1301	0.4754448185159335
PC547	SMGEBTCH	1301	0.1571942666145753
PC548	SMCENTER	1301	0.7414166157259708
PC548	SMNABTCH	1301	0.2633234475544381
PC548	SMGEBTCH	1301	0.5737265660485731
PC549	SMCENTER	1301	0.3257012505905442
PC549	SMNABTCH	1301	0.01680979903028543
PC549	SMGEBTCH	1301	0.011846203290177241
PC550	SMCENTER	1301	0.8021452205876904
PC550	SMNABTCH	1301	0.08127159267695057
PC550	SMGEBTCH	1301	0.02561144847390039
PC551	SMCENTER	1301	0.6487432290723685
PC551	SMNABTCH	1301	0.39835391507118634
PC551	SMGEBTCH	1301	0.8039785829781385
PC552	SMCENTER	1301	0.08341625964870208
PC552	SMNABTCH	1301	0.4093562662099783
PC552	SMGEBTCH	1301	0.35959096244934935
PC553	SMCENTER	1301	0.3657261913667753
PC553	SMNABTCH	1301	0.23558402388598246
PC553	SMGEBTCH	1301	0.047618306321077
PC554	SMCENTER	1301	0.7876240785225911
PC554	SMNABTCH	1301	0.8925658926582406
PC554	SMGEBTCH	1301	0.9611846675107687
PC555	SMCENTER	1301	0.6040691749477407
PC555	SMNABTCH	1301	0.5653490608997629
PC555	SMGEBTCH	1301	0.5260881419524207
PC556	SMCENTER	1301	0.1678319599039052
PC556	SMNABTCH	1301	0.4618820517327759
PC556	SMGEBTCH	1301	0.8710486999638918
PC557	SMCENTER	1301	0.2247272504687977
PC557	SMNABTCH	1301	0.9592535888491045
PC557	SMGEBTCH	1301	0.2248879792489401
PC558	SMCENTER	1301	0.7951345299828327
PC558	SMNABTCH	1301	0.13942618439529994
PC558	SMGEBTCH	1301	0.7242987548515857
PC559	SMCENTER	1301	0.3523019854580415
PC559	SMNABTCH	1301	0.9949120220507468
PC559	SMGEBTCH	1301	0.8840355022615256
PC560	SMCENTER	1301	0.8572125130347391
PC560	SMNABTCH	1301	0.6391605566177712
PC560	SMGEBTCH	1301	0.9624824316604215
PC561	SMCENTER	1301	0.978364051801939
PC561	SMNABTCH	1301	0.8259129851488842
PC561	SMGEBTCH	1301	0.9239805634125082
PC562	SMCENTER	1301	0.6136878994536102
PC562	SMNABTCH	1301	0.12656261688839432
PC562	SMGEBTCH	1301	0.7716521814260048
PC563	SMCENTER	1301	0.7590148024989873
PC563	SMNABTCH	1301	0.03265210806710255
PC563	SMGEBTCH	1301	0.10750669153499087
PC564	SMCENTER	1301	0.8829620337573625
PC564	SMNABTCH	1301	0.002023820034412302
PC564	SMGEBTCH	1301	0.00306565525322781
PC565	SMCENTER	1301	0.8927506460790288
PC565	SMNABTCH	1301	0.22414849110283483
PC565	SMGEBTCH	1301	0.8287939919718993
PC566	SMCENTER	1301	0.2733400908231389
PC566	SMNABTCH	1301	0.7087202759978177
PC566	SMGEBTCH	1301	0.4518447669802442
PC567	SMCENTER	1301	0.7498623320177843
PC567	SMNABTCH	1301	0.7833147778865296
PC567	SMGEBTCH	1301	0.274773144631073
PC568	SMCENTER	1301	0.17039627491017947
PC568	SMNABTCH	1301	0.647126358712359
PC568	SMGEBTCH	1301	0.5963453137195469
PC569	SMCENTER	1301	0.8626765225017274
PC569	SMNABTCH	1301	0.693739865075455
PC569	SMGEBTCH	1301	0.7103436859279437
PC570	SMCENTER	1301	0.7932435929361478
PC570	SMNABTCH	1301	0.7793513288575304
PC570	SMGEBTCH	1301	0.3693456666865807
PC571	SMCENTER	1301	0.041341759408682
PC571	SMNABTCH	1301	0.3693083758520458
PC571	SMGEBTCH	1301	0.6122710822433552
PC572	SMCENTER	1301	0.46915020976562616
PC572	SMNABTCH	1301	0.23206768006409476
PC572	SMGEBTCH	1301	0.31450748126044076
PC573	SMCENTER	1301	0.15874800515410034
PC573	SMNABTCH	1301	0.25868334687984007
PC573	SMGEBTCH	1301	0.28927340615322045
PC574	SMCENTER	1301	0.32908719547599746
PC574	SMNABTCH	1301	0.8396274719224998
PC574	SMGEBTCH	1301	0.9834881301162134
PC575	SMCENTER	1301	0.5584477247328838
PC575	SMNABTCH	1301	0.15071737524936832
PC575	SMGEBTCH	1301	0.179610414466587
PC576	SMCENTER	1301	0.6309034712243384
PC576	SMNABTCH	1301	0.6352486291649285
PC576	SMGEBTCH	1301	0.8729647551199977
PC577	SMCENTER	1301	0.4867697551781223
PC577	SMNABTCH	1301	0.45372246381179987
PC577	SMGEBTCH	1301	0.943381710997703
PC578	SMCENTER	1301	0.5313487111167501
PC578	SMNABTCH	1301	0.8332150689006658
PC578	SMGEBTCH	1301	0.46024290876283475
PC579	SMCENTER	1301	0.3588580450180747
PC579	SMNABTCH	1301	0.10842922175011448
PC579	SMGEBTCH	1301	0.6835051065713824
PC580	SMCENTER	1301	0.5448655169733543
