PC	covar	n	p
PC191	SMNABTCH	1301	0.03639599574865302
PC191	SMGEBTCH	1301	0.10832326630902656
PC192	SMCENTER	1301	0.06456186855910634
PC192	SMNABTCH	1301	0.22190940053287764
PC192	SMGEBTCH	1301	0.2036511364257149
PC193	SMCENTER	1301	0.6818749486465471
PC193	SMNABTCH	1301	0.008744973246660391
PC193	SMGEBTCH	1301	0.05897247731368721
PC194	SMCENTER	1301	0.45144704229925775
PC194	SMNABTCH	1301	0.11221488584665039
PC194	SMGEBTCH	1301	0.3591271912854766
PC195	SMCENTER	1301	0.29369869695345857
PC195	SMNABTCH	1301	0.25265530816473647
PC195	SMGEBTCH	1301	0.30409770808874986
PC196	SMCENTER	1301	0.921895883101451
PC196	SMNABTCH	1301	0.8121542688734018
PC196	SMGEBTCH	1301	0.3401063201602741
PC197	SMCENTER	1301	0.6980796641560018
PC197	SMNABTCH	1301	0.8430896419161313
PC197	SMGEBTCH	1301	0.6160379611612004
PC198	SMCENTER	1301	0.08872575011634007
PC198	SMNABTCH	1301	0.45827252212954467
PC198	SMGEBTCH	1301	4.078670178143163e-5
PC199	SMCENTER	1301	0.14380028342731208
PC199	SMNABTCH	1301	0.16585927609391585
PC199	SMGEBTCH	1301	0.003145487383149662
PC200	SMCENTER	1301	0.9537404255769695
PC200	SMNABTCH	1301	0.14293158440603365
PC200	SMGEBTCH	1301	0.0019469828007319322
PC201	SMCENTER	1301	0.009922104016562095
PC201	SMNABTCH	1301	0.47246739950534716
PC201	SMGEBTCH	1301	0.26618463487468713
PC202	SMCENTER	1301	0.07028140047157261
PC202	SMNABTCH	1301	0.18600098286054817
PC202	SMGEBTCH	1301	0.00507665269036448
PC203	SMCENTER	1301	0.18455690436767072
PC203	SMNABTCH	1301	0.19703979514505002
PC203	SMGEBTCH	1301	3.4406534768479887e-4
PC204	SMCENTER	1301	0.8576062988343305
PC204	SMNABTCH	1301	0.3754221216073335
PC204	SMGEBTCH	1301	0.03948437339007189
PC205	SMCENTER	1301	0.4839465073589321
PC205	SMNABTCH	1301	0.154472424427279
PC205	SMGEBTCH	1301	0.02550774192227319
PC206	SMCENTER	1301	0.4905353894817364
PC206	SMNABTCH	1301	2.2048051303116408e-5
PC206	SMGEBTCH	1301	0.007226017264008411
PC207	SMCENTER	1301	0.7936521958075486
PC207	SMNABTCH	1301	0.07707642879827879
PC207	SMGEBTCH	1301	0.1632290109888891
PC208	SMCENTER	1301	0.3772357319383479
PC208	SMNABTCH	1301	0.8102275206090327
PC208	SMGEBTCH	1301	0.0743150466210066
PC209	SMCENTER	1301	0.18550757655746455
PC209	SMNABTCH	1301	0.6885306321135711
PC209	SMGEBTCH	1301	0.0089669637356149
PC210	SMCENTER	1301	0.87827229345808
PC210	SMNABTCH	1301	0.5072310375012136
PC210	SMGEBTCH	1301	0.07421667757357395
PC211	SMCENTER	1301	0.1808659150751505
PC211	SMNABTCH	1301	0.43583679342482723
PC211	SMGEBTCH	1301	0.07435149033262775
PC212	SMCENTER	1301	0.9463787426158629
PC212	SMNABTCH	1301	0.0686749257247111
PC212	SMGEBTCH	1301	0.00850987932783924
PC213	SMCENTER	1301	0.1809112094898942
PC213	SMNABTCH	1301	0.0829172498766962
PC213	SMGEBTCH	1301	0.24718419031959363
PC214	SMCENTER	1301	0.8813470967966753
PC214	SMNABTCH	1301	0.9102002525421544
PC214	SMGEBTCH	1301	0.16561546313626702
PC215	SMCENTER	1301	0.7903291727960967
PC215	SMNABTCH	1301	0.21814618606703956
PC215	SMGEBTCH	1301	0.018777990613477114
PC216	SMCENTER	1301	0.14444105517007286
PC216	SMNABTCH	1301	0.5634071671379717
PC216	SMGEBTCH	1301	0.05453711384692645
PC217	SMCENTER	1301	0.22537342882320419
PC217	SMNABTCH	1301	0.008457502828053774
PC217	SMGEBTCH	1301	1.6824846831069536e-4
PC218	SMCENTER	1301	0.2758738582948864
PC218	SMNABTCH	1301	0.07374486320693924
PC218	SMGEBTCH	1301	0.42085698505956953
PC219	SMCENTER	1301	0.7801774098671492
PC219	SMNABTCH	1301	0.1483220735847228
PC219	SMGEBTCH	1301	0.3469213974633887
PC220	SMCENTER	1301	0.5390373369997501
PC220	SMNABTCH	1301	0.6839726409132427
PC220	SMGEBTCH	1301	0.0674769837335325
PC221	SMCENTER	1301	0.7255772968702054
PC221	SMNABTCH	1301	0.009736734339326638
PC221	SMGEBTCH	1301	0.008495134242323281
PC222	SMCENTER	1301	0.7485882051100511
PC222	SMNABTCH	1301	0.9306808533204683
PC222	SMGEBTCH	1301	0.23925955207776148
PC223	SMCENTER	1301	0.9571591114778337
PC223	SMNABTCH	1301	0.8966782480517466
PC223	SMGEBTCH	1301	0.0407088523557904
PC224	SMCENTER	1301	0.1058549605391286
PC224	SMNABTCH	1301	0.6550678826088112
PC224	SMGEBTCH	1301	0.2617888826228574
PC225	SMCENTER	1301	0.10425091691001236
PC225	SMNABTCH	1301	0.11557583051340792
PC225	SMGEBTCH	1301	0.2752228669787182
PC226	SMCENTER	1301	0.3061127464291542
PC226	SMNABTCH	1301	0.34304917880373087
PC226	SMGEBTCH	1301	0.009096485611287194
PC227	SMCENTER	1301	0.7634382888103983
PC227	SMNABTCH	1301	0.6943869416286297
PC227	SMGEBTCH	1301	0.08364054809017102
PC228	SMCENTER	1301	0.07593578308272614
PC228	SMNABTCH	1301	0.4705013201472904
PC228	SMGEBTCH	1301	0.11001830606591247
PC229	SMCENTER	1301	0.9794738357217421
PC229	SMNABTCH	1301	0.2488621262154779
PC229	SMGEBTCH	1301	0.33612325288818307
PC230	SMCENTER	1301	0.8719055351918068
PC230	SMNABTCH	1301	0.25348168590397374
PC230	SMGEBTCH	1301	0.31144772819040295
PC231	SMCENTER	1301	0.4329300681989467
PC231	SMNABTCH	1301	0.2974545203336158
PC231	SMGEBTCH	1301	0.020423060684092983
PC232	SMCENTER	1301	0.961045484881724
PC232	SMNABTCH	1301	0.5600454586444319
PC232	SMGEBTCH	1301	0.14576050518890693
PC233	SMCENTER	1301	0.9271792258224321
PC233	SMNABTCH	1301	0.6758992846232852
PC233	SMGEBTCH	1301	0.535953950811456
PC234	SMCENTER	1301	0.7062887531944054
PC234	SMNABTCH	1301	0.7752125451153775
PC234	SMGEBTCH	1301	0.18148905438839127
PC235	SMCENTER	1301	0.18980666676219596
PC235	SMNABTCH	1301	0.49418230163658483
PC235	SMGEBTCH	1301	0.5724037907750537
PC236	SMCENTER	1301	0.7493206294849304
PC236	SMNABTCH	1301	0.41662249163214055
PC236	SMGEBTCH	1301	7.462711450875638e-4
PC237	SMCENTER	1301	0.6347896615421202
PC237	SMNABTCH	1301	0.9653855480304576
PC237	SMGEBTCH	1301	0.3119226127226221
PC238	SMCENTER	1301	0.1482761410900156
PC238	SMNABTCH	1301	0.9509847805415554
PC238	SMGEBTCH	1301	0.5995674018918522
PC239	SMCENTER	1301	0.4917824840437695
PC239	SMNABTCH	1301	0.7225225539935536
PC239	SMGEBTCH	1301	0.06527065373165179
PC240	SMCENTER	1301	0.25920633004696914
PC240	SMNABTCH	1301	0.1535804124582771
PC240	SMGEBTCH	1301	0.09944939490685464
PC241	SMCENTER	1301	0.46444760731420937
PC241	SMNABTCH	1301	0.2719589279510608
PC241	SMGEBTCH	1301	0.348572111730062
PC242	SMCENTER	1301	0.02705997968687718
PC242	SMNABTCH	1301	0.48239791324717285
PC242	SMGEBTCH	1301	0.03592597093496547
PC243	SMCENTER	1301	0.08175955687373021
PC243	SMNABTCH	1301	0.6855705308756332
PC243	SMGEBTCH	1301	0.0698587601350648
PC244	SMCENTER	1301	0.16917557391650187
PC244	SMNABTCH	1301	0.29938467069557106
PC244	SMGEBTCH	1301	0.02099398034766094
PC245	SMCENTER	1301	0.8141405042612955
PC245	SMNABTCH	1301	0.11331795240497748
PC245	SMGEBTCH	1301	0.02072357533949867
PC246	SMCENTER	1301	0.8049685431053966
PC246	SMNABTCH	1301	0.9847836209749796
PC246	SMGEBTCH	1301	0.3606348568117979
PC247	SMCENTER	1301	0.41219216197867936
PC247	SMNABTCH	1301	0.15912789142234166
PC247	SMGEBTCH	1301	0.8210792154661302
PC248	SMCENTER	1301	0.16104085383983052
PC248	SMNABTCH	1301	0.056964090879755645
PC248	SMGEBTCH	1301	0.3477046059274914
PC249	SMCENTER	1301	0.04205461249120069
PC249	SMNABTCH	1301	0.836045911560933
PC249	SMGEBTCH	1301	0.013403803136322936
PC250	SMCENTER	1301	0.16707415582345966
PC250	SMNABTCH	1301	0.0010881236487986052
PC250	SMGEBTCH	1301	0.17458329968284422
PC251	SMCENTER	1301	0.2782981412901434
PC251	SMNABTCH	1301	0.786482263091646
PC251	SMGEBTCH	1301	0.027322404916787797
PC252	SMCENTER	1301	0.11033176799451454
PC252	SMNABTCH	1301	0.6348938300931386
PC252	SMGEBTCH	1301	0.3975967414881418
PC253	SMCENTER	1301	0.327690425898612
PC253	SMNABTCH	1301	0.456230428560276
PC253	SMGEBTCH	1301	0.0075321617649411685
PC254	SMCENTER	1301	0.06905419713676589
PC254	SMNABTCH	1301	0.230789558312112
PC254	SMGEBTCH	1301	0.01592981886650537
PC255	SMCENTER	1301	0.06191487394059766
PC255	SMNABTCH	1301	0.21549806677356417
PC255	SMGEBTCH	1301	0.42796872475269787
PC256	SMCENTER	1301	0.9611500049766176
PC256	SMNABTCH	1301	0.814639381682537
PC256	SMGEBTCH	1301	0.773809059332647
PC257	SMCENTER	1301	0.6703137001602335
PC257	SMNABTCH	1301	0.02340044184384752
PC257	SMGEBTCH	1301	0.37940537812846203
PC258	SMCENTER	1301	0.6202985521596147
PC258	SMNABTCH	1301	0.014821082739285302
PC258	SMGEBTCH	1301	0.0019651527188613623
PC259	SMCENTER	1301	0.5577342223121381
PC259	SMNABTCH	1301	0.4710063632085064
PC259	SMGEBTCH	1301	0.001384997120412145
PC260	SMCENTER	1301	0.41289661887347423
PC260	SMNABTCH	1301	0.6805746685914513
PC260	SMGEBTCH	1301	0.2747927453325432
PC261	SMCENTER	1301	0.13234493851206472
PC261	SMNABTCH	1301	0.9702411309953108
PC261	SMGEBTCH	1301	0.029877620935091075
PC262	SMCENTER	1301	0.11178768017468578
PC262	SMNABTCH	1301	0.09123963784310048
PC262	SMGEBTCH	1301	0.1914578416890289
PC263	SMCENTER	1301	0.1310414294839752
PC263	SMNABTCH	1301	0.23861622229595247
PC263	SMGEBTCH	1301	0.559702334439717
PC264	SMCENTER	1301	0.36127016345876417
PC264	SMNABTCH	1301	0.36719679643818487
PC264	SMGEBTCH	1301	0.029556617904985566
PC265	SMCENTER	1301	0.3757338519926688
PC265	SMNABTCH	1301	0.03196115122934899
PC265	SMGEBTCH	1301	0.008102416181425345
PC266	SMCENTER	1301	0.6253956565230605
PC266	SMNABTCH	1301	0.13302218692333762
PC266	SMGEBTCH	1301	0.03618114210160727
PC267	SMCENTER	1301	0.8697679729333176
PC267	SMNABTCH	1301	0.03175293194054917
PC267	SMGEBTCH	1301	0.08302379360652719
PC268	SMCENTER	1301	0.9933179266762123
PC268	SMNABTCH	1301	0.35975012191374117
PC268	SMGEBTCH	1301	0.9069635470687742
PC269	SMCENTER	1301	0.3300292787282505
PC269	SMNABTCH	1301	0.80774650613667065
PC269	SMGEBTCH	1301	0.0028699614603922346
PC270	SMCENTER	1301	0.19457072694154895
PC270	SMNABTCH	1301	0.07785759506300595
PC270	SMGEBTCH	1301	0.07356710710509472
PC271	SMCENTER	1301	0.20623363779542817
PC271	SMNABTCH	1301	0.021402611034791685
PC271	SMGEBTCH	1301	0.17083727381938948
PC272	SMCENTER	1301	0.06167778769559115
PC272	SMNABTCH	1301	0.4473123438873075
PC272	SMGEBTCH	1301	0.0791110185199744
PC273	SMCENTER	1301	0.8745080610403613
PC273	SMNABTCH	1301	0.2595365889093657
PC273	SMGEBTCH	1301	0.017483689524345116
PC274	SMCENTER	1301	0.7042912523473692
PC274	SMNABTCH	1301	0.4849961997727948
PC274	SMGEBTCH	1301	0.09089506910288295
PC275	SMCENTER	1301	0.15768777082823635
PC275	SMNABTCH	1301	0.9384044710405033
PC275	SMGEBTCH	1301	0.3248360857285609
PC276	SMCENTER	1301	0.15055403353223115
PC276	SMNABTCH	1301	0.11007034012241357
PC276	SMGEBTCH	1301	2.310860703806706e-4
PC277	SMCENTER	1301	0.8582814257986823
PC277	SMNABTCH	1301	0.03489842922991498
PC277	SMGEBTCH	1301	0.01811251828557173
PC278	SMCENTER	1301	0.17245690047610804
PC278	SMNABTCH	1301	0.3443202880579161
PC278	SMGEBTCH	1301	0.4868193709015996
PC279	SMCENTER	1301	0.2519188240578543
PC279	SMNABTCH	1301	0.7681876514904232
PC279	SMGEBTCH	1301	0.15491834233921836
PC280	SMCENTER	1301	0.4967486177420395
PC280	SMNABTCH	1301	0.1400217620218145
PC280	SMGEBTCH	1301	0.008327034969930423
PC281	SMCENTER	1301	0.034195236608690636
PC281	SMNABTCH	1301	0.18103081874236765
PC281	SMGEBTCH	1301	0.024542270662724824
PC282	SMCENTER	1301	0.47806711204317337
PC282	SMNABTCH	1301	0.6273676195793363
PC282	SMGEBTCH	1301	0.4244399923025926
PC283	SMCENTER	1301	0.8511375466273494
PC283	SMNABTCH	1301	0.5142190993817272
PC283	SMGEBTCH	1301	0.09983054117619464
PC284	SMCENTER	1301	0.09958138414310912
PC284	SMNABTCH	1301	0.9463277975690624
PC284	SMGEBTCH	1301	0.6212827340191314
PC285	SMCENTER	1301	0.4014729552967719
PC285	SMNABTCH	1301	0.0675645709577006
PC285	SMGEBTCH	1301	0.029562599619181163
PC286	SMCENTER	1301	0.665798903966146
PC286	SMNABTCH	1301	0.31998084550880856
PC286	SMGEBTCH	1301	0.08410178435806025
PC287	SMCENTER	1301	0.6360926584799964
PC287	SMNABTCH	1301	0.004345673423532673
PC287	SMGEBTCH	1301	0.05660649395920286
PC288	SMCENTER	1301	0.3617073767215693
PC288	SMNABTCH	1301	0.2372228195806077
PC288	SMGEBTCH	1301	0.011482084618574164
PC289	SMCENTER	1301	0.16993035346116722
PC289	SMNABTCH	1301	0.9093724482865464
PC289	SMGEBTCH	1301	0.2373643890413354
PC290	SMCENTER	1301	0.06125594396342467
PC290	SMNABTCH	1301	0.3758069113825034
PC290	SMGEBTCH	1301	0.07835361996850176
PC291	SMCENTER	1301	0.2004213144465924
PC291	SMNABTCH	1301	0.7817140755698817
PC291	SMGEBTCH	1301	0.9185739473022436
PC292	SMCENTER	1301	0.17482872221457676
PC292	SMNABTCH	1301	0.24029830476736244
PC292	SMGEBTCH	1301	0.11793238667132615
PC293	SMCENTER	1301	0.28983251000079546
PC293	SMNABTCH	1301	0.429385771531754
PC293	SMGEBTCH	1301	0.0034828786698264664
PC294	SMCENTER	1301	0.5815963317193824
PC294	SMNABTCH	1301	0.3394086531273024
PC294	SMGEBTCH	1301	0.16938122981082662
PC295	SMCENTER	1301	0.33786597804232754
PC295	SMNABTCH	1301	0.04253885370747335
PC295	SMGEBTCH	1301	0.23623240503373413
PC296	SMCENTER	1301	0.33900689992010224
PC296	SMNABTCH	1301	3.749195610585303e-4
PC296	SMGEBTCH	1301	0.09103049566825085
PC297	SMCENTER	1301	0.8491434608974676
PC297	SMNABTCH	1301	0.024632376990844997
PC297	SMGEBTCH	1301	0.16868916926108918
PC298	SMCENTER	1301	0.30001020763163955
PC298	SMNABTCH	1301	0.039373021465721136
PC298	SMGEBTCH	1301	0.202788412055489
PC299	SMCENTER	1301	0.46771571920945987
PC299	SMNABTCH	1301	0.3971406480320223
PC299	SMGEBTCH	1301	0.028990288362528926
PC300	SMCENTER	1301	0.4773930509178086
PC300	SMNABTCH	1301	0.4765737112313111
PC300	SMGEBTCH	1301	0.3464652514535188
PC301	SMCENTER	1301	0.18901030884182363
PC301	SMNABTCH	1301	0.5928215163119822
PC301	SMGEBTCH	1301	0.6798457645941907
PC302	SMCENTER	1301	0.5131477551155923
PC302	SMNABTCH	1301	0.6166774765828289
PC302	SMGEBTCH	1301	0.123418554048818
PC303	SMCENTER	1301	0.36479386299658223
PC303	SMNABTCH	1301	0.518657119758781
PC303	SMGEBTCH	1301	0.09879319596407236
PC304	SMCENTER	1301	0.21497905950227764
PC304	SMNABTCH	1301	0.6799238819963345
PC304	SMGEBTCH	1301	0.00539177277317478
PC305	SMCENTER	1301	0.1827033439529784
PC305	SMNABTCH	1301	0.6872384775860514
PC305	SMGEBTCH	1301	0.06944085572706486
PC306	SMCENTER	1301	0.01964545600372772
PC306	SMNABTCH	1301	0.3965137518585498
PC306	SMGEBTCH	1301	0.4870909844817692
PC307	SMCENTER	1301	0.5315625294152069
PC307	SMNABTCH	1301	0.019294494883206274
PC307	SMGEBTCH	1301	0.0807068358532314
PC308	SMCENTER	1301	0.8150758048424148
PC308	SMNABTCH	1301	0.8194514912348183
PC308	SMGEBTCH	1301	0.3822054079316996
PC309	SMCENTER	1301	0.7706282565636297
PC309	SMNABTCH	1301	0.6060810999240118
PC309	SMGEBTCH	1301	0.29906245364100076
PC310	SMCENTER	1301	0.12148295172865876
PC310	SMNABTCH	1301	0.9921845840535288
PC310	SMGEBTCH	1301	0.9317651100894544
PC311	SMCENTER	1301	0.9253127320660404
PC311	SMNABTCH	1301	0.7970133359450284
PC311	SMGEBTCH	1301	0.7923044962407852
PC312	SMCENTER	1301	0.46398874508126037
PC312	SMNABTCH	1301	0.5370990551241042
PC312	SMGEBTCH	1301	0.0325574151121889
PC313	SMCENTER	1301	0.02719200712204191
PC313	SMNABTCH	1301	0.23020490781779743
PC313	SMGEBTCH	1301	0.004653607342844333
PC314	SMCENTER	1301	0.30901576016318344
PC314	SMNABTCH	1301	0.11087268839011723
PC314	SMGEBTCH	1301	0.04096501908364791
PC315	SMCENTER	1301	0.699852108715775
PC315	SMNABTCH	1301	0.29734741820416605
PC315	SMGEBTCH	1301	0.005614253371387422
PC316	SMCENTER	1301	0.5454234079071436
PC316	SMNABTCH	1301	0.06118801579574195
PC316	SMGEBTCH	1301	0.13472499112838357
PC317	SMCENTER	1301	0.8085986029960612
PC317	SMNABTCH	1301	0.5198108785557038
PC317	SMGEBTCH	1301	0.2981726153750665
PC318	SMCENTER	1301	0.114655826151859
PC318	SMNABTCH	1301	0.06177661242584273
PC318	SMGEBTCH	1301	0.16527718320702017
PC319	SMCENTER	1301	0.648104620073217
PC319	SMNABTCH	1301	0.6569919207784386
PC319	SMGEBTCH	1301	0.02630236511460455
PC320	SMCENTER	1301	0.48375306516841327
PC320	SMNABTCH	1301	0.25506528708624093
PC320	SMGEBTCH	1301	0.2283385537339544
PC321	SMCENTER	1301	0.08846791750206787
PC321	SMNABTCH	1301	0.208650504500592
PC321	SMGEBTCH	1301	0.14505100450286268
PC322	SMCENTER	1301	0.9865386633446855
PC322	SMNABTCH	1301	0.1566999966931138
PC322	SMGEBTCH	1301	0.3320341527740923
PC323	SMCENTER	1301	0.15478255265924942
PC323	SMNABTCH	1301	0.8053609983012309
PC323	SMGEBTCH	1301	0.8800416147910681
PC324	SMCENTER	1301	0.9769414950402284
PC324	SMNABTCH	1301	0.07856968489072523
PC324	SMGEBTCH	1301	0.09909695739595836
PC325	SMCENTER	1301	0.8503002842768325
PC325	SMNABTCH	1301	0.01634292439749493
PC325	SMGEBTCH	1301	0.004497491668488601
PC326	SMCENTER	1301	0.5992914267382579
PC326	SMNABTCH	1301	0.44955466226855484
PC326	SMGEBTCH	1301	0.3535636802857261
PC327	SMCENTER	1301	0.9513939022305962
PC327	SMNABTCH	1301	0.38839354545218263
PC327	SMGEBTCH	1301	0.1959706182838883
PC328	SMCENTER	1301	0.03956058568263705
PC328	SMNABTCH	1301	0.14653114821028787
PC328	SMGEBTCH	1301	0.1175296788034338
PC329	SMCENTER	1301	0.9766167784914951
PC329	SMNABTCH	1301	0.0031581379289269593
PC329	SMGEBTCH	1301	0.03154076830755979
PC330	SMCENTER	1301	0.7600706453078353
PC330	SMNABTCH	1301	0.09159224093707749
PC330	SMGEBTCH	1301	0.2599606630213921
PC331	SMCENTER	1301	0.5829405812708757
PC331	SMNABTCH	1301	0.8074671708667679
PC331	SMGEBTCH	1301	0.06705833731033355
PC332	SMCENTER	1301	0.3797249766652723
PC332	SMNABTCH	1301	0.05083668722606336
PC332	SMGEBTCH	1301	0.047599165009913895
PC333	SMCENTER	1301	0.4962620121030198
PC333	SMNABTCH	1301	0.7149982524989397
PC333	SMGEBTCH	1301	0.3460430756268825
PC334	SMCENTER	1301	0.4563076288275715
PC334	SMNABTCH	1301	0.8461247575182415
PC334	SMGEBTCH	1301	0.9962320442612564
PC335	SMCENTER	1301	0.7048047689803081
PC335	SMNABTCH	1301	0.6666846113816297
PC335	SMGEBTCH	1301	0.01628771620517306
PC336	SMCENTER	1301	0.6155389851712774
PC336	SMNABTCH	1301	0.4085690239779491
PC336	SMGEBTCH	1301	0.5486457764336262
PC337	SMCENTER	1301	0.47465511304028624
PC337	SMNABTCH	1301	0.4662109063334446
PC337	SMGEBTCH	1301	0.01096363747065408
PC338	SMCENTER	1301	0.3250246957875701
PC338	SMNABTCH	1301	0.4617666709621788
PC338	SMGEBTCH	1301	0.011926089494203096
PC339	SMCENTER	1301	0.5572390625664152
PC339	SMNABTCH	1301	0.2612669878204788
PC339	SMGEBTCH	1301	0.03777412646247263
PC340	SMCENTER	1301	0.03371558448578734
PC340	SMNABTCH	1301	0.9867332793236356
PC340	SMGEBTCH	1301	0.07397672450048527
PC341	SMCENTER	1301	0.6143481389629312
PC341	SMNABTCH	1301	0.24617909555531378
PC341	SMGEBTCH	1301	0.16398998691651007
PC342	SMCENTER	1301	0.19149992468127805
PC342	SMNABTCH	1301	0.763374863360477
PC342	SMGEBTCH	1301	0.3989186700280418
PC343	SMCENTER	1301	0.5510137392660537
PC343	SMNABTCH	1301	0.25814938533966963
PC343	SMGEBTCH	1301	0.19682445791492817
PC344	SMCENTER	1301	0.5818413794093068
PC344	SMNABTCH	1301	0.543497184008118
PC344	SMGEBTCH	1301	0.024670192539258364
PC345	SMCENTER	1301	0.8882721683205451
PC345	SMNABTCH	1301	0.19712628645108274
PC345	SMGEBTCH	1301	0.04856455141532568
PC346	SMCENTER	1301	0.5000581316620256
PC346	SMNABTCH	1301	0.37271697696633616
PC346	SMGEBTCH	1301	0.4766960130794037
PC347	SMCENTER	1301	0.31939795898500606
PC347	SMNABTCH	1301	0.603211180041239
PC347	SMGEBTCH	1301	0.3155927703262383
PC348	SMCENTER	1301	0.617687765260073
PC348	SMNABTCH	1301	0.20782765493786648
PC348	SMGEBTCH	1301	0.16726937704464165
PC349	SMCENTER	1301	0.44931120826014526
PC349	SMNABTCH	1301	0.9356983045571998
PC349	SMGEBTCH	1301	0.10486259767863469
PC350	SMCENTER	1301	0.10753319830343538
PC350	SMNABTCH	1301	0.3614759535277008
PC350	SMGEBTCH	1301	0.01805393946907221
PC351	SMCENTER	1301	0.6160985954859852
PC351	SMNABTCH	1301	0.02742645184382555
PC351	SMGEBTCH	1301	0.48741593569753466
PC352	SMCENTER	1301	0.31409857712197
PC352	SMNABTCH	1301	0.41968991563708113
PC352	SMGEBTCH	1301	0.273710403815046
PC353	SMCENTER	1301	0.2784311786074569
PC353	SMNABTCH	1301	0.24774360853573885
PC353	SMGEBTCH	1301	0.6318298569327208
PC354	SMCENTER	1301	0.5310071412461188
PC354	SMNABTCH	1301	0.914133477655376
PC354	SMGEBTCH	1301	0.32179612778367583
PC355	SMCENTER	1301	0.8687724826898782
PC355	SMNABTCH	1301	0.6255091803844904
PC355	SMGEBTCH	1301	0.26423935614961774
PC356	SMCENTER	1301	0.38160089926730867
PC356	SMNABTCH	1301	0.13794677377379225
PC356	SMGEBTCH	1301	0.009794769632613574
PC357	SMCENTER	1301	0.8207823463288385
PC357	SMNABTCH	1301	0.07787994979694358
PC357	SMGEBTCH	1301	0.2803839592721982
PC358	SMCENTER	1301	0.14631146884980545
PC358	SMNABTCH	1301	0.008454768717682372
PC358	SMGEBTCH	1301	0.04545212587846752
PC359	SMCENTER	1301	0.24266670284234082
PC359	SMNABTCH	1301	0.677304780710408
PC359	SMGEBTCH	1301	0.18485079085231718
PC360	SMCENTER	1301	0.2443020620715476
PC360	SMNABTCH	1301	0.22364988008793724
PC360	SMGEBTCH	1301	0.22486053004472153
PC361	SMCENTER	1301	0.6933960976777555
PC361	SMNABTCH	1301	0.4619051947880133
PC361	SMGEBTCH	1301	0.7603813306840822
PC362	SMCENTER	1301	0.5150201320478558
PC362	SMNABTCH	1301	0.011318383100990105
PC362	SMGEBTCH	1301	0.08183908286951493
PC363	SMCENTER	1301	0.968249586217482
PC363	SMNABTCH	1301	0.5856202369271505
PC363	SMGEBTCH	1301	0.04027124564315901
PC364	SMCENTER	1301	0.6690855000142155
PC364	SMNABTCH	1301	0.23022628078205912
PC364	SMGEBTCH	1301	0.069748307863651
PC365	SMCENTER	1301	0.9627672155662914
PC365	SMNABTCH	1301	0.1581114047826309
PC365	SMGEBTCH	1301	0.08127210412693234
PC366	SMCENTER	1301	0.2191832533176537
PC366	SMNABTCH	1301	0.2992699346115175
PC366	SMGEBTCH	1301	0.9519283476074839
PC367	SMCENTER	1301	0.37459813525258795
PC367	SMNABTCH	1301	0.2748128071359602
PC367	SMGEBTCH	1301	0.20827742807981484
PC368	SMCENTER	1301	0.6308426502637681
PC368	SMNABTCH	1301	0.9462027162892364
PC368	SMGEBTCH	1301	0.7875856443459208
PC369	SMCENTER	1301	0.29034545356149166
PC369	SMNABTCH	1301	0.6343440624349228
PC369	SMGEBTCH	1301	0.8450871837244505
PC370	SMCENTER	1301	0.06798021539588386
PC370	SMNABTCH	1301	0.0955888280983618
PC370	SMGEBTCH	1301	0.02609974883658363
PC371	SMCENTER	1301	0.5447540521082748
PC371	SMNABTCH	1301	0.7695944197546396
PC371	SMGEBTCH	1301	0.35888457918427863
PC372	SMCENTER	1301	0.4170914132509019
PC372	SMNABTCH	1301	0.02092092175915198
PC372	SMGEBTCH	1301	0.08338938094430311
PC373	SMCENTER	1301	0.4784967863049401
PC373	SMNABTCH	1301	0.39098365711539895
PC373	SMGEBTCH	1301	0.17201825793722336
PC374	SMCENTER	1301	0.0738975792435611
PC374	SMNABTCH	1301	0.2601904129109549
PC374	SMGEBTCH	1301	0.07003559433219976
PC375	SMCENTER	1301	0.05038348396231751
PC375	SMNABTCH	1301	0.0796071494875411
PC375	SMGEBTCH	1301	0.23416505356524475
PC376	SMCENTER	1301	0.5479039193406308
PC376	SMNABTCH	1301	0.04840964630232262
PC376	SMGEBTCH	1301	0.11339841143331936
PC377	SMCENTER	1301	0.2146643884214317
PC377	SMNABTCH	1301	0.3191342332528855
PC377	SMGEBTCH	1301	0.030584106561803333
PC378	SMCENTER	1301	0.9275540259974604
PC378	SMNABTCH	1301	0.25069828358679436
PC378	SMGEBTCH	1301	0.1457024050469528
PC379	SMCENTER	1301	0.10441245505352925
PC379	SMNABTCH	1301	0.9418297867523078
PC379	SMGEBTCH	1301	0.911484577887304
PC380	SMCENTER	1301	0.9859436586595549
PC380	SMNABTCH	1301	0.9808164020525756
PC380	SMGEBTCH	1301	0.7083712942346893
PC381	SMCENTER	1301	0.855683753136155
PC381	SMNABTCH	1301	0.7740795080246508
PC381	SMGEBTCH	1301	0.09422224056915074
PC382	SMCENTER	1301	0.6003097530352062
PC382	SMNABTCH	1301	0.7197484258702301
PC382	SMGEBTCH	1301	0.001745881481005995
PC383	SMCENTER	1301	0.14038877902366925
PC383	SMNABTCH	1301	0.31944508635792707
PC383	SMGEBTCH	1301	0.33055832500632115
PC384	SMCENTER	1301	0.021814996105449815
PC384	SMNABTCH	1301	0.6210630179806724
PC384	SMGEBTCH	1301	0.10511745274565415
PC385	SMCENTER	1301	0.26655096483197305
PC385	SMNABTCH	1301	0.13693194104852838
