PC	n_age	r_age	p_age	n_sex	r_sex	p_sex	lm_n	lm_beta_age_mid	lm_p_age_mid	lm_beta_sex_num	lm_p_sex_num
PC41	1301	-0.03517748634932407	0.20479693324682083	1301	-0.01260112112766945	0.6497599237419618	1301	-0.010705266934435922	0.20918120905598472	-0.09453956185953145	0.6892782030810154
PC42	1301	-0.009083829688396095	0.74341082267304	1301	0.015681569012597252	0.571995214027305	1301	-0.0027023397253921524	0.747419225553381	0.12892118426079893	0.5797609043595247
PC43	1301	-0.01954749132815898	0.48114920013233553	1301	0.008881969237710943	0.7489187004079713	1301	-0.0059576916774382776	0.4733945535584395	0.08014847261268039	0.7280877929666278
PC44	1301	0.09530786611214812	5.769410259044714e-4	1301	0.005120501712092011	0.8536079017846755	1301	0.027880551260213847	5.48937417403751e-4	0.007293333039683384	0.9739481714949804
PC45	1301	0.014711759392592965	0.5959991806852933	1301	0.0069385865657992886	0.8025618732352198	1301	0.004069996402826208	0.6106628057914358	0.053079609731325916	0.8108503590111121
PC46	1301	0.012610079508786506	0.6495275783231946	1301	9.203001654729503e-4	0.9735448000320095	1301	0.0037334484299852647	0.6374145066956954	-1.4945422358001633e-4	0.999457389755058
PC47	1301	-0.023723187554965358	0.39256308949670626	1301	-0.021394789228863256	0.4406813207942606	1301	-0.00655656802041748	0.39760900392070453	-0.15474286569593843	0.4717749395545674
PC48	1301	-0.058286601136040776	0.03554207563352953	1301	-0.013085398117943996	0.6372489703217721	1301	-0.016119794277056704	0.03595108676111731	-0.0805469473204491	0.7053849522831401
PC49	1301	0.004460141282061034	0.8723133986334036	1301	0.01397455285776509	0.614547057850376	1301	0.0010961959807338126	0.8849048067182197	0.10379500742601418	0.6213120340012415
PC50	1301	-0.03975063160568114	0.1518667776536143	1301	-0.008944951737940058	0.7471987982324371	1301	-0.01056963931636124	0.1576239647353786	-0.05662344635491305	0.7848878930864875
PC51	1301	0.02005600280725689	0.4698120590401317	1301	0.016843763594300662	0.5438488263742413	1301	0.005158134773416399	0.48753469240950387	0.12020827324650116	0.559793844494567
PC52	1301	-0.07178106014892112	0.009598962358434823	1301	-0.00548388183595388	0.8433489895577864	1301	-0.01913796204745351	0.009182422943838937	-0.015655953752649637	0.9386914315478664
PC53	1301	0.006071221770888154	0.8268239879637764	1301	0.020364848620514544	0.4629990465275041	1301	0.0011601326353111825	0.8736349078700788	0.1524942767244934	0.45120112236341847
PC54	1301	-0.005965841755289164	0.8297834795715526	1301	-0.002090179756536294	0.9399608274170683	1301	-0.0014041358235405681	0.8454800139437193	-0.016420520693198652	0.9345307292392822
PC55	1301	0.08304198949963794	0.0027213929474696587	1301	-0.002995188350182292	0.9140504452041008	1301	0.021427079537371586	0.002571582022277346	-0.04668362447951318	0.8125359456353267
PC56	1301	-0.0184047856026379	0.5071594198768105	1301	-0.0017246695811690713	0.9504449652451713	1301	-0.004731473396888253	0.49785094991332157	-0.004101739432980531	0.9831000391738194
PC57	1301	-0.06895324121703564	0.012858259584227375	1301	-0.007433482323220523	0.7888016520936061	1301	-0.017382448181845058	0.012229820018660974	-0.028261823764514745	0.883132335498981
PC58	1301	0.058314765375408986	0.03545306480651928	1301	0.014124631872240858	0.6107505707009961	1301	0.014346998685815342	0.0381342409539265	0.08371621212813805	0.6625383325761669
PC59	1301	0.01936140658719659	0.48533479676556224	1301	0.00924321470450374	0.7390711430063936	1301	0.004704924590003489	0.4910045839763697	0.05729209930236402	0.7624276416429536
PC60	1301	-0.014552699235558268	0.5999794811475695	1301	0.006796999396227489	0.8065100828802954	1301	-0.003699838400009667	0.5859657743364828	0.051810341745995206	0.7833705066487082
PC61	1301	-0.02122709856714615	0.4442724582729478	1301	0.01197832681584047	0.6659951000925253	1301	-0.0052291975163330645	0.4300599116611815	0.08604489352051847	0.6397672878213514
PC62	1301	-0.036379593198788265	0.18973547062887847	1301	-0.015480465349038817	0.5769348948228086	1301	-0.00847764563328835	0.20017939245637936	-0.09445417479990854	0.6068551971000302
PC63	1301	-0.0077582138482840644	0.7798080640158489	1301	8.301153375071579e-4	0.9761364635296946	1301	-0.0018637167747631415	0.7739673058212508	0.008385644378971794	0.962852199165636
PC64	1301	0.06001315458617348	0.030425420173033194	1301	8.845111623762449e-4	0.9745732455175897	1301	0.013943010247217988	0.030613649015533418	-0.00926806326016188	0.9586519359224166
PC65	1301	0.00964818738248961	0.7280822491781744	1301	0.0011517839916592055	0.966893934870797	1301	0.002175482203943952	0.7345870459963468	0.0060754704778158575	0.9727763509875893
PC66	1301	-0.09506350177128454	5.961426252961004e-4	1301	-1.9779854195565928e-4	0.994313036151064	1301	-0.02181340698314606	5.942018173729677e-4	0.022615822919776207	0.8976542820988269
PC67	1301	-0.05286687125398271	0.056601516118117146	1301	-0.004211620258215115	0.8793721507669039	1301	-0.011998878431354032	0.05737746128656801	-0.013527989164468757	0.9384013050074614
PC68	1301	-0.05524082588623188	0.046359190515269995	1301	8.28085064044142e-4	0.9761948109945682	1301	-0.01241004367229092	0.04738741146758124	0.017102177365922636	0.9214862212496573
PC69	1301	0.16906944463286533	8.430903125652652e-10	1301	-0.004685075607940809	0.8659333082080829	1301	0.037882145638498586	7.585647740572805e-10	-0.07154063474642984	0.6730957814054342
PC70	1301	0.02228082435905688	0.4219847617945073	1301	-5.268734257229296e-4	0.9848524885716082	1301	0.004811704822593403	0.4341962398597924	-0.005292020649377843	0.9752664395124575
PC71	1301	0.015375608655943505	0.5795184151878261	1301	-0.005418416090736553	0.8451953054616835	1301	0.0034352080297251914	0.5717129072535757	-0.037130584122757535	0.8256132380904199
PC72	1301	0.1394821478442686	4.3971608151730636e-7	1301	8.289758919227892e-4	0.9761692097240267	1301	0.03018649569788095	4.6576150777122183e-7	-0.02638377629483731	0.8732365576998049
PC73	1301	-0.02590616032526758	0.3504702294236338	1301	0.004961504323708931	0.8581045967388685	1301	-0.0055959492436793	0.34574737500712227	0.03578375356618706	0.8279382449394431
PC74	1301	-0.030844468681800248	0.2662517203635659	1301	0.009223211128635724	0.7396153413647795	1301	-0.0065966606884737935	0.26479136871406	0.06029659797010481	0.7132769618028403
PC75	1301	-0.021983914547897415	0.42819762830792896	1301	-0.0013410338510814125	0.9614582002813191	1301	-0.00465877116348815	0.42555787883742147	-0.0018850750566012451	0.9907270661161891
PC76	1301	-0.15627693394160788	1.4596388259744104e-8	1301	-7.022664310908495e-4	0.9798109136169342	1301	-0.03288646320747526	1.4976969432052183e-8	0.03115610450303979	0.8457605286760914
PC77	1301	-0.059699695017427175	0.031304405806716715	1301	4.6891357499366526e-4	0.9865186551398979	1301	-0.012526271297622649	0.030881538223069858	0.01697276400157705	0.9159680092615461
PC78	1301	0.03993411225602951	0.14998391979976847	1301	0.0041785316414242645	0.8803127034177269	1301	0.008213097464402958	0.153478222053249	0.01595111688949239	0.9203802138819184
PC79	1301	0.05222341481024284	0.059681328175999644	1301	0.004463985505271315	0.8722042892402395	1301	0.010608493809565137	0.062689945273027	0.016002923966013088	0.9193345489391906
PC80	1301	-0.045429630931989935	0.10144483320428882	1301	0.003151851473306494	0.9095736550861362	1301	-0.009364947815225101	0.09927214922416287	0.028861960569927115	0.8546414973259925
PC81	1301	0.02157700280602747	0.4367980817200072	1301	-6.089210049407698e-4	0.9824939888051523	1301	0.004440576177747184	0.4337427358173124	-0.008850021915775861	0.955152504725683
PC82	1301	-0.04707269895506329	0.08966041414185351	1301	-0.004611291169167491	0.8680252068589313	1301	-0.009466806275864041	0.09227510138917004	-0.016570174167249787	0.9153710145581877
PC83	1301	0.0266772234548494	0.33631236582226365	1301	-0.0026636872109951507	0.9235322014849917	1301	0.005401745723311713	0.33440144000927896	-0.020757662215240318	0.8936242355591388
PC84	1301	0.10585188775608326	1.3072308096573454e-4	1301	0.0010574962727186183	0.9696027059859941	1301	0.021107030157027487	1.2937763276540774e-4	-0.017613852048344182	0.9080864152124233
PC85	1301	-0.05458201339535736	0.04903189486303765	1301	0.0043378935342484855	0.8757843730435464	1301	-0.010845165508399725	0.047703243251626004	0.03622821971783133	0.8114378728654128
PC86	1301	-0.060932622751134265	0.02796824772620793	1301	5.6319246504211094e-5	0.99838073625382	1301	-0.011959591415729933	0.027526093830553152	0.014079441683494431	0.925422720417217
PC87	1301	0.04224513030352013	0.12776601699974421	1301	-0.0037097342315666245	0.8936559012903276	1301	0.008283485319667569	0.12522004073178641	-0.029649361140909155	0.8431323022944558
PC88	1301	0.052127045771892803	0.060154324692002444	1301	0.003670028385694124	0.8947874698005771	1301	0.010074714898283463	0.06154470691063298	0.009437005419003849	0.9496379469224598
PC89	1301	0.10614676168901084	1.251518995562475e-4	1301	-0.0033413585101822584	0.9041621641140276	1301	0.020582382617335006	1.2109659932096737e-4	-0.04068578788732865	0.7835902160054186
PC90	1301	0.13429627725746993	1.1657960560506786e-6	1301	0.005928442564505453	0.8308343807260427	1301	0.025717737226622295	1.2494356745394104e-6	0.0042785560654239295	0.976705059379817
PC91	1301	-1.266440830257851e-4	0.9963588006824871	1301	-0.0019328398430446792	0.9444727310751564	1301	-4.5269462009010743e-5	0.9931956245683133	-0.009357850253287336	0.9493370823204663
PC92	1301	0.005321036633804731	0.8479432456488375	1301	-0.0011247612566256074	0.9676702274401827	1301	0.0010630689629518258	0.8395331605862398	-0.008179436676403804	0.9552183219409982
PC93	1301	0.007498640000720919	0.7869947820174645	1301	0.0015536269795351466	0.9553541338795588	1301	0.0014158130945903739	0.7851641475706986	0.005958962382100143	0.9670144133923115
PC94	1301	-0.013241341193717844	0.6332419503216736	1301	0.003069606134549397	0.9119235413981003	1301	-0.002573176717722968	0.6175654280940024	0.020736649377204673	0.8846836431969223
PC95	1301	-0.015786586804725104	0.5694236816369644	1301	1.0490059172042018e-4	0.9969839540107376	1301	-0.0028785162405173884	0.5737491746624437	0.0028784804867348517	0.9838228498332707
PC96	1301	0.02876354793623418	0.2998754546509762	1301	-6.982077429941275e-4	0.9799275700343494	1301	0.0052774704567236244	0.29973453018761487	-0.009200128746495556	0.9480376422767236
PC97	1301	-0.021441521779746942	0.4396835010483694	1301	6.665042542974332e-4	0.9808388187975572	1301	-0.003914703351410138	0.4391536355095882	0.007615205219617679	0.9567378991457673
PC98	1301	0.06378178396067925	0.02140855461427435	1301	-0.005130493204381016	0.8533254837498938	1301	0.0116242578385335	0.021156465501343157	-0.038147948431022274	0.7848988653346922
PC99	1301	0.025931292023339478	0.3500029043275631	1301	0.007179884851576248	0.795844820588412	1301	0.004630661513286306	0.35454769421113985	0.03066765166027459	0.8250724323538197
PC100	1301	-0.09871885954572535	3.6244562109519294e-4	1301	-3.2450345731251356e-4	0.990670239462445	1301	-0.017673942475269547	3.7111220933023223e-4	0.01691084498737196	0.9020546792525628
PC101	1301	0.02743336063400904	0.3227907636122923	1301	0.001955410908738348	0.9438253669740397	1301	0.004851195177329083	0.3284975621874615	0.005459213948960459	0.9683797894033247
PC102	1301	-0.08534203406744198	0.002063778546880169	1301	-0.005582548335833319	0.8405679471986267	1301	-0.01512727195576125	0.002149319226868747	-0.011581185305560897	0.9323940409701458
PC103	1301	-0.0036785629761040355	0.8945442261881029	1301	-4.531979770400271e-4	0.9869704404334841	1301	-7.073125925634559e-4	0.885665643702143	-8.507792801311469e-5	0.9995026102200024
PC104	1301	-0.013162997278136804	0.635253694990577	1301	0.0013951777767362795	0.9599033678999651	1301	-0.002297529601554124	0.6388448433685033	0.008507532432075476	0.9500541833618543
PC105	1301	-0.015449514116611211	0.5776969251401163	1301	-0.0011145877215457925	0.9679624944894851	1301	-0.002665597964633382	0.5821693402175225	-0.0030603499637541086	0.9818340520646618
PC106	1301	-0.02502828562607338	0.36704187133302546	1301	-0.0026793443737435545	0.9230841127312144	1301	-0.004314269384851428	0.3721771157030418	-0.008911741205906909	0.9470188436851423
PC107	1301	-0.01566252776317677	0.5724620599041447	1301	9.460983014643918e-4	0.9728034827967115	1301	-0.002695185640029755	0.5752523289796273	0.006856043258523875	0.9590244734142811
PC108	1301	-0.0031945209380816347	0.9083548273479322	1301	-0.0016665905493948	0.9521117156983467	1301	-5.790329406251939e-4	0.9036492321125449	-0.0063971522830514015	0.9615541473507836
PC109	1301	0.024342866566976634	0.3803139053928847	1301	-0.0036668833579640023	0.8948771084529352	1301	0.004187013921521882	0.37880663990574537	-0.021697276679490115	0.8694130901525532
PC110	1301	-0.1499209451144299	5.538620997880079e-8	1301	-0.0018051183767257726	0.9481366071493466	1301	-0.02555798016143276	5.562248428212634e-8	0.019438166648394397	0.8809508320766486
PC111	1301	-0.02300937891538999	0.40696521761371174	1301	-0.002181969380107396	0.9373295334322983	1301	-0.0039093474090320475	0.40765148647174243	-0.005830255186269491	0.9644938544873648
PC112	1301	-0.04300283021481982	0.121066759222381	1301	0.002495891955879653	0.9283357885472993	1301	-0.007350091778552778	0.1177921353277341	0.02082345325589133	0.8730469781193362
PC113	1301	0.0655361670170677	0.018073036471278944	1301	0.002732580767951469	0.9215607357821102	1301	0.011042806753733415	0.01814992890261342	5.151840536436377e-4	0.9968268695531339
PC114	1301	0.11785249534512417	2.0293291657338932e-5	1301	6.340771905347995e-4	0.9817708910000472	1301	0.019740932035643786	2.139605870026514e-5	-0.017264788748919714	0.8930632918131197
PC115	1301	0.09065567220541791	0.0010622703809611029	1301	0.00196385597604131	0.9435831622428159	1301	0.015140385758726277	0.0010971163618621698	-0.006636212355282026	0.9587865200795016
PC116	1301	-0.012280510095694166	0.6580975744832578	1301	-0.0034757900952609067	0.90032606572657925	1301	-0.0019768857422341607	0.6675569970039286	-0.014705701178183804	0.908317938734002
PC117	1301	0.026011641713827104	0.3485114492702476	1301	0.0028394705032565334	0.9185029242796258	1301	0.00425492305109439	0.35200971621049515	0.008636652771882532	0.9457052773025477
PC118	1301	0.019018931247955853	0.4930892709294341	1301	-0.002542038608758751	0.9270144498702975	1301	0.0030845887583575153	0.498411887083576	-0.013623076565799853	0.9141744977936741
PC119	1301	0.03356592280324984	0.22632528592757684	1301	-0.003196591463609653	0.9082956894831095	1301	0.005544478793497157	0.22076625840101113	-0.021544380256239285	0.8637974067165841
PC120	1301	-0.04541179103248842	0.10157923915313952	1301	0.0041599871152866496	0.8808399103045158	1301	-0.007414817311778759	0.09824566457102646	0.027762862531469246	0.8233415955034945
PC121	1301	-0.013514912011212347	0.6262383935531949	1301	0.00275610777141619	0.9208875940751449	1301	-0.0021326891680459857	0.6334262091830845	0.013143324002294643	0.915631775501844
PC122	1301	0.0018981022397419136	0.9454691168772414	1301	0.0027042462272222926	0.9223715025712036	1301	3.1988793712072426e-4	0.9427851650464322	0.010931804614832617	0.9295585688867017
PC123	1301	0.04228592874563583	0.1273981082010257	1301	0.002659922318123947	0.9236399517118866	1301	0.006747381494476478	0.12915856126154535	0.00482293453831867	0.9688021432043217
PC124	1301	-0.07795444528868915	0.004902862618616435	1301	-0.0037659744115511773	0.892053494754275	1301	-0.012470040949495774	0.00481932315337751	-0.002001771985499058	0.986967539767222
PC125	1301	0.01743158902199061	0.5298795277187468	1301	-0.0031098927381601965	0.9107723886117483	1301	0.002771163322116627	0.5291102595416004	-0.016347790882322636	0.893537984619924
PC126	1301	0.053930479231969156	0.051800932404957735	1301	0.0037119116881219505	0.8935938526476416	1301	0.008490614738295547	0.052528983257305345	0.007093809983044721	0.9534099306408454
PC127	1301	-0.018809455351142118	0.49786479194588185	1301	-6.176172587810687e-4	0.9822440191239084	1301	-0.002913704097022344	0.5033860597676281	-3.2117241149149853e-4	0.9978785847716188
PC128	1301	-0.06375343815691321	0.02146657494635589	1301	4.981027436951783e-4	0.9856795489605656	1301	-0.009961270247740078	0.021497613124900547	0.012851717161128045	0.9147721253298513
PC129	1301	-0.003308291256646877	0.9051061070904394	1301	-0.004179706892209806	0.8802792937074936	1301	-4.956535183756374e-4	0.9088141146124026	-0.017393788282592835	0.8848157507181909
PC130	1301	0.01792324986845147	0.5183370366738267	1301	0.0013358740204015408	0.9616063810889564	1301	0.002770222226464579	0.5198785195443976	0.002780846700335275	0.9814225167670376
PC131	1301	-0.03104571943667831	0.2631430728788283	1301	4.97746279547872e-4	0.9856897962047089	1301	-0.004815474585988894	0.2620744487110124	0.007548218992726498	0.9494666546952958
PC132	1301	0.0269931818494849	0.33061858328039884	1301	-0.002358675776113579	0.9322659156408275	1301	0.004167050316314259	0.3288978151930415	-0.0145923107155844	0.9019080560313383
PC133	1301	-0.033759366185206814	0.2236591186614388	1301	-0.0025887417324837857	0.9256773821922524	1301	-0.005166577057167362	0.22475984140637775	-0.00531112915756859	0.9641138819041406
PC134	1301	0.037693830799194576	0.17421979427416656	1301	-9.853861327133887e-4	0.9716745803866479	1301	0.0057633536166666775	0.1735796149960023	-0.010492327238405725	0.9288256049005575
PC135	1301	0.027174834437948495	0.32737345680933383	1301	-9.548207836178993e-4	0.972552844912256	1301	0.0041182809699687	0.3276743866094277	-0.008291844795260562	0.943362227622123
PC136	1301	-0.01946326318349792	0.48304130474637585	1301	0.0019653666915405224	0.9435398354350598	1301	-0.0029847132337293357	0.47760261157619033	0.012077900455300676	0.9174967666388926
PC137	1301	0.03306460104487382	0.2333400410059946	1301	0.003596797830155876	0.8968750112684278	1301	0.00498171667053429	0.23377425962212806	0.00922459336401444	0.9366440536333934
PC138	1301	0.026043998719706512	0.347911977896313	1301	-7.652058328097296e-4	0.9780019411959087	1301	0.003924027527464082	0.34706634862772523	-0.0075075392519955925	0.9482920385732472
PC139	1301	-0.04849111598246574	0.08039622293361377	1301	-0.0011787384296226807	0.9661196355154719	1301	-0.007293578490240226	0.0794871330939756	0.003701710023501553	0.9743934612343024
PC140	1301	-0.008582987171668732	0.7571000828847004	1301	2.00777173359286e-4	0.9942273981280687	1301	-0.0012817748249864458	0.7566643559547729	0.0022499605860928735	0.984358695299431
PC141	1301	-0.0018057214749350437	0.9481193037641863	1301	-0.0021209102135796762	0.9390798161771875	1301	-2.2974385932007826e-4	0.9554991648305029	-0.009074657334081662	0.9366799401956065
PC142	1301	-0.021227979051544495	0.44425355901382113	1301	-0.002428761551647609	0.9302583162597834	1301	-0.0031360048668892123	0.44388172887744737	-0.00613478887638938	0.9569421600044054
PC143	1301	-0.05241546638690536	0.05874789281690443	1301	0.0039052820086594646	0.8880862236515659	1301	-0.007760574549007596	0.05672582643675501	0.025250137991264125	0.8230659534312768
PC144	1301	0.04446786572618481	0.10889502092559515	1301	7.673117958835476e-4	0.9779414145733256	1301	0.0065234599691153155	0.10820198335824567	-0.004378094369943507	0.9689896804930894
PC145	1301	0.02117478789378752	0.44539610902497073	1301	-0.0032691881499585674	0.9062225232176832	1301	0.0031045653880920647	0.44439465504831166	-0.016341492477297218	0.8846231717555402
PC146	1301	0.048764540359981935	0.07870294248036384	1301	-0.0015814273545674328	0.9545561030652328	1301	0.007110864117085379	0.07889757588566197	-0.013795733256258262	0.902153261956596
PC147	1301	-0.07710603280170039	0.005391914910827972	1301	-0.0024462569240930924	0.9297572318571479	1301	-0.01121770379454457	0.0053507695841914175	0.0028946653808093366	0.9793034445008095
PC148	1301	0.023033531093091447	0.406472824303729	1301	-0.0012029586062028076	0.9654239083738929	1301	0.003365522389106022	0.4023515907880233	-0.009012439370943443	0.9355709704381249
PC149	1301	0.08622191616123867	0.001853342986048881	1301	-0.001745401089873181	0.9498500650418009	1301	0.012439893542550191	0.0018064707491289216	-0.020945572881900198	0.8495304241102806
PC150	1301	0.06742467687456911	0.014999265679501935	1301	-0.0041842109674974535	0.880151255049742	1301	0.009675805996201783	0.014627127904438831	-0.027376291864150384	0.8031592776572013
PC151	1301	-0.004471152209504095	0.8720008853857724	1301	-2.754989229936918e-4	0.9920791126916757	1301	-6.540915658087873e-4	0.8687002380181219	4.850273173163409e-5	0.9996474776442377
PC152	1301	0.024166887258392524	0.3837684054450917	1301	-0.0017933646672974644	0.9484738356372661	1301	0.0034366283142443013	0.3837241657874245	-0.010570388371944907	0.9230603176415452
PC153	1301	0.02779261325816454	0.3164922939281525	1301	-0.00141809802240619	0.9592452206837917	1301	0.003987215366016942	0.3114381702914213	-0.01069415812284464	0.9220353673149431
PC154	1301	-0.005467969722266706	0.8437976766808024	1301	1.0387852943233956e-4	0.9970133396639792	1301	-7.962049523645126e-4	0.8392239702913087	0.0017977829229828188	0.9868263217862434
PC155	1301	0.0032670533857136427	0.906283477310352	1301	0.0015477054333592596	0.9555241221485131	1301	4.3533420007144195e-4	0.9114778214893038	0.005979246707938674	0.9561095896305609
