PC,covar,n,p
PC607,SMCENTER,1301,0.8851233877676813
PC608,SMCENTER,1301,0.7559351098123471
PC609,SMCENTER,1301,0.8768909541670663
PC610,SMCENTER,1301,0.6187460882914435
PC611,SMCENTER,1301,0.43846325763485383
PC612,SMCENTER,1301,0.0904455255660325
PC613,SMCENTER,1301,0.5839222404213229
PC614,SMCENTER,1301,0.3159812236858638
PC615,SMCENTER,1301,0.9744633736821982
PC616,SMCENTER,1301,0.4238622309158198
PC617,SMCENTER,1301,0.22701137664039847
PC618,SMCENTER,1301,0.9504196422782794
PC619,SMCENTER,1301,0.6054703719758227
PC620,SMCENTER,1301,0.8137541670757588
PC621,SMCENTER,1301,0.591829496791746
PC622,SMCENTER,1301,0.44207055755508423
PC623,SMCENTER,1301,0.030363582479554983
PC624,SMCENTER,1301,0.2277395340058904
PC625,SMCENTER,1301,0.9539473799647514
PC626,SMCENTER,1301,0.9959924004666365
PC627,SMCENTER,1301,0.6729514700871418
PC628,SMCENTER,1301,0.5671397578539802
PC629,SMCENTER,1301,0.12618546065005265
PC630,SMCENTER,1301,0.22440272613020404
PC631,SMCENTER,1301,0.12152679292086294
PC632,SMCENTER,1301,0.1998111378084271
PC633,SMCENTER,1301,0.8147684990871982
PC634,SMCENTER,1301,0.15176653410948374
PC635,SMCENTER,1301,0.8956106005612386
PC636,SMCENTER,1301,0.7979197957984063
PC637,SMCENTER,1301,0.9351929457378516
PC638,SMCENTER,1301,0.9612591418218255
PC639,SMCENTER,1301,0.7490676451553986
PC640,SMCENTER,1301,0.6293511300421701
PC641,SMCENTER,1301,0.6067070172191479
PC642,SMCENTER,1301,0.9671753226849122
PC643,SMCENTER,1301,0.7727427774005451
PC644,SMCENTER,1301,0.9148846059516206
PC645,SMCENTER,1301,0.0334819839131542
PC646,SMCENTER,1301,0.8715095645866767
PC647,SMCENTER,1301,0.6229187799614081
PC648,SMCENTER,1301,0.6997707321005218
PC649,SMCENTER,1301,0.821002439579503
PC650,SMCENTER,1301,0.7217092198702049
PC651,SMCENTER,1301,0.8619082999882102
PC652,SMCENTER,1301,0.7088985165281245
PC653,SMCENTER,1301,0.7038631851444539
PC654,SMCENTER,1301,0.9857904664904501
PC655,SMCENTER,1301,0.6743104183524076
PC656,SMCENTER,1301,0.02443353865081856
PC657,SMCENTER,1301,0.8993509005719506
PC658,SMCENTER,1301,0.7070403127086247
PC659,SMCENTER,1301,0.33864950436389635
PC660,SMCENTER,1301,0.43766624657465564
PC661,SMCENTER,1301,0.4260365759507737
PC662,SMCENTER,1301,0.8060400779618229
PC663,SMCENTER,1301,0.6152385682708269
PC664,SMCENTER,1301,0.6515762666389557
PC665,SMCENTER,1301,0.9323297254343523
PC666,SMCENTER,1301,0.5071725594159152
PC667,SMCENTER,1301,0.7615252659160539
PC668,SMCENTER,1301,0.340696924712392
PC669,SMCENTER,1301,0.282385899769661
PC670,SMCENTER,1301,0.5157586138622783
PC671,SMCENTER,1301,0.9942730290745365
PC672,SMCENTER,1301,0.5417563170579798
PC673,SMCENTER,1301,0.5447474142459958
PC674,SMCENTER,1301,0.5704377502126925
PC675,SMCENTER,1301,0.06653900710427073
PC676,SMCENTER,1301,0.7905845158946903
PC677,SMCENTER,1301,0.23042532584732986
PC678,SMCENTER,1301,0.14177412607316153
PC679,SMCENTER,1301,0.7037421215520883
PC680,SMCENTER,1301,0.9796119704844161
PC681,SMCENTER,1301,0.5981254144260604
PC682,SMCENTER,1301,0.7722898584310989
PC683,SMCENTER,1301,0.5658768862651622
PC684,SMCENTER,1301,0.3601643740024021
PC685,SMCENTER,1301,0.6527432561345112
PC686,SMCENTER,1301,0.9018686497577127
PC687,SMCENTER,1301,0.5692916365322683
PC688,SMCENTER,1301,0.4388093999695232
PC689,SMCENTER,1301,0.9999116318887075
PC690,SMCENTER,1301,0.397157770987601
PC691,SMCENTER,1301,0.7735503229232044
PC692,SMCENTER,1301,0.9122992430764202
PC693,SMCENTER,1301,0.6425154635411497
PC694,SMCENTER,1301,0.8389960916025425
PC695,SMCENTER,1301,0.2998715871329551
PC696,SMCENTER,1301,0.1421409710684055
PC697,SMCENTER,1301,0.38698619496740416
PC698,SMCENTER,1301,0.6000202326899557
PC699,SMCENTER,1301,0.1270632129916762
PC700,SMCENTER,1301,0.3490487378384006
PC701,SMCENTER,1301,0.13211278308382243
PC702,SMCENTER,1301,0.3635957314635316
PC703,SMCENTER,1301,0.05323751103052428
PC704,SMCENTER,1301,0.8304489283545684
PC705,SMCENTER,1301,0.5027753593038906
PC706,SMCENTER,1301,0.7394418538321097
PC707,SMCENTER,1301,0.4795697961454539
PC708,SMCENTER,1301,0.20612378896387876
PC709,SMCENTER,1301,0.06567134900084491
PC710,SMCENTER,1301,0.42757105778973253
PC711,SMCENTER,1301,0.36701532134891557
PC712,SMCENTER,1301,0.5741552733863863
PC713,SMCENTER,1301,0.552067522940594
PC714,SMCENTER,1301,0.9622049157355134
PC715,SMCENTER,1301,0.45006505175282946
PC716,SMCENTER,1301,0.9293951592386839
PC717,SMCENTER,1301,0.7483471618403991
PC718,SMCENTER,1301,0.474365655308492
PC719,SMCENTER,1301,0.6168265660456052
PC720,SMCENTER,1301,0.7370994628805184
PC721,SMCENTER,1301,0.49186811376568607
PC722,SMCENTER,1301,0.24747663975981107
PC723,SMCENTER,1301,0.5665670741864804
PC724,SMCENTER,1301,0.2670108667423528
PC725,SMCENTER,1301,0.10168498207596922
PC726,SMCENTER,1301,0.6851371640492379
PC727,SMCENTER,1301,0.8426674872595132
PC728,SMCENTER,1301,0.33139715489053445
PC729,SMCENTER,1301,0.6897439612208238
PC730,SMCENTER,1301,0.7047435030306726
PC731,SMCENTER,1301,0.18650584551156446
PC732,SMCENTER,1301,0.3464210946944741
PC733,SMCENTER,1301,0.5172753492848452
PC734,SMCENTER,1301,0.9063719167507631
PC735,SMCENTER,1301,0.7930228042435202
PC736,SMCENTER,1301,0.8265102232036861
PC737,SMCENTER,1301,0.2284320550709072
PC738,SMCENTER,1301,0.4391616864941794
PC739,SMCENTER,1301,0.7664328553138812
PC740,SMCENTER,1301,0.5070215929457134
PC741,SMCENTER,1301,0.2873264016023523
PC742,SMCENTER,1301,0.31792628788657257
PC743,SMCENTER,1301,0.7653389954215026
PC744,SMCENTER,1301,0.39781149244943037
PC745,SMCENTER,1301,0.3466924946015217
PC746,SMCENTER,1301,0.3241249523068006
PC747,SMCENTER,1301,0.13043089554235224
PC748,SMCENTER,1301,0.46390922850159966
PC749,SMCENTER,1301,0.49913233994846573
PC750,SMCENTER,1301,0.2064512400780586
PC751,SMCENTER,1301,0.622808777556263
PC752,SMCENTER,1301,0.7757327300180235
PC753,SMCENTER,1301,0.6483518725001964
PC754,SMCENTER,1301,0.6392523574015833
PC755,SMCENTER,1301,0.12458793152164202
PC756,SMCENTER,1301,0.472648328702887
PC757,SMCENTER,1301,0.4778631200163673
PC758,SMCENTER,1301,0.9082923239194378
PC759,SMCENTER,1301,0.9868273321492378
PC760,SMCENTER,1301,0.2196103774298661
PC761,SMCENTER,1301,0.19341497655116147
PC762,SMCENTER,1301,0.8479649489192438
PC763,SMCENTER,1301,0.3986922830934637
PC764,SMCENTER,1301,0.52225326517447
PC765,SMCENTER,1301,0.4408278752832675
PC766,SMCENTER,1301,0.630922328709498
PC767,SMCENTER,1301,0.2690015176890011
PC768,SMCENTER,1301,0.7746419738997721
PC769,SMCENTER,1301,0.9352488758464763
PC770,SMCENTER,1301,0.7679059104151287
PC771,SMCENTER,1301,0.8700740633486066
PC772,SMCENTER,1301,0.4063462303757537
PC773,SMCENTER,1301,0.42690565215868426
PC774,SMCENTER,1301,0.11176360297167669
PC775,SMCENTER,1301,0.02133682988772238
PC776,SMCENTER,1301,0.6036397969297935
PC777,SMCENTER,1301,0.3937441327062258
PC778,SMCENTER,1301,0.47022919594634693
PC779,SMCENTER,1301,0.5395123520438914
PC780,SMCENTER,1301,0.3600536712450073
PC781,SMCENTER,1301,0.007282180538225134
PC782,SMCENTER,1301,0.9954155955203363
PC783,SMCENTER,1301,0.35597616574397606
PC784,SMCENTER,1301,0.42379185631017185
PC785,SMCENTER,1301,0.30849577098896247
PC786,SMCENTER,1301,0.4483562357008655
PC787,SMCENTER,1301,0.3235870212846036
PC788,SMCENTER,1301,0.8201128204884631
PC789,SMCENTER,1301,0.18429629583925466
PC790,SMCENTER,1301,0.8302717195143443
PC791,SMCENTER,1301,0.45958770018645234
PC792,SMCENTER,1301,0.49596258819491923
PC793,SMCENTER,1301,0.9326531231515739
PC794,SMCENTER,1301,0.8965567513087084
PC795,SMCENTER,1301,0.795746288526741
PC796,SMCENTER,1301,0.4329670466861005
PC797,SMCENTER,1301,0.8263919719750524
PC798,SMCENTER,1301,0.6856038395812665
PC799,SMCENTER,1301,0.6409525477463924
PC800,SMCENTER,1301,0.9670761820135658
PC801,SMCENTER,1301,0.06589649631067522
PC802,SMCENTER,1301,0.957363508545176
PC803,SMCENTER,1301,0.8772813860818962
PC804,SMCENTER,1301,0.9460466458352597
PC805,SMCENTER,1301,0.1253271927674998
PC806,SMCENTER,1301,0.9272046321984748
PC807,SMCENTER,1301,0.5904220766572396
PC808,SMCENTER,1301,0.7879653799064135
PC809,SMCENTER,1301,0.3050950853642219
PC810,SMCENTER,1301,0.3859699448842556
PC811,SMCENTER,1301,0.4314943143562339
PC812,SMCENTER,1301,0.23443360767346247
PC813,SMCENTER,1301,0.12325891795519096
PC814,SMCENTER,1301,0.9020671949012906
PC815,SMCENTER,1301,0.11681229214638761
PC816,SMCENTER,1301,0.9574585487157704
PC817,SMCENTER,1301,0.36918654813113616
PC818,SMCENTER,1301,0.3851612074264008
PC819,SMCENTER,1301,0.6936411377239233
PC820,SMCENTER,1301,0.823664980159261
PC821,SMCENTER,1301,0.25079974399216787
PC822,SMCENTER,1301,0.6237993652886633
PC823,SMCENTER,1301,0.6878771923162601
PC824,SMCENTER,1301,0.5497043165356674
PC825,SMCENTER,1301,0.2498559288708803
PC826,SMCENTER,1301,0.44957676542904645
PC827,SMCENTER,1301,0.9556921482448495
PC828,SMCENTER,1301,0.2529363486715022
PC829,SMCENTER,1301,0.9287883566020811
PC830,SMCENTER,1301,0.27813452857569243
PC831,SMCENTER,1301,0.1321909596180022
PC832,SMCENTER,1301,0.673603540975078
PC833,SMCENTER,1301,0.717316602410266
PC834,SMCENTER,1301,0.8357398259230069
PC835,SMCENTER,1301,0.9518183581412234
PC836,SMCENTER,1301,0.774875610717168
PC837,SMCENTER,1301,0.15064092896035278
PC838,SMCENTER,1301,0.6982555614642529
PC839,SMCENTER,1301,0.33911938938410197
PC840,SMCENTER,1301,0.6726352579017677
PC841,SMCENTER,1301,0.9352539503713986
PC842,SMCENTER,1301,0.18360313677027898
PC843,SMCENTER,1301,0.7958072848357569
PC844,SMCENTER,1301,0.7597308351985353
PC845,SMCENTER,1301,0.6780742938322059
PC846,SMCENTER,1301,0.0632851159006196
PC847,SMCENTER,1301,0.5644960278130393
PC848,SMCENTER,1301,0.5367529458852568
PC849,SMCENTER,1301,0.6019257030742919
PC850,SMCENTER,1301,0.02355511159833373
PC851,SMCENTER,1301,0.5322018886730145
PC852,SMCENTER,1301,0.6476216909662679
PC853,SMCENTER,1301,0.6383819976154383
PC854,SMCENTER,1301,0.93011497953055855
PC855,SMCENTER,1301,0.09868827891727262
PC856,SMCENTER,1301,0.3345454721209418
PC857,SMCENTER,1301,0.5236050028680523
PC858,SMCENTER,1301,0.42739504751090673
PC859,SMCENTER,1301,0.8033079262854095
PC860,SMCENTER,1301,0.9659110579233118
PC861,SMCENTER,1301,0.500867858316337
PC862,SMCENTER,1301,0.751624127408396
PC863,SMCENTER,1301,0.49885314424113403
PC864,SMCENTER,1301,0.3900063034265811
PC865,SMCENTER,1301,0.9251818443067448
PC866,SMCENTER,1301,0.42970785117336535
PC867,SMCENTER,1301,0.7758096134796337
PC868,SMCENTER,1301,0.45640459394267296
PC869,SMCENTER,1301,0.22270012587971819
PC870,SMCENTER,1301,0.28031901117882857
PC871,SMCENTER,1301,0.6470829872176667
PC872,SMCENTER,1301,0.6406113614727811
PC873,SMCENTER,1301,0.02618085725911569
PC874,SMCENTER,1301,0.951935907496942
PC875,SMCENTER,1301,0.6355487311620938
PC876,SMCENTER,1301,0.49574870531003823
PC877,SMCENTER,1301,0.8076598114412646
PC878,SMCENTER,1301,0.4599406014760266
PC879,SMCENTER,1301,0.10570558815767017
PC880,SMCENTER,1301,0.4481257929989372
PC881,SMCENTER,1301,0.41251206312284755
PC882,SMCENTER,1301,0.5663255376251115
PC883,SMCENTER,1301,0.3912571378036908
PC884,SMCENTER,1301,0.1639247678233504
PC885,SMCENTER,1301,0.871173666402414
PC886,SMCENTER,1301,0.8003442412264702
PC887,SMCENTER,1301,0.9306986676936512
PC888,SMCENTER,1301,0.7835319044167217
PC889,SMCENTER,1301,0.8733949479513996
PC890,SMCENTER,1301,0.7183140194056392
PC891,SMCENTER,1301,0.9072675647318269
PC892,SMCENTER,1301,0.1360084526356294
PC893,SMCENTER,1301,0.9924810145278772
PC894,SMCENTER,1301,0.9540452537740263
PC895,SMCENTER,1301,0.5597424170365204
PC896,SMCENTER,1301,0.8821543264631675
PC897,SMCENTER,1301,0.753800034678942
PC898,SMCENTER,1301,0.8084496088198645
PC899,SMCENTER,1301,0.48759636301093195
PC900,SMCENTER,1301,0.9877021611185
PC901,SMCENTER,1301,0.6825116518306855
PC902,SMCENTER,1301,0.5692116953007773
PC903,SMCENTER,1301,0.49202396944353155
PC904,SMCENTER,1301,0.37657103430510824
PC905,SMCENTER,1301,0.6251778435762599
PC906,SMCENTER,1301,0.3117784814399675
PC907,SMCENTER,1301,0.5056194056557402
PC908,SMCENTER,1301,0.7744277676383947
PC909,SMCENTER,1301,0.7833787846676861
PC910,SMCENTER,1301,0.8710488336264999
PC911,SMCENTER,1301,0.702936691710506
PC912,SMCENTER,1301,0.22393549668714652
PC913,SMCENTER,1301,0.45646663500377693
PC914,SMCENTER,1301,0.6423592239612121
PC915,SMCENTER,1301,0.31020004980423704
PC916,SMCENTER,1301,0.4804327808011441
PC917,SMCENTER,1301,0.7990954397348792
PC918,SMCENTER,1301,0.5313834967867284
PC919,SMCENTER,1301,0.8871373231946207
PC920,SMCENTER,1301,0.8613423775040002
PC921,SMCENTER,1301,0.8193717662615091
PC922,SMCENTER,1301,0.11804831217090463
PC923,SMCENTER,1301,0.40191457705867967
PC924,SMCENTER,1301,0.005589923535358121
PC925,SMCENTER,1301,0.08484642589986124
PC926,SMCENTER,1301,0.953583490424134
PC927,SMCENTER,1301,0.9386271373814239
PC928,SMCENTER,1301,0.840257960331429
PC929,SMCENTER,1301,0.9599210627129536
PC930,SMCENTER,1301,0.752646305719249
PC931,SMCENTER,1301,0.8124599120100948
PC932,SMCENTER,1301,0.9565306276751582
PC933,SMCENTER,1301,0.6128069789221752
PC934,SMCENTER,1301,0.7924499765529062
PC935,SMCENTER,1301,0.6406764115260358
PC936,SMCENTER,1301,0.5431180262425152
PC937,SMCENTER,1301,0.45017797845639324
PC938,SMCENTER,1301,0.351357961303993
PC939,SMCENTER,1301,0.9858969927120227
PC940,SMCENTER,1301,0.8086730120114909
PC941,SMCENTER,1301,0.34095656311360856
PC942,SMCENTER,1301,0.9784882669398159
PC943,SMCENTER,1301,0.8396099414335716
PC944,SMCENTER,1301,0.8132736573298218
PC945,SMCENTER,1301,0.96284030245400265
PC946,SMCENTER,1301,0.45082146533765294
PC947,SMCENTER,1301,0.8716438575565599
PC948,SMCENTER,1301,0.4272542009163293
PC949,SMCENTER,1301,0.5908269131777717
PC950,SMCENTER,1301,0.5462522341231582
PC951,SMCENTER,1301,0.8068236782160062
PC952,SMCENTER,1301,0.48646881091077687
PC953,SMCENTER,1301,0.7917641532234034
PC954,SMCENTER,1301,0.33211607739935456
PC955,SMCENTER,1301,0.614554423053794
PC956,SMCENTER,1301,0.9878678878327619
PC957,SMCENTER,1301,0.27690861210932444
PC958,SMCENTER,1301,0.43168102953605547
PC959,SMCENTER,1301,0.8313948004577612
PC960,SMCENTER,1301,0.3320452379039398
PC961,SMCENTER,1301,0.5134658069816669
PC962,SMCENTER,1301,0.9762488442417073
PC963,SMCENTER,1301,0.41909801520265455
PC964,SMCENTER,1301,0.5271061647564599
PC965,SMCENTER,1301,0.5433771815007078
PC966,SMCENTER,1301,0.6808378614892392
PC967,SMCENTER,1301,0.32473454128457246
PC968,SMCENTER,1301,0.7978999382267813
PC969,SMCENTER,1301,0.611842744991512
PC970,SMCENTER,1301,0.6787897185790384
PC971,SMCENTER,1301,0.96860151424583
PC972,SMCENTER,1301,0.5634483269192405
PC973,SMCENTER,1301,0.4839979981246714
PC974,SMCENTER,1301,0.8352480178215085
PC975,SMCENTER,1301,0.8330661604759934
PC976,SMCENTER,1301,0.909999914717062
PC977,SMCENTER,1301,0.9924160647892674
PC978,SMCENTER,1301,0.3807338815171059
PC979,SMCENTER,1301,0.9319179857368651
PC980,SMCENTER,1301,0.944538061900244
PC981,SMCENTER,1301,0.7636319457499128
PC982,SMCENTER,1301,0.7093003012089505
PC983,SMCENTER,1301,0.840486082102171
PC984,SMCENTER,1301,0.6903389828725064
PC985,SMCENTER,1301,0.8909374375132357
PC986,SMCENTER,1301,0.6517554887765756
PC987,SMCENTER,1301,0.8254869772361528
PC988,SMCENTER,1301,0.9316337960373047
PC989,SMCENTER,1301,0.35759010600757657
PC990,SMCENTER,1301,0.9348518877111411
PC991,SMCENTER,1301,0.22758253369182016
PC992,SMCENTER,1301,0.9144034947842463
PC993,SMCENTER,1301,0.7080953173043287
PC994,SMCENTER,1301,0.719293062799101
PC995,SMCENTER,1301,0.6403205737032815
PC996,SMCENTER,1301,0.8724006625745886
PC997,SMCENTER,1301,0.8651307351347077
PC998,SMCENTER,1301,0.7941749636907787
PC999,SMCENTER,1301,0.4521017788790206
PC1000,SMCENTER,1301,0.8816704611822969
PC1001,SMCENTER,1301,0.9746277740589728
PC1002,SMCENTER,1301,0.2446394467767905
PC1003,SMCENTER,1301,0.9834904289210801
PC1004,SMCENTER,1301,0.28666379992906965
PC1005,SMCENTER,1301,0.4122074530383117
PC1006,SMCENTER,1301,0.5235561849622629
PC1007,SMCENTER,1301,0.7573245703811655
PC1008,SMCENTER,1301,0.7149291727495015
PC1009,SMCENTER,1301,0.34549011873442775
PC1010,SMCENTER,1301,0.9758314593308073
PC1011,SMCENTER,1301,0.277327151378467
PC1012,SMCENTER,1301,0.2706352893333356
PC1013,SMCENTER,1301,0.19696018520128192
PC1014,SMCENTER,1301,0.769555129808956
PC1015,SMCENTER,1301,0.05039444787717021
PC1016,SMCENTER,1301,0.3386124553646508
PC1017,SMCENTER,1301,0.5440655517332517
PC1018,SMCENTER,1301,0.29866038741445805
PC1019,SMCENTER,1301,0.699442493926818
PC1020,SMCENTER,1301,0.32749341058592873
PC1021,SMCENTER,1301,0.6607643525137932
PC1022,SMCENTER,1301,0.7876058343612697
PC1023,SMCENTER,1301,0.1317663771417404
PC1024,SMCENTER,1301,0.573703350121129
PC1025,SMCENTER,1301,0.3122504646368896
PC1026,SMCENTER,1301,0.5086331179579372
PC1027,SMCENTER,1301,0.8347860033023484
PC1028,SMCENTER,1301,0.17876966309035613
PC1029,SMCENTER,1301,0.10553176100773405
PC1030,SMCENTER,1301,0.8431248920084498
PC1031,SMCENTER,1301,0.13547984699229138
PC1032,SMCENTER,1301,0.6872537330393067
PC1033,SMCENTER,1301,0.3333275032957613
PC1034,SMCENTER,1301,0.7711506721085646
PC1035,SMCENTER,1301,0.34712991637607093
PC1036,SMCENTER,1301,0.7286093214408529
PC1037,SMCENTER,1301,0.24087352764467235
PC1038,SMCENTER,1301,0.6629187820220899
PC1039,SMCENTER,1301,0.6236298462201149
PC1040,SMCENTER,1301,0.010041897584883679
PC1041,SMCENTER,1301,0.786218460055067
PC1042,SMCENTER,1301,0.31026841932928534
PC1043,SMCENTER,1301,0.7663264714267786
PC1044,SMCENTER,1301,0.8904942401865559
PC1045,SMCENTER,1301,0.6654182103038095
PC1046,SMCENTER,1301,0.4571120157600258
PC1047,SMCENTER,1301,0.5712995611688616
PC1048,SMCENTER,1301,0.7698953666724104
PC1049,SMCENTER,1301,0.6928439795655656
PC1050,SMCENTER,1301,0.8749058074988838
PC1051,SMCENTER,1301,0.4900315787666609
PC1052,SMCENTER,1301,0.4633462183453234
PC1053,SMCENTER,1301,0.8808154672239163
PC1054,SMCENTER,1301,0.3402657059521068
PC1055,SMCENTER,1301,0.5220115486165678
PC1056,SMCENTER,1301,0.19339661138640163
PC1057,SMCENTER,1301,0.7839076767904616
PC1058,SMCENTER,1301,0.9698867836860694
PC1059,SMCENTER,1301,0.7153666544874597
PC1060,SMCENTER,1301,0.9542177545888981
PC1061,SMCENTER,1301,0.7423256562426712
PC1062,SMCENTER,1301,0.8490529228064168
PC1063,SMCENTER,1301,0.09736198172853086
PC1064,SMCENTER,1301,0.7532228394878316
PC1065,SMCENTER,1301,0.3188577208734434
PC1066,SMCENTER,1301,0.9069667131822399
PC1067,SMCENTER,1301,0.5376785216653021
PC1068,SMCENTER,1301,0.9325396016657833
PC1069,SMCENTER,1301,0.46267807314781423
PC1070,SMCENTER,1301,0.8507692052351221
PC1071,SMCENTER,1301,0.23942235421314173
PC1072,SMCENTER,1301,0.9518022121345329
PC1073,SMCENTER,1301,0.9083256844209557
PC1074,SMCENTER,1301,0.4965321977642212
PC1075,SMCENTER,1301,0.5635034151085387
PC1076,SMCENTER,1301,0.9301721599202067
PC1077,SMCENTER,1301,0.4128766135235187
PC1078,SMCENTER,1301,0.045132069293259476
PC1079,SMCENTER,1301,0.1599575148780914
PC1080,SMCENTER,1301,0.8028005785942862
PC1081,SMCENTER,1301,0.8925867303409232
PC1082,SMCENTER,1301,0.6323021886855893
PC1083,SMCENTER,1301,0.5635803492017921
PC1084,SMCENTER,1301,0.8895686779218173
PC1085,SMCENTER,1301,0.9276543081982926
PC1086,SMCENTER,1301,0.7215605910120577
PC1087,SMCENTER,1301,0.5790283460561152
PC1088,SMCENTER,1301,0.33431601412301
PC1089,SMCENTER,1301,0.3699827768276929
PC1090,SMCENTER,1301,0.9203587346260678
PC1091,SMCENTER,1301,0.1837457073093833
PC1092,SMCENTER,1301,0.5370360442224414
PC1093,SMCENTER,1301,0.8985199131398933
PC1094,SMCENTER,1301,0.9567060807593342
PC1095,SMCENTER,1301,0.6659611578582004
PC1096,SMCENTER,1301,0.8108012950350587
PC1097,SMCENTER,1301,0.43136822081978576
PC1098,SMCENTER,1301,0.6984360382950351
PC1099,SMCENTER,1301,0.7342993550747094
PC1100,SMCENTER,1301,0.49966469841407923
PC1101,SMCENTER,1301,0.779357448368768
PC1102,SMCENTER,1301,0.7784705340232507
PC1103,SMCENTER,1301,0.7813991826335289
PC1104,SMCENTER,1301,0.9640524408827212
PC1105,SMCENTER,1301,0.9080925730836609
PC1106,SMCENTER,1301,0.7371141947127766
PC1107,SMCENTER,1301,0.6962978417753555
PC1108,SMCENTER,1301,0.19436641591143733
PC1109,SMCENTER,1301,0.1522168754598223
PC1110,SMCENTER,1301,0.9650765418480625
PC1111,SMCENTER,1301,0.43363708355232267
PC1112,SMCENTER,1301,0.44405497547644557
PC1113,SMCENTER,1301,0.6696328293205974
PC1114,SMCENTER,1301,0.5531393242176224
PC1115,SMCENTER,1301,0.5013139725070155
PC1116,SMCENTER,1301,0.7347863837754004
PC1117,SMCENTER,1301,0.38856728944401564
PC1118,SMCENTER,1301,0.5188377556858135
PC1119,SMCENTER,1301,0.853268328161093
PC1120,SMCENTER,1301,0.9346330880469051
PC1121,SMCENTER,1301,0.9159434275518278
PC1122,SMCENTER,1301,0.7770495028200727
PC1123,SMCENTER,1301,0.45704682029747645
PC1124,SMCENTER,1301,0.278462227511242
PC1125,SMCENTER,1301,0.9774467276191472
PC1126,SMCENTER,1301,0.6247537765782227
PC1127,SMCENTER,1301,0.39719937296956837
PC1128,SMCENTER,1301,0.8825755554790284
PC1129,SMCENTER,1301,0.0535628551476544
PC1130,SMCENTER,1301,0.11785871711581958
PC1131,SMCENTER,1301,0.881351566915306
PC1132,SMCENTER,1301,0.5341473222899038
PC1133,SMCENTER,1301,0.504601720055316
PC1134,SMCENTER,1301,0.5924573505453713
PC1135,SMCENTER,1301,0.22260496339205332
PC1136,SMCENTER,1301,0.163119852555626
PC1137,SMCENTER,1301,0.5823439237570283
PC1138,SMCENTER,1301,0.493454290849023
PC1139,SMCENTER,1301,0.46727671053080727
PC1140,SMCENTER,1301,0.6434262074471309
PC1141,SMCENTER,1301,0.8754935736020848
PC1142,SMCENTER,1301,0.8181276974212975
PC1143,SMCENTER,1301,0.5324016150625437
PC1144,SMCENTER,1301,0.9499145518872321
PC1145,SMCENTER,1301,0.8629047166699741
PC1146,SMCENTER,1301,0.793270967134873
PC1147,SMCENTER,1301,0.8008115226208473
PC1148,SMCENTER,1301,0.6816717091663569
PC1149,SMCENTER,1301,0.8184109574640759
PC1150,SMCENTER,1301,0.8770852784297811
PC1151,SMCENTER,1301,0.41857940939258526
PC1152,SMCENTER,1301,0.568412391764006
PC1153,SMCENTER,1301,0.4996719631530242
PC1154,SMCENTER,1301,0.1516537131732021
PC1155,SMCENTER,1301,0.7773801724309078
PC1156,SMCENTER,1301,0.8602656216795289
PC1157,SMCENTER,1301,0.48814981566623605
PC1158,SMCENTER,1301,0.7079412133110402
PC1159,SMCENTER,1301,0.7023843243587349
PC1160,SMCENTER,1301,0.433702636339386
PC1161,SMCENTER,1301,0.9231622747946899
PC1162,SMCENTER,1301,0.99421154591697
PC1163,SMCENTER,1301,0.5113826941180717
PC1164,SMCENTER,1301,0.8625862189410342
PC1165,SMCENTER,1301,0.8277392746930359
PC1166,SMCENTER,1301,0.5020136944534344
PC1167,SMCENTER,1301,0.4825608025797571
PC1168,SMCENTER,1301,0.8841894182365935
PC1169,SMCENTER,1301,0.4769971425773976
PC1170,SMCENTER,1301,0.9580306823864078
PC1171,SMCENTER,1301,0.7991454150754274
PC1172,SMCENTER,1301,0.8258860007244262
PC1173,SMCENTER,1301,0.6252514125726396
PC1174,SMCENTER,1301,0.903097901721374
PC1175,SMCENTER,1301,0.7207795919443998
PC1176,SMCENTER,1301,0.3798193455802181
PC1177,SMCENTER,1301,0.9606943090513786
PC1178,SMCENTER,1301,0.5108194508911531
PC1179,SMCENTER,1301,0.26250138995484396
PC1180,SMCENTER,1301,0.9354129184999332
PC1181,SMCENTER,1301,0.7350916245525883
PC1182,SMCENTER,1301,0.5794536743234218
PC1183,SMCENTER,1301,0.2754518643633484
PC1184,SMCENTER,1301,0.9461324608613023
PC1185,SMCENTER,1301,0.5218624694112144
PC1186,SMCENTER,1301,0.699985273669996
PC1187,SMCENTER,1301,0.670388028001413
PC1188,SMCENTER,1301,0.46004152698006257
PC1189,SMCENTER,1301,0.8694135168571326
PC1190,SMCENTER,1301,0.8655646579528543
PC1191,SMCENTER,1301,0.3764801176300263
PC1192,SMCENTER,1301,0.8387904981835976
PC1193,SMCENTER,1301,0.2338149475182028
PC1194,SMCENTER,1301,0.4273748250252057
PC1195,SMCENTER,1301,0.3225998720994635
PC1196,SMCENTER,1301,0.5283151858669087
PC1197,SMCENTER,1301,0.5470848641387098
PC1198,SMCENTER,1301,0.5619876647984696
PC1199,SMCENTER,1301,0.8711756597335267
PC1200,SMCENTER,1301,0.9324565507171055
PC1201,SMCENTER,1301,0.6378338012602078
PC1202,SMCENTER,1301,0.45515995790540065
PC1203,SMCENTER,1301,0.7010971603042098
PC1204,SMCENTER,1301,0.7907035566000468
PC1205,SMCENTER,1301,0.642446563386982
PC1206,SMCENTER,1301,0.6077522135466384
PC1207,SMCENTER,1301,0.918109531530491
