PC,covar,n,p
PC1208,SMCENTER,1301,0.9342766912950765
PC1209,SMCENTER,1301,0.9122120091758867
PC1210,SMCENTER,1301,0.6386245824130763
PC1211,SMCENTER,1301,0.17031225714055612
PC1212,SMCENTER,1301,0.7407654566663119
PC1213,SMCENTER,1301,0.8382093515184265
PC1214,SMCENTER,1301,0.38527648637166173
PC1215,SMCENTER,1301,0.5018894557907564
PC1216,SMCENTER,1301,0.9202731414346107
PC1217,SMCENTER,1301,0.9129703578555018
PC1218,SMCENTER,1301,0.49055000646953667
PC1219,SMCENTER,1301,0.933189490212237
PC1220,SMCENTER,1301,0.14967751529235618
PC1221,SMCENTER,1301,0.8742307143390855
PC1222,SMCENTER,1301,0.8158845094750116
PC1223,SMCENTER,1301,0.93114715049256
PC1224,SMCENTER,1301,0.8519339131665703
PC1225,SMCENTER,1301,0.7400849825836497
PC1226,SMCENTER,1301,0.7962072306821539
PC1227,SMCENTER,1301,0.19009743950223942
PC1228,SMCENTER,1301,0.07974069358984087
PC1229,SMCENTER,1301,0.7793684696537022
PC1230,SMCENTER,1301,0.20932334227873003
PC1231,SMCENTER,1301,0.34263958667085515
PC1232,SMCENTER,1301,0.9083030482380259
PC1233,SMCENTER,1301,0.9322393432008655
PC1234,SMCENTER,1301,0.6245495086509475
PC1235,SMCENTER,1301,0.9957044286913836
PC1236,SMCENTER,1301,0.5381800826190792
PC1237,SMCENTER,1301,0.3395002766008338
PC1238,SMCENTER,1301,0.3401862113933623
PC1239,SMCENTER,1301,0.8912980855328583
PC1240,SMCENTER,1301,0.5846775987875562
PC1241,SMCENTER,1301,0.8756816847978071
PC1242,SMCENTER,1301,0.6515836317095858
PC1243,SMCENTER,1301,0.32842071444762694
PC1244,SMCENTER,1301,0.7598279539267825
PC1245,SMCENTER,1301,0.7484600489707136
PC1246,SMCENTER,1301,0.47921213797292583
PC1247,SMCENTER,1301,0.7855903508885751
PC1248,SMCENTER,1301,0.9942235337369963
PC1249,SMCENTER,1301,0.9723835474185591
PC1250,SMCENTER,1301,0.5934543579815906
PC1251,SMCENTER,1301,0.7987347433713089
PC1252,SMCENTER,1301,0.9073136891641309
PC1253,SMCENTER,1301,0.8995421977157804
PC1254,SMCENTER,1301,0.8983933089945084
PC1255,SMCENTER,1301,0.915411583249869
PC1256,SMCENTER,1301,0.14989736254819258
PC1257,SMCENTER,1301,0.8165242452088235
PC1258,SMCENTER,1301,0.975791754087737
PC1259,SMCENTER,1301,0.84040887926688
PC1260,SMCENTER,1301,0.996292643614308
PC1261,SMCENTER,1301,0.15682637645401287
PC1262,SMCENTER,1301,0.914412684135611
PC1263,SMCENTER,1301,0.7709539452823521
PC1264,SMCENTER,1301,0.8548735100243401
PC1265,SMCENTER,1301,0.9306742139483415
PC1266,SMCENTER,1301,0.8282798610144875
PC1267,SMCENTER,1301,0.7320774180784932
PC1268,SMCENTER,1301,0.8639627104581948
PC1269,SMCENTER,1301,0.36733685145134437
PC1270,SMCENTER,1301,0.8254196522715316
PC1271,SMCENTER,1301,0.6223208716432387
PC1272,SMCENTER,1301,0.8681951390625143
PC1273,SMCENTER,1301,0.5184950432187618
PC1274,SMCENTER,1301,0.8673314375006218
PC1275,SMCENTER,1301,0.7173288514842175
PC1276,SMCENTER,1301,0.7134814643471791
PC1277,SMCENTER,1301,0.8445244815692574
PC1278,SMCENTER,1301,0.6990975953132834
PC1279,SMCENTER,1301,0.8537525382598037
PC1280,SMCENTER,1301,0.6664029261371629
PC1281,SMCENTER,1301,0.6089196386284583
PC1282,SMCENTER,1301,0.9881049112594664
PC1283,SMCENTER,1301,0.7821992333239642
PC1284,SMCENTER,1301,0.8827262233410993
PC1285,SMCENTER,1301,0.7824101004014479
PC1286,SMCENTER,1301,0.9977242895876635
PC1287,SMCENTER,1301,0.8987673860965053
PC1288,SMCENTER,1301,0.7388940902549535
PC1289,SMCENTER,1301,0.48150147473889754
PC1290,SMCENTER,1301,0.9288767454341103
PC1291,SMCENTER,1301,0.9018034375687394
PC1292,SMCENTER,1301,0.2859068478015739
PC1293,SMCENTER,1301,0.7156000508310948
PC1294,SMCENTER,1301,0.6012517772126396
PC1295,SMCENTER,1301,0.7441840317736957
PC1296,SMCENTER,1301,0.6262203484219528
PC1297,SMCENTER,1301,0.9547404120442349
PC1298,SMCENTER,1301,0.5409124749185807
PC1299,SMCENTER,1301,0.3002807367597061
PC1300,SMCENTER,1301,0.7004529948356082
PC1301,SMCENTER,1301,0.5737787358556523
PC1,SMNABTCH,1301,0.1966270876295531
PC2,SMNABTCH,1301,0.6544234215594392
PC3,SMNABTCH,1301,0.6608930384276381
PC4,SMNABTCH,1301,0.12890867207910098
PC5,SMNABTCH,1301,0.23793165206208472
PC6,SMNABTCH,1301,5.298244269948396e-4
PC7,SMNABTCH,1301,0.4546676588585784
PC8,SMNABTCH,1301,0.1335793192178331
PC9,SMNABTCH,1301,0.21739838254293933
PC10,SMNABTCH,1301,2.1102995781117963e-4
PC11,SMNABTCH,1301,0.3751258401968099
PC12,SMNABTCH,1301,0.08572720933409918
PC13,SMNABTCH,1301,2.1966555249440386e-10
PC14,SMNABTCH,1301,0.1571158587053473
PC15,SMNABTCH,1301,0.07446220903558393
PC16,SMNABTCH,1301,6.583806429095899e-5
PC17,SMNABTCH,1301,0.3707787550446502
PC18,SMNABTCH,1301,0.04095652527292775
PC19,SMNABTCH,1301,0.3928205869405649
PC20,SMNABTCH,1301,0.24523868234529067
PC21,SMNABTCH,1301,0.8030193276021295
PC22,SMNABTCH,1301,0.001439134407220334
PC23,SMNABTCH,1301,3.528059064940974e-8
PC24,SMNABTCH,1301,0.00225549816616111
PC25,SMNABTCH,1301,6.047691279177469e-4
PC26,SMNABTCH,1301,0.1907996597128174
PC27,SMNABTCH,1301,0.06705841547763117
PC28,SMNABTCH,1301,0.10896245972428024
PC29,SMNABTCH,1301,0.17404254026445867
PC30,SMNABTCH,1301,0.2708551669996963
PC31,SMNABTCH,1301,0.309667094713461
PC32,SMNABTCH,1301,0.15343014995560414
PC33,SMNABTCH,1301,0.1296429708652069
PC34,SMNABTCH,1301,0.05843059094021875
PC35,SMNABTCH,1301,0.6066907316612333
PC36,SMNABTCH,1301,0.16987651032004425
PC37,SMNABTCH,1301,0.022131885461218095
PC38,SMNABTCH,1301,0.21147938395532728
PC39,SMNABTCH,1301,0.028936152241674933
PC40,SMNABTCH,1301,0.08328642191936052
PC41,SMNABTCH,1301,0.41207702857870093
PC42,SMNABTCH,1301,0.7158027656474408
PC43,SMNABTCH,1301,0.12563122746661268
PC44,SMNABTCH,1301,0.207469360308557
PC45,SMNABTCH,1301,0.8408914050454102
PC46,SMNABTCH,1301,0.08692642824631003
PC47,SMNABTCH,1301,0.24806894452210002
PC48,SMNABTCH,1301,7.274107856474954e-4
PC49,SMNABTCH,1301,0.8711331034653399
PC50,SMNABTCH,1301,0.003834639944546849
PC51,SMNABTCH,1301,0.008913282594430945
PC52,SMNABTCH,1301,2.978760388451056e-4
PC53,SMNABTCH,1301,0.10526161496596659
PC54,SMNABTCH,1301,0.0010488420920787003
PC55,SMNABTCH,1301,0.32878439239506757
PC56,SMNABTCH,1301,0.07018263329801155
PC57,SMNABTCH,1301,0.34229940761832295
PC58,SMNABTCH,1301,0.6234436365579443
PC59,SMNABTCH,1301,0.2791201695823936
PC60,SMNABTCH,1301,0.0017471112547390916
PC61,SMNABTCH,1301,0.3335745598668046
PC62,SMNABTCH,1301,0.05635882733199052
PC63,SMNABTCH,1301,0.03259055474784508
PC64,SMNABTCH,1301,0.03336103044344548
PC65,SMNABTCH,1301,0.32935892813151646
PC66,SMNABTCH,1301,0.550532843747473
PC67,SMNABTCH,1301,0.08481454767180255
PC68,SMNABTCH,1301,0.49032413012150294
PC69,SMNABTCH,1301,0.00410772243615909
PC70,SMNABTCH,1301,0.23062687321141784
PC71,SMNABTCH,1301,0.06918846561268457
PC72,SMNABTCH,1301,0.13361960815372317
PC73,SMNABTCH,1301,0.29165919626061726
PC74,SMNABTCH,1301,0.6867184541307668
PC75,SMNABTCH,1301,0.5959044815708359
PC76,SMNABTCH,1301,0.01443780545619321
PC77,SMNABTCH,1301,0.6771545774694216
PC78,SMNABTCH,1301,0.090913088809481
PC79,SMNABTCH,1301,0.2188197039276933
PC80,SMNABTCH,1301,0.03394140974052446
PC81,SMNABTCH,1301,0.09801528732947735
PC82,SMNABTCH,1301,0.10570279197429636
PC83,SMNABTCH,1301,0.16970447472015318
PC84,SMNABTCH,1301,0.730461803365894
PC85,SMNABTCH,1301,0.4091312282567527
PC86,SMNABTCH,1301,0.14033267608335337
PC87,SMNABTCH,1301,0.28584531764093224
PC88,SMNABTCH,1301,0.03209375085969956
PC89,SMNABTCH,1301,0.0610071903604789
PC90,SMNABTCH,1301,0.3525196571738343
PC91,SMNABTCH,1301,0.049298263183973214
PC92,SMNABTCH,1301,0.9012741477174211
PC93,SMNABTCH,1301,0.02261224068866531
PC94,SMNABTCH,1301,0.10744850961398934
PC95,SMNABTCH,1301,0.06747307529859183
PC96,SMNABTCH,1301,0.06796166072405961
PC97,SMNABTCH,1301,0.005108077154892149
PC98,SMNABTCH,1301,2.507103086614061e-4
PC99,SMNABTCH,1301,0.018019334288107564
PC100,SMNABTCH,1301,0.12217909862040863
PC101,SMNABTCH,1301,0.09323278391498184
PC102,SMNABTCH,1301,0.5487941188514207
PC103,SMNABTCH,1301,0.10083376688952735
PC104,SMNABTCH,1301,0.2936900917409558
PC105,SMNABTCH,1301,0.4217074018599006
PC106,SMNABTCH,1301,0.0075964385519249845
PC107,SMNABTCH,1301,0.03277144133035641
PC108,SMNABTCH,1301,0.010930068385223654
PC109,SMNABTCH,1301,0.4266792812594481
PC110,SMNABTCH,1301,0.004289168921894129
PC111,SMNABTCH,1301,0.044443643803694165
PC112,SMNABTCH,1301,0.3282422142551117
PC113,SMNABTCH,1301,0.4053017879777828
PC114,SMNABTCH,1301,0.07473501298281142
PC115,SMNABTCH,1301,0.7132107194594088
PC116,SMNABTCH,1301,0.2289440222368634
PC117,SMNABTCH,1301,0.7315544955101565
PC118,SMNABTCH,1301,0.0918287771234885
PC119,SMNABTCH,1301,0.1319040174568301
PC120,SMNABTCH,1301,0.23860082710039734
PC121,SMNABTCH,1301,0.013209213968383145
PC122,SMNABTCH,1301,0.3769785895823205
PC123,SMNABTCH,1301,0.0013595778221964277
PC124,SMNABTCH,1301,0.0015408550909468486
PC125,SMNABTCH,1301,0.003363318141038568
PC126,SMNABTCH,1301,0.03520131965345988
PC127,SMNABTCH,1301,0.17988521020558393
PC128,SMNABTCH,1301,0.14725126951239625
PC129,SMNABTCH,1301,0.46445812889473476
PC130,SMNABTCH,1301,0.31069586361634605
PC131,SMNABTCH,1301,0.5625869750262529
PC132,SMNABTCH,1301,0.3750252527474076
PC133,SMNABTCH,1301,0.6122338816772002
PC134,SMNABTCH,1301,0.03308373429113028
PC135,SMNABTCH,1301,0.06172029514780633
PC136,SMNABTCH,1301,0.028732843362273257
PC137,SMNABTCH,1301,0.011027730214961635
PC138,SMNABTCH,1301,0.03276029105502708
PC139,SMNABTCH,1301,0.6721956389633549
PC140,SMNABTCH,1301,0.6951417865837806
PC141,SMNABTCH,1301,3.9832768975423867e-4
PC142,SMNABTCH,1301,3.0572962710809774e-4
PC143,SMNABTCH,1301,0.007947419748980522
PC144,SMNABTCH,1301,0.2321534605596607
PC145,SMNABTCH,1301,0.1519949645254006
PC146,SMNABTCH,1301,0.01424590394113497
PC147,SMNABTCH,1301,0.022007289355106822
PC148,SMNABTCH,1301,0.1823287824897467
PC149,SMNABTCH,1301,0.4040182871511908
PC150,SMNABTCH,1301,6.126586591600093e-4
PC151,SMNABTCH,1301,0.34676869502393004
PC152,SMNABTCH,1301,0.5309741046416394
PC153,SMNABTCH,1301,0.5252838072987766
PC154,SMNABTCH,1301,0.7142286585075387
PC155,SMNABTCH,1301,0.29617017214050717
PC156,SMNABTCH,1301,0.8727395446633327
PC157,SMNABTCH,1301,0.05149530836848079
PC158,SMNABTCH,1301,0.08223160471834018
PC159,SMNABTCH,1301,0.06286775280059662
PC160,SMNABTCH,1301,0.35580880427109357
PC161,SMNABTCH,1301,0.1381388435732323
PC162,SMNABTCH,1301,0.23217410429093743
PC163,SMNABTCH,1301,0.012242800498207789
PC164,SMNABTCH,1301,0.21748013885801049
PC165,SMNABTCH,1301,0.2840387039891093
PC166,SMNABTCH,1301,0.14971873667499291
PC167,SMNABTCH,1301,0.019628770539282105
PC168,SMNABTCH,1301,0.7225232237572805
PC169,SMNABTCH,1301,0.6830104888874026
PC170,SMNABTCH,1301,0.23635347193449058
PC171,SMNABTCH,1301,0.5993862637250966
PC172,SMNABTCH,1301,2.165884445341559e-4
PC173,SMNABTCH,1301,0.15116230164650743
PC174,SMNABTCH,1301,0.11150138218031933
PC175,SMNABTCH,1301,0.5339299457514857
PC176,SMNABTCH,1301,0.2810536883316298
PC177,SMNABTCH,1301,0.1262259190759439
PC178,SMNABTCH,1301,0.021153513930717474
PC179,SMNABTCH,1301,0.3846753789669078
PC180,SMNABTCH,1301,0.8150178760127352
PC181,SMNABTCH,1301,0.1981377342226658
PC182,SMNABTCH,1301,0.13015479355498955
PC183,SMNABTCH,1301,0.0855219147159696
PC184,SMNABTCH,1301,0.0720198707964071
PC185,SMNABTCH,1301,0.3758611009994486
PC186,SMNABTCH,1301,0.11521549667075631
PC187,SMNABTCH,1301,4.0088732084652285e-4
PC188,SMNABTCH,1301,0.450599407021632
PC189,SMNABTCH,1301,0.08532278807850618
PC190,SMNABTCH,1301,0.14603388832251257
PC191,SMNABTCH,1301,0.10200071963728902
PC192,SMNABTCH,1301,0.2605315361805855
PC193,SMNABTCH,1301,0.016610993336680594
PC194,SMNABTCH,1301,0.3812276234936739
PC195,SMNABTCH,1301,0.18044773631163585
PC196,SMNABTCH,1301,0.3551976071870939
PC197,SMNABTCH,1301,0.8450844692806808
PC198,SMNABTCH,1301,0.6974966083784775
PC199,SMNABTCH,1301,0.07463344821599328
PC200,SMNABTCH,1301,0.08564216379865174
PC201,SMNABTCH,1301,0.33505895761600646
PC202,SMNABTCH,1301,0.19277718741285466
PC203,SMNABTCH,1301,0.15493003085114396
PC204,SMNABTCH,1301,0.6047670828360265
PC205,SMNABTCH,1301,0.04619409198241828
PC206,SMNABTCH,1301,5.3615421915556795e-6
PC207,SMNABTCH,1301,0.4488516316142346
PC208,SMNABTCH,1301,0.7733795279759951
PC209,SMNABTCH,1301,0.7864106576600041
PC210,SMNABTCH,1301,0.13400617393528377
PC211,SMNABTCH,1301,0.6368807891459571
PC212,SMNABTCH,1301,0.0556930582605055
PC213,SMNABTCH,1301,0.481013791580967
PC214,SMNABTCH,1301,0.4173418787567056
PC215,SMNABTCH,1301,0.1631727569187366
PC216,SMNABTCH,1301,0.5058282939242147
PC217,SMNABTCH,1301,0.007657532263252843
PC218,SMNABTCH,1301,0.09231844664344199
PC219,SMNABTCH,1301,0.8159601245045915
PC220,SMNABTCH,1301,0.42388956434749264
PC221,SMNABTCH,1301,0.8369202553200752
PC222,SMNABTCH,1301,0.008087922187081995
PC223,SMNABTCH,1301,0.6392132566884343
PC224,SMNABTCH,1301,0.9677469292653107
PC225,SMNABTCH,1301,0.16496462728439454
PC226,SMNABTCH,1301,0.2749334270362472
PC227,SMNABTCH,1301,0.6964261121127586
PC228,SMNABTCH,1301,0.3308090017351823
PC229,SMNABTCH,1301,0.1603931653807092
PC230,SMNABTCH,1301,0.08481272561932758
PC231,SMNABTCH,1301,0.3992821512564319
PC232,SMNABTCH,1301,0.4506600711988933
PC233,SMNABTCH,1301,0.5618709041886699
PC234,SMNABTCH,1301,0.8217812581128905
PC235,SMNABTCH,1301,0.5647323384957614
PC236,SMNABTCH,1301,0.1588260831808305
PC237,SMNABTCH,1301,0.9647322509397915
PC238,SMNABTCH,1301,0.9763023615430394
PC239,SMNABTCH,1301,0.8262169054456212
PC240,SMNABTCH,1301,0.20003999630904934
PC241,SMNABTCH,1301,0.135915860852522
PC242,SMNABTCH,1301,0.09700716536146292
PC243,SMNABTCH,1301,0.9456868405737736
PC244,SMNABTCH,1301,0.15912128760346733
PC245,SMNABTCH,1301,0.14685542172693647
PC246,SMNABTCH,1301,0.28458567552732067
PC247,SMNABTCH,1301,0.7301569759888773
PC248,SMNABTCH,1301,0.4253312773653013
PC249,SMNABTCH,1301,0.8616891259789828
PC250,SMNABTCH,1301,0.02655428558156887
PC251,SMNABTCH,1301,0.2584286175106663
PC252,SMNABTCH,1301,0.4474667153769216
PC253,SMNABTCH,1301,0.1567750534768695
PC254,SMNABTCH,1301,0.5031609126544587
PC255,SMNABTCH,1301,0.3673503058206528
PC256,SMNABTCH,1301,0.7454908461791686
PC257,SMNABTCH,1301,0.03413400315897549
PC258,SMNABTCH,1301,0.030307688888355798
PC259,SMNABTCH,1301,0.06853049038839873
PC260,SMNABTCH,1301,0.9248406834828224
PC261,SMNABTCH,1301,0.38315471975789805
PC262,SMNABTCH,1301,0.31630780248913737
PC263,SMNABTCH,1301,0.8767759881183066
PC264,SMNABTCH,1301,0.10886047103985905
PC265,SMNABTCH,1301,0.26066550258636334
PC266,SMNABTCH,1301,0.17866690691224835
PC267,SMNABTCH,1301,0.017212854617868104
PC268,SMNABTCH,1301,0.21057249672393943
PC269,SMNABTCH,1301,0.4132246640006752
PC270,SMNABTCH,1301,0.5327441608756521
PC271,SMNABTCH,1301,0.02617705467984906
PC272,SMNABTCH,1301,0.4088298750699249
PC273,SMNABTCH,1301,0.4208027613793659
PC274,SMNABTCH,1301,0.17726074292274932
PC275,SMNABTCH,1301,0.29108444914482423
PC276,SMNABTCH,1301,0.4892203634080838
PC277,SMNABTCH,1301,0.1476520117007889
PC278,SMNABTCH,1301,0.1458945279652079
PC279,SMNABTCH,1301,0.6417445169560723
PC280,SMNABTCH,1301,0.3591720493838936
PC281,SMNABTCH,1301,0.08316113984974545
PC282,SMNABTCH,1301,0.1586484752320156
PC283,SMNABTCH,1301,0.6609174969186753
PC284,SMNABTCH,1301,0.8603116419875965
PC285,SMNABTCH,1301,0.3152555632649325
PC286,SMNABTCH,1301,0.4168546251938047
PC287,SMNABTCH,1301,0.005248533763517266
PC288,SMNABTCH,1301,0.23519910901932065
PC289,SMNABTCH,1301,0.7973233728702559
PC290,SMNABTCH,1301,0.16232311865955767
PC291,SMNABTCH,1301,0.760830772378628
PC292,SMNABTCH,1301,0.3773072216648218
PC293,SMNABTCH,1301,0.14286534299639658
PC294,SMNABTCH,1301,0.3650837660920382
PC295,SMNABTCH,1301,0.2805076263362205
PC296,SMNABTCH,1301,0.059213835950148626
PC297,SMNABTCH,1301,0.005734410969254689
PC298,SMNABTCH,1301,2.3983774822279266e-4
PC299,SMNABTCH,1301,0.33526725578950467
PC300,SMNABTCH,1301,0.22377824617526332
PC301,SMNABTCH,1301,0.5996245340766146
PC302,SMNABTCH,1301,0.6657105838383219
PC303,SMNABTCH,1301,0.4485948317474146
PC304,SMNABTCH,1301,0.8520996438494024
PC305,SMNABTCH,1301,0.5566473191604268
PC306,SMNABTCH,1301,0.9304860427068821
PC307,SMNABTCH,1301,0.07421022837742872
PC308,SMNABTCH,1301,0.9671154269554612
PC309,SMNABTCH,1301,0.7218807610247138
PC310,SMNABTCH,1301,0.2904084210920083
PC311,SMNABTCH,1301,0.5191855096853487
PC312,SMNABTCH,1301,0.5557057736689084
PC313,SMNABTCH,1301,0.5452765716668841
PC314,SMNABTCH,1301,0.06406624418816648
PC315,SMNABTCH,1301,0.30241611714635175
PC316,SMNABTCH,1301,0.22969778834407448
PC317,SMNABTCH,1301,0.1594956577709944
PC318,SMNABTCH,1301,0.3074355009752734
PC319,SMNABTCH,1301,0.4736366676141364
PC320,SMNABTCH,1301,0.26286935112613236
PC321,SMNABTCH,1301,0.22305650990658976
PC322,SMNABTCH,1301,0.6781143432333725
PC323,SMNABTCH,1301,0.7066603476675357
PC324,SMNABTCH,1301,0.01056201885522755
PC325,SMNABTCH,1301,0.1529712466173844
PC326,SMNABTCH,1301,0.2860725281441698
PC327,SMNABTCH,1301,0.5716039538208331
PC328,SMNABTCH,1301,0.29721265879457426
PC329,SMNABTCH,1301,0.0017337953485562123
PC330,SMNABTCH,1301,0.032115880147449635
PC331,SMNABTCH,1301,0.6836974630579604
PC332,SMNABTCH,1301,0.4018556972974296
PC333,SMNABTCH,1301,0.9695538330351403
PC334,SMNABTCH,1301,0.42874704263340596
PC335,SMNABTCH,1301,0.5810179114251933
PC336,SMNABTCH,1301,0.6080455183376701
PC337,SMNABTCH,1301,0.1665341447590645
PC338,SMNABTCH,1301,0.4267802878501843
PC339,SMNABTCH,1301,0.03266879025109723
PC340,SMNABTCH,1301,0.958895761219012
PC341,SMNABTCH,1301,0.514004892622179
PC342,SMNABTCH,1301,0.7326834809822722
PC343,SMNABTCH,1301,0.4174614087748214
PC344,SMNABTCH,1301,0.03279977814274422
PC345,SMNABTCH,1301,0.048373106042256635
PC346,SMNABTCH,1301,0.20981379071979087
PC347,SMNABTCH,1301,0.15299182400529282
PC348,SMNABTCH,1301,0.7319034869746172
PC349,SMNABTCH,1301,0.7126744566083816
PC350,SMNABTCH,1301,0.44981017075635327
PC351,SMNABTCH,1301,0.11169087886225439
PC352,SMNABTCH,1301,0.5819283498010666
PC353,SMNABTCH,1301,0.583356112878856
PC354,SMNABTCH,1301,0.7896816091109633
PC355,SMNABTCH,1301,0.8453298178642422
PC356,SMNABTCH,1301,0.06403009360517735
PC357,SMNABTCH,1301,0.5518129377585357
PC358,SMNABTCH,1301,0.05379532742366644
PC359,SMNABTCH,1301,0.552700729671751
PC360,SMNABTCH,1301,0.0766347201720356
PC361,SMNABTCH,1301,0.007374852473468757
PC362,SMNABTCH,1301,0.4174496930680387
PC363,SMNABTCH,1301,0.7423034074277486
PC364,SMNABTCH,1301,0.03587962505186436
PC365,SMNABTCH,1301,0.6132736836856212
PC366,SMNABTCH,1301,0.1417094867321199
PC367,SMNABTCH,1301,0.020368657543370198
PC368,SMNABTCH,1301,0.9918172910954265
PC369,SMNABTCH,1301,0.9160742172526337
PC370,SMNABTCH,1301,0.3420685272571296
PC371,SMNABTCH,1301,0.2532055197275151
PC372,SMNABTCH,1301,0.1905947801518201
PC373,SMNABTCH,1301,0.08287555749742236
PC374,SMNABTCH,1301,0.29897348454160827
PC375,SMNABTCH,1301,0.0168658030892666
PC376,SMNABTCH,1301,0.0764243488822261
PC377,SMNABTCH,1301,0.48736263201452856
PC378,SMNABTCH,1301,0.8386769588169679
PC379,SMNABTCH,1301,0.2247292038497719
PC380,SMNABTCH,1301,0.6726422095400659
PC381,SMNABTCH,1301,0.9968027507624142
PC382,SMNABTCH,1301,0.4956918000672269
PC383,SMNABTCH,1301,0.35809825539571843
PC384,SMNABTCH,1301,0.9186949793523922
PC385,SMNABTCH,1301,0.9061701567050532
PC386,SMNABTCH,1301,0.25950996224785994
PC387,SMNABTCH,1301,0.1266484298607804
PC388,SMNABTCH,1301,0.09225498410425248
PC389,SMNABTCH,1301,0.11650551979950413
PC390,SMNABTCH,1301,0.5849060294354853
PC391,SMNABTCH,1301,0.4340501267395412
PC392,SMNABTCH,1301,0.23878692763976053
PC393,SMNABTCH,1301,0.7284877110158807
PC394,SMNABTCH,1301,0.5645386274779617
PC395,SMNABTCH,1301,0.008969272543366184
PC396,SMNABTCH,1301,0.497486137127103
PC397,SMNABTCH,1301,0.3036623233995171
PC398,SMNABTCH,1301,0.7102562164985753
PC399,SMNABTCH,1301,0.836810354192203
PC400,SMNABTCH,1301,0.8561286076003262
PC401,SMNABTCH,1301,0.8061997937464138
PC402,SMNABTCH,1301,0.5907502106938689
PC403,SMNABTCH,1301,0.5015608115867674
PC404,SMNABTCH,1301,0.0036029359006683214
PC405,SMNABTCH,1301,0.48678303266051226
PC406,SMNABTCH,1301,0.1266118622558079
PC407,SMNABTCH,1301,0.8739725426862825
PC408,SMNABTCH,1301,0.16424768751139268
PC409,SMNABTCH,1301,0.4853849905009556
PC410,SMNABTCH,1301,0.8736731573860171
PC411,SMNABTCH,1301,0.6461789822543538
PC412,SMNABTCH,1301,0.26700999194384556
PC413,SMNABTCH,1301,0.1392779146232072
PC414,SMNABTCH,1301,0.14335178433329085
PC415,SMNABTCH,1301,0.18154562162890406
PC416,SMNABTCH,1301,0.9906918569551899
PC417,SMNABTCH,1301,0.21482302353524205
PC418,SMNABTCH,1301,0.06954789712752689
PC419,SMNABTCH,1301,0.14557132425144828
PC420,SMNABTCH,1301,0.8794655150318784
PC421,SMNABTCH,1301,0.24849683306897932
PC422,SMNABTCH,1301,0.5384004434533067
PC423,SMNABTCH,1301,0.814194302674178
PC424,SMNABTCH,1301,0.03977564730152385
PC425,SMNABTCH,1301,0.30297049602462733
PC426,SMNABTCH,1301,0.16669742749150465
PC427,SMNABTCH,1301,0.8304825283638755
PC428,SMNABTCH,1301,0.6053908595545139
PC429,SMNABTCH,1301,0.8377010147125201
PC430,SMNABTCH,1301,0.5257933503574252
PC431,SMNABTCH,1301,0.2681359525226693
PC432,SMNABTCH,1301,0.21010497987896246
PC433,SMNABTCH,1301,0.13308023686637918
PC434,SMNABTCH,1301,0.4835234677774696
PC435,SMNABTCH,1301,0.5809619938673788
PC436,SMNABTCH,1301,0.6081796789128784
PC437,SMNABTCH,1301,0.6181327385922208
PC438,SMNABTCH,1301,0.16192423524670768
PC439,SMNABTCH,1301,0.020223606545623517
PC440,SMNABTCH,1301,0.03977923630296483
PC441,SMNABTCH,1301,0.4756043783562959
PC442,SMNABTCH,1301,0.6726007393961766
PC443,SMNABTCH,1301,0.04643070127676081
PC444,SMNABTCH,1301,0.8887378675046379
PC445,SMNABTCH,1301,0.043184725411719097
PC446,SMNABTCH,1301,0.2798868945945391
PC447,SMNABTCH,1301,0.5518421588426505
PC448,SMNABTCH,1301,0.30818494415401093
PC449,SMNABTCH,1301,0.034659463421570134
PC450,SMNABTCH,1301,0.4605112831888523
PC451,SMNABTCH,1301,0.515022060232088
PC452,SMNABTCH,1301,0.7086305599527518
PC453,SMNABTCH,1301,0.7145985776301793
PC454,SMNABTCH,1301,0.1036829430155826
PC455,SMNABTCH,1301,0.2667582381801651
PC456,SMNABTCH,1301,0.8915508111128498
PC457,SMNABTCH,1301,0.43941189220151405
PC458,SMNABTCH,1301,0.47660031247469165
PC459,SMNABTCH,1301,0.40732353617447126
PC460,SMNABTCH,1301,0.013954610053745061
PC461,SMNABTCH,1301,0.1552602007450767
PC462,SMNABTCH,1301,0.5455914422320274
PC463,SMNABTCH,1301,0.028651562514388256
PC464,SMNABTCH,1301,0.5555335299352107
PC465,SMNABTCH,1301,0.7982610448249728
PC466,SMNABTCH,1301,0.9495285059917746
PC467,SMNABTCH,1301,0.0829695652160564
PC468,SMNABTCH,1301,0.048975135129136
PC469,SMNABTCH,1301,0.1846789982737745
PC470,SMNABTCH,1301,0.024657269157992195
PC471,SMNABTCH,1301,0.8992588214046235
PC472,SMNABTCH,1301,0.33731303087800163
PC473,SMNABTCH,1301,0.2564789262970636
PC474,SMNABTCH,1301,0.5956109545896607
PC475,SMNABTCH,1301,0.41851004644145057
PC476,SMNABTCH,1301,0.8205504885145705
PC477,SMNABTCH,1301,6.603427863840172e-4
PC478,SMNABTCH,1301,0.11638557640179242
PC479,SMNABTCH,1301,0.6501712943167015
PC480,SMNABTCH,1301,0.27691818295936044
PC481,SMNABTCH,1301,0.28766868100160403
PC482,SMNABTCH,1301,0.09128348519998758
PC483,SMNABTCH,1301,0.9415602785120274
PC484,SMNABTCH,1301,0.38173439050364405
PC485,SMNABTCH,1301,0.3705677355091301
PC486,SMNABTCH,1301,0.7484374428529006
PC487,SMNABTCH,1301,0.009102987544476084
