gene_id	gene_symbol	log2FoldChange_female	padj_female	log2FoldChange_male	padj_male	log2FoldChange_interaction	padj_interaction	chr
ENSG00000172551.12	MUCL1	3.9187690865546476	0.0012913038408631534	-0.682958821820689	0.39325272196547817	4.601727908375337	0.0034149303200166677	12
ENSG00000161634.12	DCD	4.54241400983099	3.6198797589760254e-6	0.5768435020272599	0.4336336985439131	3.96557050780373	0.00602872712112172	12
