gene_id	gene_symbol	log2FoldChange_female	padj_female	log2FoldChange_male	padj_male	log2FoldChange_interaction	padj_interaction	chr
ENSG00000225972.1	MTND1P23	5.484515390880789	4.030573399627042e-8	-0.5291193873247829	0.6637923205654646	6.013634778205573	1.4888050179160237e-6	1
ENSG00000144820.8	ADGRG7	7.857176743867011	1.464179384661508e-5	0.296138228367788	0.9112276752235356	7.561038515499223	0.003794070013982248	3
ENSG00000276980.1	ENSG00000276980	2.2330128613754243	0.004987603297983177	-0.3108440064534168	0.6797314263898374	2.5438568678288416	0.015394267042807986	NA
ENSG00000180875.5	GREM2	2.323165678218355	1.7983044505409638e-4	0.1367551564296482	0.8643431633786376	2.1864105217887073	0.021887551439494647	1
ENSG00000112081.17	SRSF3	0.34511204746350177	0.03784334664910696	-0.11813115201736976	0.3205341022498654	0.4632431994808715	0.039383026639181064	6
