Mixture,adipocyte,aspc,b_cell,dendritic_cell,endothelial,lec,macrophage,mast_cell,mesothelium,monocyte,nk_cell,pericyte,smc,t_cell,P-value,Correlation,RMSE
GTEX-11XUK-2126-SM-5EQLR,0.126355331978112,0.100811765908704,0,0.0580829983750672,0.179801998334165,0,0.0590983767829679,0,0,0.0622516827699567,0.102513667345653,0.0769981313024021,0.0684556094471981,0.165630437755773,9999,0.629605446242006,0.779684327345672
GTEX-11ZTS-0226-SM-5EQKD,0.0832290080925229,0.13764237877683,0,0.0865750333820301,0.170210867667488,0,0.0878545156980297,0,0,0.00492711718047029,0.123340750628108,0.0663603044421182,0.0856589197444804,0.154201104387922,9999,0.618002945857998,0.789061914767593
GTEX-11ZTT-2526-SM-5EQM9,0.155808205944866,0.133554540969885,0,0.0751680415817891,0.167477464636773,0,0.0785900111128617,0,0,0.0310672628442534,0.116899416005511,0.0363236603772998,0.0589054162168107,0.14620598030995,9999,0.603145093504127,0.801721109400498
GTEX-11ZU8-2426-SM-5EQMV,0,0.225440911192238,0,0.0625791754894003,0.182621587455726,0,0.0381911233203494,0,0,0.0914234772215829,0.0714491056165893,0.069203485528615,0.0604315157730415,0.198659618402458,9999,0.63198996525471,0.781728638152517
GTEX-11ZUS-0726-SM-59886,0.0186714885802018,0.151595691152669,0,0.143334695871654,0.151711721026316,0,0.0540818297232523,0,0,0,0.105971693998498,0.026129173478814,0.194890183493909,0.153613522674685,9999,0.613269057885132,0.793605871008988
GTEX-11ZVC-2626-SM-5FQTA,0.0855642922110547,0.118887448147358,0,0.108826860684216,0.182408721665816,0,0.028683512623358,0,0,0.0334956547159371,0.126254342863137,0.0604018841090167,0.095736458235158,0.159740824744949,9999,0.639240584267445,0.771052103362227
GTEX-1211K-2226-SM-5FQU6,0.0217026645160467,0.267884085534679,0,0.0512495309749742,0.133153996878708,0,0.101715711964153,0,0,0.027250092081876,0.0838160687176159,0,0.129354295011756,0.183873554320191,9999,0.612465821361668,0.795274950739513
GTEX-12126-0426-SM-5Q5AP,0.111611780794986,0.144290508857667,0,0.114164374461673,0.175117977600213,0,0.0327303616892523,0,0,0.0235634343777338,0.102061811876755,0.0742387938052015,0.0769516195002144,0.145269337036304,9999,0.588293021226066,0.814675942635216
GTEX-1212Z-2426-SM-5EQ5D,0.0184914839549845,0.207565509639439,0,0.101096771909954,0.138088143243162,0,0.0727636280907012,0,0,0.0172011798710835,0.109181047556316,0.010247952014244,0.175486270828394,0.149878012891721,9999,0.614248639945984,0.792860196748431
GTEX-12584-0226-SM-5EQL5,0.0612379933414493,0.0288632453738927,0,0.0729261755742196,0.22625052874229,0,0.0799240614617102,0,0,0.0279606846611067,0.122355679168078,0.118211495012431,0.100400131228327,0.161870005436495,9999,0.63950245162516,0.771806058879531
GTEX-12696-2526-SM-5EQLN,0.14437507116968,0.0754120670637724,0,0.0267499741651447,0.179547738971621,0,0.0504906069993573,0,0,0.0351445706049259,0.105955338838544,0.0336857192395526,0.144954348053906,0.203684564893497,9999,0.611703470970333,0.794434649661513
GTEX-1269C-2726-SM-5EGJ4,0.0584257227701114,0.10721819643861,0,0.113024589582396,0.205179833259233,0,0.0340121750423752,0,0,0,0.10839036605182,0.117733252068406,0.0699127182762466,0.186103146510801,9999,0.628630059067088,0.781396060753027
GTEX-12C56-1626-SM-5FQUO,0.120157686864716,0.1459934061655,0,0.0299974466324576,0.150737745487865,0,0.113949120043479,0,0,0.0375741219546622,0.079904022075491,0.0340902601860995,0.0910703002241245,0.196525890365605,9999,0.601911764825928,0.802901556100199
GTEX-12KS4-0426-SM-5EQMC,0.162119648926334,0.0847059023088945,0,0.115407827107108,0.167077181862601,0,0.0679890611691309,0,0,0,0.113107018434757,0.0872356810094083,0.0537520209302281,0.148605658251538,9999,0.603906991945708,0.800878572689026
GTEX-12WSA-0326-SM-5BC6I,0.0516627518891177,0.124972926281228,0,0.00154705509092822,0.188130434000939,0,0.0908505941276465,0,0,0.0322846193303373,0.122988057166472,0.0481225144494008,0.164088488802353,0.175352558861577,9999,0.613215423185694,0.793691937333736
GTEX-12WSC-0226-SM-5EQ52,0.0609262418792784,0.135941098614168,0,0.10498004265375,0.169942143506054,0,0.0403938355958722,0,0,0.0226775241317929,0.120416180086147,0.0676627819666764,0.11493177114015,0.162128380426112,9999,0.634874977638593,0.774851199217079
GTEX-12WSD-0226-SM-59HKO,0.0300080930834385,0.219599166072959,0,0.0906909668099683,0.167633368591015,0,0.0426720763625302,0,0,0.00980085199788287,0.111021088445736,0.0247653673159624,0.146476140396434,0.157332880924074,9999,0.633125261941807,0.776208824955999
GTEX-12WSE-0626-SM-5PNXP,0.0999352920034927,0.115802319795838,0,0.14912873736448,0.176641425344028,0,0.0497132752199674,0,0,0.0150821064724969,0.109873032930848,0.07021907550942,0.0760915148873311,0.137513220472098,9999,0.513113785087598,0.87660274182420606
GTEX-12WSL-2426-SM-5GCN7,0,0.364671494488902,0.00711156183681441,0.0958513650187782,0.0945572493659014,0,0.0534921099124423,0,0,0.0559370719356976,0.0502114032376745,0.0291142065824336,0.132893895863496,0.11615964175786,9999,0.365254960029174,0.994823001481598
