depot	sex	age_bin_label	n	adipocyte	aspc	b_cell	dendritic_cell	endothelial	lec	macrophage	mast_cell	mesothelium	monocyte	nk_cell	pericyte	smc	t_cell	P-value
visceral	Male	20-29	35	0.09020977872336464	0.11012609705307479	0	0.014627484210731788	0.16688025356253017	0	0.10431574709335906	0	0.005932013382592036	0.058814454776356884	0.10613736530015713	0.1378902790729675	0.0327657795656249	0.1723007472592414	9999
visceral	Male	30-39	34	0.0769596033440376	0.12299798113850816	0.0012401450134123411	0.026574191342175153	0.1776705285130574	0	0.08730961928722583	0	0.0043855930164201865	0.052763352751245295	0.1127003204271212	0.12992707460345695	0.03778122277411454	0.1696903677892254	9999
visceral	Male	40-49	54	0.07256705108282652	0.13058472948637745	7.774466540867851e-5	0.03117151619174238	0.17599497319495663	1.6216054496581426e-4	0.09392157766839535	0	0.01035374790423612	0.045454100833303625	0.10381244143970457	0.12757969608256578	0.032859144677113254	0.17546111622840388	9999
visceral	Male	50-59	142	0.06576739979184926	0.1367005054402993	1.7203083249086297e-4	0.03799945998767251	0.17877726869532853	6.382642255804922e-5	0.08473789431122773	0	0.015939258152524116	0.044524330522014585	0.1078910501267133	0.11642626242712852	0.042182241901427185	0.16881847138876613	9999
visceral	Male	60-69	125	0.04836761623176977	0.14427026516833608	0.0014159758939483883	0.04014830026576821	0.18888867430971232	0	0.07480998340205308	0	0.020653644236872527	0.04474441553990337	0.10988586936592594	0.11040691674608948	0.04018915290050752	0.17621918593911332	9999
visceral	Male	70-79	17	0.04073556753480141	0.1399749073212956	0.002273563327941532	0.02430813079143695	0.18702639829723672	0	0.09815207936781038	0	0.03168383828282155	0.052938773044250986	0.10644879744525529	0.10806957899596675	0.03702839415683249	0.17135997143435058	9999
visceral	Female	20-29	18	0.09682382273812741	0.13971021155464877	0	0.015600110097337815	0.15574046260796218	0.002086387148574639	0.10249666694756475	0	0.005311640281979268	0.06702376702144361	0.09719916549625851	0.10456951510020072	0.04207922829095382	0.1713590227149487	9999
visceral	Female	30-39	18	0.08811791114735608	0.12260343301433856	7.660892856437699e-4	0.01812055886685099	0.16489191113572466	0	0.10766739694735483	0	0.003930711720008945	0.046737549771532695	0.11166286983954116	0.1318690983327172	0.032533600215470346	0.17109886972346094	9999
visceral	Female	40-49	36	0.07400372965081664	0.12414309229463821	1.44282825654365e-4	0.019771603485715203	0.18746006611209268	0	0.08855138306969827	0	0.018787311482354734	0.042361223813386396	0.1087638261003298	0.11435097584339374	0.04672469122388225	0.17493781409803758	9999
visceral	Female	50-59	54	0.06677584606672228	0.126365204944077	9.763109765955647e-4	0.02905907832243588	0.18033846350346078	0	0.09493805554757694	0	0.01183512203787789	0.048022000442904805	0.10782160536881119	0.12180354121747111	0.03692635924317358	0.17513841232889316	9999
visceral	Female	60-69	50	0.06653633606791923	0.13949722332759687	7.529860544317055e-4	0.033549590494206936	0.17732345462136923	0	0.08090495053233872	0	0.016660098261149576	0.0481346424825889	0.11035708262570734	0.11157928593788528	0.03998881150298158	0.17471553809182455	9999
visceral	Female	70-79	4	0.09325787901680055	0.13534537552070292	4.051766026190075e-4	0.026183559765332674	0.181769217591987	0	0.08027307438534241	0	0.01182375919207245	0.045992489598316075	0.10851907451190129	0.09111426042714078	0.0503773095991099	0.17493882378867426	9999
