depot	score_name	contrast	n	estimate	se	t	p	conf_low	conf_high
visceral	z_signed	peri_vs_pre	180	0.22317787156059254	0.20901321743522208	1.0677691789025754	0.2870870448358645	-0.18648803461244273	0.6328437777336278
visceral	z_signed	post_vs_pre	180	0.3713035351035413	0.2103296517035018	1.7653408927190244	0.07924064781890894	-0.04094258223532221	0.7835496524424048
visceral	ssgsea_all	peri_vs_pre	180	0.010720198606276977	0.030627161656662658	0.3500225951870044	0.7267402543332375	-0.04930903824078184	0.07074943545333578
visceral	ssgsea_all	post_vs_pre	180	0.030935658832488264	0.030820061635141144	1.0037507127245753	0.3168768001609425	-0.029471661972388374	0.0913429796373649
