depot	score_name	contrast	n	estimate	se	t	p	conf_low	conf_high
subcutaneous	z_signed	peri_vs_pre	233	0.6508214736384506	0.13208506248011834	4.9272905006681835	1.602851456418336e-6	0.3919347511774186	0.9097081960994825
subcutaneous	z_signed	post_vs_pre	233	0.9161611750553791	0.13363387588608708	6.855755466049179	6.573256516692026e-11	0.6542387783186484	1.1780835717921097
subcutaneous	ssgsea_all	peri_vs_pre	233	0.052003546118257984	0.026344754112248785	1.9739620987420545	0.04959338842018083	3.678280582503704e-4	0.1036392641782656
subcutaneous	ssgsea_all	post_vs_pre	233	0.09236275918137375	0.026653669500407408	3.4652924311214246	6.327121889464792e-4	0.040121566960575235	0.14460395140217228
