gene_symbol	direction	log2FoldChange	padj	model	n	estimate	se	t	p	padj_within_model	conf_low	conf_high
LINGO2	up_in_post	1.5371492644287772	0.00172112367346847	base	157	0.3613388676936724	0.09795258451158714	3.688916116868038	3.124315699286477e-4	0.014059420646789146	0.16935180205096162	0.5533259333363831
LINGO2	up_in_post	1.5371492644287772	0.00172112367346847	adj_comp	157	0.2512465613988385	0.0869073171785458	2.8909713192810647	0.004411320200321591	0.1985094090144716	0.08090821972888873	0.42158490306878826
LINGO2	up_in_post	1.5371492644287772	0.00172112367346847	adj_comp_tech	157	0.25258955344830103	0.08797584615675254	2.871123887779892	0.004690585727571832	0.21107635774073247	0.08015689498106607	0.425022211915536
C9ORF152	up_in_post	1.342500314259785	0.00289977663617464	base	157	0.272070330044752	0.13101573435503802	2.0766233260767883	0.03950852078221704	0.7590866627411985	0.015279490708877463	0.5288611693806266
C9ORF152	up_in_post	1.342500314259785	0.00289977663617464	adj_comp	157	0.1996183788348288	0.1342478140586277	1.4869395098504394	0.13912978450661048	1	-0.06350733672008152	0.4627440943897391
C9ORF152	up_in_post	1.342500314259785	0.00289977663617464	adj_comp_tech	157	0.1688672323996494	0.1349098689417048	1.2517040726843913	0.21265241583384834	1	-0.09555611072609205	0.43329057552539085
POU2F3	up_in_post	1.054346544833053	0.00350153052670191	base	157	0.3497981913199223	0.10427558846608004	3.3545549487232926	0.0010023451239116463	0.04189808298078027	0.14541803792640542	0.5541783447134392
POU2F3	up_in_post	1.054346544833053	0.00350153052670191	adj_comp	157	0.3112493532232005	0.10835380512827734	2.8725281299970984	0.004662651312617995	0.2051566577551918	0.09887589517177692	0.5236228112746242
POU2F3	up_in_post	1.054346544833053	0.00350153052670191	adj_comp_tech	157	0.3245419335810199	0.10967800558437397	2.9590429899945043	0.0035943596166258785	0.1653405423647904	0.1095730426356469	0.5395108245263929
NNAT	down_in_post	-1.012554327535281	0.00350153052670191	base	157	-0.8951404957842963	0.22412992864291986	-3.993846342629322	1.0068233362329216e-4	0.004631387346671439	-1.3344351559244192	-0.4558458356441734
NNAT	down_in_post	-1.012554327535281	0.00350153052670191	adj_comp	157	-0.3612786677883036	0.16616010543298493	-2.174280443833813	0.03125178414048754	1	-0.6869524744369541	-0.03560486113965311
NNAT	down_in_post	-1.012554327535281	0.00350153052670191	adj_comp_tech	157	-0.34759697188902244	0.1682705294392454	-2.065703204520572	0.04060035394691031	1	-0.6774072095899434	-0.017786734188101505
SERPINB7	up_in_post	1.612654341467176	0.00448523817146399	base	157	0.3105493186882828	0.13335200536751504	2.328793765286214	0.021178563896807067	0.5506426613169837	0.04917938816795331	0.5719192492086123
SERPINB7	up_in_post	1.612654341467176	0.00448523817146399	adj_comp	157	0.27150259180920866	0.12150257893229613	2.234541803104408	0.026925689801448886	0.9962505226536088	0.03335753710190825	0.5096476465165091
SERPINB7	up_in_post	1.612654341467176	0.00448523817146399	adj_comp_tech	157	0.28993657133591477	0.12298280071368009	2.3575375552791704	0.019705277024562526	0.7685058039579385	0.04889028193710179	0.5309828607347278
FOLH1	up_in_post	1.0917532640634	0.00485787742990267	base	157	0.4379690358419998	0.13411032538785014	3.2657368817455574	0.0013474998902216916	0.05120499582842428	0.17511279808181351	0.700825273602186
FOLH1	up_in_post	1.0917532640634	0.00485787742990267	adj_comp	157	0.2649908874866707	0.12941668877076903	2.0475789483073488	0.042345831779083326	1	0.011334177495963438	0.518647597477378
FOLH1	up_in_post	1.0917532640634	0.00485787742990267	adj_comp_tech	157	0.2548575076966599	0.13144861225751897	1.9388375679263348	0.05442382628708277	1	-0.0027817723280773032	0.5124967877213971
PCSK9	up_in_post	1.3995467178259935	0.00548577390209329	base	157	0.300723312158877	0.13396716304152625	2.2447539033551136	0.02621790095404261	0.6554475238510653	0.03814767259748553	0.5632989517202684
PCSK9	up_in_post	1.3995467178259935	0.00548577390209329	adj_comp	157	0.13436371538962483	0.11616620187143745	1.1566506714089422	0.24925385183708823	1	-0.09332204027839255	0.3620494710576422
PCSK9	up_in_post	1.3995467178259935	0.00548577390209329	adj_comp_tech	157	0.15400163112586987	0.11757301416814607	1.3098382500054453	0.1922800703366725	1	-0.07644147664369641	0.3844447388954362
PPFIA4	up_in_post	1.076801041599366	0.00658840452073811	base	157	0.4575895062322272	0.19309924251884736	2.3697115548631134	0.0190491810413883	0.5333770691588724	0.0791149908952864	0.836064021569168
PPFIA4	up_in_post	1.076801041599366	0.00658840452073811	adj_comp	157	0.02536748904106783	0.147961174374836	0.17144692956277402	0.8641034271776729	1	-0.2646364127336107	0.3153713908157464
PPFIA4	up_in_post	1.076801041599366	0.00658840452073811	adj_comp_tech	157	0.0450623800186322	0.1499641931739923	0.30048759683819776	0.7642269377455178	1	-0.24886743860239272	0.3389921986396571
PROK2	up_in_post	1.1158092410726417	0.00936245807465018	base	157	0.25878271618213317	0.1493711184746721	1.732481612407644	0.08520298008406169	1	-0.03398467602822414	0.5515501083924905
PROK2	up_in_post	1.1158092410726417	0.00936245807465018	adj_comp	157	0.1965232179808602	0.15483918974804486	1.2692085143344123	0.20633249918564056	1	-0.10696159392530774	0.5000080298870282
PROK2	up_in_post	1.1158092410726417	0.00936245807465018	adj_comp_tech	157	0.1957472482012551	0.15742329795851356	1.2434452253238986	0.21566988269865311	1	-0.11280241579743144	0.5042969121999417
CNGA3	up_in_post	1.34826937183363	0.01088767939427976	base	157	0.3405405140800628	0.12456757541516884	2.7337813467516083	0.006999671251709448	0.2309891513064118	0.09638806626633187	0.5846929618937937
CNGA3	up_in_post	1.34826937183363	0.01088767939427976	adj_comp	157	0.21394244631411571	0.12495857200801086	1.7121070037548145	0.08894352696724667	1	-0.03097635482158556	0.458861247449817
CNGA3	up_in_post	1.34826937183363	0.01088767939427976	adj_comp_tech	157	0.20892516490661966	0.1269451856180649	1.64579037707822	0.10192896620018706	1	-0.03988739890478751	0.45773772871802687
CPZ	up_in_post	1.1472706929984884	0.01262038965485038	base	157	0.29190283128608224	0.11196012191654305	2.6072035854308155	0.010031928713135326	0.3109897901071951	0.07246099232965789	0.5113446702425066
CPZ	up_in_post	1.1472706929984884	0.01262038965485038	adj_comp	157	0.15374815212595858	0.08681411072354847	1.7710041702270658	0.07859094452197536	1	-0.016407504892196417	0.32390380914411354
CPZ	up_in_post	1.1472706929984884	0.01262038965485038	adj_comp_tech	157	0.15717110431154518	0.08723114306003965	1.8017774248741312	0.07361585195652971	1	-0.013801936086132532	0.32814414470922293
COL11A1	up_in_post	1.236640904480705	0.0135256410356419	base	157	0.7846200245605215	0.25961556230185123	3.0222380261174604	0.0029423724023993213	0.10592540648637556	0.2757735224488931	1.29346652667215
COL11A1	up_in_post	1.236640904480705	0.0135256410356419	adj_comp	157	0.5542872699843685	0.22478741862243878	2.465828707768426	0.014796478461617652	0.5770626600030885	0.11370392948438851	0.9948706104843485
COL11A1	up_in_post	1.236640904480705	0.0135256410356419	adj_comp_tech	157	0.586203344737899	0.2277302835168825	2.574112391575895	0.011031535304222899	0.45229294747313886	0.1398519890448094	1.0325547004309887
TNS4	up_in_post	1.4028952730021091	0.01434147258655805	base	157	0.4285584574511962	0.23097548093106643	1.8554283585585325	0.06545910148574562	0.9818865222861842	-0.024153485173693978	0.8812704000760864
TNS4	up_in_post	1.4028952730021091	0.01434147258655805	adj_comp	157	0.3696319126716068	0.24194591949241373	1.527746008062751	0.12868156383459323	1	-0.1045820895335241	0.8438459148767377
TNS4	up_in_post	1.4028952730021091	0.01434147258655805	adj_comp_tech	157	0.35586292413733056	0.2454200424967331	1.4500157383929537	0.14917001071172756	1	-0.12516035915626633	0.8368862074309275
MGAT4C	up_in_post	1.3155745609475098	0.01482375896931728	base	157	0.27774611306727565	0.13119025929199413	2.1171245073087914	0.035866565816935286	0.7590866627411985	0.02061320485496715	0.5348790212795842
MGAT4C	up_in_post	1.3155745609475098	0.01482375896931728	adj_comp	157	0.11976767170637942	0.11347177132589756	1.0554842874744563	0.2929009377769918	1	-0.10263700009237978	0.3421723435051386
MGAT4C	up_in_post	1.3155745609475098	0.01482375896931728	adj_comp_tech	157	0.14286083482571554	0.11416915128237164	1.251308547195744	0.21279621993247694	1	-0.08091070168773287	0.36663237133916393
OTX1	up_in_post	1.2236022490527718	0.01591836620617979	base	157	0.2257124469668868	0.1415078262526227	1.5950527468632036	0.11276402702270172	1	-0.05164289248825371	0.5030677864220273
OTX1	up_in_post	1.2236022490527718	0.01591836620617979	adj_comp	157	0.2727208576549953	0.14648329980609442	1.8617880537645344	0.06458959808233418	1	-0.014386409964949776	0.5598281252749404
OTX1	up_in_post	1.2236022490527718	0.01591836620617979	adj_comp_tech	157	0.25635262245945906	0.1486575350474935	1.7244509158419643	0.08671428418799709	1	-0.0350161462336282	0.5477213911525463
ANKRD22	up_in_post	1.1257500620701597	0.01828340659411251	base	157	0.27043870900376693	0.12769322920168036	2.1178782202823965	0.0358016260249218	0.7590866627411985	0.020159979768473446	0.5207174382390605
ANKRD22	up_in_post	1.1257500620701597	0.01828340659411251	adj_comp	157	0.22156220623784265	0.13091633238569503	1.692395457467401	0.09264672563381808	1	-0.03503380523811958	0.47815821771380485
ANKRD22	up_in_post	1.1257500620701597	0.01828340659411251	adj_comp_tech	157	0.2309704979937613	0.13208134782465872	1.7486988268803887	0.08241639769034534	1	-0.027908943742569803	0.4898499397300924
ACAN	up_in_post	1.2426214696860425	0.0197697097507762	base	157	0.33644376124469655	0.24490241488312006	1.37378703025556	0.17151723449139553	1	-0.14356497192621875	0.8164524944156119
ACAN	up_in_post	1.2426214696860425	0.0197697097507762	adj_comp	157	6.14872566280812e-4	0.21143512200712514	0.002908090956903988	0.9976835463628668	1	-0.41379796656768447	0.41502771170024605
ACAN	up_in_post	1.2426214696860425	0.0197697097507762	adj_comp_tech	157	-0.021797423359409214	0.21240486944713968	-0.10262205106759027	0.9184018560656069	1	-0.43811096747580297	0.39451612075698456
PLEKHS1	up_in_post	1.0148897798720544	0.02027428795778854	base	157	0.17538286373853088	0.10536436320823624	1.6645368357792283	0.09805180489893753	1	-0.031131288149612135	0.3818970156266739
PLEKHS1	up_in_post	1.0148897798720544	0.02027428795778854	adj_comp	157	0.13359525566805633	0.10987062966305472	1.2159323749919246	0.2259207808214335	1	-0.0817511784715309	0.34894168980764356
PLEKHS1	up_in_post	1.0148897798720544	0.02027428795778854	adj_comp_tech	157	0.12594085016773807	0.11163714427662932	1.1281267626809328	0.26109185354669523	1	-0.0928679526144554	0.34474965294993154
ASB5	down_in_post	-1.2760162413618843	0.0203470217882068	base	157	-0.15458010312658688	0.10405133118747763	-1.485613892320777	0.13943885741273035	1	-0.35852071225404303	0.049360506000869275
ASB5	down_in_post	-1.2760162413618843	0.0203470217882068	adj_comp	157	-0.14859929168011932	0.10847960938078395	-1.3698361611766843	0.17278508278659183	1	-0.36121932606645585	0.06402074270621722
ASB5	down_in_post	-1.2760162413618843	0.0203470217882068	adj_comp_tech	157	-0.14082222389454055	0.10896185552649024	-1.292399282428745	0.19823308813791624	1	-0.35438746072646143	0.07274301293738031
F2RL2	up_in_post	1.077474061359597	0.02152328991221201	base	157	0.2898963399594866	0.16490539182867792	1.7579554964501294	0.08075480765240915	1	-0.03331822802472212	0.6131109079436954
F2RL2	up_in_post	1.077474061359597	0.02152328991221201	adj_comp	157	-0.004005779195561392	0.136433291594003	-0.029360716499325947	0.976615931061441	1	-0.27141503071980727	0.2634034723286845
F2RL2	up_in_post	1.077474061359597	0.02152328991221201	adj_comp_tech	157	-0.02377093378110519	0.13679020126953667	-0.1737765831213745	0.862278510841685	1	-0.29187972826939707	0.24433786070718672
LYPD6B	up_in_post	1.1477150726655756	0.0233926299767025	base	157	0.2283243789159748	0.10665357124059241	2.1408038780146765	0.03387417249459384	0.7590866627411985	0.019283379284413676	0.4373653785475359
LYPD6B	up_in_post	1.1477150726655756	0.0233926299767025	adj_comp	157	0.21279093110021238	0.11064169606213817	1.9232435751952461	0.05634389666751883	1	-0.004066793181578432	0.4296486553820032
LYPD6B	up_in_post	1.1477150726655756	0.0233926299767025	adj_comp_tech	157	0.19917491968899176	0.11223571094398782	1.7746127147391768	0.07801769370310999	1	-0.02080707376122437	0.4191569131392079
SEL1L2	down_in_post	-1.11941584072417	0.02354160350500537	base	157	-0.5417949269033222	0.15708475635776614	-3.449061127671516	7.269422444437417e-4	0.031789121832478985	-0.8496810493645439	-0.23390880444210055
SEL1L2	down_in_post	-1.11941584072417	0.02354160350500537	adj_comp	157	-0.4361866237626201	0.1600970028155868	-2.7245146135874667	0.007204988475761306	0.3098145044577362	-0.7499767492811702	-0.12239649824406995
SEL1L2	down_in_post	-1.11941584072417	0.02354160350500537	adj_comp_tech	157	-0.459495670619266	0.16194539090831478	-2.8373494796119823	0.005187452472952999	0.22824790880993195	-0.776908636799563	-0.14208270443896903
ERICH3	up_in_post	1.0230051425083275	0.02879096622395388	base	157	0.2127352373940761	0.07583436402366528	2.8052617059950395	0.005680815301714123	0.19314772025828017	0.06409988390769214	0.3613705908804601
ERICH3	up_in_post	1.0230051425083275	0.02879096622395388	adj_comp	157	0.12236275452189974	0.07374984741848013	1.6591594261554805	0.09917309981951379	1	-0.022186946418321335	0.26691245546212083
ERICH3	up_in_post	1.0230051425083275	0.02879096622395388	adj_comp_tech	157	0.12577764669323507	0.07480124605607509	1.6814913296891512	0.09477651025285783	1	-0.020832795576672114	0.27238808896314226
XDH	up_in_post	1.22421374885124	0.02879096622395388	base	157	0.31561451533131435	0.10790685408008079	2.924879221268815	0.00397047555569321	0.13896664444926238	0.10411708133435602	0.5271119493282727
XDH	up_in_post	1.22421374885124	0.02879096622395388	adj_comp	157	0.29108762892800455	0.11301027333795105	2.575762542025917	0.010968026442904845	0.4606571106020035	0.06958749318562049	0.5125877646703886
XDH	up_in_post	1.22421374885124	0.02879096622395388	adj_comp_tech	157	0.3069189149834656	0.1145129315416172	2.6802118402839303	0.00819169311545318	0.34405111084903356	0.08247356916189588	0.5313642608050353
PI15	down_in_post	-1.2607582815988234	0.02879096622395388	base	157	-0.44355651770859295	0.25144903444744915	-1.76400167407003	0.07972748857223337	1	-0.9363966252255933	0.04928358980840736
PI15	down_in_post	-1.2607582815988234	0.02879096622395388	adj_comp	157	-0.6514623353590178	0.2529753939409903	-2.5752003987825773	0.01098509688616892	0.4606571106020035	-1.1472941074833587	-0.15563056323467683
PI15	down_in_post	-1.2607582815988234	0.02879096622395388	adj_comp_tech	157	-0.5960953832887635	0.25315716772745833	-2.354645490150619	0.01985354773821035	0.7685058039579385	-1.092283432034582	-0.0999073345429452
DPYS	up_in_post	1.1266146219122013	0.02994286790441253	base	157	0.4299372415518553	0.16202262294741965	2.6535630255250253	0.008805798686015056	0.2817855579524818	0.11237290057491278	0.7475015825287978
DPYS	up_in_post	1.1266146219122013	0.02994286790441253	adj_comp	157	0.1859847929455773	0.1417651349696208	1.311921954473732	0.19155070871096863	1	-0.09187487159487945	0.46384445748603403
DPYS	up_in_post	1.1266146219122013	0.02994286790441253	adj_comp_tech	157	0.17454358772971976	0.14380212127471806	1.2137761681294919	0.22676661099557677	1	-0.10730856996872765	0.4563957454281672
GPR12	up_in_post	1.1875793008435536	0.03051104466366957	base	157	0.2973872073088832	0.17174091289314444	1.7316037413514547	0.08535976826817654	1	-0.039224981961679894	0.6339993965794463
GPR12	up_in_post	1.1875793008435536	0.03051104466366957	adj_comp	157	0.25406243856869204	0.17825194216521487	1.4252996936954063	0.15614810555748582	1	-0.09531136807512908	0.6034362452125132
GPR12	up_in_post	1.1875793008435536	0.03051104466366957	adj_comp_tech	157	0.23187430933499187	0.18063069697712272	1.2836927123431254	0.20125566437250875	1	-0.12216185674016866	0.5859104754101524
MSLN	up_in_post	1.069812441487464	0.03354356759523452	base	157	0.22169989209538135	0.12394786758409054	1.7886543465136457	0.07564917140670795	1	-0.02123792836943611	0.4646377125601988
MSLN	up_in_post	1.069812441487464	0.03354356759523452	adj_comp	157	0.22584069698664422	0.1302527900565993	1.7338645635806245	0.08499674671451649	1	-0.02945477152429038	0.4811361654975788
MSLN	up_in_post	1.069812441487464	0.03354356759523452	adj_comp_tech	157	0.2288346822610331	0.1324466871942922	1.7277493843643281	0.08611911006113511	1	-0.030760824639779638	0.48843018916184583
GAL3ST2	up_in_post	1.1228850711213438	0.03646889554319891	base	157	0.1928976635226878	0.09143097438203068	2.1097627453546948	0.036506205868914635	0.7590866627411985	0.013692953733907665	0.37210237331146795
GAL3ST2	up_in_post	1.1228850711213438	0.03646889554319891	adj_comp	157	0.1787612757549133	0.09525494159938898	1.8766614388020366	0.06250690791705983	1	-0.007938409779889105	0.3654609612897157
GAL3ST2	up_in_post	1.1228850711213438	0.03646889554319891	adj_comp_tech	157	0.18053844835657	0.09664356003259392	1.8680856571889715	0.0637271946564282	1	-0.008882929307314047	0.3699598260204541
FNDC1	up_in_post	1.0747232822579995	0.03781379696608474	base	157	0.3316437684738846	0.3114385348722896	1.0648771148691683	0.2886091868621433	1	-0.278775759875803	0.9420632968235723
FNDC1	up_in_post	1.0747232822579995	0.03781379696608474	adj_comp	157	0.11810878467131254	0.20152659215069116	0.5860704704568065	0.5587089944595239	1	-0.27688333594404213	0.5131009052866672
FNDC1	up_in_post	1.0747232822579995	0.03781379696608474	adj_comp_tech	157	0.13977292536821134	0.20423542767412703	0.6843715948793642	0.49481081174743924	1	-0.2605285128730776	0.5400743636095002
C5ORF46	up_in_post	1.6306256830862738	0.0424398235945129	base	157	0.23606771498256093	0.10916196930769208	2.162545403675916	0.03212971663750342	0.7590866627411985	0.022110255139484475	0.4500251748256374
C5ORF46	up_in_post	1.6306256830862738	0.0424398235945129	adj_comp	157	0.16847614032021524	0.11194410622179109	1.5050023266648727	0.13442626862672225	1	-0.050934307874495294	0.38788658851492575
C5ORF46	up_in_post	1.6306256830862738	0.0424398235945129	adj_comp_tech	157	0.15797320315395852	0.11364794584156968	1.3900225119262626	0.16660915902661852	1	-0.06477677069551804	0.38072317700343505
ROS1	up_in_post	1.2924038718762714	0.0424398235945129	base	157	0.30963067729294425	0.09226256386361849	3.355973043960028	9.975734043042922e-4	0.04189808298078027	0.12879605212025202	0.49046530246563647
ROS1	up_in_post	1.2924038718762714	0.0424398235945129	adj_comp	157	0.26498284741617784	0.0908880147219502	2.9154872424799736	0.004096426547587739	0.188435621189036	0.08684233856115545	0.44312335627120025
ROS1	up_in_post	1.2924038718762714	0.0424398235945129	adj_comp_tech	157	0.25080465046567224	0.09161699261611696	2.737534198667328	0.0069494971963459376	0.2988283794428753	0.071235344938083	0.43037395599326145
BARX2	up_in_post	1.717743507512352	0.0424398235945129	base	157	0.34583219469016513	0.1785850059592179	1.9365130506484973	0.05464783157323825	0.874365305171812	-0.004194416989901917	0.6958588063702322
BARX2	up_in_post	1.717743507512352	0.0424398235945129	adj_comp	157	0.3030968628822656	0.18676768670299893	1.6228549393785408	0.10672024999961943	1	-0.06296780305561228	0.6691615288201436
BARX2	up_in_post	1.717743507512352	0.0424398235945129	adj_comp_tech	157	0.325386132381462	0.18890291551729185	1.72250455473609	0.08706705572119477	1	-0.044863582032430016	0.6956358467953541
PRR15L	up_in_post	1.2306182052454682	0.0424398235945129	base	157	0.18582587744211204	0.14047863490942278	1.3228052618957187	0.18787385608060492	1	-0.08951224698035659	0.4611640018645807
PRR15L	up_in_post	1.2306182052454682	0.0424398235945129	adj_comp	157	0.16714153335819693	0.14661702606034321	1.1399872023690238	0.25610866717528186	1	-0.12022783772007578	0.45451090443646963
PRR15L	up_in_post	1.2306182052454682	0.0424398235945129	adj_comp_tech	157	0.16976621494301408	0.14890605045405605	1.1400894350857442	0.25609072446920617	1	-0.12208964394693578	0.46162207383296394
TTC6	up_in_post	1.3175758017444652	0.04546719812558076	base	157	0.13975568891294485	0.10587943422518324	1.319951225048237	0.1888227666840467	1	-0.0677680021684143	0.347279379994304
TTC6	up_in_post	1.3175758017444652	0.04546719812558076	adj_comp	157	0.11826829904797377	0.10900015300287272	1.0850287434445784	0.2796496939487855	1	-0.09537200083765675	0.3319085989336043
TTC6	up_in_post	1.3175758017444652	0.04546719812558076	adj_comp_tech	157	0.11293111999663506	0.11077710288975849	1.019444605885931	0.3096554965109555	1	-0.10419200166729158	0.3300542416605617
HSD17B2	up_in_post	1.2601751971050517	0.04587826007892551	base	157	0.3439774178874528	0.14153749774499413	2.4302917839284643	0.016243515039431847	0.47106193614352354	0.06656392230726427	0.6213909134676413
HSD17B2	up_in_post	1.2601751971050517	0.04587826007892551	adj_comp	157	0.2650362055112814	0.14566356842510506	1.8195092182404786	0.07082778258630153	1	-0.02046438860192451	0.5505367996244872
HSD17B2	up_in_post	1.2601751971050517	0.04587826007892551	adj_comp_tech	157	0.18641296032747665	0.13874006823493598	1.3436130073960582	0.18112994970916094	1	-0.0855175734129979	0.45834349406795116
GALNT5	up_in_post	1.07336664193897	0.04783557773972029	base	157	0.4850248392108615	0.18866137294189714	2.570875169875058	0.011097817579732357	0.3329345273919707	0.11524854824474312	0.8548011301769798
GALNT5	up_in_post	1.07336664193897	0.04783557773972029	adj_comp	157	0.19935443477481937	0.1196702854712304	1.665864119817326	0.09782751443791696	1	-0.03519932474879223	0.43390819429843097
GALNT5	up_in_post	1.07336664193897	0.04783557773972029	adj_comp_tech	157	0.1938200830640983	0.12161071862021133	1.5937746710419156	0.11311991637533546	1	-0.04453692543151591	0.4321770915597125
