depot	score_name	contrast	n	estimate	se	t	p	conf_low	conf_high
subcutaneous	z_signed	peri_vs_pre	233	0.8692275501290545	0.19566022113524897	4.442535866951751	1.3869096353786363e-5	0.48573351670396653	1.2527215835541425
subcutaneous	z_signed	post_vs_pre	233	1.021889915340861	0.19795450913283916	5.1622462141294925	5.308528116051596e-7	0.6338990774404962	1.4098807532412256
subcutaneous	ssgsea_all	peri_vs_pre	233	0.04019212034173959	0.02598868652925845	1.546523726641233	0.12336500622621924	-0.010745705255606967	0.09112994593908616
subcutaneous	ssgsea_all	post_vs_pre	233	0.0929915179096394	0.0262934267121697	3.536683100594075	4.907402529628609e-4	0.04145640155378679	0.144526634265492
