depot	score_name	contrast	n	estimate	se	t	p	conf_low	conf_high
visceral	z_signed	peri_vs_pre	180	0.26862280733113597	0.12388182398143788	2.1683794982820537	0.03147206953251508	0.025814432327517733	0.5114311823347542
visceral	z_signed	post_vs_pre	180	0.42589741185261376	0.12466207261981263	3.416415296988457	7.880018642577575e-4	0.181559749517781	0.6702350741874465
visceral	ssgsea_all	peri_vs_pre	180	-0.01509243850164811	0.029259876428480144	-0.5158066384367181	0.606636823944249	-0.07244179630146919	0.04225691929817297
visceral	ssgsea_all	post_vs_pre	180	0.007913486027350626	0.029444164793056983	0.2687624554124438	0.7884272704605807	-0.04979707696704106	0.06562404902174232
