model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
strict2	post_vs_pre	ENSG00000211448.14	DIO2	115.41533999726686	-0.7033978010597546	0.3058740607592856	6.558195382909553e-4	0.0728646389336109
strict2	post_vs_pre	ENSG00000068976.14	PYGM	2088.361877869953	-0.020369419155797246	0.04553374601138994	0.002359705184490115	0.12803208140000671
strict2	post_vs_pre	ENSG00000169710.9	FASN	245580.46426207217	-0.013030030486895989	0.040444624736847484	0.004788659318445007	0.17013215011697247
strict2	post_vs_pre	ENSG00000181856.15	SLC2A4	3160.1041951168886	-0.3108048369987215	0.3648398341026638	0.0060145776075211654	0.18692202588291526
strict2	post_vs_pre	ENSG00000188778.6	ADRB3	79.52084829829799	-0.010649575309221782	0.03933817690617437	0.007992577493092162	0.2127235845716674
strict2	post_vs_pre	ENSG00000061273.18	HDAC7	10996.010141740402	-0.05409135475662165	0.05500983585549798	0.04322904440826455	0.3911576602827744
strict2	post_vs_pre	ENSG00000104812.15	GYS1	6923.358380594412	-0.017920043369229297	0.04262949090316761	0.0488657028471867	0.40725709738727117
strict2	post_vs_pre	ENSG00000177666.17	PNPLA2	64708.62203576408	-0.014991699648502992	0.04097081109663299	0.05286019154768111	0.41932079377378706
strict2	post_vs_pre	ENSG00000170345.10	FOS	109974.26171418153	-0.011817584147480582	0.039536835272379986	0.05655489428373768	0.43018973097400387
strict2	post_vs_pre	ENSG00000155846.17	PPARGC1B	1170.902261584698	-0.025752177148574393	0.048978106916403856	0.06131626934186702	0.440635715592492
strict2	post_vs_pre	ENSG00000043591.6	ADRB1	510.9657690562815	-0.013306070909800212	0.04008390016335031	0.0666950398946159	0.45088625928755965
strict2	post_vs_pre	ENSG00000123689.6	G0S2	31163.924597713227	-0.00970533560597079	0.038721441210619705	0.07710509218848002	0.4688973396767554
strict2	post_vs_pre	ENSG00000112715.26	VEGFA	25867.072867392566	-0.014212627570833532	0.0403287728232178	0.08657642611337353	0.4892593838200001
strict2	post_vs_pre	ENSG00000169047.6	IRS1	2748.1295199487163	-0.020725949055848115	0.04348725419886049	0.08807465301088543	0.49294733493166987
strict2	post_vs_pre	ENSG00000074416.16	MGLL	19747.960255081016	-0.02226999303903761	0.04495255011803066	0.1298439860483443	0.5582607662425076
strict2	post_vs_pre	ENSG00000150594.7	ADRA2A	5794.913740150468	-0.010415814843045648	0.03874338583927274	0.13202653480699042	0.5621888866112265
strict2	post_vs_pre	ENSG00000173757.10	STAT5B	8594.255439654746	-0.03167090129535443	0.03608422266832407	0.14411042124841913	0.5783727554578253
strict2	post_vs_pre	ENSG00000170323.9	FABP4	179148.7138943343	-0.010859728027870686	0.038601724009288144	0.18137241221809391	0.6200320266953235
strict2	post_vs_pre	ENSG00000115170.16	ACVR1	2193.2815795003967	0.025136336893160877	0.04116635261678764	0.19189542713347407	0.6302965424572232
strict2	post_vs_pre	ENSG00000105221.18	AKT2	9857.529472324863	-0.016832846805752925	0.03895851418762065	0.24002067054191267	0.6722739639158831
strict2	post_vs_pre	ENSG00000079435.10	LIPE	36977.04117635591	-0.004625948152331436	0.03718756872776679	0.24818557941453034	0.6791162378985057
strict2	post_vs_pre	ENSG00000166819.12	PLIN1	63851.63807275149	-0.0062564551498422065	0.03759255284635663	0.2584255638990122	0.6880366012605487
strict2	post_vs_pre	ENSG00000175387.16	SMAD2	4672.439823314931	0.028113719622867392	0.03432397086285357	0.27566509997231153	0.6995013759488821
strict2	post_vs_pre	ENSG00000175445.17	LPL	75185.32204588944	-0.006554045963572439	0.03753238473326054	0.3138303925394496	0.7290831634296474
