model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
3group	post_vs_pre	ENSG00000169047.6	IRS1	2808.9511877267178	-0.275927075764921	0.08728860892045139	7.510885997195418e-5	0.010904277305509155
3group	post_vs_pre	ENSG00000176194.18	CIDEA	7945.947755404356	-0.5950799287093737	0.23517833269261315	4.0741524823997616e-4	0.0254817937392142
3group	post_vs_pre	ENSG00000061273.18	HDAC7	13509.493117648752	0.14466368493338058	0.054326226784101636	7.533856140429883e-4	0.03479423477535334
3group	post_vs_pre	ENSG00000011198.10	ABHD5	4994.994907703358	-0.3720042023442803	0.17667827051777377	9.090117808196701e-4	0.037572298634650475
3group	post_vs_pre	ENSG00000166819.12	PLIN1	86921.82317240826	-0.43511491240671996	0.20664277013397964	0.0010341854893395348	0.0401824153670465
3group	post_vs_pre	ENSG00000120738.8	EGR1	14513.487655685174	0.589700768436612	0.276430782832117	0.0011680697726170123	0.04237045299968466
3group	post_vs_pre	ENSG00000181856.15	SLC2A4	2191.235545758943	-0.33918671559745406	0.1871442008042742	0.002118647889194357	0.05698626593498018
3group	post_vs_pre	ENSG00000245848.3	CEBPA	5638.833110054033	-0.3615295850474225	0.2329249677882098	0.002794610868900531	0.06548128537081706
3group	post_vs_pre	ENSG00000123689.6	G0S2	28505.375413914513	-0.35596633076123324	0.27464538971848845	0.00376730257422523	0.07496476276564101
3group	post_vs_pre	ENSG00000175445.17	LPL	75848.03842267237	-0.32002510757477903	0.25250132126753627	0.003947828920164027	0.07644977010333613
3group	post_vs_pre	ENSG00000177666.17	PNPLA2	62022.33184851262	-0.24953285408934608	0.18362983207501385	0.004564002278208853	0.08263945872679136
3group	post_vs_pre	ENSG00000188778.6	ADRB3	15.383305974390195	-0.005790365616700077	0.053723811548474984	0.005200026759013439	0.08658177303862521
3group	post_vs_pre	ENSG00000164136.17	IL15	912.7292754902586	0.17693791639760958	0.12819223836136703	0.006050789101710675	0.09267301438469697
3group	post_vs_pre	ENSG00000150594.7	ADRA2A	9563.32972758332	-0.19033177951167293	0.15674020114820114	0.006684164078870685	0.09817363521716856
3group	post_vs_pre	ENSG00000155846.17	PPARGC1B	1012.8923185736319	-0.16471363178644896	0.1362006949291661	0.009196713562531772	0.11426738931513825
