model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
bins_40-49_50-59	50-59_vs_40-49	ENSG00000177606.8	JUN	41328.17320572111	7.0449547679878965e-6	0.0014426672415915347	0.17120758326534644	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000123689.6	G0S2	25867.92094281403	-7.5183789976044535e-6	0.0014426733287119591	0.11429305426782543	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000274286.2	ADRA2B	1048.7592544097183	6.345991319437208e-6	0.0014426600611599269	0.2507376328340803	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000153234.15	NR4A2	2134.8843744726273	-5.9854378089891094e-6	0.0014426685601553956	0.21484240672112798	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000115170.16	ACVR1	2697.037058130645	-1.401962122601622e-5	0.0014422904577473458	0.43057360059442673	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000169047.6	IRS1	2767.317257493487	-1.7793615577562137e-5	0.0014425673572116729	0.12163052792365933	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000011198.10	ABHD5	4802.016399219319	-3.57025627773753e-6	0.001442645920722898	0.5481506688662481	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000074416.16	MGLL	30584.824705278857	-5.260513803629322e-7	0.0014425493047596795	0.9561259018886957	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000163581.14	SLC2A2	0.716779988740554	1.5727410791183928e-6	0.001442692566831662	0.3177694010287512	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000184160.8	ADRA2C	1688.4646951121485	-3.66485195172163e-5	0.0014428883316094676	0.5427624175961567	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000109819.9	PPARGC1A	532.9546218455368	-7.748994656088841e-6	0.00144263304389584	0.27983136472404135	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000109424.4	UCP1	1.4504072233310603	2.218312256906679e-6	0.0014426915453873356	0.21508830175943483	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000164136.17	IL15	871.7530042470529	7.4282708809945725e-6	0.001442617910466867	0.34652625196442116	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000120738.8	EGR1	12421.666383782383	6.8708106965718796e-6	0.0014426857842754271	0.05516847719742959	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000169252.6	ADRB2	2856.161673735555	-5.7718023435026996e-5	0.0014432134664282184	0.12205578744311106	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000155846.17	PPARGC1B	970.301527613949	-1.484922082144306e-5	0.0014426135448622765	0.11012706142645817	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000112715.26	VEGFA	16340.922427518812	-2.696218160292795e-7	0.0014426617873585863	0.9523193465246013	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000174697.5	LEP	52156.707453095085	-1.6778762977624708e-6	0.0014426809801826508	0.5936326703779159	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000175445.17	LPL	69501.69291419059	-7.0564435786013225e-6	0.0014426664642809713	0.16518466752991548	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000188778.6	ADRB3	11.294896590022697	-3.0396618512561035e-6	0.0014426881169780977	0.2116231480803278	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000170323.9	FABP4	205381.00765076437	9.097981693222092e-7	0.0014426507612887527	0.8706959125169378	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000119508.18	NR4A3	1385.0165276468283	-4.358928874609399e-6	0.0014426706003313405	0.32632260387305095	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000136856.18	SLC2A8	1533.076969654165	7.97351518303335e-6	0.001442461297352202	0.5488389491077926	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000099246.18	RAB18	4606.062738863479	-2.5069423553975474e-6	0.001442137923352943	0.8996025824627734	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000266524.3	GDF10	1357.3286060090015	8.95670683757284e-6	0.0014426769123390226	0.06532234706777743	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000150594.7	ADRA2A	9432.163293400192	-1.476396117496747e-5	0.0014426450597959655	0.061803563013590974	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000043591.6	ADRB1	289.6958896928412	3.940210437270509e-6	0.0014426752712578595	0.3246528105584067	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000177666.17	PNPLA2	57861.36004179769	-7.110793715197335e-6	0.0014426379422734907	0.29855859824956815	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000068976.14	PYGM	964.1507661333145	-5.347065108067091e-6	0.0014426435797740016	0.048683277092778456	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000175564.13	UCP3	121.90164650983878	-2.077232382030349e-6	0.0014424793073710648	0.8677633914176057	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000110395.7	CBL	3700.487589564112	-2.0893044641634503e-5	0.0014424478575611101	0.1704608584056148	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000061273.18	HDAC7	13255.931171576112	2.7243205339491934e-5	0.001442420794119028	0.11104134360934675	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000123358.20	NR4A1	15949.473001479537	-1.0331243171179209e-5	0.0014426807209883845	0.9732431250973966	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000111537.5	IFNG	5.249457043594362	6.853288789929972e-7	0.001442689262767628	0.7389073591412815	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000170345.10	FOS	18606.274995689648	6.0099108266947965e-6	0.0014426804482198608	0.12498755271871922	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000211448.14	DIO2	256.4442237587791	-6.2237993874334225e-6	0.001442659909040795	0.6152390181155102	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000166819.12	PLIN1	82813.83608008715	-7.736748093720133e-6	0.0014426666321141178	0.141245236473908	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000181856.15	SLC2A4	2099.8435287413317	1.779484131129492e-5	0.0014426882267409848	0.07772695279427297	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000173757.10	STAT5B	10984.817012522306	-5.825637899389657e-6	0.0014420447651997525	0.7883410933648639	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000108840.16	HDAC5	5965.542892520475	-1.305356195195869e-5	0.0014423369986321054	0.43528466697482865	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000169710.9	FASN	123818.70936521035	-1.0190221438208762e-6	0.0014426738282536722	0.78929170591695	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000176194.18	CIDEA	7381.999674773654	-5.798761030204845e-6	0.0014426737067724322	0.18964834759022997	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000175387.16	SMAD2	6132.757135134796	-9.45669894016835e-6	0.0014417847279383515	0.7134175057752131	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000245848.3	CEBPA	5301.232547042669	-8.645817146871018e-6	0.0014426712922189363	0.09269102773496928	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000105221.18	AKT2	10228.133553707592	-4.127902632439358e-5	0.001442660123734243	0.00754442053698669	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000079435.10	LIPE	52252.95227056661	-3.841719926490167e-6	0.0014426656452765207	0.4181912287619069	0.9999930675120094
bins_40-49_50-59	50-59_vs_40-49	ENSG00000104812.15	GYS1	4641.243059547175	-6.582805990732668e-5	0.0014433700409922116	0.3575656034586899	0.9999930675120094
