model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
3group	peri_vs_pre	ENSG00000105221.18	AKT2	10732.98118320188	-0.21285864549674316	0.06797199055898186	8.2559239772363e-5	0.02343010323666302
3group	peri_vs_pre	ENSG00000123689.6	G0S2	28505.375413914513	-0.45440946182199	0.23379367424096922	0.0012183808189882093	0.06809539311796892
3group	peri_vs_pre	ENSG00000245848.3	CEBPA	5638.833110054033	-0.040667659097969135	0.07701807155556663	0.0019678043125768542	0.08364565524317062
3group	peri_vs_pre	ENSG00000175445.17	LPL	75848.03842267237	-0.37187672331823285	0.22892968329577854	0.0020140502829327053	0.08441631320720792
3group	peri_vs_pre	ENSG00000176194.18	CIDEA	7945.947755404356	-0.41652842320673356	0.28261903070179184	0.0026934211007100363	0.09571978750043401
3group	peri_vs_pre	ENSG00000169047.6	IRS1	2808.9511877267178	-0.1642608237896357	0.09744270261583052	0.003500605378432917	0.1054243677067744
3group	peri_vs_pre	ENSG00000068976.14	PYGM	1081.235948694287	-0.31408288707495136	0.23989352678317835	0.0034969039861843165	0.1054243677067744
3group	peri_vs_pre	ENSG00000155846.17	PPARGC1B	1012.8923185736319	-0.20385684907387908	0.1330929428213811	0.0036365259964813205	0.10707776832894934
3group	peri_vs_pre	ENSG00000061273.18	HDAC7	13509.493117648752	0.1106423032344063	0.056173150760761306	0.0037928724874340724	0.10933795068394661
3group	peri_vs_pre	ENSG00000188778.6	ADRB3	15.383305974390195	-0.015331652558388411	0.04546369479318533	0.004107586165291053	0.11068759834834785
3group	peri_vs_pre	ENSG00000166819.12	PLIN1	86921.82317240826	-0.03541742282440065	0.06581075558259937	0.0040937162214962144	0.11068759834834785
3group	peri_vs_pre	ENSG00000177666.17	PNPLA2	62022.33184851262	-0.2341325085362312	0.20265789199993733	0.0045196638921448234	0.11472007088407438
3group	peri_vs_pre	ENSG00000266524.3	GDF10	1293.4354028615637	0.28154008412835285	0.397147973485939	0.005684154647906475	0.12469544736405398
3group	peri_vs_pre	ENSG00000181856.15	SLC2A4	2191.235545758943	-0.23247892059726896	0.27405467748680934	0.005735751136721816	0.12471620551417975
3group	peri_vs_pre	ENSG00000274286.2	ADRA2B	1004.9337243189708	0.045500619975538815	0.08589444638516759	0.006135913419554104	0.12888101545266203
3group	peri_vs_pre	ENSG00000104812.15	GYS1	5058.300621838761	-0.1755447581672204	0.2466059976443029	0.006792850382090409	0.13364421144229777
3group	peri_vs_pre	ENSG00000150594.7	ADRA2A	9563.32972758332	-0.06269672117474856	0.13251257853316872	0.01163176420479763	0.16857411342699602
3group	peri_vs_pre	ENSG00000011198.10	ABHD5	4994.994907703358	-0.035571186595348275	0.06425041892020156	0.012124669502622967	0.1715047888005091
3group	peri_vs_pre	ENSG00000177606.8	JUN	43304.40644416174	0.029646065245115233	0.05666842340894386	0.013551173690180551	0.18138347112468536
3group	peri_vs_pre	ENSG00000079435.10	LIPE	56013.4547318109	-0.02259724561406045	0.04966451505665662	0.020829311739756617	0.21680277121882235
3group	peri_vs_pre	ENSG00000169710.9	FASN	139849.36619595316	-0.015499409593551767	0.04498821498036928	0.03901682028973837	0.28372810910412616
3group	peri_vs_pre	ENSG00000110395.7	CBL	3775.8208786175524	-0.060929242713556604	0.05652039319267772	0.04057848831571274	0.2895511483253595
3group	peri_vs_pre	ENSG00000120738.8	EGR1	14513.487655685174	0.014585542973576624	0.04448224131874655	0.05297479735170735	0.3203924889736387
3group	peri_vs_pre	ENSG00000164136.17	IL15	912.7292754902586	0.03653737638405395	0.05905658483817017	0.058436631317485124	0.3341564894658824
3group	peri_vs_pre	ENSG00000074416.16	MGLL	32429.72904340753	-0.03562504224445083	0.05639420711724538	0.07301140686766494	0.3630061200377173
3group	peri_vs_pre	ENSG00000184160.8	ADRA2C	1593.3710229980393	0.01986206110531314	0.04662661778501428	0.08572058098009311	0.3875489868065512
3group	peri_vs_pre	ENSG00000170323.9	FABP4	218888.89330278288	-0.017855711326712164	0.04545103772443432	0.09847508431571504	0.40681247420523803
3group	peri_vs_pre	ENSG00000112715.26	VEGFA	18095.18175929056	-0.014882926489244564	0.04417522978610527	0.10436434846908918	0.417308488082215
3group	peri_vs_pre	ENSG00000173757.10	STAT5B	11298.942392539746	-0.03486029337036438	0.03422965400093282	0.13852410438357202	0.4693266288777797
