model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
3group	peri_vs_pre	ENSG00000115170.16	ACVR1	2707.0612332144538	-0.03146701624090091	0.040346315083980656	0.17700153693983103	0.5231337898309802
3group	peri_vs_pre	ENSG00000119508.18	NR4A3	1465.6954433155645	-0.009415899487445154	0.04198810452487517	0.2557908886333934	0.6066679068190711
3group	peri_vs_pre	ENSG00000175387.16	SMAD2	6194.826194371923	-0.022985384949197846	0.028622309807351774	0.28378881594827177	0.6322712166908727
3group	peri_vs_pre	ENSG00000170345.10	FOS	20217.26852625479	0.007668601229120925	0.041581109113738926	0.3243814173102588	0.66745398680582
3group	peri_vs_pre	ENSG00000136856.18	SLC2A8	1585.1793044010362	-0.01957672999615323	0.03925920222379648	0.3263427724296479	0.6687778333013061
3group	peri_vs_pre	ENSG00000109819.9	PPARGC1A	552.734809573258	-0.011799276135008622	0.041418773070324544	0.35324658860315217	0.688955926806014
3group	peri_vs_pre	ENSG00000099246.18	RAB18	4660.56483963229	-0.019852741015537075	0.03243123853565459	0.36065956964768564	0.6942416601236158
3group	peri_vs_pre	ENSG00000175564.13	UCP3	128.41560292207507	-0.015983122664064552	0.03976284278195352	0.37523529277856	0.7044787896865417
3group	peri_vs_pre	ENSG00000174697.5	LEP	52248.44258841033	-0.005139032423907862	0.04131193448236924	0.38840703595031495	0.7139685101356523
3group	peri_vs_pre	ENSG00000153234.15	NR4A2	2173.0925763348173	-0.0075559763388257165	0.04112953622566322	0.4238536426816989	0.7385245760660131
3group	peri_vs_pre	ENSG00000123358.20	NR4A1	16238.200010532953	0.005971333633074749	0.04077468766182654	0.5266750236713691	0.7996840679065933
3group	peri_vs_pre	ENSG00000043591.6	ADRB1	307.7072926124653	0.004338494658647675	0.04088447153030125	0.5691188918449301	0.8212954142097924
3group	peri_vs_pre	ENSG00000211448.14	DIO2	261.4222843670624	0.0036583248116508343	0.04051814770463367	0.6810371110220186	0.8812872267052198
3group	peri_vs_pre	ENSG00000169252.6	ADRB2	3019.792093851566	0.0013321995335405876	0.03954923665430504	0.9082279609397546	0.9711672900365826
3group	peri_vs_pre	ENSG00000108840.16	HDAC5	5952.6463143624205	-9.796394673449358e-4	0.032770093990835136	0.9603375121597371	0.9862114383331632
3group	peri_vs_pre	ENSG00000163581.14	SLC2A2	0.7866396147950467	0.0034457402647515775	0.04140274669099798	0.2843653984531729	NA
3group	peri_vs_pre	ENSG00000109424.4	UCP1	1.440330733738168	0.002736402108732707	0.041237972396896194	0.4585139114773312	NA
3group	peri_vs_pre	ENSG00000111537.5	IFNG	6.039013243863505	0.005237303914054559	0.04157025725874882	0.21723898539189515	NA
