depot	comparison	score_name	model	effect	n	estimate	se	t	p	padj_within
subcutaneous	30-39_vs_60-69	fibroblast_ecm	tech_comp	male_old_vs_young	293	-4.689227891705366e-17	1.3828023451528334e-16	-0.3391104960258866	0.7347788763119074	1
subcutaneous	30-39_vs_60-69	fibroblast_ecm	tech_comp	female_old_vs_young	293	5.3549193952032066e-17	2.194962157076983e-16	0.24396408739612707	0.807436027812036	1
subcutaneous	30-39_vs_60-69	fibroblast_ecm	tech_comp	sex_interaction_female_minus_male	293	1.0044147286908572e-16	2.5183825999965693e-16	0.3988332546024681	0.6903179074044401	1
subcutaneous	30-39_vs_60-69	camp_pka_feedback	base	male_old_vs_young	293	0.24083538126634607	0.08654942270722592	2.782634172859006	0.005749533170815288	0.04024673219570702
subcutaneous	30-39_vs_60-69	camp_pka_feedback	base	female_old_vs_young	293	0.21023662487161027	0.14133813538523968	1.4874727496480462	0.13798782269720375	0.8279269361832224
subcutaneous	30-39_vs_60-69	camp_pka_feedback	base	sex_interaction_female_minus_male	293	-0.03059875639473579	0.16499533474281985	-0.18545225198294502	0.8530053223734703	1
subcutaneous	30-39_vs_60-69	camp_pka_feedback	tech	male_old_vs_young	293	0.1754450700762731	0.08785289429705842	1.9970323286451763	0.04677238329286687	0.37417906634293496
subcutaneous	30-39_vs_60-69	camp_pka_feedback	tech	female_old_vs_young	293	0.13747672403934297	0.14117389680752906	0.9738112154456806	0.33097607533492024	1
subcutaneous	30-39_vs_60-69	camp_pka_feedback	tech	sex_interaction_female_minus_male	293	-0.037968346036930126	0.16273127610383534	-0.23331929144771985	0.8156809687045075	1
subcutaneous	30-39_vs_60-69	camp_pka_feedback	tech_comp	male_old_vs_young	293	0.11626752635162842	0.08473708823009507	1.3720972572944163	0.17112362858920013	1
subcutaneous	30-39_vs_60-69	camp_pka_feedback	tech_comp	female_old_vs_young	293	0.07998684420765609	0.13450563098762688	0.5946728298312957	0.5525390107190604	1
subcutaneous	30-39_vs_60-69	camp_pka_feedback	tech_comp	sex_interaction_female_minus_male	293	-0.03628068214397232	0.15432459260796202	-0.23509332848937325	0.8143069173347652	1
subcutaneous	30-39_vs_60-69	receptor_desensitization	base	male_old_vs_young	293	-0.08246530797758292	0.10891139832480375	-0.7571779377182238	0.4495644396249757	0.8991288792499514
subcutaneous	30-39_vs_60-69	receptor_desensitization	base	female_old_vs_young	293	-0.25610251986867283	0.17785599810987193	-1.439943114600293	0.15097338458291046	0.8279269361832224
subcutaneous	30-39_vs_60-69	receptor_desensitization	base	sex_interaction_female_minus_male	293	-0.17363721189108988	0.20762556308084187	-0.83629977597451155	0.40368202779711215	1
subcutaneous	30-39_vs_60-69	receptor_desensitization	tech	male_old_vs_young	293	-0.010443688383256529	0.11077144391924282	-0.09428141417810199	0.9249518628821052	0.9841569934027281
subcutaneous	30-39_vs_60-69	receptor_desensitization	tech	female_old_vs_young	293	-0.17216605038629867	0.17800251793866953	-0.9672113202669312	0.33425844576166275	1
subcutaneous	30-39_vs_60-69	receptor_desensitization	tech	sex_interaction_female_minus_male	293	-0.16172236200304216	0.20518366035717936	-0.7881834339124242	0.43124449353069294	1
subcutaneous	30-39_vs_60-69	receptor_desensitization	tech_comp	male_old_vs_young	293	-0.04594793029279801	0.06953636665931645	-0.6607755409182273	0.5092957015306251	1
subcutaneous	30-39_vs_60-69	receptor_desensitization	tech_comp	female_old_vs_young	293	-0.2033277878362683	0.11037708598979842	-1.8421195487536317	0.06650749581559788	0.7980899497871745
subcutaneous	30-39_vs_60-69	receptor_desensitization	tech_comp	sex_interaction_female_minus_male	293	-0.15737985754347028	0.12664078599204948	-1.2427264748131823	0.21500097318916878	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	base	male_old_vs_young	293	-0.14009622359830115	0.07524854963175348	-1.8617797191294059	0.06365619077898246	0.25462476311592985
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	base	female_old_vs_young	293	0.0674422030709676	0.12288342732652054	0.5488307458398202	0.5835483174084061	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	base	sex_interaction_female_minus_male	293	0.20753842666926875	0.1434516747431325	1.4467480218749018	0.14905878895835165	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	tech	male_old_vs_young	293	-0.10363092251135475	0.07714879812612462	-1.3432603621632129	0.18025631485217183	0.7210252594086873
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	tech	female_old_vs_young	293	0.10330089795530886	0.12397310928260541	0.8332524573520795	0.40540012204329257	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	tech	sex_interaction_female_minus_male	293	0.2069318204666636	0.14290391306279138	1.4480486645298414	0.14870263037541012	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	tech_comp	male_old_vs_young	293	-0.03779867315093715	0.07287821038871166	-0.518655342239193	0.6044078481659176	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	tech_comp	female_old_vs_young	293	0.1749917642593876	0.11568169119718748	1.512700604982529	0.13147558573973167	1
subcutaneous	30-39_vs_60-69	alpha2_antilipolytic_axis	tech_comp	sex_interaction_female_minus_male	293	0.21279043741032475	0.13272700730163686	1.603218830412825	0.1100057657324627	1
subcutaneous	30-39_vs_60-69	camp_core	base	male_old_vs_young	293	-0.25743381410968375	0.07739037689290477	-3.3264318439219998	9.942019560556076e-4	0.009942019560556077
subcutaneous	30-39_vs_60-69	camp_core	base	female_old_vs_young	293	-0.28394235569992887	0.1263811037053963	-2.2467152713100176	0.025418355179108374	0.22876519661197536
subcutaneous	30-39_vs_60-69	camp_core	base	sex_interaction_female_minus_male	293	-0.02650854159024515	0.1475347927450906	-0.17967654339032008	0.8575332990762189	1
subcutaneous	30-39_vs_60-69	camp_core	tech	male_old_vs_young	293	-0.1928038060460405	0.0780669990767228	-2.4697222683884195	0.0141077165667768	0.141077165667768
subcutaneous	30-39_vs_60-69	camp_core	tech	female_old_vs_young	293	-0.2096751313322516	0.12544859859101704	-1.6714027393468687	0.09573974610893031	0.9573974610893031
subcutaneous	30-39_vs_60-69	camp_core	tech	sex_interaction_female_minus_male	293	-0.016871325286211103	0.14460471089769666	-0.11667203081749557	0.9072021272338389	1
subcutaneous	30-39_vs_60-69	camp_core	tech_comp	male_old_vs_young	293	-0.09970834168758169	0.07065496496739203	-1.4112007802084126	0.15928770813468335	1
subcutaneous	30-39_vs_60-69	camp_core	tech_comp	female_old_vs_young	293	-0.10943906091678753	0.11215266943728301	-0.9758043340911028	0.3299977544448519	1
subcutaneous	30-39_vs_60-69	camp_core	tech_comp	sex_interaction_female_minus_male	293	-0.00973071922920583	0.12867799581116635	-0.07562069309414457	0.9397744910838743	1
subcutaneous	30-39_vs_60-69	immediate_early	base	male_old_vs_young	293	0.38682748463133304	0.12543786092461578	3.083817611205952	0.0022426331348964408	0.017941065079171526
subcutaneous	30-39_vs_60-69	immediate_early	base	female_old_vs_young	293	0.42907678315928605	0.20484427065182528	2.094648689924014	0.03707890953586978	0.29663127628695823
subcutaneous	30-39_vs_60-69	immediate_early	base	sex_interaction_female_minus_male	293	0.042249298527953	0.23913113693076457	0.17667836598035913	0.8598856465364187	1
subcutaneous	30-39_vs_60-69	immediate_early	tech	male_old_vs_young	293	0.23235331592914593	0.12349089190790029	1.8815421310782614	0.060917313115455014	0.4264211918081851
subcutaneous	30-39_vs_60-69	immediate_early	tech	female_old_vs_young	293	0.257594459915486	0.1984418449769773	1.2980853909384455	0.19530750498408053	1
subcutaneous	30-39_vs_60-69	immediate_early	tech	sex_interaction_female_minus_male	293	0.02524114398634006	0.22874409076863247	0.11034664939987757	0.9122121251435642	1
subcutaneous	30-39_vs_60-69	immediate_early	tech_comp	male_old_vs_young	293	0.1158217944033116	0.11987546274829006	0.9661843362099031	0.3347797999466272	1
subcutaneous	30-39_vs_60-69	immediate_early	tech_comp	female_old_vs_young	293	0.14566585601383653	0.19028178916308303	0.7655270462534491	0.44459799581101334	1
subcutaneous	30-39_vs_60-69	immediate_early	tech_comp	sex_interaction_female_minus_male	293	0.029844061610524938	0.21831918394560154	0.13669921749964567	0.8913660883421877	1
visceral	40-49_vs_60-69	acute_beta_adrenergic	base	male_old_vs_young	265	-0.24810053115055794	0.1192688754486567	-2.080178338374299	0.038488669569423	0.19244334784711498
visceral	40-49_vs_60-69	acute_beta_adrenergic	base	female_old_vs_young	265	0.12119913416857644	0.15983935238111113	0.7582559135975269	0.44898455142553484	1
visceral	40-49_vs_60-69	acute_beta_adrenergic	base	sex_interaction_female_minus_male	265	0.3692996653191344	0.19880628926048521	1.8575854249523307	0.06435844373440804	0.6435844373440803
visceral	40-49_vs_60-69	acute_beta_adrenergic	tech	male_old_vs_young	265	-0.21659506040000281	0.12341531861810298	-1.7550095306259	0.08044460609895347	0.8848906670884882
visceral	40-49_vs_60-69	acute_beta_adrenergic	tech	female_old_vs_young	265	0.13428100584467978	0.16090533831562423	0.8345341879290579	0.40475208170078103	1
visceral	40-49_vs_60-69	acute_beta_adrenergic	tech	sex_interaction_female_minus_male	265	0.3508760662446826	0.1999330239961051	1.7549680349531351	0.08045171979560929	0.7240654781604836
visceral	40-49_vs_60-69	acute_beta_adrenergic	tech_comp	male_old_vs_young	265	-0.20734162985665225	0.12273191901329664	-1.6893863595026906	0.09236764204564575	1
visceral	40-49_vs_60-69	acute_beta_adrenergic	tech_comp	female_old_vs_young	265	0.04906765925402409	0.16264526797859033	0.301685132705386	0.76313798749266	1
visceral	40-49_vs_60-69	acute_beta_adrenergic	tech_comp	sex_interaction_female_minus_male	265	0.25640928911067634	0.2022512705203344	1.2677759128583417	0.20603436710881937	1
visceral	40-49_vs_60-69	adrenergic_receptors	base	male_old_vs_young	265	-0.2566546106855738	0.08744342038998636	-2.935093452897055	0.003632631583699042	0.03632631583699042
visceral	40-49_vs_60-69	adrenergic_receptors	base	female_old_vs_young	265	-0.09223157198252557	0.11718815686445785	-0.7870383360428003	0.43197624433597337	1
visceral	40-49_vs_60-69	adrenergic_receptors	base	sex_interaction_female_minus_male	265	0.16442303870304825	0.14575723853002617	1.1280608795917666	0.260334076065192	1
visceral	40-49_vs_60-69	adrenergic_receptors	tech	male_old_vs_young	265	-0.11524785120757153	0.08353670039254031	-1.3796074140589705	0.16890207598867843	1
visceral	40-49_vs_60-69	adrenergic_receptors	tech	female_old_vs_young	265	-0.023123979856510032	0.10891274429251438	-0.2123165659512204	0.8320277155024911	1
visceral	40-49_vs_60-69	adrenergic_receptors	tech	sex_interaction_female_minus_male	265	0.0921238713510615	0.13532959531400776	0.6807370637391236	0.49664834866215035	1
visceral	40-49_vs_60-69	adrenergic_receptors	tech_comp	male_old_vs_young	265	-0.06973870994954967	0.06716972275451352	-1.0382462081081543	0.30013892378210844	1
visceral	40-49_vs_60-69	adrenergic_receptors	tech_comp	female_old_vs_young	265	-0.013789758766930275	0.08901382497141501	-0.15491704542927548	0.877009264576631	1
visceral	40-49_vs_60-69	adrenergic_receptors	tech_comp	sex_interaction_female_minus_male	265	0.055948951182619396	0.1106897201381425	0.5054575177604047	0.6136741383586963	1
visceral	40-49_vs_60-69	lipolysis_core	base	male_old_vs_young	265	-0.3076590568946778	0.13170682753545632	-2.3359385587801365	0.020255001597760197	0.17879300325576586
visceral	40-49_vs_60-69	lipolysis_core	base	female_old_vs_young	265	-0.03725594295782969	0.1765081957740144	-0.2110720286639207	0.8329964058085043	1
visceral	40-49_vs_60-69	lipolysis_core	base	sex_interaction_female_minus_male	265	0.2704031139368481	0.21953879881986993	1.2316871340756128	0.21917880216553004	1
visceral	40-49_vs_60-69	lipolysis_core	tech	male_old_vs_young	265	-0.0793578295431974	0.12127565797539441	-0.654359092896435	0.5134633600528375	1
visceral	40-49_vs_60-69	lipolysis_core	tech	female_old_vs_young	265	0.046802638008061725	0.15811571038733604	0.2960024522130616	0.7674663199166084	1
visceral	40-49_vs_60-69	lipolysis_core	tech	sex_interaction_female_minus_male	265	0.12616046755125912	0.19646677015167008	0.6421465953446718	0.5213481628314027	1
visceral	40-49_vs_60-69	lipolysis_core	tech_comp	male_old_vs_young	265	0.002420559221519426	0.03187698348022321	0.07593438767570854	0.9395308383676982	1
visceral	40-49_vs_60-69	lipolysis_core	tech_comp	female_old_vs_young	265	0.026889247999456845	0.042243619770406284	0.636528028270297	0.5250032736206007	1
visceral	40-49_vs_60-69	lipolysis_core	tech_comp	sex_interaction_female_minus_male	265	0.024468688777937418	0.052530429419362194	0.4658002808733656	0.6417560659656038	1
visceral	40-49_vs_60-69	thermogenesis_program	base	male_old_vs_young	265	-0.07432224485504463	0.07599460781697481	-0.9779936628404229	0.32898655360772233	0.6579731072154447
visceral	40-49_vs_60-69	thermogenesis_program	base	female_old_vs_young	265	-0.11269324002918038	0.10184491848546717	-1.1065180443466232	0.26952508958425486	1
visceral	40-49_vs_60-69	thermogenesis_program	base	sex_interaction_female_minus_male	265	-0.03837099517413576	0.12667350075252834	-0.3029125661340807	0.7621987090004929	1
visceral	40-49_vs_60-69	thermogenesis_program	tech	male_old_vs_young	265	0.029380177708624125	0.07192216426410303	0.4084996330302038	0.6832457418318909	1
visceral	40-49_vs_60-69	thermogenesis_program	tech	female_old_vs_young	265	-0.0805339018750034	0.09377004656219297	-0.8588446399201615	0.39122346203500835	1
visceral	40-49_vs_60-69	thermogenesis_program	tech	sex_interaction_female_minus_male	265	-0.10991407958362752	0.11651402722674227	-0.943354909273963	0.34638193167320663	1
visceral	40-49_vs_60-69	thermogenesis_program	tech_comp	male_old_vs_young	265	0.05920437425658337	0.05836550512226479	1.0143726869588692	0.3113664423210506	1
visceral	40-49_vs_60-69	thermogenesis_program	tech_comp	female_old_vs_young	265	-0.06011607570633562	0.0773464091300332	-0.7772316308216676	0.43774255356833747	1
visceral	40-49_vs_60-69	thermogenesis_program	tech_comp	sex_interaction_female_minus_male	265	-0.11932044996291899	0.09618115369205832	-1.2405803567811777	0.21590100669234158	1
visceral	40-49_vs_60-69	adipocyte	base	male_old_vs_young	265	-0.31601360666270123	0.14314721751132659	-2.2076126393284348	0.028144759512671064	0.18009336180297394
visceral	40-49_vs_60-69	adipocyte	base	female_old_vs_young	265	-0.06481184297132708	0.1918401465268967	-0.3378429601138791	0.7357541467056135	1
visceral	40-49_vs_60-69	adipocyte	base	sex_interaction_female_minus_male	265	0.25120176369137415	0.23860849718199392	1.0527779465446905	0.29342019133511177	1
visceral	40-49_vs_60-69	adipocyte	tech	male_old_vs_young	265	-0.08202629880083136	0.13345419825104604	-0.614640077838004	0.5393341111335372	1
visceral	40-49_vs_60-69	adipocyte	tech	female_old_vs_young	265	0.020138498398976412	0.17399374048267574	0.11574266029979147	0.9079465302812902	1
visceral	40-49_vs_60-69	adipocyte	tech	sex_interaction_female_minus_male	265	0.10216479719980777	0.21619602590722123	0.47255631444238927	0.6369292441762731	1
visceral	40-49_vs_60-69	adipocyte	tech_comp	male_old_vs_young	265	-4.7479719685687504e-17	2.045128031379268e-16	-0.23216013353289378	0.8165998493208038	1
visceral	40-49_vs_60-69	adipocyte	tech_comp	female_old_vs_young	265	-4.545353022719534e-16	2.710219145829302e-16	-1.6771164168455823	0.09474505355956421	1
visceral	40-49_vs_60-69	adipocyte	tech_comp	sex_interaction_female_minus_male	265	-4.070555825862659e-16	3.370188831467673e-16	-1.207812389577585	0.2282384321660744	1
visceral	40-49_vs_60-69	macrophage_mono	base	male_old_vs_young	265	-0.3217973084373823	0.13732414567566675	-2.3433410552387905	0.019865889250640652	0.17879300325576586
visceral	40-49_vs_60-69	macrophage_mono	base	female_old_vs_young	265	0.49577270745398005	0.18403629973468616	2.6938854354749857	0.007522076490432771	0.09026491788519325
visceral	40-49_vs_60-69	macrophage_mono	base	sex_interaction_female_minus_male	265	0.8175700158913624	0.22890216517047823	3.5717006664505124	4.224640029959013e-4	0.005069568035950816
visceral	40-49_vs_60-69	macrophage_mono	tech	male_old_vs_young	265	-0.12549339589931527	0.13329039155915764	-0.9415036930371543	0.34732750894214237	1
visceral	40-49_vs_60-69	macrophage_mono	tech	female_old_vs_young	265	0.5779573510112456	0.17378017403507595	3.3257956738758363	0.0010098128365243024	0.012117754038291628
visceral	40-49_vs_60-69	macrophage_mono	tech	sex_interaction_female_minus_male	265	0.7034507469105609	0.21593065879050707	3.2577622411324136	0.001273555129789944	0.015282661557479328
visceral	40-49_vs_60-69	macrophage_mono	tech_comp	male_old_vs_young	265	-6.60192472711633e-17	1.2533751001043405e-16	-0.5267317602341657	0.598837759714199	1
visceral	40-49_vs_60-69	macrophage_mono	tech_comp	female_old_vs_young	265	-6.661200804927783e-18	1.6609821688853202e-16	-0.04010398744616321	0.9680416034871622	1
visceral	40-49_vs_60-69	macrophage_mono	tech_comp	sex_interaction_female_minus_male	265	5.935804646623551e-17	2.0654505239764942e-16	0.2873854676119612	0.7740505904751607	1
visceral	40-49_vs_60-69	fibroblast_ecm	base	male_old_vs_young	265	0.25416483122136246	0.13426799048922858	1.892966672810616	0.059472823690827195	0.23789129476330878
visceral	40-49_vs_60-69	fibroblast_ecm	base	female_old_vs_young	265	0.16535134706210075	0.17994056340834894	0.9189220258628396	0.3589880618179676	1
visceral	40-49_vs_60-69	fibroblast_ecm	base	sex_interaction_female_minus_male	265	-0.08881348415926173	0.22380793694258225	-0.3968290194375312	0.6918190772014385	1
visceral	40-49_vs_60-69	fibroblast_ecm	tech	male_old_vs_young	265	0.1339727322965234	0.1358900441039485	0.9858907117142558	0.32511040412791303	1
visceral	40-49_vs_60-69	fibroblast_ecm	tech	female_old_vs_young	265	0.10440041714721554	0.17716952615851078	0.5892684786762377	0.556196808285963	1
visceral	40-49_vs_60-69	fibroblast_ecm	tech	sex_interaction_female_minus_male	265	-0.02957231514930786	0.22014210029095438	-0.13433284733007966	0.8932441116572725	1
visceral	40-49_vs_60-69	fibroblast_ecm	tech_comp	male_old_vs_young	265	2.92611611320142e-17	4.2024134933798513e-17	0.6962941932798833	0.48687878120744443	1
visceral	40-49_vs_60-69	fibroblast_ecm	tech_comp	female_old_vs_young	265	-1.1377632285056678e-17	5.569070167586641e-17	-0.204300393830146	0.8382817233438087	1
visceral	40-49_vs_60-69	fibroblast_ecm	tech_comp	sex_interaction_female_minus_male	265	-4.0638793417070876e-17	6.925203118479635e-17	-0.5868245699339538	0.5578406918592551	1
visceral	40-49_vs_60-69	camp_pka_feedback	base	male_old_vs_young	265	-0.019681161995102177	0.09820654628709392	-0.20040580530718277	0.8413198878958726	0.8413198878958726
visceral	40-49_vs_60-69	camp_pka_feedback	base	female_old_vs_young	265	0.18945732050120084	0.13161246552435318	1.439508938202698	0.15120925102532226	1
visceral	40-49_vs_60-69	camp_pka_feedback	base	sex_interaction_female_minus_male	265	0.209138482496303	0.16369802243025275	1.277587104544352	0.20253462545659862	1
visceral	40-49_vs_60-69	camp_pka_feedback	tech	male_old_vs_young	265	-0.020555660380600946	0.10173477264544442	-0.20205147017175162	0.8400357137108034	1
visceral	40-49_vs_60-69	camp_pka_feedback	tech	female_old_vs_young	265	0.18514229396486778	0.13263886683007914	1.3958374222395136	0.16396347265346645	1
visceral	40-49_vs_60-69	camp_pka_feedback	tech	sex_interaction_female_minus_male	265	0.20569795434546873	0.16481050300976474	1.2480876557562686	0.21313045328826705	1
visceral	40-49_vs_60-69	camp_pka_feedback	tech_comp	male_old_vs_young	265	0.003360410158952497	0.09927498017858594	0.03384951729939859	0.9730236299874382	1
visceral	40-49_vs_60-69	camp_pka_feedback	tech_comp	female_old_vs_young	265	0.07299356329313605	0.13155995509991208	0.5548311660467026	0.5794964763924686	1
visceral	40-49_vs_60-69	camp_pka_feedback	tech_comp	sex_interaction_female_minus_male	265	0.06963315313418356	0.16359632468408433	0.4256400824936008	0.6707291378979542	1
visceral	40-49_vs_60-69	receptor_desensitization	base	male_old_vs_young	265	-0.38483586777079265	0.10258926462492785	-3.7512294213022614	2.1699090597952298e-4	0.0026038908717542757
visceral	40-49_vs_60-69	receptor_desensitization	base	female_old_vs_young	265	0.16374983835438445	0.137486008459616	1.1910291104456856	0.23472833304097304	1
visceral	40-49_vs_60-69	receptor_desensitization	base	sex_interaction_female_minus_male	265	0.5485857061251771	0.1710034654164552	3.208038531787486	0.0015039905770440696	0.016543896347484766
visceral	40-49_vs_60-69	receptor_desensitization	tech	male_old_vs_young	265	-0.1711416793127806	0.09210053378776832	-1.8582050751969645	0.06427886357875744	0.7713463629450892
visceral	40-49_vs_60-69	receptor_desensitization	tech	female_old_vs_young	265	0.26038091440668343	0.12007802365302707	2.1684310457929445	0.03103997552349008	0.34143973075839085
visceral	40-49_vs_60-69	receptor_desensitization	tech	sex_interaction_female_minus_male	265	0.43152259371946405	0.14920301983600723	2.892184046903081	0.00415204261456714	0.04567246876023854
visceral	40-49_vs_60-69	receptor_desensitization	tech_comp	male_old_vs_young	265	-0.10418028039792604	0.0721337311478895	-1.4442657927167846	0.14989176810924226	1
visceral	40-49_vs_60-69	receptor_desensitization	tech_comp	female_old_vs_young	265	0.00905207970333051	0.09559216646464251	0.09469478554687512	0.9246316269383789	1
visceral	40-49_vs_60-69	receptor_desensitization	tech_comp	sex_interaction_female_minus_male	265	0.11323236010125655	0.11886996381481088	0.9525733538344705	0.341708329327885	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	base	male_old_vs_young	265	-0.3291495280599951	0.09418968057856128	-3.4945391686030787	5.580779214248598e-4	0.006138857135673458
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	base	female_old_vs_young	265	-0.06151965697760059	0.12622922357595284	-0.4873646152198969	0.6264106228011014	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	base	sex_interaction_female_minus_male	265	0.2676298710823945	0.1570024099918271	1.704622693984928	0.08945937487847254	0.7156749990277803
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	tech	male_old_vs_young	265	-0.1355859208987677	0.08501376803252304	-1.5948701491139372	0.11196550105678425	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	tech	female_old_vs_young	265	0.03035415583674636	0.11083850254511772	0.27385931007494846	0.7844118645714165	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	tech	sex_interaction_female_minus_male	265	0.16594007673551406	0.13772244737820216	1.204887655531004	0.22935071798064519	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	tech_comp	male_old_vs_young	265	-0.08915611678932145	0.06833909717046152	-1.3046136176914223	0.19320063133099769	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	tech_comp	female_old_vs_young	265	0.04985195309098153	0.0905634887978933	0.5504641412637494	0.5824829485715826	1
visceral	40-49_vs_60-69	alpha2_antilipolytic_axis	tech_comp	sex_interaction_female_minus_male	265	0.13900806988030298	0.11261674501676298	1.23434636527287	0.21821016791298617	1
visceral	40-49_vs_60-69	camp_core	base	male_old_vs_young	265	-0.17042158746900873	0.07597315363265343	-2.243181694063061	0.025727623114710562	0.18009336180297394
visceral	40-49_vs_60-69	camp_core	base	female_old_vs_young	265	-0.0931235500647898	0.10181616645007743	-0.9146243991660223	0.3612362788000819	1
visceral	40-49_vs_60-69	camp_core	base	sex_interaction_female_minus_male	265	0.07729803740421894	0.1266377393121861	0.6103870601611465	0.5421385952132289	1
visceral	40-49_vs_60-69	camp_core	tech	male_old_vs_young	265	-0.061412989901170584	0.0727337541079725	-0.8443533632267026	0.3992542200916426	1
visceral	40-49_vs_60-69	camp_core	tech	female_old_vs_young	265	-0.05353442132818834	0.09482817402856882	-0.5645413072285888	0.5728762751336716	1
visceral	40-49_vs_60-69	camp_core	tech	sex_interaction_female_minus_male	265	0.00787856857298224	0.11782880414055036	0.06686453817849501	0.9467413300570571	1
visceral	40-49_vs_60-69	camp_core	tech_comp	male_old_vs_young	265	-0.03446100754621448	0.05904913686054432	-0.5835988361286406	0.5600060719032306	1
visceral	40-49_vs_60-69	camp_core	tech_comp	female_old_vs_young	265	-0.06413054357678909	0.07825236308369946	-0.8195349130631935	0.4132466042704379	1
visceral	40-49_vs_60-69	camp_core	tech_comp	sex_interaction_female_minus_male	265	-0.02966953603057461	0.09730771790409577	-0.30490424263999505	0.7606877942578016	1
visceral	40-49_vs_60-69	immediate_early	base	male_old_vs_young	265	-0.20724118041769182	0.12152339072318408	-1.7053604181417448	0.0893215718662306	0.26796471559869184
visceral	40-49_vs_60-69	immediate_early	base	female_old_vs_young	265	0.16775023105719575	0.16286076312266629	1.030022381332247	0.3039567209142773	1
visceral	40-49_vs_60-69	immediate_early	base	sex_interaction_female_minus_male	265	0.37499141147488757	0.2025642840778575	1.8512217648929465	0.06527159850650889	0.6435844373440803
visceral	40-49_vs_60-69	immediate_early	tech	male_old_vs_young	265	-0.2004989959203118	0.12597419237119653	-1.5915878653106972	0.11270181263945556	1
visceral	40-49_vs_60-69	immediate_early	tech	female_old_vs_young	265	0.16850215375575148	0.16424152422478652	1.0259412444634508	0.30588020608679944	1
visceral	40-49_vs_60-69	immediate_early	tech	sex_interaction_female_minus_male	265	0.3690011496760633	0.20407840378533018	1.8081342407215961	0.07174998320656166	0.7174998320656166
visceral	40-49_vs_60-69	immediate_early	tech_comp	male_old_vs_young	265	-0.19255184698413846	0.1249095813506758	-1.5415298402414883	0.12442789701817798	1
visceral	40-49_vs_60-69	immediate_early	tech_comp	female_old_vs_young	265	0.07595629047514074	0.16553112258982267	0.4588641053522992	0.6467226263377277	1
visceral	40-49_vs_60-69	immediate_early	tech_comp	sex_interaction_female_minus_male	265	0.2685081374592792	0.20583986408295524	1.3044515874294793	0.19325575668301034	1
visceral	30-39_vs_60-69	acute_beta_adrenergic	base	male_old_vs_young	227	-0.4525750555557989	0.14590199200276124	-3.1019114224789597	0.0021721504827554514	0.019549354344799062
visceral	30-39_vs_60-69	acute_beta_adrenergic	base	female_old_vs_young	227	-0.012036152441283587	0.20805366931278654	-0.05785119042139321	0.9539191999546808	1
visceral	30-39_vs_60-69	acute_beta_adrenergic	base	sex_interaction_female_minus_male	227	0.4405389031145153	0.25286417748920637	1.7421957807104564	0.08285908993297346	0.9943090791956815
visceral	30-39_vs_60-69	acute_beta_adrenergic	tech	male_old_vs_young	227	-0.4076608356435265	0.15113159102553805	-2.6973899558474206	0.0075299991592344155	0.08282999075157857
visceral	30-39_vs_60-69	acute_beta_adrenergic	tech	female_old_vs_young	227	0.023803260017980832	0.21059332409570283	0.11302950898464183	0.9101102316687246	1
visceral	30-39_vs_60-69	acute_beta_adrenergic	tech	sex_interaction_female_minus_male	227	0.43146409566150734	0.25325608778539904	1.7036672225116103	0.08985531267923998	1
visceral	30-39_vs_60-69	acute_beta_adrenergic	tech_comp	male_old_vs_young	227	-0.43675635762955595	0.15215770835591852	-2.870418872292166	0.004504931403386639	0.049554245437253036
visceral	30-39_vs_60-69	acute_beta_adrenergic	tech_comp	female_old_vs_young	227	0.025700565837634026	0.2117716217038735	0.1213598197475764	0.9035183441051001	1
visceral	30-39_vs_60-69	acute_beta_adrenergic	tech_comp	sex_interaction_female_minus_male	227	0.46245692346719	0.2547913939651054	1.8150413805990837	0.07089813713320585	0.8507776455984701
visceral	30-39_vs_60-69	adrenergic_receptors	base	male_old_vs_young	227	-0.36563069567212514	0.09936846339429678	-3.6795446279700688	2.932801743652807e-4	0.0029328017436528074
visceral	30-39_vs_60-69	adrenergic_receptors	base	female_old_vs_young	227	-0.2731872233078657	0.14169767759418592	-1.9279583684515873	0.05513603001489692	0.5043724627424004
visceral	30-39_vs_60-69	adrenergic_receptors	base	sex_interaction_female_minus_male	227	0.09244347236425944	0.17221646133583723	0.5367865048857702	0.5919526316303609	1
